"dates","BDX.Open","BDX.High","BDX.Low","BDX.Close","BDX.Volume","BDX.Adjusted"
"2010-02-22",77.769997,77.900002,77.099998,77.5,949700,63.95153
"2010-02-23",77.410004,78.059998,76.75,77.870003,1560300,64.256844
"2010-02-24",77.900002,78.860001,77.580002,78.82,1888200,65.040771
"2010-02-25",78.419998,78.620003,77.730003,78.519997,1494400,64.793236
"2010-02-26",78.730003,78.900002,77.75,77.870003,1357100,64.256844
"2010-03-01",78.110001,79.019997,77.879997,79.019997,1680500,65.205811
"2010-03-02",79.019997,79.629997,78.730003,79.139999,1354300,65.304832
"2010-03-03",78.709999,79.209999,78.620003,78.68,1055700,64.925262
"2010-03-04",78.760002,79.019997,78.209999,78.5,1667600,64.776726
"2010-03-05",78.660004,78.68,78.239998,78.599998,1601400,64.859245
"2010-03-08",78.660004,78.660004,77.769997,77.949997,1061700,64.627113
"2010-03-09",77.889999,78.639999,77.75,78.470001,1079700,65.058197
"2010-03-10",78.470001,79.099998,78.290001,78.919998,1266900,65.431297
"2010-03-11",79.019997,79.019997,77.550003,78.459999,1088300,65.049927
"2010-03-12",78.690002,78.690002,77.790001,78.370003,908300,64.975319
"2010-03-15",78.339996,79.010002,78.059998,79,701600,65.497627
"2010-03-16",79.169998,79.57,78.769997,79.029999,849500,65.522484
"2010-03-17",79.550003,79.559998,78.849998,79.239998,842300,65.696617
"2010-03-18",79,79.580002,78.919998,79.389999,691400,65.820961
"2010-03-19",79.099998,79.669998,78.709999,79.099998,1370800,65.580536
"2010-03-22",79.080002,80.559998,79,80.139999,1433200,66.442787
"2010-03-23",80.169998,80.449997,79.309998,79.709999,872400,66.086304
"2010-03-24",79.43,79.669998,78.790001,79.010002,1488900,65.505936
"2010-03-25",79.440002,79.660004,78.739998,78.870003,934600,65.389885
"2010-03-26",78.889999,78.989998,78.239998,78.510002,999600,65.0914
"2010-03-29",78.459999,79.160004,78.400002,79,864300,65.497627
"2010-03-30",79.169998,79.169998,78.900002,79.050003,1099400,65.539093
"2010-03-31",78.980003,79.400002,78.400002,78.730003,910700,65.273796
"2010-04-01",78.93,79.239998,78.419998,78.959999,908200,65.464462
"2010-04-05",79.209999,79.220001,78.419998,78.510002,1168700,65.0914
"2010-04-06",78.419998,78.839996,78.110001,78.43,1051600,65.025078
"2010-04-07",78.010002,79.190002,78.010002,78.5,1166100,65.083076
"2010-04-08",78.559998,78.93,78.209999,78.629997,771100,65.19088
"2010-04-09",78.760002,78.970001,78.370003,78.910004,769000,65.423012
"2010-04-12",79.019997,79.269997,78.720001,79,639700,65.497627
"2010-04-13",78.93,79,78.209999,78.720001,905600,65.265495
"2010-04-14",78.540001,78.779999,78.129997,78.489998,1271500,65.074829
"2010-04-15",78.239998,78.75,77.970001,78.050003,1542300,64.709999
"2010-04-16",77.980003,78.400002,77.459999,77.739998,2440200,64.452965
"2010-04-19",77.82,78.669998,77.82,78.459999,1721800,65.049927
"2010-04-20",78.699997,79.849998,78.599998,79.660004,1485100,66.044846
"2010-04-21",79.769997,79.919998,78.360001,78.559998,1764300,65.132828
"2010-04-22",77.559998,77.830002,76.029999,77.269997,2543600,64.063316
"2010-04-23",77.550003,78.360001,77.139999,77.550003,1622600,64.295464
"2010-04-26",77.580002,78.080002,76.379997,76.400002,1510700,63.342022
"2010-04-27",76.699997,76.699997,75.610001,76.040001,1530800,63.043564
"2010-04-28",76.089996,77.040001,76,76.699997,1682000,63.590733
"2010-04-29",75.279999,78.370003,75.279999,76.599998,2795100,63.507828
"2010-04-30",76.739998,77.150002,76.050003,76.370003,2131800,63.317135
"2010-05-03",76.379997,76.529999,75.150002,76.220001,1831700,63.192783
"2010-05-04",75.529999,75.900002,74.970001,75.440002,1382400,62.546093
"2010-05-05",75.410004,76.18,74.760002,75.610001,1512600,62.687046
"2010-05-06",75.379997,75.889999,72.480003,74.879997,2771800,62.081799
"2010-05-07",74.989998,75.050003,73.120003,73.660004,2663100,61.07032
"2010-05-10",75.599998,76.699997,74.699997,75.57,1611200,62.653873
"2010-05-11",75.339996,75.339996,74.239998,74.75,1505000,61.974007
"2010-05-12",75.010002,75.300003,74.260002,75.099998,1331900,62.264194
"2010-05-13",75.230003,75.690002,74.400002,74.470001,1482600,61.741886
"2010-05-14",74.300003,74.300003,72.82,73.260002,1993400,60.738689
"2010-05-17",73.110001,74.050003,73.110001,73.779999,1439000,61.169823
"2010-05-18",74.610001,75.110001,74.139999,74.300003,2088000,61.600948
"2010-05-19",74.18,74.559998,73.269997,73.730003,2228700,61.128338
"2010-05-20",72.75,72.809998,71.650002,71.650002,2293000,59.403858
"2010-05-21",71.220001,71.809998,69.949997,71.489998,2276500,59.271194
"2010-05-24",71.410004,72.139999,71.25,71.330002,1034800,59.138546
"2010-05-25",70.510002,71.540001,69.580002,71.440002,1947000,59.229767
"2010-05-26",71.580002,72.290001,70.620003,70.660004,1451000,58.583092
"2010-05-27",71.559998,72.25,71.089996,72.209999,1489100,59.868149
"2010-05-28",72.230003,72.230003,71.169998,71.300003,1512800,59.113693
"2010-06-01",71.089996,71.870003,70.68,70.709999,1265600,58.624519
"2010-06-02",70.639999,72.470001,70.25,72.400002,1245300,60.025677
"2010-06-03",72.190002,72.879997,71.739998,72.389999,991800,60.01738
"2010-06-04",71.589996,71.589996,69.949997,70.080002,1698700,58.102219
"2010-06-07",70.360001,70.550003,69.269997,69.290001,1543000,57.752132
"2010-06-08",69.07,69.379997,68.110001,68.919998,2638400,57.443752
"2010-06-09",69.07,69.68,68.5,68.639999,1673100,57.210384
"2010-06-10",69.410004,69.800003,69.209999,69.760002,1421200,58.143879
"2010-06-11",69.550003,69.82,69.169998,69.690002,1468000,58.085537
"2010-06-14",71.040001,71.040001,70.099998,70.190002,1658000,58.502281
"2010-06-15",70.459999,71.110001,70.199997,71.110001,1376800,59.269081
"2010-06-16",70.900002,72.050003,70.480003,72.050003,1334700,60.052578
"2010-06-17",72.089996,72.220001,71.470001,71.919998,1318000,59.94421
"2010-06-18",71.970001,72.029999,71.269997,71.32,1937700,59.44413
"2010-06-21",71.730003,72.150002,71.25,71.480003,1682400,59.577484
"2010-06-22",71.480003,72.559998,71.150002,71.160004,1507500,59.310768
"2010-06-23",71.209999,71.260002,69.900002,70.050003,2171800,58.385601
"2010-06-24",70.010002,70.300003,69.330002,69.419998,1551100,57.860508
"2010-06-25",69.330002,69.919998,68.739998,69.050003,2632500,57.552109
"2010-06-28",69.32,69.610001,68.5,69.160004,1150900,57.643787
"2010-06-29",68.059998,68.32,67,67.449997,2213000,56.218529
"2010-06-30",67.239998,68.139999,67.050003,67.620003,2027200,56.360233
"2010-07-01",67.730003,67.730003,66.629997,67.290001,2283300,56.085167
"2010-07-02",67.339996,68.360001,67.290001,67.970001,1487300,56.651943
"2010-07-06",68.629997,68.830002,67.589996,68.18,1490100,56.826977
"2010-07-07",68.139999,70.300003,67.900002,70.279999,2112500,58.577297
"2010-07-08",70.519997,71.019997,69.440002,69.959999,1791200,58.310589
"2010-07-09",69.910004,70.089996,69.050003,69.459999,1012400,57.893848
"2010-07-12",69.410004,69.459999,68.830002,69.080002,1245200,57.577118
"2010-07-13",69.550003,70.080002,69.400002,69.519997,1252800,57.94384
"2010-07-14",69.279999,69.589996,68.519997,69.589996,1375200,58.00219
"2010-07-15",69.300003,69.690002,68.870003,69.360001,955100,57.81049
"2010-07-16",69.160004,69.330002,67.620003,67.75,1221100,56.468571
"2010-07-19",67.980003,68.379997,67.809998,68.059998,765700,56.726971
"2010-07-20",67.529999,68.169998,67.139999,68.129997,1734600,56.785316
"2010-07-21",68.260002,68.260002,66.639999,66.919998,1876700,55.776779
"2010-07-22",67.260002,68.239998,67.099998,67.400002,2360500,56.176868
"2010-07-23",67.07,67.07,66.470001,66.889999,2774400,55.75177
"2010-07-26",67.059998,68.639999,66.720001,68.550003,1917000,57.135361
"2010-07-27",69.220001,69.260002,68.089996,68.269997,1736700,56.901989
"2010-07-28",68.089996,68.800003,67.389999,68.330002,2236100,56.951992
"2010-07-29",69.32,69.93,67.129997,67.540001,2089100,56.293556
"2010-07-30",67.150002,69.150002,66.870003,68.800003,2110800,57.343742
"2010-08-02",69.550003,70.5,69.199997,70.400002,2255700,58.677315
"2010-08-03",70.360001,70.889999,70.110001,70.459999,1311000,58.727322
"2010-08-04",70.629997,71.269997,70.25,71.190002,1226200,59.335777
"2010-08-05",71,71.779999,70.739998,71.610001,1370600,59.685844
"2010-08-06",71.190002,71.800003,70.489998,71.68,1214700,59.744183
"2010-08-09",71.599998,72,71.5,71.879997,661600,59.910858
"2010-08-10",71.440002,72.690002,71.059998,72.389999,1251800,60.335945
"2010-08-11",71.599998,71.779999,70.529999,71.099998,1745200,59.260738
"2010-08-12",70.220001,71.220001,70.220001,71.059998,1041900,59.227413
"2010-08-13",71,71.260002,70.639999,70.959999,668500,59.14407
"2010-08-16",70.620003,70.800003,70.139999,70.629997,687700,58.869007
"2010-08-17",70.910004,72.309998,70.669998,71.980003,1048500,59.994225
"2010-08-18",71.970001,72.68,71.57,72.330002,941200,60.285938
"2010-08-19",71.959999,72.040001,70.709999,71.309998,1013900,59.435772
"2010-08-20",70.870003,71.470001,69.949997,70.82,1213700,59.027386
"2010-08-23",71.07,71.800003,70.989998,71.010002,1362300,59.185749
"2010-08-24",70.349998,70.349998,69.059998,69.300003,1289800,57.760483
"2010-08-25",69,70.080002,68.940002,69.760002,975400,58.143879
"2010-08-26",69.82,69.949997,68.82,68.830002,1429400,57.368732
"2010-08-27",69.040001,69.790001,68.68,69.720001,915900,58.110535
"2010-08-30",69.519997,69.910004,69.25,69.260002,747800,57.727142
"2010-08-31",69.089996,69.279999,68.07,68.190002,1627500,56.835312
"2010-09-01",68.839996,69.790001,68.830002,69.519997,1580800,57.94384
"2010-09-02",69.540001,70.269997,69.540001,70.269997,718900,58.568954
"2010-09-03",70.599998,70.690002,69.970001,70.620003,982000,58.86068
"2010-09-07",69.900002,70.379997,69.610001,69.830002,767300,58.508774
"2010-09-08",69.849998,70.050003,69.540001,69.709999,820600,58.408211
"2010-09-09",70.190002,71,69.919998,70.830002,1283800,59.346653
"2010-09-10",70.790001,71.389999,70.599998,71.269997,716500,59.715317
"2010-09-13",71.699997,72.050003,70.949997,71.190002,815900,59.648277
"2010-09-14",71.209999,71.940002,70.860001,71.589996,693700,59.983414
"2010-09-15",71.239998,72.779999,71.239998,72.550003,950300,60.787781
"2010-09-16",72.260002,73.059998,71.889999,72.75,810500,60.955372
"2010-09-17",73.050003,73.5,72.870003,73.480003,1417400,61.567009
"2010-09-20",73.559998,73.690002,72.75,73.580002,1074100,61.650784
"2010-09-21",73.800003,74,73.330002,73.709999,880700,61.759739
"2010-09-22",73.699997,74.290001,73.029999,73.480003,1027600,61.567009
"2010-09-23",72.989998,73.620003,72.910004,73.110001,689800,61.256992
"2010-09-24",73.720001,74.300003,73.559998,74.279999,728700,62.237301
"2010-09-27",74.699997,74.900002,74.199997,74.220001,823600,62.187054
"2010-09-28",74.449997,74.860001,73.970001,74.82,1230200,62.68977
"2010-09-29",74.540001,74.699997,73.849998,74.169998,1171200,62.145149
"2010-09-30",74.360001,74.830002,73.970001,74.099998,1021300,62.086498
"2010-10-01",74.559998,74.720001,73.690002,74.300003,1128900,62.254059
"2010-10-04",74.150002,74.290001,73.389999,73.669998,831100,61.726231
"2010-10-05",74.099998,75.089996,74.040001,74.870003,1066600,62.731667
"2010-10-06",74.93,75.389999,74.699997,75.129997,642300,62.949516
"2010-10-07",75.32,75.489998,74.25,74.519997,1047600,62.438389
"2010-10-08",74.699997,75,74.449997,74.75,911200,62.631111
"2010-10-11",74.910004,75.480003,74.790001,74.919998,387700,62.773537
"2010-10-12",74.709999,75.660004,74.389999,75.550003,906100,63.301407
"2010-10-13",75.75,76.160004,75.480003,76.019997,903800,63.69521
"2010-10-14",76.169998,76.360001,75.730003,76.080002,937400,63.745491
"2010-10-15",76.5,76.5,75.599998,76.129997,997100,63.787369
"2010-10-18",76.220001,76.860001,76.110001,76.82,781600,64.365494
"2010-10-19",76.260002,76.629997,75.879997,76.349998,1478400,63.971725
"2010-10-20",76.449997,77.010002,76.419998,76.900002,1097400,64.432541
"2010-10-21",77,77.639999,76.730003,77,1644800,64.516335
"2010-10-22",77.010002,77.269997,76.309998,76.400002,980200,64.013596
"2010-10-25",76.68,77.239998,76.68,76.910004,1166300,64.440926
"2010-10-26",76.620003,77.010002,76.580002,76.730003,912500,64.290115
"2010-10-27",76.349998,76.610001,75.629997,76.150002,1132300,63.804123
"2010-10-28",77.019997,77.209999,76.099998,76.389999,870600,64.005234
"2010-10-29",76.089996,76.139999,75.519997,75.519997,1278100,63.276257
"2010-11-01",75.919998,76.059998,74.919998,75.290001,1519900,63.083553
"2010-11-02",75.849998,76.220001,75.239998,75.379997,1430900,63.15897
"2010-11-03",75.610001,76,74.650002,75.540001,1832300,63.293049
"2010-11-04",76.309998,78.760002,76.309998,78.25,2374800,65.563675
"2010-11-05",77.900002,78.160004,77.339996,77.540001,1813500,64.968796
"2010-11-08",76.959999,77.980003,76.629997,77.559998,1139400,64.985535
"2010-11-09",77.5,78.190002,77.269997,77.779999,1353600,65.169861
"2010-11-10",77.459999,78.239998,77.160004,78.18,1191800,65.50502
"2010-11-11",77.709999,78.349998,77.220001,78.269997,1036300,65.580452
"2010-11-12",77.779999,77.82,77.129997,77.269997,1136800,64.742577
"2010-11-15",76.800003,78.120003,76.800003,77.389999,922400,64.843124
"2010-11-16",76.860001,77.150002,76.400002,76.610001,1617900,64.189545
"2010-11-17",76.790001,76.910004,76.25,76.779999,1276800,64.332001
"2010-11-18",77.099998,78.059998,76.879997,77.690002,955800,65.094482
"2010-11-19",77.650002,77.879997,77.269997,77.839996,1056100,65.220116
"2010-11-22",77.529999,77.809998,76.839996,77.620003,1264300,65.035812
"2010-11-23",76.720001,76.900002,76.360001,76.639999,1087400,64.214684
"2010-11-24",76.639999,78.150002,76.550003,78.120003,1304700,65.454742
"2010-11-26",77.239998,78.419998,77.199997,78.160004,825100,65.488258
"2010-11-29",77.529999,78.309998,77.160004,78.050003,1595400,65.396111
"2010-11-30",77.120003,78.190002,76.620003,77.93,1873800,65.295547
"2010-12-01",78.610001,79.959999,78.339996,79.82,1588500,66.879143
"2010-12-02",79.879997,81.160004,79.800003,80.760002,2106400,67.66674
"2010-12-03",80.650002,81.650002,80.370003,81.529999,1831300,68.311897
"2010-12-06",81.519997,81.589996,80.849998,80.849998,2069200,67.742149
"2010-12-07",81.269997,81.870003,81.050003,81.379997,2351500,68.186203
"2010-12-08",81.25,81.610001,80.800003,81.050003,1380900,68.253616
"2010-12-09",81.290001,81.790001,81.099998,81.459999,1064400,68.598862
"2010-12-10",81.809998,82.449997,81.550003,82.029999,1516900,69.078873
"2010-12-13",82.099998,82.75,81.760002,82.419998,1459400,69.407295
"2010-12-14",82.43,83.800003,82.040001,83.389999,1632100,70.224121
"2010-12-15",83.150002,83.5,82.809998,83.040001,1549500,69.929382
"2010-12-16",82.940002,84.93,82.629997,84.779999,1955200,71.394676
"2010-12-17",84.739998,85.309998,83.970001,85.209999,1911500,71.756798
"2010-12-20",85.230003,85.5,83.82,83.849998,1641200,70.611511
"2010-12-21",84.260002,84.260002,83.400002,83.809998,1595500,70.57782
"2010-12-22",83.949997,84.660004,83.650002,84.379997,1014900,71.057831
"2010-12-23",84.129997,84.790001,84.129997,84.639999,908500,71.276787
"2010-12-27",84.43,84.5,84.019997,84.110001,568500,70.830437
"2010-12-28",84.419998,85.330002,84.279999,85.32,1251400,71.849434
"2010-12-29",85.330002,85.5,84.830002,84.980003,845600,71.56311
"2010-12-30",85.029999,85.339996,84.650002,85.139999,659300,71.697838
"2010-12-31",84.989998,85.269997,84.43,84.519997,645100,71.175735
"2011-01-03",85.169998,85.690002,84.629997,84.730003,1579500,71.35257
"2011-01-04",84.75,84.860001,83.080002,83.349998,1652600,70.19046
"2011-01-05",83.089996,83.629997,82.730003,83.370003,1048400,70.207291
"2011-01-06",83.349998,83.580002,82.989998,83.25,952200,70.106255
"2011-01-07",83.339996,83.849998,82.669998,83.230003,973300,70.089401
"2011-01-10",82.730003,83.220001,82.589996,83.059998,886200,69.946251
"2011-01-11",83.260002,84.220001,83.25,83.980003,698800,70.72097
"2011-01-12",84.25,84.330002,83.480003,83.639999,1457700,70.434669
"2011-01-13",83.779999,83.889999,82.910004,83.129997,1271400,70.00518
"2011-01-14",83.080002,83.129997,82.360001,82.699997,1313600,69.643066
"2011-01-18",82.580002,84.18,82.449997,83.970001,1432600,70.712578
"2011-01-19",84.050003,84.269997,82.68,83,1281500,69.895706
"2011-01-20",83.019997,83.370003,82.709999,83.089996,802000,69.971512
"2011-01-21",83.440002,84.379997,83.080002,83.199997,1397600,70.064148
"2011-01-24",83.32,83.870003,83.150002,83.660004,1246100,70.451523
"2011-01-25",83.790001,84.760002,83.650002,84.610001,1815900,71.251511
"2011-01-26",84.940002,85,84.129997,84.129997,1213600,70.847305
"2011-01-27",83.870003,84.32,83.410004,83.550003,1159800,70.358887
"2011-01-28",83.220001,83.949997,82.410004,82.559998,1070200,69.525208
"2011-01-31",82.650002,82.970001,81.559998,82.949997,1097300,69.85363
"2011-02-01",83.379997,83.949997,83.089996,83.82,795700,70.586258
"2011-02-02",83.690002,84.07,83.339996,83.720001,793100,70.502045
"2011-02-03",83.57,84.43,83.510002,84.160004,805800,70.872574
"2011-02-04",84.379997,84.519997,83.82,84.5,911600,71.158882
"2011-02-07",84.82,85.900002,84.580002,85.639999,1289800,72.118912
"2011-02-08",82.720001,83.989998,80.150002,81.029999,4390100,68.236732
"2011-02-09",81.029999,81.709999,80.970001,81.379997,1723200,68.531464
"2011-02-10",81.389999,81.730003,81.050003,81.199997,1580800,68.379929
"2011-02-11",80.949997,81.529999,80.5,81.290001,1287900,68.455719
"2011-02-14",81.209999,81.620003,80.760002,81.589996,1229700,68.708313
"2011-02-15",80.739998,81.050003,80.290001,80.440002,1968100,67.739914
"2011-02-16",80.510002,80.910004,79.970001,80,2949100,67.36937
"2011-02-17",79.660004,80.389999,78.620003,80.260002,2688100,67.588326
"2011-02-18",80.43,81.739998,80.089996,81.279999,1984700,68.447289
"2011-02-22",80.410004,81.129997,79.589996,79.68,1665000,67.099884
"2011-02-23",79.769997,80.150002,79.029999,79.089996,1627000,66.603058
"2011-02-24",78.980003,79.699997,78.57,79.080002,1286400,66.594612
"2011-02-25",79.449997,80.230003,79.18,80.169998,1172100,67.51252
"2011-02-28",80.150002,80.330002,79.550003,80,1699800,67.36937
"2011-03-01",80.129997,80.18,79.199997,79.199997,1254000,66.695671
"2011-03-02",79.190002,79.989998,79,79.470001,1230700,66.92305
"2011-03-03",80,81.269997,79.660004,81.07,1187100,68.270416
"2011-03-04",80.860001,81.050003,79.5,80.209999,1388000,67.546219
"2011-03-07",80.519997,80.75,79.199997,79.410004,1278200,66.872505
"2011-03-08",79.220001,80.129997,78.68,79.940002,967000,67.668198
"2011-03-09",79.68,79.970001,79.129997,79.650002,1090800,67.422737
"2011-03-10",78.900002,79.040001,77.93,78.330002,1526800,66.305374
"2011-03-11",78,79.07,77.959999,78.870003,1178900,66.762489
"2011-03-14",78.43,78.550003,77.220001,77.669998,1522500,65.746696
"2011-03-15",75.830002,77.389999,75.699997,76.959999,2100600,65.145653
"2011-03-16",76.699997,77.209999,75.440002,76.529999,2445600,64.781677
"2011-03-17",77.440002,77.959999,76.389999,76.510002,1388400,64.764771
"2011-03-18",77.110001,77.480003,76.5,76.900002,2143200,65.09491
"2011-03-21",78.290001,78.360001,77.760002,77.910004,1106000,65.949852
"2011-03-22",77.949997,78.309998,77.889999,78.050003,775800,66.068359
"2011-03-23",77.790001,77.860001,77.029999,77.620003,899700,65.704346
"2011-03-24",77.839996,78.07,77.199997,77.980003,805600,66.009087
"2011-03-25",78.150002,78.93,78.059998,78.650002,997800,66.576248
"2011-03-28",78.540001,79,78.25,78.620003,986500,66.55085
"2011-03-29",78.580002,79.5,78.470001,79.489998,825400,67.2873
"2011-03-30",79.790001,80.190002,79.379997,79.489998,937000,67.2873
"2011-03-31",79.309998,80.349998,79.260002,79.620003,1420600,67.397346
"2011-04-01",79.949997,80.790001,79.300003,80.57,1780800,68.2015
"2011-04-04",80.75,81.080002,80.610001,81.019997,798400,68.582405
"2011-04-05",80.720001,81.050003,80.199997,80.389999,1040400,68.049141
"2011-04-06",80.510002,81.139999,80.419998,80.989998,1316800,68.557022
"2011-04-07",80.889999,81.25,80.559998,80.959999,723500,68.531616
"2011-04-08",81.010002,81.190002,80.5,80.760002,778200,68.362343
"2011-04-11",80.970001,81.949997,80.809998,81.5,1106800,68.988739
"2011-04-12",81.220001,81.75,81.139999,81.370003,829400,68.878693
"2011-04-13",81.540001,82.019997,81.489998,81.870003,1317400,69.301949
"2011-04-14",81.410004,82.010002,81.190002,81.809998,1208900,69.251144
"2011-04-15",82.190002,83.589996,82.190002,83.449997,1301700,70.639389
"2011-04-18",82.559998,83.889999,82.269997,83.07,1498200,70.317719
"2011-04-19",83.129997,83.709999,82.940002,83.349998,1115300,70.554741
"2011-04-20",84,84.379997,83.660004,83.980003,2159300,71.088043
"2011-04-21",84.269997,84.370003,83.839996,84,1772400,71.104942
"2011-04-25",83.720001,84.129997,83.389999,83.919998,1218100,71.037231
"2011-04-26",84,84.949997,83.860001,84.889999,2100000,71.85833
"2011-04-27",84.809998,85.620003,82.730003,85.5,1892800,72.374672
"2011-04-28",84.400002,85.93,84.400002,85.559998,1488500,72.425461
"2011-04-29",85.330002,86.339996,85.040001,85.940002,1e+06,72.747139
"2011-05-02",86.209999,87.25,85.629997,86.849998,1727100,73.517448
"2011-05-03",87.019997,87.089996,86.519997,86.830002,1265500,73.500526
"2011-05-04",86.470001,86.830002,86.050003,86.419998,1209000,73.153442
"2011-05-05",86.239998,86.589996,85.459999,85.940002,1340900,72.747139
"2011-05-06",86.599998,87,86.18,86.419998,847100,73.153442
"2011-05-09",86.379997,87.080002,85.989998,86.949997,765300,73.602089
"2011-05-10",87,87.760002,86.800003,87.75,732100,74.279297
"2011-05-11",88.489998,89.169998,87.739998,88.07,1367100,74.550156
"2011-05-12",87.919998,88.709999,87.239998,88.709999,994000,75.091904
"2011-05-13",88.800003,88.860001,87.639999,88.110001,1000100,74.584038
"2011-05-16",87.93,88.419998,87.730003,87.919998,861600,74.423195
"2011-05-17",87.650002,88.089996,86.989998,88,1064600,74.490891
"2011-05-18",88.209999,89.480003,87.989998,89.470001,1512200,75.735268
"2011-05-19",89.529999,89.730003,89,89.580002,1180100,75.828369
"2011-05-20",89.309998,89.400002,88.400002,88.900002,1189700,75.252762
"2011-05-23",88.059998,88.160004,87.099998,87.470001,1110900,74.042267
"2011-05-24",87.489998,87.730003,86.669998,86.739998,1214600,73.424324
"2011-05-25",86.43,86.980003,86.43,86.75,1208600,73.432793
"2011-05-26",86.620003,86.769997,86.309998,86.629997,1140300,73.331223
"2011-05-27",86.949997,87.099998,86.540001,87.040001,681200,73.678276
"2011-05-31",87.550003,87.650002,87.080002,87.550003,1247900,74.109985
"2011-06-01",87.300003,87.669998,87.040001,87.139999,1276000,73.762917
"2011-06-02",87.010002,87.040001,85.93,86.339996,907200,73.085747
"2011-06-03",85.669998,86.129997,85,85.760002,846600,72.594757
"2011-06-06",85.519997,85.650002,85.029999,85.209999,734400,72.129204
"2011-06-07",85.209999,85.669998,84.699997,84.970001,916300,72.273811
"2011-06-08",85.050003,85.720001,84.529999,85.510002,1028600,72.733139
"2011-06-09",85.440002,86.660004,85.260002,86.300003,794300,73.405106
"2011-06-10",85.839996,86.169998,84.870003,84.919998,796100,72.231277
"2011-06-13",84.949997,85.510002,84.870003,85.059998,551700,72.350372
"2011-06-14",85.75,86.550003,85.660004,86.25,776100,73.362556
"2011-06-15",85.910004,86.379997,84.779999,84.910004,1231300,72.222794
"2011-06-16",85.110001,85.290001,84.510002,84.879997,860000,72.197243
"2011-06-17",85.610001,86.089996,85.040001,85.129997,1357200,72.409889
"2011-06-20",84.989998,86.129997,84.879997,85.959999,834400,73.115883
"2011-06-21",86.389999,86.739998,85.870003,86.529999,735800,73.600716
"2011-06-22",86.139999,86.910004,86.139999,86.389999,787100,73.481606
"2011-06-23",85.519997,85.709999,84.190002,85.68,1092900,72.877716
"2011-06-24",85.610001,85.690002,84.75,84.839996,904100,72.163231
"2011-06-27",85.050003,85.589996,84.540001,85.25,692800,72.511971
"2011-06-28",85.589996,86.489998,85.209999,86.110001,787900,73.243446
"2011-06-29",86.389999,86.519997,85.589996,85.839996,959400,73.013817
"2011-06-30",86.18,86.660004,85.860001,86.169998,1338100,73.29451
"2011-07-01",86.330002,89.5,85.959999,89.300003,2433200,75.956841
"2011-07-05",89.199997,89.5,88.860001,89.169998,1424600,75.846245
"2011-07-06",88.830002,89.5,88.760002,89.279999,1042200,75.939812
"2011-07-07",89.730003,89.75,89.089996,89.739998,1089500,76.33107
"2011-07-08",89.010002,89.370003,88.510002,89.300003,1229100,75.956841
"2011-07-11",88.57,88.949997,87.199997,87.370003,1275500,74.315178
"2011-07-12",87.169998,88.57,87.150002,87.57,1012300,74.485283
"2011-07-13",88.019997,88.68,87.639999,87.769997,937100,74.655426
"2011-07-14",88.080002,88.129997,86.800003,87.540001,1043900,74.459793
