"dates","JNJ.Open","JNJ.High","JNJ.Low","JNJ.Close","JNJ.Volume","JNJ.Adjusted"
"2010-04-05",65.769997,65.889999,65.379997,65.400002,8617600,47.17197
"2010-04-06",65.129997,65.449997,65,65.309998,8260100,47.107056
"2010-04-07",65.239998,65.489998,65.080002,65.220001,9409400,47.04213
"2010-04-08",65.190002,65.190002,64.769997,64.93,8962600,46.832958
"2010-04-09",64.879997,65.169998,64.779999,65.139999,6972700,46.984447
"2010-04-12",65.110001,65.209999,64.93,65.110001,8692200,46.962788
"2010-04-13",65.059998,65.849998,64.910004,65.68,12481600,47.373913
"2010-04-14",65.43,65.599998,65.18,65.489998,10501900,47.236885
"2010-04-15",65.290001,65.540001,65.129997,65.510002,8656900,47.251312
"2010-04-16",65.339996,65.650002,64.889999,65.019997,15742500,46.897877
"2010-04-19",65.059998,66.099998,65.059998,66.029999,14626300,47.626381
"2010-04-20",66.029999,66.199997,65.730003,65.989998,11916400,47.597519
"2010-04-21",65.980003,65.980003,65.07,65.389999,13355700,47.164761
"2010-04-22",65.18,65.239998,64.330002,64.779999,19583000,46.724762
"2010-04-23",64.709999,65.040001,64.330002,65.040001,11674900,46.912312
"2010-04-26",64.989998,65.199997,64.720001,64.760002,9281500,46.71035
"2010-04-27",64.57,64.879997,64.209999,64.279999,11862200,46.364117
"2010-04-28",64.43,64.860001,64.25,64.620003,12476600,46.609367
"2010-04-29",64.849998,65.339996,64.849998,65.010002,7930100,46.890667
"2010-04-30",65.129997,65.339996,64.300003,64.300003,14255900,46.378559
"2010-05-03",65.160004,65.620003,64.540001,65.330002,15310500,47.121487
"2010-05-04",65.07,65.279999,64.410004,64.699997,14895700,46.667065
"2010-05-05",64.580002,65.290001,64.440002,65.139999,13143700,46.984447
"2010-05-06",65.040001,65.099998,60.029999,63.400002,24410000,45.729401
"2010-05-07",63.259998,63.599998,62.09,63.310001,20467100,45.66449
"2010-05-10",64.910004,65.360001,64,64.75,18445400,46.703136
"2010-05-11",64.230003,65.089996,64.18,64.669998,10879000,46.645428
"2010-05-12",64.849998,65.050003,64.489998,64.900002,11036800,46.811329
"2010-05-13",64.839996,65.160004,64.510002,64.669998,12337000,46.645428
"2010-05-14",64.709999,64.790001,63.41,63.970001,12505100,46.140518
"2010-05-17",64.059998,64.239998,63.200001,63.880001,10260800,46.075623
"2010-05-18",63.439999,63.560001,62.849998,62.970001,18480900,45.41925
"2010-05-19",62.689999,62.959999,62.049999,62.220001,18863200,44.878288
"2010-05-20",61.82,61.84,60.549999,60.549999,24098700,43.67374
"2010-05-21",59.779999,60.959999,59.509998,60.880001,21813000,43.911766
"2010-05-24",60.619999,61.450001,60.209999,60.57,13993300,43.688152
"2010-05-25",59.709999,60.41,59.150002,60.349998,21179000,43.529488
"2010-05-26",60.830002,60.830002,59.650002,59.66,18914100,43.031803
"2010-05-27",59.740002,59.889999,58.709999,59.029999,29926600,42.966282
"2010-05-28",58.720001,59.119999,58.189999,58.299999,26815900,42.434933
"2010-06-01",58.209999,59.41,57.549999,58.759998,19508400,42.769764
"2010-06-02",59.07,59.73,58.689999,59.73,15581800,43.475792
"2010-06-03",59.889999,60.150002,59.549999,59.77,14254200,43.504925
"2010-06-04",58.959999,59.029999,57.759998,58.009998,21785400,42.223858
"2010-06-07",58.169998,58.549999,58,58,13843300,42.216579
"2010-06-08",58.150002,58.709999,57.869999,58.639999,14941500,42.682411
"2010-06-09",58.799999,58.939999,57.939999,58.169998,13173000,42.340317
"2010-06-10",58.720001,59.130001,58.349998,58.5,16995200,42.580509
"2010-06-11",58.169998,58.48,57.939999,58.459999,14713000,42.551407
"2010-06-14",58.700001,59.099998,58.380001,58.419998,10524000,42.522278
"2010-06-15",58.93,59.16,58.549999,59.139999,11103200,43.046345
"2010-06-16",59.25,59.580002,58.779999,59.240002,8636300,43.119141
"2010-06-17",59.279999,59.439999,58.650002,59.18,11723100,43.075462
"2010-06-18",59.18,59.290001,58.849998,59.18,16838200,43.075462
"2010-06-21",59.5,59.799999,58.919998,59.130001,12143600,43.039078
"2010-06-22",59.25,60.09,59.119999,59.16,13823800,43.060913
"2010-06-23",59.16,59.419998,58.709999,59.240002,12659500,43.119141
"2010-06-24",59.029999,59.939999,59.029999,59.599998,18216100,43.38118
"2010-06-25",59.860001,59.869999,58.630001,58.700001,45006900,42.726086
"2010-06-28",59.009998,59.790001,58.810001,59.450001,15834300,43.271996
"2010-06-29",58.98,59.419998,58.68,59.240002,20236500,43.119141
"2010-06-30",59.040001,59.610001,58.939999,59.060001,15802100,42.988129
"2010-07-01",59.07,59.25,58.650002,59.07,17973500,42.995407
"2010-07-02",59.419998,59.59,58.849998,59.080002,10534400,43.002697
"2010-07-06",59.5,59.599998,58.669998,59.080002,15461100,43.002697
"2010-07-07",59.330002,60.700001,59.040001,60.610001,17280000,44.116318
"2010-07-08",60.93,61.73,60.639999,61.380001,15895900,44.676788
"2010-07-09",60.970001,61.07,60.380001,60.540001,12174000,44.065376
"2010-07-12",60.48,60.540001,60.060001,60.209999,10797200,43.825176
"2010-07-13",60.59,60.959999,60.439999,60.5,10924500,44.036274
"2010-07-14",60.16,60.68,60.049999,60.619999,9668500,44.123604
"2010-07-15",60.619999,60.75,59.900002,60.259998,12839300,43.861572
"2010-07-16",60,60.189999,59.25,59.439999,17569900,43.264709
"2010-07-19",59.720001,59.790001,59.369999,59.57,10277500,43.359344
"2010-07-20",58.450001,58.77,58,58.580002,22304800,42.63876
"2010-07-21",58.799999,58.799999,56.869999,57.119999,25707600,41.576046
"2010-07-22",57.43,57.619999,56.860001,57.02,17972900,41.503262
"2010-07-23",57.279999,57.639999,57,57.630001,15076600,41.947262
"2010-07-26",57.650002,58.009998,57.48,57.740002,11775200,42.027325
"2010-07-27",57.950001,58.439999,57.619999,58.099998,16964000,42.289371
"2010-07-28",58.139999,58.25,57.650002,57.830002,13502100,42.092842
"2010-07-29",58.099998,58.27,57.709999,57.830002,13031000,42.092842
"2010-07-30",57.630001,58.360001,57.27,58.09,12978000,42.282089
"2010-08-02",58.5,58.880001,58.41,58.720001,11455600,42.740643
"2010-08-03",58.75,59.599998,58.709999,59.349998,10855100,43.199207
"2010-08-04",59.369999,59.93,59.23,59.740002,10508800,43.483082
"2010-08-05",59.529999,59.889999,59.509998,59.759998,9796700,43.497631
"2010-08-06",59.52,60,59.25,59.959999,8524100,43.6432
"2010-08-09",60,60.25,59.790001,60.049999,6674700,43.708714
"2010-08-10",59.41,59.810001,58.900002,59.43,13550800,43.257427
"2010-08-11",58.919998,58.950001,58.299999,58.5,11470100,42.580509
"2010-08-12",58.150002,58.709999,58.099998,58.52,8240500,42.59507
"2010-08-13",58.490002,58.490002,58.060001,58.150002,8546700,42.325768
"2010-08-16",57.990002,58.110001,57.470001,58.009998,8751200,42.223858
"2010-08-17",58.93,59.48,58.5,59.220001,13479100,43.104591
"2010-08-18",59.459999,59.82,59.029999,59.349998,10534900,43.199207
"2010-08-19",59.169998,59.18,58.400002,58.720001,11949700,42.740643
"2010-08-20",58.700001,58.91,58.490002,58.740002,11286200,42.755199
"2010-08-23",58.98,59.349998,58.810001,58.869999,8842900,42.849827
"2010-08-24",58.5,58.689999,57.860001,58.009998,14930400,42.223858
"2010-08-25",58,58.200001,57.84,57.98,11675000,42.202019
"2010-08-26",58.200001,58.220001,57.779999,57.799999,12834100,42.070999
"2010-08-27",57.450001,57.880001,56.990002,57.599998,11674800,42.320805
"2010-08-30",57.599998,57.799999,57.259998,57.299999,9240100,42.100395
"2010-08-31",57.25,57.439999,57,57.02,14563100,41.894672
"2010-09-01",57.669998,58.360001,57.439999,58.290001,11603700,42.827782
"2010-09-02",58.52,58.790001,58.299999,58.610001,8079700,43.062904
"2010-09-03",58.849998,59,58.5,58.93,7533400,43.298023
"2010-09-07",58.799999,58.970001,58.630001,58.700001,5625100,43.129021
"2010-09-08",58.419998,59.029999,58.419998,58.849998,8412500,43.239235
"2010-09-09",59.389999,60.029999,59.259998,59.82,14077700,43.951935
"2010-09-10",59.939999,60,59.77,59.98,8358800,44.069485
"2010-09-13",60.060001,60.380001,59.919998,60.32,10706600,44.319298
"2010-09-14",60.43,60.970001,60.25,60.580002,9912900,44.510334
"2010-09-15",60.669998,61.150002,60.5,61.049999,9111500,44.855656
"2010-09-16",60.82,61.389999,60.759998,61.290001,10496300,45.031998
"2010-09-17",61.59,61.720001,61.130001,61.57,12240600,45.237728
"2010-09-20",61.650002,62.23,61.509998,62.09,10991500,45.619781
"2010-09-21",61.860001,62.23,61.799999,61.939999,9449200,45.509575
"2010-09-22",61.98,62.5,61.900002,61.970001,9353300,45.531624
"2010-09-23",61.630001,62,61.57,61.810001,8393800,45.414063
"2010-09-24",61.98,62.400002,61.830002,62.139999,12636900,45.656521
"2010-09-27",62.220001,62.32,61.93,62.029999,7687600,45.57571
"2010-09-28",61.959999,62.599998,61.689999,62.43,12132800,45.869598
"2010-09-29",62.310001,62.549999,62.130001,62.310001,9590000,45.781429
"2010-09-30",62.490002,62.700001,61.549999,61.959999,12845600,45.524258
"2010-10-01",62.09,62.25,61.57,61.75,9773200,45.369976
"2010-10-04",61.540001,61.98,61.299999,61.669998,8703600,45.311192
"2010-10-05",62.080002,62.939999,62.009998,62.799999,12439400,46.141445
"2010-10-06",62.889999,63.259998,62.5,63.209999,11339800,46.44268
"2010-10-07",63.290001,63.5,63,63.220001,9826600,46.450031
"2010-10-08",63.380001,63.389999,63.029999,63.23,7354800,46.457386
"2010-10-11",63.259998,63.310001,63.040001,63.299999,6172100,46.50882
"2010-10-12",63.130001,63.439999,62.970001,63.290001,8707400,46.501472
"2010-10-13",63.43,63.790001,63.290001,63.580002,10104700,46.714531
"2010-10-14",63.790001,63.799999,63.389999,63.740002,8632700,46.832088
"2010-10-15",63.98,64,63.139999,63.57,13265100,46.707191
"2010-10-18",63.689999,63.98,63.25,63.860001,10814100,46.920269
"2010-10-19",62.889999,63.669998,62.5,63.290001,17235400,46.501472
"2010-10-20",63.32,64.029999,63.060001,63.599998,10206800,46.729233
"2010-10-21",63.860001,64.220001,63.52,63.990002,11111700,47.015789
"2010-10-22",64.080002,64.120003,63.639999,63.810001,6774800,46.88353
"2010-10-25",64.040001,64.230003,63.849998,63.98,7794700,47.00843
"2010-10-26",63.849998,63.950001,63.610001,63.84,7122900,46.905571
"2010-10-27",63.580002,63.689999,63.279999,63.57,11916100,46.707191
"2010-10-28",63.939999,64.110001,63.509998,63.560001,10116000,46.699841
"2010-10-29",63.639999,63.84,63.32,63.740002,9309900,46.832088
"2010-11-01",63.880001,64.089996,63.310001,63.689999,9356000,46.795361
"2010-11-02",63.939999,64.199997,63.720001,63.880001,8632100,46.934967
"2010-11-03",63.990002,64.199997,63.549999,64.190002,9322100,47.162724
"2010-11-04",64.32,64.919998,64.239998,64.760002,11337400,47.581524
"2010-11-05",64.75,64.839996,64.099998,64.650002,9276500,47.500706
"2010-11-08",64.559998,64.610001,64.099998,64.330002,8484400,47.265591
"2010-11-09",64.470001,64.5,64.099998,64.309998,9218500,47.250904
"2010-11-10",64.239998,64.339996,63.549999,63.950001,10795400,46.986389
"2010-11-11",63.700001,63.950001,63.580002,63.919998,9109500,46.964344
"2010-11-12",63.689999,64.089996,63.509998,63.669998,12944800,46.78067
"2010-11-15",64.110001,64.690002,63.98,64.139999,12729400,47.125988
"2010-11-16",63.650002,63.950001,62.650002,63.139999,15651000,46.391251
"2010-11-17",63.130001,63.290001,62.919998,63.060001,7416900,46.332478
"2010-11-18",63.470001,64,63.299999,63.830002,9400100,46.898232
"2010-11-19",63.889999,64.220001,63.650002,63.830002,12889800,46.898232
"2010-11-22",63.5,63.82,63.09,63.619999,11179200,46.743916
"2010-11-23",62.990002,63.25,62.650002,62.869999,14766500,46.192883
"2010-11-24",63.029999,63.490002,62.93,63.290001,9591400,46.501472
"2010-11-26",62.5,62.57,62.139999,62.299999,4638800,46.16798
"2010-11-29",61.810001,62.009998,61.389999,61.91,12019300,45.878975
"2010-11-30",61.48,61.82,61.25,61.549999,12633500,45.612194
"2010-12-01",62.18,62.48,61.82,62.419998,15364700,46.256905
"2010-12-02",62.389999,62.880001,62.27,62.599998,10160400,46.390301
"2010-12-03",62.509998,62.77,62.23,62.560001,9882800,46.360661
"2010-12-06",62.310001,62.48,62.200001,62.200001,8989000,46.093887
"2010-12-07",62.560001,62.740002,62.25,62.310001,9528800,46.175404
"2010-12-08",62.220001,62.560001,62.139999,62.450001,7871900,46.27914
"2010-12-09",62.43,62.959999,61.75,62.060001,12965600,45.990143
"2010-12-10",62.189999,62.330002,61.689999,61.91,11457300,45.878975
"2010-12-13",61.830002,61.970001,61.560001,61.860001,13672100,45.84193
"2010-12-14",62.029999,62.939999,61.889999,62.77,13491200,46.516293
"2010-12-15",62.93,63.16,62.439999,62.57,11534100,46.368084
"2010-12-16",62.75,62.790001,62.040001,62.400002,11141100,46.242104
"2010-12-17",62.25,62.540001,61.98,62.540001,15961000,46.345844
"2010-12-20",62.540001,62.650002,62.23,62.490002,8907000,46.308781
"2010-12-21",62.790001,62.799999,62.279999,62.34,7908200,46.197639
"2010-12-22",62.330002,62.400002,61.919998,62.02,8850100,45.960495
"2010-12-23",62.02,62.459999,62.02,62.25,7229500,46.130936
"2010-12-27",62.189999,62.240002,61.82,61.93,5163700,45.893806
"2010-12-28",62.060001,62.299999,61.900002,62.049999,6354200,45.982716
"2010-12-29",62.119999,62.439999,62.110001,62.130001,4968700,46.041996
"2010-12-30",62.099998,62.189999,61.900002,61.939999,5770100,45.901211
"2010-12-31",61.900002,62.09,61.75,61.849998,4981400,45.834515
"2011-01-03",62.630001,63.18,62.529999,62.82,14894800,46.553337
"2011-01-04",63.130001,63.349998,62.75,63.349998,12346300,46.946095
"2011-01-05",63.41,63.540001,62.950001,63.310001,11837900,46.916451
"2011-01-06",63.43,63.529999,62.900002,63.209999,7606000,46.842354
"2011-01-07",63.200001,63.25,62.560001,62.599998,11084800,46.390301
"2011-01-10",62.290001,62.400002,62,62.16,9775000,46.064251
"2011-01-11",62.220001,62.349998,62,62.27,7372800,46.145752
"2011-01-12",62.450001,62.880001,62.32,62.5,8312700,46.3162
"2011-01-13",62.560001,62.98,62.349998,62.91,9489700,46.620049
"2011-01-14",62.950001,62.970001,62.25,62.549999,11274700,46.353268
"2011-01-18",62.220001,62.59,62.009998,62.099998,13944900,46.019791
"2011-01-19",62.049999,62.610001,62.009998,62.560001,9596700,46.360661
"2011-01-20",62.73,63.099998,62.540001,62.860001,11518600,46.582977
"2011-01-21",63.25,63.25,62.459999,62.66,12932200,46.434784
"2011-01-24",62.560001,62.720001,62.16,62.220001,11373000,46.1087
"2011-01-25",60.889999,61.630001,60.709999,61.080002,28056700,45.263897
"2011-01-26",61.18,61.25,60.599998,60.599998,20262100,44.908176
"2011-01-27",60.639999,61.040001,60.599998,60.68,11219500,44.967472
"2011-01-28",60.91,61,60,60.009998,15298800,44.470963
"2011-01-31",60.16,60.220001,59.689999,59.77,19056200,44.293106
"2011-02-01",59.700001,60.740002,59.700001,60.630001,14780500,44.930424
"2011-02-02",60.459999,60.759998,60.279999,60.619999,9994200,44.923019
"2011-02-03",60.66,60.970001,60.59,60.799999,10078900,45.056389
"2011-02-04",60.939999,60.990002,60.650002,60.84,9725500,45.086044
"2011-02-07",60.880001,60.990002,60.650002,60.869999,8217000,45.10828
"2011-02-08",60.939999,60.990002,60.75,60.939999,7867600,45.160149
"2011-02-09",60.93,60.939999,60.639999,60.880001,8541500,45.115688
"2011-02-10",60.639999,61.07,60.419998,60.93,8627500,45.152737
"2011-02-11",60.740002,61.169998,60.509998,60.700001,9630800,44.982296
"2011-02-14",60.689999,60.98,60.650002,60.700001,8130800,44.982296
"2011-02-15",60.599998,60.700001,60.48,60.619999,8572800,44.923019
"2011-02-16",60.610001,60.740002,60.5,60.52,9426400,44.8489
"2011-02-17",60.369999,60.93,60.330002,60.790001,7133700,45.048996
"2011-02-18",60.889999,61.220001,60.549999,61.110001,12393000,45.286129
"2011-02-22",60.68,60.990002,60.450001,60.650002,11050500,44.945244
"2011-02-23",60.759998,61.080002,60.369999,60.389999,12100300,44.752571
"2011-02-24",60.470001,60.5,60.029999,60.25,11766700,44.648823
"2011-02-25",59.919998,59.950001,59.360001,59.639999,11863700,44.596474
"2011-02-28",59.93,61.450001,59.77,61.439999,20031000,45.942448
"2011-03-01",61.25,61.5,60.599998,60.700001,14035300,45.389095
"2011-03-02",60.5,60.93,60.360001,60.810001,10264600,45.471359
"2011-03-03",61.119999,61.200001,60.810001,61.049999,7802700,45.650826
"2011-03-04",61.290001,61.290001,60.34,61.060001,11432700,45.658306
"2011-03-07",61.09,61.099998,60.299999,60.400002,9584000,45.164768
"2011-03-08",60.48,60.990002,60.34,60.709999,8881800,45.396587
"2011-03-09",60.740002,61.060001,60.32,60.400002,10082600,45.164768
"2011-03-10",60.139999,60.299999,59.400002,59.610001,14852300,44.574051
"2011-03-11",59.240002,59.869999,59.110001,59.689999,10426600,44.633862
"2011-03-14",59.490002,59.490002,58.919998,59.130001,11775000,44.215111
"2011-03-15",58.790001,58.84,58.02,58.48,16016800,43.729076
"2011-03-16",58.57,58.57,57.5,57.66,16995600,43.11591
"2011-03-17",58.209999,58.380001,57.900002,58.130001,12456000,43.467354
"2011-03-18",58.560001,58.689999,58.099998,58.57,14371900,43.796379
"2011-03-21",58.669998,59.16,58.669998,58.830002,10692700,43.990791
"2011-03-22",58.799999,59.150002,58.700001,58.790001,10151800,43.960884
"2011-03-23",58.720001,58.889999,58.5,58.720001,9899800,43.908527
"2011-03-24",58.98,59.080002,58.73,59.029999,8655800,44.140343
"2011-03-25",59.009998,59.09,58.650002,58.98,8077400,44.102947
"2011-03-28",58.98,59.299999,58.98,59.240002,8382500,44.297371
"2011-03-29",58.98,59.310001,58.93,59.220001,9280300,44.282425
"2011-03-30",59.34,59.73,59.240002,59.380001,10736400,44.402054
"2011-03-31",59.209999,59.700001,59.209999,59.25,9680200,44.304836
"2011-04-01",59.630001,59.639999,59.060001,59.490002,9908000,44.484318
"2011-04-04",59.5,60.18,59.459999,60.150002,9415100,44.977837
"2011-04-05",59.75,59.959999,59.48,59.799999,10557700,44.716103
"2011-04-06",59.700001,59.900002,59.599998,59.66,10011200,44.611427
"2011-04-07",59.720001,59.759998,59.25,59.48,9232900,44.476837
"2011-04-08",59.73,59.779999,59.310001,59.459999,7853200,44.461876
"2011-04-11",59.540001,60.169998,59.5,59.860001,9845800,44.760986
"2011-04-12",59.66,60.080002,59.66,59.939999,9208000,44.820805
"2011-04-13",59.66,59.950001,59.509998,59.599998,10509000,44.56657
"2011-04-14",59.549999,60.119999,59.490002,60.02,10436200,44.880623
"2011-04-15",60.240002,60.950001,59.98,60.560001,18608500,45.284416
"2011-04-18",60.450001,61.189999,60.099998,60.459999,20034800,45.209644
"2011-04-19",62,62.869999,61.799999,62.689999,26083100,46.877151
"2011-04-20",63.209999,64.540001,63.18,64.389999,26732100,48.148335
"2011-04-21",63.810001,64.300003,63.77,64.07,11688100,47.909046
"2011-04-25",63.650002,64.199997,63.509998,64.110001,7226900,47.938961
"2011-04-26",64.07,65.300003,64.07,64.949997,14500000,48.567081
"2011-04-27",63.450001,65.599998,63.400002,65.57,23777500,49.030693
"2011-04-28",65.389999,65.739998,64.93,65.379997,13091400,48.888626
"2011-04-29",65.589996,65.970001,65.400002,65.720001,12100000,49.142864
"2011-05-02",65.919998,66.309998,65.809998,66.209999,15456200,49.509258
"2011-05-03",66.110001,66.459999,66.010002,66.260002,13105500,49.54665
"2011-05-04",66,66.32,65.370003,65.669998,13408900,49.10545
"2011-05-05",65.449997,65.610001,64.800003,65.010002,14925200,48.611954
"2011-05-06",65.25,65.5,65.120003,65.269997,11904600,48.80637
"2011-05-09",65.110001,65.760002,65.07,65.629997,9003100,49.075562
"2011-05-10",65.610001,65.800003,65.279999,65.760002,9693100,49.172783
"2011-05-11",66.32,66.739998,65.809998,66.57,19986100,49.778458
"2011-05-12",66.040001,67.370003,65.82,67.190002,15622200,50.242073
"2011-05-13",67.089996,67.25,65.949997,66.620003,11700900,49.815853
"2011-05-16",66.410004,66.790001,66.190002,66.370003,11513200,49.62891
"2011-05-17",66.230003,66.480003,65.860001,66.400002,10784100,49.651352
"2011-05-18",66.169998,66.510002,65.940002,66.5,9028400,49.72612
"2011-05-19",66.529999,66.529999,65.849998,66.389999,9685100,49.643864
"2011-05-20",66.25,66.330002,65.279999,65.690002,12367000,49.12043
"2011-05-23",65.190002,65.690002,65.080002,65.559998,12020200,49.023212
"2011-05-24",65.739998,66.230003,65.5,65.779999,11017700,49.187725
"2011-05-25",66.290001,66.589996,66.07,66.290001,14767100,49.569096
"2011-05-26",65.589996,65.779999,65.279999,65.510002,12044100,49.410694
"2011-05-27",65.790001,66.970001,65.599998,66.769997,16385700,50.361042
"2011-05-31",67.309998,67.339996,66.989998,67.290001,16473800,50.75325
"2011-06-01",67.019997,67.290001,66.459999,66.480003,11003400,50.142307
"2011-06-02",66.440002,66.760002,66.279999,66.480003,9582900,50.142307
"2011-06-03",65.839996,66.360001,65.800003,66.089996,10364900,49.848141
"2011-06-06",65.870003,66.220001,65.839996,66.050003,8397400,49.817978
"2011-06-07",66,66.279999,65.5,65.5,10426800,49.403152
"2011-06-08",65.489998,66.230003,65.18,66.139999,10020300,49.885868
"2011-06-09",66.330002,67.279999,66.169998,66.779999,14054500,50.368587
"2011-06-10",66.489998,66.68,66.089996,66.089996,9312900,49.848141
"2011-06-13",66.32,66.959999,66.260002,66.589996,8146200,50.225273
"2011-06-14",66.949997,67.360001,66.75,67.099998,11389100,50.609951
"2011-06-15",67,67,65.709999,66.160004,12623500,49.900959
"2011-06-16",65.699997,66.349998,65.470001,66.32,11683900,50.021637
"2011-06-17",66.629997,66.949997,66.190002,66.290001,14336400,49.999016
"2011-06-20",66.080002,66.739998,66.07,66.510002,9309200,50.164951
"2011-06-21",66.519997,66.75,66.160004,66.489998,9811500,50.149849
"2011-06-22",66.470001,66.620003,66.050003,66.07,7988100,49.83308
"2011-06-23",65.540001,65.739998,64.690002,65.669998,16234800,49.531349
"2011-06-24",65.57,65.610001,64.830002,65.059998,13186200,49.071289
"2011-06-27",65.290001,65.610001,65,65.25,7199500,49.214588
"2011-06-28",65.589996,66.120003,65.379997,65.910004,7724600,49.712399
"2011-06-29",66.230003,66.589996,65.93,66.309998,9227000,50.014084
"2011-06-30",66.419998,66.910004,66.25,66.519997,9747200,50.172478
"2011-07-01",66.480003,67.360001,66.269997,67.300003,9216500,50.760796
"2011-07-05",67.290001,67.669998,67.25,67.620003,9773600,51.002151
"2011-07-06",67.629997,67.75,67.370003,67.550003,7100400,50.94936
"2011-07-07",67.82,68.050003,67.400002,67.919998,8415200,51.228439
"2011-07-08",67.809998,67.989998,67.190002,67.57,7866100,50.964455
"2011-07-11",66.879997,67.410004,66.830002,67.269997,8918900,50.738163
"2011-07-12",66.900002,67.68,66.830002,67.029999,10528700,50.55714
"2011-07-13",67.389999,67.980003,67.209999,67.629997,9031700,51.009697
"2011-07-14",67.599998,67.93,67.470001,67.660004,9636500,51.032326
"2011-07-15",67.730003,67.949997,66.989998,67.449997,10245100,50.873932
