"dates","ANET.Open","ANET.High","ANET.Low","ANET.Close","ANET.Volume","ANET.Adjusted"
"2015-06-03",72.080002,74.870003,71.751999,74.849998,1717100,74.849998
"2015-06-04",74.559998,74.940002,73.642998,73.989998,679800,73.989998
"2015-06-05",73.599998,77.900002,73.5,77.089996,1422600,77.089996
"2015-06-08",78.150002,79.419998,77.080002,78.730003,1136400,78.730003
"2015-06-09",78.889999,79.809998,78.260002,79.779999,661700,79.779999
"2015-06-10",79.779999,81.489998,78.559998,81.010002,1277700,81.010002
"2015-06-11",81.5,81.714996,79.540001,80.339996,602400,80.339996
"2015-06-12",79.910004,81.699997,78.681999,81.160004,758500,81.160004
"2015-06-15",80.940002,83.949997,80.360001,83.239998,992700,83.239998
"2015-06-16",83.440002,85.839996,83.360001,84.970001,974400,84.970001
"2015-06-17",85.860001,86.629997,84.18,85.720001,878900,85.720001
"2015-06-18",86.160004,87.879997,85.959999,87.07,1070200,87.07
"2015-06-19",87,87.480003,86.120003,86.709999,1158400,86.709999
"2015-06-22",87.110001,88.300003,85.760002,87.68,793200,87.68
"2015-06-23",87.550003,88.309998,86.900002,87.459999,586600,87.459999
"2015-06-24",87.629997,88.559998,85.559998,87.209999,741100,87.209999
"2015-06-25",87.660004,87.660004,85.059998,85.360001,800100,85.360001
"2015-06-26",84.489998,84.830002,81.43,82.239998,2823700,82.239998
"2015-06-29",81,83.269997,80.540001,80.959999,1068000,80.959999
"2015-06-30",82,82.514999,81.32,81.739998,646000,81.739998
"2015-07-01",82.599998,83.5,81.589996,81.839996,599300,81.839996
"2015-07-02",82.190002,83,81.370003,81.860001,511400,81.860001
"2015-07-06",81.519997,82.239998,80.099998,80.82,809800,80.82
"2015-07-07",81,81.931999,76.620003,79.849998,1006300,79.849998
"2015-07-08",79.389999,79.389999,77.010002,77.489998,735500,77.489998
"2015-07-09",78.940002,79.400002,78,78.290001,465200,78.290001
"2015-07-10",79.339996,80.75,78.75,80.529999,397900,80.529999
"2015-07-13",81.190002,81.550003,78.510002,79.470001,492700,79.470001
"2015-07-14",80.290001,82.07,79.5,81.550003,478400,81.550003
"2015-07-15",81.360001,82.849998,81.349998,81.879997,503100,81.879997
"2015-07-16",82.800003,84.610001,82.029999,83.93,782000,83.93
"2015-07-17",84.290001,84.779999,83.800003,84.699997,464900,84.699997
"2015-07-20",85,86.169998,83.480003,84.059998,515600,84.059998
"2015-07-21",84.269997,84.68,83.07,83.580002,350000,83.580002
"2015-07-22",83.029999,85.800003,82.68,85.199997,573600,85.199997
"2015-07-23",85.199997,88.25,83.760002,84.190002,817800,84.190002
"2015-07-24",84.900002,86.695,84.5,84.720001,448400,84.720001
"2015-07-27",85.25,85.25,82.269997,82.739998,349700,82.739998
"2015-07-28",82.959999,83.889999,80.410004,80.75,645600,80.75
"2015-07-29",81.010002,81.919998,79.101997,80.410004,734100,80.410004
"2015-07-30",80.540001,85.050003,79.889999,84.970001,544800,84.970001
"2015-07-31",85.809998,85.830002,83.650002,84.470001,591000,84.470001
"2015-08-03",84.290001,84.709999,83.209999,84.629997,399200,84.629997
"2015-08-04",84.139999,84.529999,82.285004,82.940002,443700,82.940002
"2015-08-05",83.209999,85.599998,83.209999,84.589996,446000,84.589996
"2015-08-06",84.059998,84.877998,81.239998,81.580002,1203000,81.580002
"2015-08-07",82.660004,87.599998,81.68,84.080002,2246300,84.080002
"2015-08-10",84.5,85.5,81.699997,83.519997,792400,83.519997
"2015-08-11",82.790001,83.610001,78.410004,79.519997,793000,79.519997
"2015-08-12",79.120003,80.93,78.013,80.349998,597800,80.349998
"2015-08-13",80.449997,81.970001,80.360001,81.389999,327200,81.389999
"2015-08-14",81.220001,81.989998,79.910004,80.800003,345300,80.800003
"2015-08-17",79.779999,82.57,79.440002,81.980003,334100,81.980003
"2015-08-18",81.989998,81.989998,79.839996,79.879997,400400,79.879997
"2015-08-19",78.32,80.580002,77.690002,79.540001,395500,79.540001
"2015-08-20",79.260002,79.519997,73.989998,74.089996,669300,74.089996
"2015-08-21",72.839996,76.300003,71.25,73.970001,853100,73.970001
"2015-08-24",70.010002,71.620003,63.360001,71.620003,1249900,71.620003
"2015-08-25",73.190002,74.940002,72.010002,72.050003,407100,72.050003
"2015-08-26",73.669998,74.839996,72.5,74.669998,548500,74.669998
"2015-08-27",75.099998,76.580002,74.290001,75.239998,419900,75.239998
"2015-08-28",75.989998,76.900002,74.716003,76.370003,295300,76.370003
"2015-08-31",75.919998,76.269997,74.220001,74.790001,308000,74.790001
"2015-09-01",73.300003,74.519997,71.720001,71.910004,629400,71.910004
"2015-09-02",73.010002,73.689003,70.5,73.199997,704700,73.199997
"2015-09-03",73.75,74.860001,73.040001,73.959999,589200,73.959999
"2015-09-04",73.129997,75.360001,73.129997,74.870003,579400,74.870003
"2015-09-08",75.669998,78.769997,75.400002,78.260002,803300,78.260002
"2015-09-09",78.5,78.5,73.790001,74.029999,795800,74.029999
"2015-09-10",73.730003,74.389999,69.629997,69.879997,1170000,69.879997
"2015-09-11",69.169998,69.209999,61.060001,64.459999,3455200,64.459999
"2015-09-14",65.459999,66.480003,62.685001,63.189999,1505600,63.189999
"2015-09-15",64.019997,65.260002,62.040001,63.5,981100,63.5
"2015-09-16",64,64.389999,62.187,63.509998,1066900,63.509998
"2015-09-17",63.759998,66,63.599998,64.730003,1119000,64.730003
"2015-09-18",64.309998,67.93,64.302002,66.879997,2298700,66.879997
"2015-09-21",67.720001,67.849998,65.110001,66.669998,1139200,66.669998
"2015-09-22",65.610001,66.989998,65.089996,66.360001,957900,66.360001
"2015-09-23",66.279999,66.440002,64.989998,65.519997,845000,65.519997
"2015-09-24",65.540001,65.919998,63.599998,65,1051800,65
"2015-09-25",65.290001,65.830002,63.119999,63.5,719700,63.5
"2015-09-28",63.5,64.849998,61.330002,62.240002,1191200,62.240002
"2015-09-29",62.529999,63.279999,60.095001,60.869999,515600,60.869999
"2015-09-30",61.200001,61.549999,60.490002,61.189999,500800,61.189999
"2015-10-01",61.119999,61.709999,59.700001,61,709800,61
"2015-10-02",60.43,62.900002,60.380001,62.799999,537100,62.799999
"2015-10-05",63.450001,64.410004,63.150002,63.91,679100,63.91
"2015-10-06",63.740002,69,61.740002,67.379997,1722000,67.379997
"2015-10-07",67.349998,68.959999,65.82,66.970001,820500,66.970001
"2015-10-08",66.5,67.720001,65.589996,66.75,449000,66.75
"2015-10-09",67.07,67.540001,65.402,67.209999,399200,67.209999
"2015-10-12",67.260002,67.660004,65.800003,66.599998,499400,66.599998
"2015-10-13",65.75,68.029999,65.559998,65.669998,493200,65.669998
"2015-10-14",65.779999,66.050003,64.800003,64.93,464400,64.93
"2015-10-15",66.230003,67.970001,65.68,67.300003,488600,67.300003
"2015-10-16",67.449997,67.830002,66.800003,67.599998,281400,67.599998
"2015-10-19",67.510002,67.910004,65.690002,65.949997,308600,65.949997
"2015-10-20",65.879997,67.339996,64.279999,64.660004,604700,64.660004
"2015-10-21",65.010002,65.309998,62.990002,64.470001,463200,64.470001
"2015-10-22",64.389999,67.75,64.389999,67.129997,515700,67.129997
"2015-10-23",67.800003,69,67.400002,68.400002,608100,68.400002
"2015-10-26",68.199997,68.690002,67.400002,67.970001,224400,67.970001
"2015-10-27",67.650002,68.720001,65.620003,65.900002,392800,65.900002
"2015-10-28",65.959999,66.845001,65.059998,66.010002,520900,66.010002
"2015-10-29",65.57,65.879997,64.431,65.160004,585500,65.160004
"2015-10-30",65.599998,66.160004,64.099998,64.510002,489300,64.510002
"2015-11-02",62.5,63.25,58.77,61.900002,1177400,61.900002
"2015-11-03",61.900002,62.580002,60.259998,62.23,869300,62.23
"2015-11-04",62.43,63.470001,62.242001,63,592700,63
"2015-11-05",62.68,63.040001,61.415001,61.959999,1227400,61.959999
"2015-11-06",65.050003,71.949997,64.800003,70.459999,3089500,70.459999
"2015-11-09",71.040001,72.620003,65.540001,68.900002,1231800,68.900002
"2015-11-10",68.400002,68.900002,67.800003,68.900002,481800,68.900002
"2015-11-11",68.889999,68.970001,67.150002,67.25,424900,67.25
"2015-11-12",66.970001,67.720001,65.459999,65.879997,460600,65.879997
"2015-11-13",65.559998,66.370003,64.660004,65.190002,438400,65.190002
"2015-11-16",65.110001,68,64.800003,67.879997,424000,67.879997
"2015-11-17",67.889999,69.870003,67.589996,69.150002,682400,69.150002
"2015-11-18",68.730003,69.739998,68.364998,69.690002,483900,69.690002
"2015-11-19",69.440002,71.75,69.040001,71.43,541100,71.43
"2015-11-20",71.540001,72.730003,71.209999,71.419998,498500,71.419998
"2015-11-23",71.300003,74.300003,71.269997,73.970001,679500,73.970001
"2015-11-24",73.389999,75,73.059998,74.68,483300,74.68
"2015-11-25",74.519997,74.830002,73.019997,73.760002,463600,73.760002
"2015-11-27",73.970001,73.970001,72.480003,73,138300,73
"2015-11-30",73.580002,73.980003,72.75,73.519997,415500,73.519997
"2015-12-01",73.730003,74.5,72.199997,74.300003,295500,74.300003
"2015-12-02",74.519997,75.910004,74.120003,75.32,435000,75.32
"2015-12-03",75.349998,75.980003,74.860001,75.220001,541600,75.220001
"2015-12-04",75.129997,75.184998,72.589996,74.199997,273900,74.199997
"2015-12-07",73.889999,74.889999,72.720001,74.220001,380700,74.220001
"2015-12-08",73.260002,73.830002,71.57,73.199997,455300,73.199997
"2015-12-09",73.419998,73.790001,71.589996,71.839996,297900,71.839996
"2015-12-10",72.5,72.699997,69.769997,70.5,326000,70.5
"2015-12-11",70,70.824997,67.349998,67.540001,494400,67.540001
"2015-12-14",67.779999,72.709999,67.709999,70.379997,1051400,70.379997
"2015-12-15",70.709999,72.315002,70,71.809998,536400,71.809998
"2015-12-16",71.309998,72.300003,70.18,71.599998,737900,71.599998
"2015-12-17",72.080002,73.610001,71.5,72.860001,725300,72.860001
"2015-12-18",72.769997,73,69.910004,70.269997,3478500,70.269997
"2015-12-21",70.669998,71.650002,70.160004,71.559998,503600,71.559998
"2015-12-22",71.489998,73.57,71.139999,72.75,489100,72.75
"2015-12-23",73.199997,74.779999,72.75,74.75,533700,74.75
"2015-12-24",74.389999,75.209999,74.389999,75.010002,273000,75.010002
"2015-12-28",74.589996,78.739998,74.510002,78.040001,1227000,78.040001
"2015-12-29",78,79.440002,77.580002,78.699997,825300,78.699997
"2015-12-30",78.419998,79.379997,78,78.75,660200,78.75
"2015-12-31",78.220001,79.434998,77.730003,77.839996,464600,77.839996
"2016-01-04",77.849998,78,75.760002,77.400002,1037900,77.400002
"2016-01-05",78.18,79.224998,77.349998,78.279999,816200,78.279999
"2016-01-06",77.529999,78.175003,72.220001,73.529999,1331900,73.529999
"2016-01-07",72.199997,72.459999,67.760002,68.75,1005600,68.75
