"dates","ANET.Open","ANET.High","ANET.Low","ANET.Close","ANET.Volume","ANET.Adjusted"
"2017-08-08",173.690002,174.899994,169.929993,169.940002,1171900,169.940002
"2017-08-09",168.990005,169.880005,167.110001,167.460007,1119200,167.460007
"2017-08-10",167.009995,167.029999,160.940002,164.699997,1491500,164.699997
"2017-08-11",164.529999,168.809998,163.410004,165.690002,626300,165.690002
"2017-08-14",168.080002,170.690002,167.542007,169.800003,639700,169.800003
"2017-08-15",171,171.990005,169.300003,170.589996,567900,170.589996
"2017-08-16",170.600006,174.880005,170.203995,173.669998,851500,173.669998
"2017-08-17",173.5,174.539993,170.220001,171.059998,787300,171.059998
"2017-08-18",171,174.108994,169.940002,172.009995,651900,172.009995
"2017-08-21",172,173.889999,169.850006,172.009995,664600,172.009995
"2017-08-22",172.070007,175.990005,171.914993,175.25,840400,175.25
"2017-08-23",174.440002,175.110001,172.339996,173.509995,891800,173.509995
"2017-08-24",174.320007,176.380005,173.554993,175.110001,633100,175.110001
"2017-08-25",175.639999,176.880005,173.589996,173.729996,418400,173.729996
"2017-08-28",174.229996,175.759995,171.350006,174.110001,523500,174.110001
"2017-08-29",172.429993,174.660004,171.550003,173.279999,420100,173.279999
"2017-08-30",174.259995,178.350006,174.259995,177.949997,574800,177.949997
"2017-08-31",178.690002,179.710007,175.350006,176.149994,780200,176.149994
"2017-09-01",176.770004,177.630005,175.089996,177.490005,436600,177.490005
"2017-09-05",176.740005,177.559998,173.660004,175.229996,808800,175.229996
"2017-09-06",175.550003,176.449997,169.610001,172.729996,835800,172.729996
"2017-09-07",173,174.050003,171.779999,173.649994,482000,173.649994
"2017-09-08",173.330002,174.449997,172.059998,172.679993,318000,172.679993
"2017-09-11",173.929993,176.095001,173.270004,175.309998,391800,175.309998
"2017-09-12",175.639999,176.802994,172.820007,173.820007,423200,173.820007
"2017-09-13",173.820007,175.130005,172.139999,174.889999,656000,174.889999
"2017-09-14",173.949997,176.380005,173.740005,174.940002,607500,174.940002
"2017-09-15",175.130005,177.889999,173.669998,176.960007,1380500,176.960007
"2017-09-18",179,185.410004,178.889999,182.679993,1134800,182.679993
"2017-09-19",183.929993,183.990005,181.050003,181.720001,771000,181.720001
"2017-09-20",186.240005,188.720001,184.070007,188.490005,973300,188.490005
"2017-09-21",188.169998,188.850006,184.479996,187.229996,605800,187.229996
"2017-09-22",187.199997,192.080002,187.029999,191.050003,906500,191.050003
"2017-09-25",192,193.240005,180.570007,180.830002,1276100,180.830002
"2017-09-26",182.850006,186.979996,180.009995,182.660004,650400,182.660004
"2017-09-27",184.759995,190.960007,184.759995,186.550003,606400,186.550003
"2017-09-28",186.009995,188.229996,183.610001,187.550003,585300,187.550003
"2017-09-29",188.25,189.899994,187.800003,189.610001,446200,189.610001
"2017-10-02",190,191.850006,188.630005,190.429993,465600,190.429993
"2017-10-03",190.919998,191.875,188.410004,189.419998,314800,189.419998
"2017-10-04",189.419998,191.029999,187.559998,190.679993,390600,190.679993
"2017-10-05",191.139999,191.960007,188.899994,190.360001,360500,190.360001
"2017-10-06",190.110001,193.399994,189.800003,192.929993,721800,192.929993
"2017-10-09",193.520004,196.270004,192.679993,193.369995,489700,193.369995
"2017-10-10",194.759995,195.339996,191.089996,192.820007,415500,192.820007
"2017-10-11",192.309998,193.514999,191.610001,192.949997,335900,192.949997
"2017-10-12",192,193.110001,190.449997,191.210007,509700,191.210007
"2017-10-13",192.880005,192.880005,190,191.139999,620600,191.139999
"2017-10-16",192.139999,192.5,188.429993,188.789993,521800,188.789993
"2017-10-17",188.860001,190.959,188.860001,190.610001,355100,190.610001
"2017-10-18",190.940002,191.210007,188.559998,189.940002,288700,189.940002
"2017-10-19",188.419998,190.130005,185.25,190.130005,524200,190.130005
"2017-10-20",191.050003,192.949997,191.050003,191.679993,324600,191.679993
"2017-10-23",192,194.240005,191.197998,191.570007,464900,191.570007
"2017-10-24",192.649994,193.720001,190.369995,193.100006,343400,193.100006
"2017-10-25",192.020004,193.339996,188.789993,189.610001,457400,189.610001
"2017-10-26",190.940002,193.899994,190.744995,191.830002,429900,191.830002
"2017-10-27",193.889999,196.675003,192.910004,195.649994,556300,195.649994
"2017-10-30",196.25,200.820007,195.440002,196.160004,835700,196.160004
"2017-10-31",197.330002,201.949997,196.899994,199.889999,818400,199.889999
"2017-11-01",201.410004,201.410004,195.169998,197.259995,993700,197.259995
"2017-11-02",197.5,197.5,177.919998,181.169998,2758300,181.169998
"2017-11-03",201.835007,202.149994,192.75,201.490005,3205100,201.490005
"2017-11-06",202.990005,207.350006,200.490005,206.679993,1146100,206.679993
"2017-11-07",206.600006,214.990005,206.600006,209.559998,1438300,209.559998
"2017-11-08",212.589996,216,211.020004,214.190002,1214800,214.190002
"2017-11-09",213.350006,217.919998,211.199997,213.550003,1010600,213.550003
"2017-11-10",213.600006,221.669998,213.300003,221.050003,1160200,221.050003
"2017-11-13",221.729996,227.128998,221.729996,225.149994,963300,225.149994
"2017-11-14",225.100006,228.860001,224.399994,227.100006,632000,227.100006
"2017-11-15",226,228,221.160004,224.899994,615900,224.899994
"2017-11-16",226.880005,233.335007,226.339996,231.770004,849900,231.770004
"2017-11-17",232.460007,234.630005,229.468002,233.820007,581300,233.820007
"2017-11-20",235,241.949997,234.910004,241.830002,721000,241.830002
"2017-11-21",242.300003,245.649994,240.776001,241.429993,954700,241.429993
"2017-11-22",241.449997,243.354996,238.160004,239.009995,617300,239.009995
"2017-11-24",241.080002,243.429001,240.580002,242.059998,298100,242.059998
"2017-11-27",241.699997,243.589996,238.449997,238.639999,542600,238.639999
"2017-11-28",239,243.669998,238.199997,243.550003,539900,243.550003
"2017-11-29",244.820007,244.899994,226.529999,234.210007,1211100,234.210007
"2017-11-30",237.520004,238.033005,231.190002,233.119995,838400,233.119995
"2017-12-01",232.5,233.220001,222.429993,228.649994,1138600,228.649994
"2017-12-04",232.270004,233.774994,208.619995,209.479996,2586700,209.479996
"2017-12-05",208.399994,218.639999,206.860001,211.050003,1272100,211.050003
"2017-12-06",209.149994,213.960007,207.369995,212.860001,631600,212.860001
"2017-12-07",214.100006,221.25,214.100006,219.860001,901700,219.860001
"2017-12-08",223.360001,228.964996,222.059998,222.789993,775500,222.789993
"2017-12-11",223,224.990005,219.369995,223.690002,576800,223.690002
"2017-12-12",222.190002,223.300003,217.110001,218.25,706300,218.25
"2017-12-13",218.440002,226.240005,218.429993,225.130005,791200,225.130005
"2017-12-14",226.779999,229.179993,225.25,226.720001,782700,226.720001
"2017-12-15",228.300003,232.149994,227.300003,231.029999,1064100,231.029999
"2017-12-18",235,235.664993,231.399994,235.389999,661700,235.389999
"2017-12-19",235.25,238.339996,235,236,830400,236
"2017-12-20",237.5,238.356995,231.490005,234.149994,576300,234.149994
"2017-12-21",235.389999,238.399994,235.112,235.960007,607700,235.960007
"2017-12-22",236.860001,236.860001,233.369995,236.550003,652200,236.550003
"2017-12-26",236.220001,236.699997,233,235.660004,427500,235.660004
"2017-12-27",235.660004,240.490005,235.660004,239.5,390500,239.5
"2017-12-28",239.899994,241.5,239.190002,240.639999,416400,240.639999
"2017-12-29",240.649994,241.300003,235.429993,235.580002,415700,235.580002
