"dates","PRGO.Open","PRGO.High","PRGO.Low","PRGO.Close","PRGO.Volume","PRGO.Adjusted"
"2010-02-17",48.419998,48.709999,47.880001,48.119999,1103300,44.228573
"2010-02-18",48.119999,49.23,47.970001,49.200001,1217800,45.221245
"2010-02-19",49.310001,50.16,49.150002,49.880001,1218400,45.846249
"2010-02-22",49.650002,49.650002,48.610001,49.200001,971400,45.221245
"2010-02-23",49.150002,49.310001,48.759998,48.970001,929600,45.009842
"2010-02-24",48.630001,49.040001,48.43,48.709999,857700,44.828529
"2010-02-25",48.490002,50.02,48.439999,49.650002,1510500,45.693645
"2010-02-26",49.790001,49.959999,49.32,49.57,571600,45.62001
"2010-03-01",50.360001,51.330002,50.349998,51.16,1218800,47.083317
"2010-03-02",51.389999,52.720001,51.259998,52.68,1314100,48.482197
"2010-03-03",52.619999,52.73,51.860001,52.240002,905000,48.077255
"2010-03-04",52.400002,52.48,51.150002,51.279999,1109600,47.193752
"2010-03-05",51.630001,51.849998,49.849998,50.73,2312900,46.68758
"2010-03-08",50.740002,50.990002,49.509998,50.139999,1747600,46.144585
"2010-03-09",49.959999,49.98,49.200001,49.330002,1432100,45.399143
"2010-03-10",49.169998,50.139999,49.119999,50.099998,903500,46.107769
"2010-03-11",50.099998,50.900002,50,50.77,844700,46.7244
"2010-03-12",50.77,50.939999,50.279999,50.68,514300,46.641552
"2010-03-15",50.549999,50.98,50.310001,50.939999,830000,46.880829
"2010-03-16",51.110001,51.580002,50.970001,51.52,498000,47.414623
"2010-03-17",51.830002,51.849998,49.759998,50.060001,1698900,46.070972
"2010-03-18",50.25,50.299999,49.82,50.189999,648800,46.190605
"2010-03-19",50.279999,50.48,49.84,50.380001,910900,46.365456
"2010-03-22",50.32,51.41,50.299999,51.130001,425700,47.055702
"2010-03-23",54.209999,57.490002,53.639999,57.200001,5727700,52.642017
"2010-03-24",57.27,57.959999,56.459999,57.799999,2279500,53.194206
"2010-03-25",57.950001,58.669998,56.41,56.529999,2023100,52.025394
"2010-03-26",56.669998,56.84,55.91,56.790001,981300,52.264675
"2010-03-29",57.009998,58.220001,57,58.220001,798300,53.580742
"2010-03-30",58.200001,59.25,58,58.68,1049700,54.004074
"2010-03-31",58.75,59.740002,58.650002,58.720001,899900,54.040886
"2010-04-01",59.380001,59.639999,58.880001,59.080002,705400,54.372219
"2010-04-05",59.360001,61.41,59.27,61.009998,932200,56.148422
"2010-04-06",60.700001,61.099998,60.060001,60.689999,682600,55.853909
"2010-04-07",60.330002,60.450001,59.139999,59.580002,992500,54.832367
"2010-04-08",59.049999,59.09,58,59,781400,54.298576
"2010-04-09",59.060001,59.279999,58.549999,59,466800,54.298576
"2010-04-12",59.290001,59.98,58.82,59.91,894400,55.136078
"2010-04-13",59.98,60.919998,59.799999,60.77,795400,55.927532
"2010-04-14",60.990002,61.43,60.470001,60.990002,647000,56.129997
"2010-04-15",60.869999,62.349998,60.75,61.98,715600,57.041119
"2010-04-16",61.98,62.23,59.880001,60.349998,975800,55.541008
"2010-04-19",60,60.490002,58.900002,59.470001,913900,54.731133
"2010-04-20",59.830002,60.150002,59.450001,60,526800,55.218891
"2010-04-21",60.080002,60.080002,58.669998,59.07,537700,54.363007
"2010-04-22",58.889999,60.400002,58,59.869999,1059400,55.099243
"2010-04-23",60.07,60.889999,59.599998,60.580002,909100,55.752689
"2010-04-26",59.82,60.639999,59.82,60.240002,837900,55.439766
"2010-04-27",59.830002,60.290001,58.689999,59.419998,912100,54.685104
"2010-04-28",59.27,59.279999,58.060001,59.040001,1207000,54.335388
"2010-04-29",59.27,64.589996,59.119999,63.470001,3449600,58.412395
"2010-04-30",63.220001,63.34,61.02,61.139999,1343700,56.26804
"2010-05-03",60.900002,63.110001,60.810001,62.869999,1175700,57.860207
"2010-05-04",62.009998,62.380001,61.439999,61.959999,797500,57.022724
"2010-05-05",61.16,61.900002,59.810001,61.669998,964800,56.755814
"2010-05-06",61.380001,61.959999,54.040001,59.330002,1409100,54.602295
"2010-05-07",59.279999,60,57.220001,57.57,1481600,52.982536
"2010-05-10",60.25,62.360001,60.25,61.98,1282000,57.041119
"2010-05-11",61,63.740002,60.610001,63.43,1641500,58.375584
"2010-05-12",63.610001,64.660004,63.52,64.349998,1603100,59.222275
"2010-05-13",64.080002,64.080002,62.150002,62.450001,1067200,57.473663
"2010-05-14",62.040001,62.209999,60.34,60.509998,1015000,55.688255
"2010-05-17",60.84,61.32,59.060001,59.970001,1018500,55.19128
"2010-05-18",60.509998,60.849998,58.459999,58.509998,949600,53.847626
"2010-05-19",58.459999,59.380001,57.549999,58.299999,1155900,53.654358
"2010-05-20",57.66,57.810001,54.919998,56.049999,2215600,51.583645
"2010-05-21",55.209999,58.700001,54.169998,58.59,1947700,53.921268
"2010-05-24",58.299999,58.650002,56.880001,57.040001,987800,52.494762
"2010-05-25",55.599998,56.25,53.099998,56.099998,2235000,51.629662
"2010-05-26",57.060001,59.490002,56.82,58.099998,2374800,53.530407
"2010-05-27",59.029999,60.5,59.029999,60.240002,1952400,55.502094
"2010-05-28",60.09,60.720001,59.369999,59.41,1536100,54.737377
"2010-06-01",57.349998,59.130001,56.5,56.52,1861000,52.07468
"2010-06-02",56.900002,57.959999,56.639999,57.490002,1227100,52.96841
"2010-06-03",57.75,59.32,57.509998,58.900002,1736300,54.26749
"2010-06-04",57.709999,58.759998,56.860001,56.98,1766100,52.498501
"2010-06-07",56.799999,57.529999,55.709999,55.82,1434300,51.429726
"2010-06-08",55.889999,57.669998,55.240002,57.669998,1620900,53.134232
"2010-06-09",57.360001,59.689999,57.360001,58.34,1557600,53.751526
"2010-06-10",59.009998,59.889999,58.77,59.59,718600,54.903221
"2010-06-11",58.970001,60.650002,58.900002,59.900002,865800,55.188843
"2010-06-14",60.57,60.689999,59.650002,59.759998,809000,55.059856
"2010-06-15",60.07,60.290001,59.279999,60.18,737000,55.446815
"2010-06-16",59.700001,59.779999,58.810001,59.23,1160900,54.571529
"2010-06-17",59.48,59.779999,58.82,59.419998,455600,54.746593
"2010-06-18",59.43,60,58.669998,58.77,652200,54.147709
"2010-06-21",59.450001,60.91,59.450001,59.970001,1211800,55.25333
"2010-06-22",60.23,60.709999,59.060001,59.150002,717900,54.497826
"2010-06-23",59.52,60.389999,57.91,58.549999,946800,53.945026
"2010-06-24",57.73,58.27,57.150002,57.779999,931800,53.235584
"2010-06-25",58,59.369999,57.610001,59.189999,1499200,54.534679
"2010-06-28",59.25,59.360001,57.810001,59.299999,1011100,54.636024
"2010-06-29",58.869999,60.16,58.200001,59.209999,2168100,54.55312
"2010-06-30",59.279999,60.16,58.900002,59.07,1299600,54.424133
"2010-07-01",59.18,59.18,56.310001,57.490002,1613500,52.96841
"2010-07-02",57.610001,58.82,56.869999,57.25,1029300,52.747253
"2010-07-06",57.880001,58.779999,56.849998,57.060001,1120200,52.572212
"2010-07-07",55.849998,56.490002,54.900002,56.439999,2410700,52.000961
"2010-07-08",56.849998,57.939999,56.82,57.5,875900,52.9776
"2010-07-09",57.529999,58.119999,56.75,58.049999,720500,53.484333
"2010-07-12",58.040001,58.150002,56.439999,56.880001,973800,52.406372
"2010-07-13",57.490002,57.970001,57.07,57.34,744300,52.830177
"2010-07-14",56.849998,57.349998,56.290001,57.110001,568100,52.618282
"2010-07-15",57,58.950001,56.889999,58.799999,1117900,54.175343
"2010-07-16",58.549999,58.900002,57.139999,57.290001,977700,52.784122
"2010-07-19",56.040001,56.299999,54.619999,55.279999,3229700,50.93222
"2010-07-20",54.939999,55.75,54.709999,55.580002,1430300,51.208607
"2010-07-21",55.740002,55.91,54.970001,55.119999,1278600,50.784786
"2010-07-22",55.580002,57.16,55.580002,56.009998,1639800,51.604774
"2010-07-23",55.939999,56.470001,55.23,56.18,901900,51.761421
"2010-07-26",54.889999,58.5,54.889999,58.150002,1205400,53.576485
"2010-07-27",58.68,59.419998,57.389999,57.740002,1314200,53.198723
"2010-07-28",58.299999,58.560001,55.68,56.16,1181000,51.742985
"2010-07-29",56.650002,56.669998,54.900002,55.25,1290300,50.904564
"2010-07-30",54.73,56.299999,54.580002,56.009998,821200,51.604774
"2010-08-02",56.830002,57.439999,56.330002,56.720001,600500,52.258942
"2010-08-03",56.41,57.990002,55.939999,57.610001,951400,53.078949
"2010-08-04",57.959999,58.759998,57.900002,58.220001,848600,53.640968
"2010-08-05",58.099998,59.669998,56.330002,57.889999,2103700,53.336933
"2010-08-06",57.490002,58.330002,56.689999,58.07,824900,53.502766
"2010-08-09",58.48,59.080002,58.150002,58.939999,534800,54.304337
"2010-08-10",58.470001,59.220001,58.110001,58.98,904200,54.341202
"2010-08-11",58.27,58.369999,56.880001,56.950001,1060200,52.47086
"2010-08-12",57.560001,60.25,56.560001,59.209999,3135700,54.55312
"2010-08-13",59.310001,59.529999,58.639999,58.939999,1244000,54.304337
"2010-08-16",58.959999,60,58.369999,58.75,1349400,54.129272
"2010-08-17",59,59.470001,58.32,59,932500,54.359623
"2010-08-18",59.110001,59.5,58.52,58.799999,868900,54.175343
"2010-08-19",58.880001,59.139999,58.310001,58.82,726400,54.193794
"2010-08-20",58.529999,58.849998,57.610001,58.200001,602800,53.622547
"2010-08-23",58.32,58.799999,57.849998,58.009998,429000,53.447502
"2010-08-24",57.32,58.18,56.810001,57.5,622700,52.9776
"2010-08-25",56.509998,57.720001,56.09,57.48,1058200,53.017262
"2010-08-26",57.540001,57.59,57.130001,57.41,972600,52.952694
"2010-08-27",57.66,58.209999,56.970001,58.130001,603500,53.616795
"2010-08-30",58.080002,58.450001,57.549999,57.619999,453500,53.1464
"2010-08-31",57.150002,57.610001,56.959999,57.009998,995900,52.583759
"2010-09-01",57.810001,58.990002,57.709999,57.990002,674800,53.487671
"2010-09-02",58.119999,58.48,57.459999,57.900002,914000,53.404663
"2010-09-03",58.32,58.720001,57.950001,58.259998,892400,53.736698
"2010-09-07",58.380001,58.400002,57.68,58.009998,605000,53.506119
"2010-09-08",58.310001,59.400002,58.16,58.900002,1013000,54.327007
"2010-09-09",59.450001,59.5,58.639999,58.889999,572400,54.317787
"2010-09-10",59.009998,59.240002,58.529999,58.900002,526900,54.327007
"2010-09-13",59.389999,60.68,59.27,60.380001,863500,55.692108
"2010-09-14",60.09,62.279999,59.98,62.16,1193300,57.333893
"2010-09-15",62.07,64.610001,62.07,64.43,1617300,59.427658
"2010-09-16",65.110001,65.379997,62.830002,63.240002,1667100,58.330059
"2010-09-17",63.369999,64.139999,61.32,61.950001,1176500,57.140209
"2010-09-20",62.060001,63.84,62.060001,63.119999,698400,58.219379
"2010-09-21",64.099998,64.260002,63.119999,63.540001,730500,58.606766
"2010-09-22",63.200001,64.690002,63,64.519997,1060000,59.510658
"2010-09-23",64.029999,64.900002,63.540001,64.230003,641800,59.243198
"2010-09-24",64.989998,67.489998,64.760002,66.639999,1584200,61.46608
"2010-09-27",66.830002,66.970001,65.389999,65.849998,1035200,60.737408
"2010-09-28",66.059998,66.260002,65.139999,65.459999,856600,60.377701
"2010-09-29",65.25,65.480003,63.959999,64.510002,1231200,59.501461
"2010-09-30",64.57,65.150002,63.290001,64.220001,1120400,59.233971
"2010-10-01",64.660004,65,64.07,64.470001,580000,59.464554
"2010-10-04",64.669998,65.980003,64.010002,64.18,777500,59.197071
"2010-10-05",65.07,66.120003,65.019997,65.720001,640200,60.617508
"2010-10-06",66.099998,66.559998,65.480003,65.75,509800,60.645187
"2010-10-07",65.809998,66.150002,65.389999,65.809998,437500,60.700516
"2010-10-08",65.779999,66.900002,65.510002,66.43,560500,61.272392
"2010-10-11",66.339996,66.610001,65.309998,65.57,404300,60.479145
"2010-10-12",65.25,66.830002,64.949997,66.669998,692300,61.493755
"2010-10-13",66.989998,67.940002,66.410004,66.559998,903300,61.392296
"2010-10-14",66.120003,66.190002,65.419998,65.660004,661000,60.56216
"2010-10-15",66.190002,66.559998,64.480003,65.029999,862500,59.981094
"2010-10-18",65.059998,65.389999,64.199997,64.669998,1123700,59.649029
"2010-10-19",63.669998,64.660004,62.91,63.68,764400,58.735893
"2010-10-20",64.120003,64.660004,64.120003,64.459999,452300,59.455341
"2010-10-21",64.82,65.709999,64.379997,64.68,510100,59.658253
"2010-10-22",64.849998,65.470001,64.849998,65,278200,59.9534
"2010-10-25",66.040001,66.470001,65.739998,66.199997,431200,61.060211
"2010-10-26",66.089996,66.519997,65.639999,66.379997,523100,61.226273
"2010-10-27",66.449997,67.150002,66.010002,66.529999,519600,61.364624
"2010-10-28",67.089996,67.300003,66.279999,66.559998,282000,61.392296
"2010-10-29",66.269997,66.580002,65.260002,65.879997,371900,60.765083
"2010-11-01",66.440002,67.760002,66.230003,66.970001,899500,61.77047
"2010-11-02",67.75,68.379997,66.110001,66.32,1526100,61.170918
"2010-11-03",65.5,65.989998,63.099998,63.75,1606100,58.800457
"2010-11-04",64.330002,64.57,62.849998,64.300003,1154600,59.30777
"2010-11-05",64.150002,64.449997,63.009998,63.91,893500,58.94804
"2010-11-08",63.799999,64.150002,63.66,64.029999,478300,59.058723
"2010-11-09",64,64.260002,58.25,59.740002,4406100,55.101803
"2010-11-10",60.23,64.389999,58.779999,60.330002,2018000,55.645985
"2010-11-11",59.779999,60.400002,59.349998,60.330002,849600,55.645985
"2010-11-12",59.900002,60.18,58.77,59.07,735200,54.483818
"2010-11-15",59.5,60.299999,59.41,60.080002,948000,55.415394
"2010-11-16",59.779999,60.41,59.34,59.490002,821800,54.871197
"2010-11-17",59.959999,60.290001,59.34,59.68,622800,55.046452
"2010-11-18",60.32,61.849998,60.32,60.900002,897400,56.171715
"2010-11-19",61.060001,61.549999,59.830002,60.82,448900,56.097946
"2010-11-22",61.470001,63.049999,61.400002,62.950001,921600,58.06258
"2010-11-23",62.400002,62.48,61.639999,62.02,618400,57.268456
"2010-11-24",62.549999,63.75,62.43,63.110001,617600,58.274952
"2010-11-26",62.860001,62.860001,62.32,62.419998,154200,57.637806
"2010-11-29",61.869999,62.310001,60.740002,61.009998,854100,56.335838
"2010-11-30",60.32,60.59,59.869999,60.240002,695100,55.624828
"2010-12-01",61.099998,61.799999,60.990002,61.130001,541700,56.446655
"2010-12-02",60.950001,62.939999,60.82,62.849998,536200,58.034859
"2010-12-03",62.799999,64.699997,62.59,64.120003,787400,59.207577
"2010-12-06",64.449997,64.720001,64.029999,64.309998,550100,59.383011
"2010-12-07",64.75,65,64.110001,64.540001,516600,59.595387
"2010-12-08",64.370003,65.870003,64.370003,65.830002,672200,60.786564
"2010-12-09",66.279999,67.790001,65.959999,66.660004,621400,61.552967
"2010-12-10",66.5,66.580002,65.059998,66.059998,781000,60.998936
"2010-12-13",66.339996,66.629997,65.690002,66.419998,495500,61.33136
"2010-12-14",66.43,66.440002,65.699997,65.879997,451800,60.832741
"2010-12-15",65.639999,66.800003,65.639999,66.290001,543400,61.211319
"2010-12-16",66.510002,68.010002,66.040001,68,461200,62.790321
"2010-12-17",67.830002,68.059998,67.029999,67.029999,1372200,61.894611
"2010-12-20",67.099998,67.470001,66.370003,66.470001,485200,61.377533
"2010-12-21",66.589996,67.389999,65.519997,65.889999,552500,60.841965
"2010-12-22",66,66.260002,65.07,65.519997,656900,60.50032
"2010-12-23",65.519997,66.150002,65.370003,65.889999,216000,60.841965
"2010-12-27",65.889999,65.889999,64.860001,65.400002,210600,60.3895
"2010-12-28",65.309998,65.860001,64.800003,64.879997,196400,59.909348
"2010-12-29",65.309998,65.620003,63.880001,65.080002,510100,60.094025
"2010-12-30",64.470001,64.489998,63.32,63.360001,409200,58.505798
"2010-12-31",63.259998,63.98,62.880001,63.330002,603400,58.478107
"2011-01-03",63.75,65.290001,63.650002,63.709999,529800,58.828983
"2011-01-04",63.919998,63.93,62.349998,63.27,775300,58.422695
"2011-01-05",62.950001,63.84,62.310001,63.169998,491900,58.33036
"2011-01-06",63.310001,66.68,63.290001,66.040001,1037500,60.980484
"2011-01-07",66.150002,66.379997,65.269997,65.900002,567500,60.8512
"2011-01-10",65.529999,66.849998,64.910004,66.260002,756000,61.18362
"2011-01-11",66.610001,67.239998,66.349998,66.830002,550300,61.709953
"2011-01-12",67.370003,67.459999,66.150002,66.150002,623600,61.08205
"2011-01-13",65.910004,66.559998,65.489998,66.160004,609800,61.091305
"2011-01-14",66.07,67.470001,65.589996,67.059998,625400,61.92231
"2011-01-18",67.199997,68.089996,66.010002,66.800003,1096500,61.682259
"2011-01-19",66.699997,67.050003,66.059998,66.25,542300,61.174374
"2011-01-20",68,72.919998,67.910004,71.18,3628800,65.726685
"2011-01-21",71.720001,72.099998,69.980003,70.199997,822000,64.82177
"2011-01-24",70.190002,71.860001,70.089996,70.779999,710200,65.3573
"2011-01-25",70.519997,73.540001,70.449997,73.459999,1251500,67.831993
"2011-01-26",73.800003,74.410004,73.230003,73.68,1139200,68.035164
"2011-01-27",73.209999,74.459999,73,74.07,592700,68.395279
"2011-01-28",74.099998,74.449997,72.690002,72.790001,660500,67.213348
"2011-01-31",71.330002,72.910004,70.870003,72.720001,911300,67.148712
"2011-02-01",71.290001,74.099998,70.760002,74,1857300,68.330643
"2011-02-02",73.610001,73.830002,72.260002,72.760002,1026600,67.185623
"2011-02-03",71.989998,72.309998,70.589996,71.580002,1158700,66.096016
"2011-02-04",71.830002,72.089996,71.239998,71.669998,668600,66.179153
"2011-02-07",71.529999,72.449997,71.239998,71.419998,678400,65.948311
"2011-02-08",71.459999,72,71.199997,71.879997,788400,66.373009
"2011-02-09",71.949997,72.209999,71.480003,72,846000,66.483856
"2011-02-10",71.389999,72.150002,70.940002,71.940002,721000,66.428452
"2011-02-11",71.550003,73.949997,71.32,73.459999,842900,67.831993
"2011-02-14",73.459999,74.970001,73.18,74.660004,629400,68.940056
"2011-02-15",74.150002,74.199997,73.089996,73.550003,577000,67.915108
"2011-02-16",74.510002,76.690002,74.309998,74.309998,1097600,68.616913
"2011-02-17",74.599998,76.870003,74.599998,76.120003,765100,70.288231
"2011-02-18",76.050003,76.269997,75.230003,75.699997,830200,69.900391
"2011-02-22",75.199997,75.970001,74,74.220001,693000,68.533806
"2011-02-23",74.029999,74.25,72.709999,73.169998,510400,67.628006
"2011-02-24",71.970001,73.040001,71.540001,72.400002,1126400,66.916328
"2011-02-25",72.900002,75.959999,72.660004,75.910004,977100,70.160461
"2011-02-28",76.230003,76.889999,75.809998,76.43,867200,70.64109
"2011-03-01",76.800003,77.959999,75.669998,76.059998,1075800,70.299118
"2011-03-02",75.790001,77.489998,75.489998,76.230003,897200,70.45623
"2011-03-03",76.5,77.639999,76.330002,77.449997,520300,71.583817
"2011-03-04",77.339996,77.849998,77.110001,77.599998,489900,71.722481
"2011-03-07",77.639999,77.75,75.900002,76,737600,70.243645
"2011-03-08",75.900002,77.400002,75.269997,77.190002,991000,71.343521
"2011-03-09",76.459999,76.940002,75.769997,76.540001,571800,70.742767
"2011-03-10",75.529999,77.190002,74.550003,77.190002,920400,71.343521
"2011-03-11",76.830002,77.589996,76.669998,77.120003,671800,71.278809
"2011-03-14",76.25,76.870003,75.400002,75.790001,425500,70.049591
"2011-03-15",73.93,75.870003,73.610001,75.449997,707300,69.735321
"2011-03-16",75.440002,75.529999,73.849998,74.040001,468400,68.432121
"2011-03-17",75.099998,75.599998,74.349998,74.959999,437500,69.282425
"2011-03-18",75.900002,76,75.07,75.18,489700,69.485748
"2011-03-21",76.400002,76.699997,75.849998,75.889999,375400,70.141968
"2011-03-22",76.440002,76.769997,75.68,75.800003,543300,70.0588
"2011-03-23",75.57,75.889999,74.230003,74.82,775900,69.153023
"2011-03-24",73.209999,75.169998,72.510002,74.910004,1788400,69.236214
"2011-03-25",75.120003,76.580002,74.919998,75.919998,428700,70.169724
"2011-03-28",76.459999,77.07,76.099998,76.160004,425000,70.391533
"2011-03-29",76.480003,77.400002,76.260002,76.989998,393100,71.158676
"2011-03-30",77.919998,79.349998,77.910004,78.540001,520200,72.591255
"2011-03-31",78.889999,79.57,78.800003,79.519997,543800,73.49704
"2011-04-01",79.589996,79.959999,79.010002,79.900002,542300,73.848259
"2011-04-04",79.660004,80.290001,78.800003,79.860001,373900,73.811295
"2011-04-05",79.910004,81.349998,79.910004,80.57,525400,74.467537
"2011-04-06",81.089996,81.190002,80.099998,80.75,264000,74.633881
"2011-04-07",80.150002,81.089996,80.050003,81.040001,552100,74.901917
"2011-04-08",80.989998,81.489998,80.82,81.290001,307700,75.132973
"2011-04-11",81.989998,84.489998,81.989998,84.309998,1053600,77.924225
"2011-04-12",84.910004,85.470001,84,85.400002,2072900,78.931686
"2011-04-13",86.800003,87.75,85.879997,87.5,901300,80.87262
"2011-04-14",87.470001,88.400002,87.019997,88.190002,741700,81.510361
"2011-04-15",88.18,89.32,87.760002,88.57,628200,81.861603
"2011-04-18",88.040001,88.220001,86.110001,86.989998,594600,80.401253
"2011-04-19",87.290001,88.019997,86.800003,87.410004,510600,80.789452
"2011-04-20",88.5,88.629997,87.43,88.199997,504200,81.519608
"2011-04-21",88.199997,89.269997,88.07,89.110001,353500,82.36068
"2011-04-25",89.199997,89.239998,87.970001,88.269997,326900,81.584305
"2011-04-26",88.669998,90.169998,88.669998,89.589996,602200,82.804344
"2011-04-27",90,91.949997,89.809998,91.75,694000,84.800735
"2011-04-28",91.970001,92.300003,90.220001,90.43,899400,83.580711
"2011-04-29",90.389999,90.989998,89.650002,90.360001,611000,83.516022
"2011-05-02",88.459999,90.889999,88.010002,89.980003,814500,83.164795
"2011-05-03",87.330002,89.400002,84.639999,88.529999,1700000,81.824608
"2011-05-04",88.449997,89.5,86.32,86.970001,719300,80.38279
"2011-05-05",85.769997,86.470001,85,86,1100000,79.486252
"2011-05-06",86.629997,87.910004,86.040001,86.489998,535900,79.93914
"2011-05-09",86.82,88.400002,86.629997,87.470001,498700,80.844894
"2011-05-10",87.739998,87.989998,86.669998,87.43,458600,80.807953
"2011-05-11",86.889999,88.029999,86.010002,87.129997,471000,80.530655
"2011-05-12",86.489998,87.629997,85.769997,87.529999,445000,80.900345
"2011-05-13",87.410004,88.330002,86.199997,86.599998,466400,80.040802
"2011-05-16",85.239998,86.470001,85.07,85.650002,671800,79.16275
"2011-05-17",85.050003,85.440002,84.099998,85.099998,435300,78.654404
"2011-05-18",85.269997,86.900002,84.440002,86.110001,509800,79.587929
"2011-05-19",86.809998,87.650002,86.129997,86.900002,407300,80.318085
"2011-05-20",86.540001,87.139999,85.25,85.5,424500,79.024109
"2011-05-23",84.559998,84.559998,82.220001,83.110001,612300,76.815117
"2011-05-24",83.209999,83.400002,82.269997,82.970001,432600,76.685776
"2011-05-25",81.739998,83.220001,80.830002,83.099998,456600,76.870735
"2011-05-26",82.980003,84.790001,82.669998,84.709999,316900,78.360046
"2011-05-27",85.349998,85.360001,84.800003,85,406000,78.628334
"2011-05-31",84.93,85.639999,84.699997,85.559998,673600,79.146324
"2011-06-01",84.470001,85.739998,84.230003,84.309998,440500,77.990021
"2011-06-02",84.269997,85.779999,84.129997,85.769997,605700,79.340584
"2011-06-03",84.339996,86.190002,84.300003,84.300003,554600,77.980789
"2011-06-06",83.379997,84.32,82.639999,82.650002,452200,76.454483
"2011-06-07",83.230003,85.660004,82.709999,85.099998,609400,78.720818
"2011-06-08",85.25,85.489998,83.860001,83.970001,484100,77.675522
"2011-06-09",83.900002,85.160004,83.419998,84.690002,241200,78.341576
"2011-06-10",84.449997,84.449997,83.330002,83.459999,269100,77.203758
"2011-06-13",82.769997,83.82,82.260002,83.110001,560700,76.87999
"2011-06-14",83.510002,85.18,83.269997,84.660004,470500,78.313805
"2011-06-15",83.120003,84.459999,82.620003,83.779999,761700,77.499756
"2011-06-16",83.639999,84.330002,81.690002,83.870003,473000,77.583038
"2011-06-17",84.330002,84.830002,83.699997,83.730003,428600,77.453552
"2011-06-20",83.459999,86.07,83.459999,85.160004,556800,78.776344
"2011-06-21",86.300003,88.389999,86.269997,87.580002,535600,81.014938
"2011-06-22",87.599998,88.120003,87.150002,87.349998,406900,80.802162
"2011-06-23",86.730003,87.18,84.720001,86.610001,443200,80.117645
"2011-06-24",86.480003,86.910004,85.550003,85.860001,360500,79.423859
"2011-06-27",85.5,86.269997,85.059998,85.599998,466000,79.183342
"2011-06-28",86.169998,87,85.959999,86.580002,409500,80.089905
"2011-06-29",86.809998,87.550003,85.919998,86.949997,289400,80.432152
"2011-06-30",87.459999,88.040001,87.199997,87.870003,375600,81.28318
"2011-07-01",88.199997,89.400002,87.830002,89.290001,353900,82.596764
"2011-07-05",89.389999,90.25,89.230003,89.989998,324700,83.244278
"2011-07-06",90.050003,92,89.690002,90.809998,428400,84.002792
"2011-07-07",91.610001,91.949997,90.580002,91.019997,296500,84.197052
"2011-07-08",90.290001,91.419998,90,91.150002,302300,84.317329
"2011-07-11",90.360001,90.709999,89,89.919998,332000,83.179527
"2011-07-12",89.629997,91.07,89.550003,90.470001,448900,83.688324
"2011-07-13",91,93.699997,90.860001,92.129997,973200,85.223846
"2011-07-14",92.650002,93.5,92.120003,92.629997,572200,85.686378
"2011-07-15",93.029999,93.190002,91.160004,91.800003,374900,84.918602
"2011-07-18",91.389999,92.209999,89.790001,90.639999,317000,83.845551
"2011-07-19",91.410004,93.389999,91.339996,93.129997,464300,86.148888
"2011-07-20",93.709999,94.099998,92,92.480003,243600,85.547638
"2011-07-21",93.230003,94.610001,93.029999,94.32,547900,87.249702
"2011-07-22",94.419998,94.419998,93.5,93.68,229100,86.657677
"2011-07-25",93.400002,94.419998,93.050003,93.239998,332200,86.250626
"2011-07-26",93.699997,93.989998,93.360001,93.68,285700,86.657677
