"dates","SPG.Open","SPG.High","SPG.Low","SPG.Close","SPG.Volume","SPG.Adjusted"
"2010-03-03",73.320793,73.433678,72.5588,72.86924,1903302,48.148388
"2010-03-04",73.189087,73.377235,72.822205,73.010345,2385478,48.241611
"2010-03-05",73.320793,75.089371,73.104424,74.722481,3324958,49.372925
"2010-03-08",74.713074,75.362183,74.468483,75.06115,2351888,49.59668
"2010-03-09",74.807152,76.528694,74.336784,76.030106,3166252,50.236935
"2010-03-10",76.331139,76.603951,75.559738,75.98307,1944121,50.205856
"2010-03-11",75.729073,76.161804,75.286926,76.14299,2158422,50.311504
"2010-03-12",76.50988,78.02446,76.246475,77.215431,2783572,51.020138
"2010-03-15",76.839134,77.723427,76.199432,77.027283,2374104,50.895817
"2010-03-16",77.13076,79.614296,76.773285,79.190971,3325277,52.32547
"2010-03-17",79.397926,80.658516,78.880524,80.573845,3713909,53.239197
"2010-03-18",80.592659,80.940735,79.463783,79.548447,2553751,52.561657
"2010-03-19",78.588898,80.555031,78.494827,78.588898,4748740,51.927666
"2010-03-22",78.137344,79.962372,77.986832,79.934151,2398128,52.816555
"2010-03-23",79.924744,80.21637,78.692383,79.426155,1990999,52.480869
"2010-03-24",79.172157,80.197556,78.993416,79.501411,2298950,52.530605
"2010-03-25",80.15052,81.495766,80.075256,80.46096,3248315,53.164619
"2010-03-26",80.827843,81.288803,79.633118,79.971779,2577137,52.8414
"2010-03-29",80.159927,80.470367,79.379112,80.103477,1844624,52.92841
"2010-03-30",79.887115,80.536217,79.492004,80.112885,1707391,52.934631
"2010-03-31",79.586075,79.830666,78.814674,78.927567,2355608,52.151424
"2010-04-01",79.238007,80.075256,78.805267,79.463783,1885124,52.505737
"2010-04-05",79.943558,81.100662,79.379112,81.034805,1573984,53.5438
"2010-04-06",80.696144,82.718719,80.291626,82.511757,2763587,54.519707
"2010-04-07",82.19191,82.511757,79.2286,79.520226,3138614,52.543037
"2010-04-08",79.294449,80.103477,79.153343,79.708374,4148889,52.667332
"2010-04-09",79.962372,81.081841,79.238007,80.98777,2161823,53.512707
"2010-04-12",80.940735,81.147697,79.736595,79.990593,2001416,52.853821
"2010-04-13",79.981186,83.264343,79.774223,82.953903,3606334,54.811825
"2010-04-14",83.076202,83.70649,82.022575,82.737534,2646764,54.668869
"2010-04-15",82.304794,82.784569,79.793037,79.990593,3748882,52.853821
"2010-04-16",79.821259,80.272812,77.13076,77.394165,5407694,51.138241
"2010-04-19",76.876762,79.021637,76.810913,77.986832,2912195,51.529842
"2010-04-20",78.560677,79.661339,78.015053,79.642525,2564488,52.623833
"2010-04-21",79.576668,82.069611,79.341484,81.834435,3327615,54.072147
"2010-04-22",80.997177,83.555977,80.667923,83.151459,2565232,54.942364
"2010-04-23",83.452492,84.722481,82.615242,84.252113,2498050,55.669617
"2010-04-26",84.26152,86.067734,83.932266,85.221069,2598929,56.309856
"2010-04-27",84.619003,85.540924,82.210724,82.295387,3253737,54.376724
"2010-04-28",83.104424,83.254936,81.787392,82.436501,2593933,54.46994
"2010-04-29",83.226715,87.158981,83.189087,86.942612,3287009,57.44738
"2010-04-30",86.180618,87.751648,83.311386,83.744118,3673941,55.333958
"2010-05-03",84.590782,88.043274,84.063972,87.281281,3350470,57.671158
"2010-05-04",86.50988,86.50988,83.988708,84.75071,3952234,55.999073
"2010-05-05",84.205078,85.390404,82.333023,83.236122,2954609,54.99831
"2010-05-06",82.756348,83.537163,74.176857,79.84948,5349441,52.760582
"2010-05-07",80.169334,82.944496,78.692383,80.602074,7330767,53.257854
"2010-05-10",83.508934,85.24929,83.010345,84.976479,5489864,56.148247
"2010-05-11",84.007523,86.237068,83.650047,85.24929,3355041,56.328514
"2010-05-12",85.418625,86.547508,84.280342,85.898399,3026680,57.135727
"2010-05-13",85.757294,86.058327,84.223892,84.374413,2251434,56.122028
"2010-05-14",83.518341,83.932266,80.630295,81.561615,3210154,54.251095
"2010-05-17",81.843842,83.480713,79.360298,81.552208,3086633,54.244835
"2010-05-18",82.605835,83.095016,78.758232,79.181564,2912514,52.667969
"2010-05-19",78.579491,80.507996,76.349953,78.353714,3137445,52.117332
"2010-05-20",76.763878,78.64534,76.058327,76.284103,5108991,50.740715
"2010-05-21",75.042336,79.266228,74.449669,79.059265,5266740,52.586636
"2010-05-24",79.350891,79.435562,76.660393,76.904984,2569909,51.153698
"2010-05-25",75.841957,77.968018,73.969894,77.761055,3911627,51.723129
"2010-05-26",78.852303,79.670746,76.556915,77.121353,2845013,51.297607
"2010-05-27",78.824081,81.51458,78.203201,81.307617,3581141,54.082115
"2010-05-28",81.345245,81.646286,79.604889,79.990593,2597547,53.20612
"2010-06-01",79.153343,81.279396,78.871117,79.78363,3254481,53.068459
"2010-06-02",80.301033,81.646286,79.1063,81.458138,2849265,54.182243
"2010-06-03",81.307617,81.796799,80.197556,81.025398,2154488,53.894413
"2010-06-04",79.350891,80.319847,76.331139,76.6698,3533731,50.997257
"2010-06-07",77.140167,78.297272,76.114769,76.171211,2757847,50.665607
"2010-06-08",76.773285,77.71402,74.957664,77.300095,4155267,51.4165
"2010-06-09",78.005646,79.84948,76.961433,77.318909,2799198,51.429016
"2010-06-10",78.381935,80.98777,78.174973,80.733772,3195910,53.700428
"2010-06-11",79.661339,82.220131,79.567261,81.919098,2600630,54.488865
"2010-06-14",82.5588,83.687675,82.088432,83.170273,3422754,55.321095
"2010-06-15",83.292564,85.098778,82.746941,85.098778,2797072,56.603832
"2010-06-16",84.562561,85.042336,83.621826,84.148636,2671532,55.971836
"2010-06-17",84.346191,84.590782,83.170273,83.715897,2908262,55.683998
"2010-06-18",84.007523,84.656631,83.292564,84.111008,2890722,55.946827
"2010-06-21",85.192848,85.719658,83.301979,83.593605,2247395,55.60268
"2010-06-22",83.913452,84.026344,80.442146,80.517403,3482920,53.55653
"2010-06-23",80.489182,81.994354,79.595482,81.034805,2410565,53.900669
"2010-06-24",80.366882,80.7714,78.824081,78.993416,2691410,52.542831
"2010-06-25",79.858887,81.768578,79.16275,81.392288,4994612,54.138435
"2010-06-28",81.636879,81.834435,79.717781,79.934151,1806356,53.168564
"2010-06-29",78.767639,79.633118,76.415802,76.97084,4492557,51.197506
"2010-06-30",76.980247,78.523048,75.719658,75.964249,3390120,50.527969
"2010-07-01",76.124176,76.688614,74.195671,76.246475,2941640,50.715691
"2010-07-02",76.792099,77.243652,74.035751,74.393227,2576606,49.482983
"2010-07-06",75.92662,76.387581,71.937912,72.699905,3831584,48.356667
"2010-07-07",73.189087,76.50988,72.699905,76.425209,3918962,50.834587
"2010-07-08",77.365944,77.554092,75.456253,76.867355,2360817,51.128674
"2010-07-09",77.008469,77.836311,76.387581,77.761055,1919991,51.723129
"2010-07-12",77.685799,78.325493,76.481659,78.043274,1625114,51.910851
"2010-07-13",79.125114,80.423332,78.786453,80.028221,3438699,53.231125
"2010-07-14",79.397926,80.413925,78.79586,79.557854,2391325,52.918262
"2010-07-15",79.416748,80.037628,77.826904,79.858887,2546098,53.118507
"2010-07-16",79.529633,79.529633,76.867355,77.356537,3975514,51.45406
"2010-07-19",77.695206,78.758232,76.453438,78.419563,2464991,52.161137
"2010-07-20",77.177795,79.53904,76.848541,79.379112,3011054,52.799381
"2010-07-21",80.385704,80.385704,76.989655,77.478836,3037841,51.535393
"2010-07-22",78.777046,81.749763,78.570084,81.213547,3707213,54.019558
"2010-07-23",80.545624,82.295387,79.821259,82.135468,2913896,54.632778
"2010-07-26",81.862656,83.960487,81.20414,83.791161,2572247,55.734062
"2010-07-27",83.960487,84.666039,82.577614,83.988708,2612641,55.865467
"2010-07-28",83.744118,84.995293,83.095016,83.847603,2863722,55.771614
"2010-07-29",84.327377,84.93885,82.398872,82.718719,2395045,55.020733
"2010-07-30",82.539978,84.26152,81.561615,83.932266,2783359,55.827923
"2010-08-02",85.540924,88.231422,85.136406,87.986832,4314186,58.524811
"2010-08-03",87.638756,88.090309,86.933205,87.638756,2771028,58.293297
"2010-08-04",87.695206,88.889931,87.111946,88.852303,2903903,59.100517
"2010-08-05",88.062088,88.842896,87.431793,87.610535,2671319,58.274559
"2010-08-06",86.735657,87.619942,86.133583,87.337723,2597228,58.093075
"2010-08-09",88.005646,88.372528,87.328316,88.11853,2353057,58.612434
"2010-08-10",87.093132,88.02446,86.030106,87.083725,2704804,57.924141
"2010-08-11",85.475075,86.425209,84.62841,85.268112,2747749,56.716469
"2010-08-12",84.205078,85.710251,83.894638,84.31797,2641024,56.084469
"2010-08-13",83.320793,85.108185,83.320793,83.969894,2070724,56.229351
"2010-08-16",83.621826,84.901222,83.085609,84.101601,1565799,56.317551
"2010-08-17",84.920036,86.980247,84.327377,86.274696,2381120,57.772739
"2010-08-18",86.472244,86.933205,85.61618,86.415802,1856104,57.867249
"2010-08-19",86.114769,86.190025,83.800568,84.092194,2857344,56.311237
"2010-08-20",83.725304,84.26152,83.217308,83.697083,2372191,56.046673
"2010-08-23",84.07338,84.440262,82.784569,82.812798,1653390,55.454525
"2010-08-24",81.768578,83.687675,81.486359,83.019753,2779958,55.593113
"2010-08-25",82.201317,84.543747,82.201317,84.129822,2442668,56.336456
"2010-08-26",84.609596,85.108185,83.236122,83.631233,2237509,56.002583
"2010-08-27",84.063972,85.24929,82.681091,85.15522,2996384,57.023121
"2010-08-30",84.609596,85.851364,84.393227,84.449669,1818262,56.550632
"2010-08-31",84.242706,85.409218,83.518341,85.089371,2715859,56.979012
"2010-09-01",86.613358,88.231422,86.180618,88.015053,3594003,58.938156
"2010-09-02",88.231422,89.830666,87.986832,89.708374,2878285,60.072079
"2010-09-03",90.884293,91.251175,90.141113,90.761993,2385691,60.777603
"2010-09-07",89.698967,90.112885,88.842896,88.927567,2339344,59.549202
"2010-09-08",89.238007,89.84948,88.730011,89.285042,1633512,59.788589
"2010-09-09",90.714958,90.714958,88.344307,88.635933,1425589,59.353931
"2010-09-10",89.021637,89.482597,88.203201,89.2286,1276025,59.750786
"2010-09-13",89.200378,90.09407,88.842896,89.350891,2344553,59.832695
"2010-09-14",88.936974,89.614296,88.410156,88.748825,1968570,59.429531
"2010-09-15",88.410156,90.188148,88.165565,89.764816,2235170,60.109863
"2010-09-16",89.661339,89.78363,88.607712,88.984009,1511267,59.58699
"2010-09-17",89.2286,89.764816,88.438385,89.670746,1867904,60.046871
"2010-09-20",90.206963,91.702728,89.952965,91.476952,2629649,61.256374
"2010-09-21",91.862656,92.5588,90.479774,90.573845,2382927,60.651627
"2010-09-22",90.507996,90.931328,89.32267,89.651932,1856636,60.034267
"2010-09-23",89.049858,89.143929,87.215431,87.281281,2306285,58.446789
"2010-09-24",88.269051,89.755409,88.193794,89.595482,2698213,59.99646
"2010-09-27",89.397926,89.614296,88.080902,88.278458,1576961,59.114532
"2010-09-28",88.344307,88.598305,86.876762,88.306679,2294060,59.133442
"2010-09-29",87.958611,88.165565,87.234245,87.525871,1399440,58.610573
"2010-09-30",88.363121,89.172157,86.839134,87.243652,3103641,58.421585
"2010-10-01",87.930389,88.11853,86.6698,88.043274,2414073,58.957043
"2010-10-04",87.87394,88.842896,87.855125,88.730011,2069236,59.416935
"2010-10-05",89.670746,90.253998,88.720604,89.952965,2950888,60.235867
"2010-10-06",89.47319,90.018814,89.096893,89.802444,1500531,60.135067
"2010-10-07",90.159927,90.620888,89.463783,90.009407,1145595,60.273647
"2010-10-08",89.793037,90.498589,89.190971,89.896523,1515625,60.198048
"2010-10-11",90.009407,90.498589,89.68956,90.056442,1260505,60.305161
"2010-10-12",89.614296,91.251175,89.285042,90.724365,2021401,60.752426
"2010-10-13",91.458138,92.276573,90.83725,91.382881,1902664,61.193359
"2010-10-14",91.241768,92.013168,90.46096,91.006584,1637977,60.941368
"2010-10-15",92.022575,92.276573,91.025398,91.702728,2127063,61.40757
"2010-10-18",91.853249,92.492943,91.222954,92.398872,2115902,61.873714
"2010-10-19",91.486359,92.079025,90.197556,90.423332,3128622,60.550831
"2010-10-20",90.639702,93.104424,90.639702,92.380058,3326233,61.861137
"2010-10-21",92.643463,93.565384,91.599251,92.163689,1931790,61.716221
"2010-10-22",92.295387,92.841019,91.495766,91.900284,1600772,61.539848
"2010-10-25",92.709312,92.746941,91.702728,92.097839,1623839,61.672153
"2010-10-26",91.345245,91.909691,90.743179,91.411102,1454078,61.212288
"2010-10-27",90.874886,91.505173,90.282219,91.044212,1975904,60.966591
"2010-10-28",91.683914,92.013168,89.623703,90.686737,1906916,60.727211
"2010-10-29",90.658516,91.232361,90.329254,90.329254,2378888,60.487827
"2010-11-01",91.260582,93.113831,90.639702,92.775162,2537487,62.12571
"2010-11-02",93.584198,94.75071,93.066795,94.609596,2695130,63.354118
"2010-11-03",94.609596,95.268112,93.894638,94.901222,2022145,63.549385
"2010-11-04",95.841957,97.789276,94.656631,97.685799,3808623,65.41407
"2010-11-05",98.080902,99.670746,97.13076,99.501411,3790127,66.629845
"2010-11-08",100.141113,100.188148,98.86171,99.952965,2918892,66.932236
"2010-11-09",100.103477,100.225777,94.515518,95.183441,5230810,63.738388
"2010-11-10",95.484482,97.027283,95.30574,97.027283,2500070,64.973091
"2010-11-11",96.462837,96.914391,94.920036,95.446846,2334880,63.914761
"2010-11-12",94.158043,95.192848,93.565384,94.449669,2170008,63.749683
"2010-11-15",94.778931,95.794922,93.744118,93.819382,2034582,63.324257
"2010-11-16",93.377235,93.791161,89.840073,90.442146,4150271,61.044777
"2010-11-17",90.714958,91.523987,90.348068,91.194733,1992806,61.552727
"2010-11-18",92.568207,93.010345,91.834435,92.144875,2000672,62.194038
"2010-11-19",91.862656,92.5588,90.903107,92.351837,1756395,62.33374
"2010-11-22",91.97554,93.17968,91.843842,92.737534,1618418,62.594063
"2010-11-23",91.279396,92.022575,91.251175,91.787392,1495110,61.95274
"2010-11-24",92.539978,94.365005,92.50235,94.327377,1845793,63.66713
"2010-11-26",93.527756,93.527756,92.28598,92.982124,1196619,62.759144
"2010-11-29",92.314201,93.047974,91.420509,92.878647,1698780,62.689278
"2010-11-30",91.476952,93.772339,91.382881,92.662277,2968640,62.543243
"2010-12-01",94.01693,94.280342,92.831612,93.922859,1797852,63.39407
"2010-12-02",94.223892,95.992477,93.913452,95.888992,2121004,64.721138
"2010-12-03",95.230476,96.208839,95.014114,96.030106,1406562,64.816391
"2010-12-06",95.559738,96.152397,94.637817,95.860771,1435688,64.70211
"2010-12-07",96.622765,97.064911,95.362183,95.484482,2397915,64.448128
"2010-12-08",95.587959,96.114769,93.160866,93.913452,2016830,63.387749
"2010-12-09",94.308563,94.590782,92.521164,92.596428,2348380,62.498825
"2010-12-10",92.982124,93.678268,92.690498,93.085609,1512011,62.828972
"2010-12-13",93.301979,93.687675,92.793976,93.066795,1450570,62.816277
"2010-12-14",92.953903,94.355598,91.768578,91.88147,1876727,62.016251
"2010-12-15",91.51458,91.655693,89.557854,89.633118,2855962,60.49868
"2010-12-16",89.68956,90.263405,88.711197,89.096893,2623590,60.136761
"2010-12-17",89.125114,90.009407,88.842896,89.774223,2893061,60.593956
"2010-12-20",89.774223,91.307617,89.708374,91.147697,2067216,61.520966
"2010-12-21",91.712135,92.906868,90.921921,92.775162,1806462,62.619446
"2010-12-22",92.671684,94.07338,92.408279,92.793976,1955707,62.632133
"2010-12-23",92.615242,92.953903,91.928505,91.984947,1278576,62.086102
"2010-12-27",91.693321,93.631233,91.523987,93.593605,1115937,63.171879
"2010-12-28",93.64064,93.998116,92.850426,93.095016,1033023,62.835331
"2010-12-29",93.753525,94.421448,92.822205,94.31797,1388703,63.660824
"2010-12-30",93.904045,94.346191,93.64064,93.753525,1154524,63.279797
"2010-12-31",93.603012,94.346191,93.386642,93.593605,1297073,63.171879
"2011-01-03",94.270927,95.070557,94.16745,94.948257,2448727,64.086189
"2011-01-04",94.797745,95.014114,91.693321,92.135468,2634220,62.187664
"2011-01-05",91.909691,92.86924,91.909691,92.427094,2081460,62.38451
"2011-01-06",92.615242,92.662277,89.642525,89.698967,2534724,60.543144
"2011-01-07",90.206963,91.411102,90.197556,91.20414,2468924,61.559086
"2011-01-10",90.809029,92.728127,90.790215,91.759171,2781021,61.933693
"2011-01-11",92.314201,93.038567,91.542801,91.787392,2545247,61.95274
"2011-01-12",92.492943,92.878647,91.392288,91.919098,1891715,62.041656
"2011-01-13",91.768578,92.445908,91.269989,92.333023,1133583,62.321033
"2011-01-14",92.28598,93.095016,91.730949,93.076202,1360109,62.822639
"2011-01-18",93.000938,93.875824,92.314201,93.875824,1493515,63.36235
"2011-01-19",93.988708,94.035751,92.370651,92.878647,1834100,62.689278
"2011-01-20",92.850426,93.998116,92.671684,92.925682,1427396,62.721054
"2011-01-21",93.320793,93.64064,92.699905,93.631233,1524236,63.197262
"2011-01-24",93.979301,94.120415,92.859833,93.838196,1552724,63.336948
"2011-01-25",93.678268,94.675446,93.170273,94.600189,1896392,63.851269
"2011-01-26",94.75071,95.192848,93.753525,94.741295,1530826,63.946499
"2011-01-27",95.126999,95.540924,94.07338,95.343369,1664764,64.35289
"2011-01-28",95.569145,96.058327,93.650047,94.045158,1783714,63.476654
"2011-01-31",94.148636,95.61618,94.148636,95.437439,1421763,64.416382
"2011-02-01",95.98307,96.679207,94.797745,96.396988,1769576,65.064034
"2011-02-02",96.274696,97.34713,95.804329,96.773285,1774253,65.318039
"2011-02-03",96.538101,98.711197,96.538101,98.494827,2268867,66.47998
"2011-02-04",98.062088,98.777046,96.792099,97.337723,2577456,65.69899
"2011-02-07",97.582314,98.871117,97.469429,98.805267,2919317,66.689514
"2011-02-08",99.040451,100.037628,98.55127,99.971779,1744915,67.47686
"2011-02-09",99.567261,100.573845,99.360298,99.962372,1339486,67.470528
"2011-02-10",99.087486,100.470367,98.79586,100.103477,1845581,68.078323
"2011-02-11",100,101.081841,99.53904,100.809029,1327049,68.558121
"2011-02-14",101.081841,101.222954,99.727188,100.686737,1274643,68.47496
"2011-02-15",100.141113,101.439323,99.840073,100.517403,943519,68.35981
"2011-02-16",101.091248,101.966133,100.752586,101.420509,1358301,68.973976
"2011-02-17",101.166512,101.872063,100.959549,101.721542,896109,69.178696
"2011-02-18",102.079025,102.079025,100.799622,101.542801,1495747,69.057159
"2011-02-22",100.545624,102.154282,100.52681,101.486359,1904790,69.018761
"2011-02-23",101.222954,102.079025,99.548447,100.639702,2096236,68.442978
"2011-02-24",100.620888,100.620888,98.071495,99.379112,1653603,67.585686
"2011-02-25",99.877708,100.733772,99.454376,100.639702,2243568,68.442978
"2011-02-28",100.912514,103.734711,100.912514,103.518341,2199985,70.400703
"2011-03-01",103.781754,103.941673,100.639702,100.696144,2357734,68.481377
"2011-03-02",100.705551,101.392288,99.021637,99.181564,1976436,67.451324
"2011-03-03",100.348068,101.166512,100.301033,101.015991,1421975,68.698898
"2011-03-04",100.714958,101.373474,99.604889,100.329254,1163241,68.231834
"2011-03-07",100.790215,101.128883,99.021637,99.670746,1031535,67.784012
"2011-03-08",100.037628,101.505173,99.84948,100.874886,1234356,68.602928
"2011-03-09",100.545624,101.392288,99.755409,100.206963,1231379,68.148697
"2011-03-10",99.32267,100.018814,98.955788,99.143929,1412727,67.42572
"2011-03-11",99.209785,100.686737,98.777046,100.52681,1230104,68.366196
"2011-03-14",99.78363,100.404518,99.115707,99.369705,1487987,67.579269
"2011-03-15",96.575729,99.576668,96.575729,98.664162,1939869,67.099419
"2011-03-16",98.410156,98.607712,96.124176,96.810913,1892565,65.839111
"2011-03-17",98.203201,98.391342,96.246475,97.121353,2014279,66.050232
"2011-03-18",98.381935,98.833488,97.356537,97.723427,2440861,66.459679
"2011-03-21",98.955788,99.821259,98.541862,99.059265,1492027,67.368156
"2011-03-22",98.927567,99.209785,98.137344,98.692383,1689213,67.11866
"2011-03-23",98.457199,98.494827,96.585136,96.782692,1672737,65.819901
"2011-03-24",97.243652,97.883347,96.29351,97.535278,1433668,66.331741
"2011-03-25",97.591721,98.805267,97.281281,98.438385,1143575,66.945915
"2011-03-28",98.55127,99.454376,98.494827,98.908752,1367018,67.265785
"2011-03-29",98.984009,99.764816,97.685799,99.651932,1377223,67.77121
"2011-03-30",100.018814,100.479774,99.501411,100.357475,1867266,68.251053
"2011-03-31",99.934151,101.382881,99.934151,100.809029,1550386,68.558121
"2011-04-01",101.13829,101.636879,100.31044,100.761993,1532740,68.526146
"2011-04-04",100.959549,101.486359,100.357475,100.611481,1163985,68.423767
"2011-04-05",100.423332,101.458138,100.244591,100.799622,1194599,68.551758
"2011-04-06",101.044212,101.100662,100.31044,100.959549,793848,68.660515
"2011-04-07",100.545624,100.780807,98.372528,100.065849,3552121,68.052719
"2011-04-08",100.667923,100.856071,98.936974,99.388519,1590886,67.592079
"2011-04-11",99.388519,100.253998,98.908752,99.482597,1422294,67.656067
"2011-04-12",99.031044,99.548447,98.344307,98.55127,1410495,67.02269
"2011-04-13",98.777046,99.341484,98.560677,98.824081,1082028,67.208199
"2011-04-14",98.476013,101.382881,98.231422,101.081841,1812947,68.743668
"2011-04-15",101.222954,102.690498,101.006584,102.28598,1868010,69.562592
"2011-04-18",101.768578,101.937912,100.968956,101.646286,1282616,69.127525
"2011-04-19",101.6651,102.333023,101.147697,101.947319,1280065,69.332268
"2011-04-20",103.142052,103.142052,101.730949,103.123238,1340018,70.131989
"2011-04-21",103.480713,104.07338,102.549393,103.922859,1315463,70.675789
"2011-04-25",103.932266,105.700844,103.27375,105.108185,1287931,71.481888
"2011-04-26",105.409218,105.92662,104.562561,105.380997,1384026,71.667442
"2011-04-27",105.794922,106.999062,105.221069,106.735657,1561653,72.588707
"2011-04-28",106.688614,108.880524,106.688614,108.137344,2041066,73.541992
"2011-04-29",108.278458,108.974602,106.321732,107.751648,1488200,73.279671
"2011-05-02",108.278458,109.153343,107.525871,108.805267,1369994,73.996216
"2011-05-03",109.125114,110.263405,107.638756,109.190971,2362518,74.258545
"2011-05-04",108.965195,109.501411,108.297272,108.739418,1906384,73.951439
"2011-05-05",108.156158,109.219193,107.71402,108.410156,1391999,73.727509
"2011-05-06",109.557854,109.557854,107.572906,108.099716,1680178,73.516396
"2011-05-09",108.222015,109.32267,107.798683,108.889931,949472,74.053802
"2011-05-10",109.247414,110.498589,109.002823,110.442146,1426759,75.109421
"2011-05-11",110.09407,110.507996,109.680153,109.78363,1884593,74.661591
"2011-05-12",109.238007,110.075256,108.570084,110.018814,1594500,74.821518
"2011-05-13",109.755409,109.774223,108.400749,108.438385,1638933,74.254646
"2011-05-16",108.447792,109.840073,108.137344,108.974602,1012295,74.621834
"2011-05-17",108.720604,108.86171,107.845718,108.711197,1450251,74.441437
"2011-05-18",108.692383,109.774223,107.949203,109.736595,1178336,75.1436
"2011-05-19",110.188148,110.291626,108.711197,109.350891,1490007,74.879494
"2011-05-20",109.153343,109.435562,107.610535,107.610535,2494330,73.687752
"2011-05-23",106.425209,107.093132,105.98307,106.302917,1991743,72.792366
"2011-05-24",106.50988,107.968018,106.387581,107.224838,1434625,73.423653
"2011-05-25",107.017876,108.174973,106.331139,107.685799,1476507,73.739304
"2011-05-26",107.281281,109.200378,106.754471,108.833488,1418786,74.525208
"2011-05-27",109.181564,109.595482,108.447792,109.360298,1150166,74.885948
"2011-05-31",110.263405,111.100662,109.68956,111.063026,2593295,76.051903
"2011-06-01",110.98777,110.98777,108.080902,108.381935,2641768,74.215973
"2011-06-02",108.363121,109.369705,107.638756,107.648163,1744915,73.713524
"2011-06-03",106.378174,109.2286,106.378174,108.494827,1652434,74.293282
"2011-06-06",108.353714,108.70179,107.149574,107.149574,1378073,73.372131
"2011-06-07",107.572906,109.463783,107.187202,108.174973,1701544,74.074272
"2011-06-08",107.779869,108.918159,107.685799,108.062088,1627666,73.996964
"2011-06-09",108.363121,108.570084,106.453438,106.857948,2002479,73.172424
"2011-06-10",106.349953,106.810913,104.16745,104.31797,2651335,71.433136
"2011-06-13",104.412041,105.729073,103.574791,105.014114,1754163,71.909828
"2011-06-14",106.255882,106.792099,105.37159,106.6698,2135780,73.043594
"2011-06-15",105.823143,106.105362,103.772339,104.778931,1989723,71.748787
"2011-06-16",104.524925,106.227661,104.280342,105.870178,2339876,72.496017
"2011-06-17",106.904984,107.450607,106.152397,107.243652,2678866,73.436523
"2011-06-20",106.735657,108.570084,106.585136,108.240829,1265502,74.119354
"2011-06-21",108.880524,109.002823,107.431793,108.146751,1521047,74.054955
"2011-06-22",107.676392,108.748825,107.375351,107.450607,1317695,73.578247
"2011-06-23",106.04892,106.133583,103.753525,105.343369,2540783,72.1353
"2011-06-24",105.343369,106.312325,104.863594,105.776108,2173835,72.431618
"2011-06-27",106.14299,107.224838,105.710251,107.017876,1226808,73.281952
"2011-06-28",107.337723,107.554092,106.396988,107.281281,1675607,73.462303
