"dates","PNR.Open","PNR.High","PNR.Low","PNR.Close","PNR.Volume","PNR.Adjusted"
"2010-06-22",22.948286,23.116184,22.290129,22.310274,541103,18.047012
"2010-06-23",22.263264,22.565479,21.97448,22.323708,584284,18.057886
"2010-06-24",22.229685,22.296844,21.786434,21.867025,431810,17.688469
"2010-06-25",21.994627,22.41773,21.773003,22.41773,1298110,18.133938
"2010-06-28",22.478172,22.740093,22.202822,22.585629,929285,18.269749
"2010-06-29",22.182673,22.182673,21.56481,21.732706,1898773,17.579817
"2010-06-30",21.652117,22.061787,21.537945,21.625252,1200432,17.492895
"2010-07-01",21.665546,21.739422,20.953659,21.276024,974848,17.210402
"2010-07-02",21.356615,21.490934,21.03425,21.202148,870172,17.150646
"2010-07-06",21.504366,21.56481,20.906649,21.087978,1021603,17.058292
"2010-07-07",21.10141,21.719275,21.014103,21.719275,920500,17.568954
"2010-07-08",22.008059,22.135662,21.779718,22.122231,487499,17.894903
"2010-07-09",22.075218,22.37072,21.940901,22.196104,387289,17.95466
"2010-07-12",22.041639,22.316992,21.719275,21.773003,505962,17.612419
"2010-07-13",22.108797,22.498322,22.102081,22.390865,1096649,18.112206
"2010-07-14",22.256548,22.343855,22.008059,22.310274,651289,18.047012
"2010-07-15",22.236401,22.256548,21.699127,22.068502,974402,17.851442
"2010-07-16",21.90732,21.947617,21.329752,21.437206,842476,17.34079
"2010-07-19",21.56481,21.799866,21.222298,21.759569,767133,17.601549
"2010-07-20",21.323036,21.97448,21.128275,21.914036,802869,17.7265
"2010-07-21",22.102081,22.330423,21.699127,21.826729,1002246,17.655872
"2010-07-22",22.155809,22.585629,22.122231,22.572195,1099180,18.258894
"2010-07-23",22.431162,23.129618,22.431162,23.07589,917373,18.666328
"2010-07-26",23.136333,23.47213,22.975151,23.169912,972764,18.742388
"2010-07-27",23.337811,23.458696,22.934856,23.015448,813739,18.617439
"2010-07-28",22.807253,23.015448,22.672935,22.834118,965468,18.573736
"2010-07-29",23.149765,23.794493,22.337139,22.766958,1707585,18.519112
"2010-07-30",22.538616,23.055742,22.484888,22.968435,1386110,18.682997
"2010-08-02",23.411686,23.962391,23.411686,23.505709,1384621,19.12002
"2010-08-03",23.371389,23.539288,23.062458,23.290798,826991,18.945208
"2010-08-04",23.391539,23.505709,23.216925,23.364674,1121515,19.005301
"2010-08-05",23.156481,23.331095,23.07589,23.183346,785448,18.857803
"2010-08-06",22.89456,23.122902,22.5319,22.820684,805996,18.562809
"2010-08-09",23.028877,23.028877,22.632639,22.854265,869427,18.590124
"2010-08-10",22.552048,22.64607,22.290129,22.444593,675708,18.256887
"2010-08-11",21.799866,21.934183,21.349899,21.497648,1133129,17.486629
"2010-08-12",21.014103,21.477503,21.000671,21.363331,866896,17.377371
"2010-08-13",21.329752,21.484219,21.175285,21.235729,414091,17.273575
"2010-08-16",21.148422,21.390196,20.819342,21.323036,495241,17.344597
"2010-08-17",21.524513,22.014774,21.390196,21.799866,850070,17.732454
"2010-08-18",21.799866,21.90732,21.531229,21.685696,684940,17.639584
"2010-08-19",21.490934,21.598389,20.732035,20.852921,1380899,16.962194
"2010-08-20",20.705172,20.899933,20.47683,20.893217,659180,16.994974
"2010-08-23",21.081263,21.134991,20.537273,20.611149,530977,16.76553
"2010-08-24",20.423103,20.423103,20.107454,20.120888,727525,16.366739
"2010-08-25",19.946274,20.423103,19.751511,20.382807,1261779,16.579792
"2010-08-26",20.429819,20.685024,20.335796,20.349228,1338164,16.552471
"2010-08-27",20.557421,20.913364,20.282068,20.832773,1207728,16.945803
"2010-08-30",20.691738,20.826057,20.423103,20.449966,978273,16.634417
"2010-08-31",20.369375,20.564137,20.080591,20.214909,970977,16.44322
"2010-09-01",20.51041,20.980524,20.449966,20.846207,955640,16.956732
"2010-09-02",20.893217,21.114841,20.745466,21.087978,923627,17.153393
"2010-09-03",21.457354,21.578239,21.188717,21.370047,853644,17.382833
"2010-09-07",21.255877,21.296171,21.014103,21.054399,1029048,17.126076
"2010-09-08",21.114841,21.437206,21.114841,21.356615,1410381,17.371908
"2010-09-09",21.61182,21.759569,21.410343,21.672262,1119281,17.62866
"2010-09-10",21.692411,21.927467,21.558092,21.685696,1286794,17.639584
"2010-09-13",21.920752,22.182673,21.900604,21.981195,821928,17.879944
"2010-09-14",21.900604,22.095366,21.799866,21.927467,694172,17.836248
"2010-09-15",21.927467,22.055071,21.759569,21.987911,428534,17.885412
"2010-09-16",21.940901,22.081934,21.86031,21.97448,702808,17.874487
"2010-09-17",22.028208,22.102081,21.752853,22.048355,884168,17.93458
"2010-09-20",22.095366,22.431162,21.967764,22.377436,1170354,18.202263
"2010-09-21",22.364002,22.41773,22.135662,22.229685,905908,18.082077
"2010-09-22",22.122231,22.283413,21.893888,22.055071,971275,17.940044
"2010-09-23",21.826729,22.075218,21.665546,21.84016,1050341,17.765238
"2010-09-24",22.142378,22.350571,22.02149,22.296844,1382090,18.136709
"2010-09-27",22.303558,22.390865,22.068502,22.182673,523830,18.043837
"2010-09-28",22.283413,22.323708,21.900604,22.189388,901738,18.049305
"2010-09-29",22.075218,22.632639,22.041639,22.5319,1202516,18.327906
"2010-09-30",22.699799,22.928141,22.397581,22.585629,1104987,18.371613
"2010-10-01",22.760242,22.8274,22.37072,22.545332,643099,18.338833
"2010-10-04",22.471457,22.64607,22.008059,22.142378,701617,18.011059
"2010-10-05",22.37072,23.089321,22.37072,23.062458,998077,18.759476
"2010-10-06",23.055742,23.163197,22.854265,23.156481,868980,18.835953
"2010-10-07",23.290798,23.337811,22.955004,23.109468,621509,18.79771
"2010-10-08",23.116184,23.331095,22.948286,23.284082,784107,18.939749
"2010-10-11",23.304232,23.619879,23.143049,23.317663,738693,18.967064
"2010-10-12",23.19006,23.22364,22.793821,22.968435,1045576,18.682997
"2010-10-13",23.149765,23.593016,23.035595,23.451981,888189,19.076323
"2010-10-14",23.451981,23.572868,23.183346,23.304232,451316,18.956135
"2010-10-15",23.458696,23.505709,23.008732,23.304232,616297,18.956135
"2010-10-18",23.317663,23.51914,23.19006,23.498993,496582,19.114565
"2010-10-19",23.169912,23.344526,22.719946,22.887844,871363,18.617437
"2010-10-20",22.948286,23.310947,22.887844,23.176628,558077,18.852335
"2010-10-21",23.250504,23.485561,23.096039,23.230356,798551,18.896049
"2010-10-22",23.304232,23.304232,23.049026,23.096039,622700,18.786787
"2010-10-25",23.243788,23.99597,23.216925,23.807924,1548709,19.365845
"2010-10-26",23.371389,23.391539,21.417059,22.303558,3412490,18.14217
"2010-10-27",21.920752,22.001343,21.531229,21.967764,1797670,17.971846
"2010-10-28",21.954332,21.987911,21.531229,21.759569,1459816,17.801521
"2010-10-29",21.658831,22.061787,21.645399,21.981195,1095011,17.982828
"2010-11-01",22.095366,22.303558,21.658831,21.880457,848879,17.900415
"2010-11-02",22.095366,22.337139,21.961048,22.263264,942537,18.213591
"2010-11-03",22.290129,22.5319,22.189388,22.437878,1117495,18.356445
"2010-11-04",22.726662,22.847549,22.578913,22.793821,853495,18.647646
"2010-11-05",22.813969,22.867697,22.639355,22.746811,1057786,18.609188
"2010-11-08",22.71323,22.726662,22.404299,22.572195,791106,18.466333
"2010-11-09",22.605776,22.679651,22.028208,22.122231,825204,18.098213
"2010-11-10",22.155809,22.437878,21.920752,22.236401,782321,18.191618
"2010-11-11",22.095366,22.478172,22.034924,22.229685,685833,18.186131
"2010-11-12",22.028208,22.149094,21.873741,22.041639,622551,18.032284
"2010-11-15",22.175957,22.431162,22.014774,22.061787,614361,18.048771
"2010-11-16",21.880457,21.914036,21.625252,21.806581,1196263,17.839987
"2010-11-17",21.873741,21.873741,21.551376,21.705843,741075,17.757572
"2010-11-18",21.961048,22.135662,21.853594,21.873741,654713,17.89493
"2010-11-19",21.826729,21.920752,21.571526,21.846876,1093373,17.87294
"2010-11-22",21.759569,21.987911,21.652117,21.914036,1141021,17.927893
"2010-11-23",21.658831,21.880457,21.537945,21.833445,711742,17.861958
"2010-11-24",22.034924,22.249832,21.987911,22.222967,429577,18.180622
"2010-11-26",22.02149,22.350571,21.961048,22.236401,440595,18.191618
"2010-11-29",22.075218,22.081934,21.544661,22.02149,655905,18.015797
"2010-11-30",21.813297,22.464741,21.732706,22.095366,1411274,18.076242
"2010-12-01",22.41773,22.706514,22.41773,22.505037,892507,18.411385
"2010-12-02",22.505037,22.89456,22.471457,22.820684,651289,18.669624
"2010-12-03",22.78039,22.948286,22.639355,22.860981,967254,18.702587
"2010-12-06",22.914707,23.163197,22.78039,23.015448,470375,18.828962
"2010-12-07",23.169912,23.613163,23.122902,23.40497,1211599,19.147627
"2010-12-08",23.378105,23.673607,23.324379,23.505709,822821,19.230042
"2010-12-09",23.5863,23.646744,23.364674,23.640026,843816,19.339928
"2010-12-10",23.65346,23.942244,23.65346,23.841503,719485,19.504761
"2010-12-13",23.922094,24.190731,23.727333,24.096708,1014307,19.713541
"2010-12-14",24.096708,24.197449,23.8818,24.029551,937028,19.658594
"2010-12-15",24.022835,24.204165,23.895231,23.901949,504920,19.554199
"2010-12-16",24.002686,24.43922,23.848221,24.432505,1352608,19.988251
"2010-12-17",24.398926,24.486233,24.170584,24.43922,1336824,19.993748
"2010-12-20",24.560106,24.600403,24.351913,24.466085,749414,20.015728
"2010-12-21",24.486233,24.996641,24.472801,24.949631,699979,20.41132
"2010-12-22",24.882471,24.976494,24.499664,24.513096,1188520,20.054184
"2010-12-23",24.452654,24.714575,24.345198,24.553392,467248,20.087151
"2010-12-27",24.432505,24.613834,24.298187,24.57354,290057,20.103638
"2010-12-28",24.694426,24.741438,24.331766,24.680994,476629,20.19154
"2010-12-29",24.714575,24.781733,24.546677,24.593687,229157,20.120119
"2010-12-30",24.607119,24.768301,24.566822,24.68771,390267,20.197037
"2010-12-31",24.633984,24.721289,24.499664,24.519812,290951,20.059673
"2011-01-03",24.73472,24.989925,24.680994,24.835461,480947,20.317909
"2011-01-04",24.828745,24.875755,24.089993,24.43922,624338,19.993748
"2011-01-05",24.331766,24.707857,24.331766,24.452654,580412,20.004736
"2011-01-06",24.499664,24.98321,24.499664,24.566822,689705,20.098141
"2011-01-07",24.600403,24.922768,24.257891,24.526527,610639,20.065176
"2011-01-10",24.137005,24.338482,23.546003,24.21088,1529501,19.806938
"2011-01-11",24.291471,24.593687,24.184015,24.519812,839498,20.059673
"2011-01-12",24.680994,24.949631,24.633984,24.781733,576839,20.273952
"2011-01-13",24.741438,24.976494,24.741438,24.882471,558971,20.356369
"2011-01-14",24.835461,24.848892,24.640697,24.835461,329814,20.317909
"2011-01-18",24.768301,24.949631,24.593687,24.936199,1023985,20.40032
"2011-01-19",24.902618,25.077232,24.398926,24.50638,465164,20.048695
"2011-01-20",24.398926,24.513096,24.029551,24.056414,736757,19.680576
"2011-01-21",24.237743,24.284756,23.875084,23.888515,543634,19.543211
"2011-01-24",23.942244,24.533243,23.92881,24.479515,740033,20.026709
"2011-01-25",24.412357,24.607119,24.251175,24.607119,598876,20.131098
"2011-01-26",24.566822,24.728004,24.45937,24.62055,803464,20.252644
"2011-01-27",24.586971,24.680994,24.231028,24.45937,691789,20.120056
"2011-01-28",24.50638,24.761585,23.935528,24.022835,990930,19.760962
"2011-01-31",24.096708,24.43922,24.069845,24.291471,1403531,19.981943
"2011-02-01",24.419073,25.036938,24.358629,25.036938,1028452,20.595161
"2011-02-02",24.882471,25.486904,24.808596,25.292143,1088757,20.805086
"2011-02-03",25.305574,25.433178,25.01679,25.325722,824310,20.83271
"2011-02-04",25.258562,25.681665,25.097382,25.641371,617935,21.092361
"2011-02-07",25.641371,25.782404,25.453323,25.601074,449827,21.059212
"2011-02-08",25.594358,25.67495,25.419744,25.574211,364209,21.037113
"2011-02-09",25.49362,25.513767,25.191404,25.332438,461143,20.838234
"2011-02-10",25.245131,25.695097,25.245131,25.49362,304054,20.970819
"2011-02-11",25.406313,25.668234,25.359303,25.614506,333238,21.070257
"2011-02-14",25.654802,25.695097,25.56078,25.634653,260426,21.086828
"2011-02-15",25.580927,25.614506,25.413029,25.554064,260426,21.020538
"2011-02-16",25.587643,25.903292,25.54063,25.554064,645482,21.020538
"2011-02-17",25.507051,25.970449,25.460039,25.883142,382673,21.291235
"2011-02-18",25.876427,26.171926,25.775688,25.910007,596345,21.313339
"2011-02-22",25.641371,25.883142,25.043653,25.050369,700277,20.606209
"2011-02-23",25.104097,25.37945,24.479515,24.721289,906652,20.335508
"2011-02-24",24.68771,24.909334,24.345198,24.533243,932710,20.180826
"2011-02-25",24.68771,25.083948,24.539961,24.989925,498666,20.556486
"2011-02-28",25.083948,25.325722,24.86904,24.902618,483329,20.484669
"2011-03-01",25.057085,25.104097,24.372063,24.466085,517428,20.125582
"2011-03-02",24.398926,24.694426,24.351913,24.533243,554950,20.180826
"2011-03-03",24.795164,25.271996,24.795164,25.083948,508642,20.633829
"2011-03-04",25.090666,25.110813,24.445936,24.647413,658883,20.274738
"2011-03-07",24.680994,24.754869,23.895231,24.204165,1431525,19.910126
"2011-03-08",24.244459,25.077232,24.130289,24.916052,937921,20.495712
"2011-03-09",24.889187,24.996641,24.627268,24.775017,933901,20.3797
"2011-03-10",24.425789,24.486233,24.049698,24.137005,734970,19.854885
"2011-03-11",23.92881,24.398926,23.92881,24.284756,889231,19.976425
"2011-03-14",24.116858,24.318335,24.009401,24.163868,842923,19.876976
"2011-03-15",23.485561,24.197449,23.40497,23.989256,647864,19.733341
"2011-03-16",23.92881,24.190731,23.687038,23.801208,849177,19.578665
"2011-03-17",24.237743,24.351913,23.962391,24.103424,531722,19.827259
"2011-03-18",24.378778,24.499664,24.163868,24.257891,446700,19.954323
"2011-03-21",24.57354,25.090666,24.57354,24.902618,547952,20.484669
"2011-03-22",24.875755,25.036938,24.795164,24.902618,1037535,20.484669
"2011-03-23",24.788448,24.842176,24.39221,24.754869,422578,20.363131
"2011-03-24",24.848892,25.13096,24.553392,25.003359,632974,20.567539
"2011-03-25",25.043653,25.298859,24.942915,25.043653,537529,20.600681
"2011-03-28",25.097382,25.292143,25.010075,25.057085,449827,20.611731
"2011-03-29",25.063801,25.278711,24.98321,25.278711,569096,20.794033
"2011-03-30",25.392881,25.433178,25.144392,25.339153,988100,20.84376
"2011-03-31",25.359303,25.661518,25.31229,25.37945,711444,20.876905
"2011-04-01",25.533915,25.621222,25.439894,25.520485,709806,20.992916
"2011-04-04",25.957018,26.259233,25.829416,25.856279,2242285,21.26914
"2011-04-05",26.084621,26.4137,25.836132,26.359974,2173493,21.683475
"2011-04-06",26.507723,26.709202,26.420416,26.514439,1514462,21.810535
"2011-04-07",26.507723,26.662189,26.192076,26.353256,1131342,21.677952
"2011-04-08",26.453997,26.521154,25.950302,26.1182,1306895,21.484598
"2011-04-11",26.077906,26.265949,25.78912,25.950302,783065,21.346485
"2011-04-12",25.795835,25.842848,25.419744,25.527199,714422,20.99844
"2011-04-13",25.634653,25.755541,25.413029,25.500336,778598,20.976347
"2011-04-14",25.278711,25.453323,25.104097,25.319006,1052127,20.827181
"2011-04-15",25.345869,25.500336,25.251846,25.413029,1148019,20.90453
"2011-04-18",25.057085,25.097382,24.674278,24.848892,1520120,20.440475
"2011-04-19",25.003359,25.251846,24.949631,25.19812,821481,20.727745
"2011-04-20",25.554064,25.856279,25.554064,25.708529,655607,21.1476
"2011-04-21",25.688381,26.017462,25.688381,26.00403,802720,21.39068
"2011-04-25",26.00403,26.212223,25.903292,26.138348,1146381,21.501165
"2011-04-26",26.722633,27.051714,26.400269,26.642042,2382400,21.915504
"2011-04-27",26.621895,26.769644,26.131632,26.601746,1206983,21.993235
"2011-04-28",26.615177,26.836803,26.574883,26.823372,1241975,22.176474
"2011-04-29",26.863667,27.092009,26.823372,26.971123,1098882,22.298618
"2011-05-02",27.125587,27.246473,26.991268,27.031565,840689,22.348589
"2011-05-03",26.850235,27.199463,26.675621,26.742781,747031,22.10984
"2011-05-04",26.736065,26.803225,26.312962,26.406984,866449,21.832214
"2011-05-05",26.239086,26.548019,26.017462,26.185358,587262,21.648985
"2011-05-06",26.494291,26.695768,26.111485,26.239086,533509,21.693403
"2011-05-09",26.212223,26.689053,26.111485,26.48086,611979,21.893288
"2011-05-10",26.521154,26.964405,26.487576,26.863667,615702,22.209778
"2011-05-11",26.836803,26.836803,26.29953,26.433847,477671,21.854425
"2011-05-12",26.359974,26.850235,26.151779,26.816654,881488,22.170912
"2011-05-13",26.850235,26.910679,26.36669,26.467428,656500,21.882187
"2011-05-16",26.306246,26.635326,26.239086,26.326393,680324,21.765587
"2011-05-17",26.165213,26.265949,25.782404,26.091335,992567,21.571247
"2011-05-18",26.091335,26.507723,25.997314,26.447281,487648,21.865532
"2011-05-19",26.534588,26.756212,26.29953,26.574883,543783,21.971027
"2011-05-20",26.494291,26.568167,26.098051,26.198792,589346,21.660091
"2011-05-23",25.876427,25.977165,25.648087,25.836132,671539,21.360258
"2011-05-24",25.876427,26.030893,25.580927,25.775688,580561,21.310286
"2011-05-25",25.688381,26.534588,25.601074,26.467428,1225298,21.882187
"2011-05-26",26.319677,26.494291,26.00403,26.433847,1073569,21.854425
"2011-05-27",26.59503,26.863667,26.541304,26.762928,915288,22.126493
"2011-05-31",27.011417,27.192747,26.689053,27.186031,969935,22.476299
"2011-06-01",27.125587,27.192747,26.158497,26.158497,1119132,21.626774
"2011-06-02",26.185358,26.433847,25.957018,26.1182,843072,21.59346
"2011-06-03",26.138348,26.138348,25.574211,25.695097,1069400,21.243654
"2011-06-06",25.67495,25.775688,25.258562,25.31229,1106625,20.92717
"2011-06-07",25.480188,25.533915,25.157824,25.164539,1052127,20.805006
"2011-06-08",25.144392,25.224983,24.949631,25.01679,775918,20.682863
"2011-06-09",25.097382,25.500336,24.895903,25.399597,1149657,20.999338
"2011-06-10",25.238415,25.238415,24.788448,24.848892,785596,20.544052
"2011-06-13",24.969778,25.117529,24.835461,24.922768,533955,20.605127
"2011-06-14",25.204836,25.60779,25.104097,25.446608,637590,21.038219
"2011-06-15",25.171255,25.413029,25.050369,25.171255,1293494,20.810562
"2011-06-16",25.157824,25.392881,24.942915,25.245131,1099031,20.871641
"2011-06-17",25.513767,25.520485,25.292143,25.37945,944324,20.982693
"2011-06-20",25.285425,25.748825,25.285425,25.641371,771004,21.199242
"2011-06-21",25.842848,26.279383,25.762257,26.171926,1306449,21.63788
"2011-06-22",26.165213,26.359974,26.024178,26.124916,1334293,21.599014
"2011-06-23",25.748825,26.326393,25.574211,26.326393,1619585,21.765587
"2011-06-24",26.36669,26.460712,25.903292,26.017462,1693886,21.510176
"2011-06-27",25.997314,26.29953,25.836132,26.077906,892060,21.56015
"2011-06-28",26.225655,26.467428,26.084621,26.433847,549888,21.854425
"2011-06-29",26.574883,26.682337,26.239086,26.574883,981698,21.971027
"2011-06-30",26.668905,27.300201,26.588314,27.10544,950875,22.409672
"2011-07-01",27.071859,27.790462,27.065144,27.716587,636548,22.914942
"2011-07-05",27.770315,27.971792,27.642714,27.837475,943579,23.014885
"2011-07-06",27.783747,27.904634,27.683008,27.837475,1422740,23.014885
"2011-07-07",28.059099,28.495634,28.012089,28.374748,1675125,23.459082
"2011-07-08",27.991941,28.247147,27.871054,28.247147,852006,23.353588
