"dates","CPRT.Open","CPRT.High","CPRT.Low","CPRT.Close","CPRT.Volume","CPRT.Adjusted"
"2011-08-12",10.04,10.05,9.8625,9.9625,878000,9.9625
"2011-08-15",10.025,10.1175,9.9575,10.0975,912400,10.0975
"2011-08-16",10.04,10.2275,9.935,10.16,1148400,10.16
"2011-08-17",10.1825,10.26,10.0725,10.175,1106800,10.175
"2011-08-18",10,10.05,9.705,9.77,1799200,9.77
"2011-08-19",9.665,9.92,9.53,9.745,1279200,9.745
"2011-08-22",9.9475,9.955,9.7125,9.755,1097600,9.755
"2011-08-23",9.8025,10.0525,9.73,10.05,1899600,10.05
"2011-08-24",10.0225,10.2075,9.935,10.195,1129600,10.195
"2011-08-25",10.25,10.25,9.915,10.0225,695200,10.0225
"2011-08-26",9.9525,10.31,9.82,10.245,599200,10.245
"2011-08-29",10.345,10.5425,10.345,10.5225,821600,10.5225
"2011-08-30",10.4575,10.67,10.385,10.6075,613600,10.6075
"2011-08-31",10.685,10.8025,10.5925,10.76,1492800,10.76
"2011-09-01",10.7425,10.865,10.55,10.585,1067200,10.585
"2011-09-02",10.405,10.5275,10.3,10.3325,671200,10.3325
"2011-09-06",10.0475,10.3125,9.9775,10.3,1149200,10.3
"2011-09-07",10.4225,10.625,10.42,10.605,806000,10.605
"2011-09-08",10.54,10.62,10.3525,10.3525,1364000,10.3525
"2011-09-09",10.295,10.435,10.125,10.2175,1200000,10.2175
"2011-09-12",10.12,10.24,9.9875,10.23,679600,10.23
"2011-09-13",10.2725,10.4225,10.2375,10.345,1521600,10.345
"2011-09-14",10.3975,10.67,10.285,10.5575,1599600,10.5575
"2011-09-15",10.415,10.475,10.295,10.3075,2866800,10.3075
"2011-09-16",10.31,10.4575,10.2375,10.33,3783600,10.33
"2011-09-19",10.1925,10.5425,10.045,10.125,1573200,10.125
"2011-09-20",10.175,10.295,9.9475,9.9575,2385600,9.9575
"2011-09-21",9.7975,9.8175,9.3375,9.4125,5322800,9.4125
"2011-09-22",9.2,9.3125,8.9375,9.2575,2119600,9.2575
"2011-09-23",9.275,9.45,9.265,9.3725,2299600,9.3725
"2011-09-26",9.465,9.705,9.3675,9.69,1737200,9.69
"2011-09-27",9.8975,10.02,9.76,9.8025,935600,9.8025
"2011-09-28",9.8425,9.935,9.625,9.6475,1295600,9.6475
"2011-09-29",9.81,9.925,9.7,9.925,1586400,9.925
"2011-09-30",9.77,9.935,9.6475,9.78,2908800,9.78
"2011-10-03",9.695,9.91,9.4325,9.4825,2262800,9.4825
"2011-10-04",9.38,9.8625,9.32,9.8425,2115200,9.8425
"2011-10-05",9.8575,10.11,9.67,10.075,2579200,10.075
"2011-10-06",10.08,10.3,9.985,10.235,2630000,10.235
"2011-10-07",10.275,10.4,10.1025,10.1225,2235600,10.1225
"2011-10-10",10.25,10.525,10.1925,10.52,1912800,10.52
"2011-10-11",10.475,10.56,10.4025,10.5125,1524800,10.5125
"2011-10-12",10.57,10.795,10.4675,10.69,2214800,10.69
"2011-10-13",10.635,10.8375,10.475,10.705,1699600,10.705
"2011-10-14",10.79,10.795,10.6825,10.7475,914400,10.7475
"2011-10-17",10.71,10.7225,10.4175,10.4525,1183600,10.4525
"2011-10-18",10.45,10.695,10.2925,10.63,1306800,10.63
"2011-10-19",10.62,10.74,10.4475,10.5225,865600,10.5225
"2011-10-20",10.5325,10.7075,10.3725,10.605,1147200,10.605
"2011-10-21",10.755,10.9275,10.74,10.845,988000,10.845
"2011-10-24",10.8875,11.05,10.8675,11.02,1089200,11.02
"2011-10-25",10.9475,10.9725,10.77,10.79,996400,10.79
"2011-10-26",10.925,10.95,10.64,10.8875,914800,10.8875
"2011-10-27",11.1975,11.2725,11.0325,11.1925,830400,11.1925
"2011-10-28",11,11.16,10.9675,11.075,984000,11.075
"2011-10-31",10.965,11.0875,10.8625,10.8875,777200,10.8875
"2011-11-01",10.5925,10.73,10.415,10.5625,1320800,10.5625
"2011-11-02",10.7325,10.8225,10.565,10.8,636000,10.8
"2011-11-03",10.9125,11.065,10.755,11.0625,1168800,11.0625
"2011-11-04",10.95,11.0975,10.8675,11.095,879600,11.095
"2011-11-07",11.045,11.085,10.7525,10.9575,778400,10.9575
"2011-11-08",11.0025,11.135,10.755,11.105,1055600,11.105
"2011-11-09",10.8525,10.91,10.615,10.6625,635600,10.6625
"2011-11-10",10.75,10.7925,10.595,10.785,936400,10.785
"2011-11-11",10.9075,11.0525,10.8225,11.0025,560000,11.0025
"2011-11-14",10.94,10.9775,10.81,10.885,391200,10.885
"2011-11-15",10.8175,11.1275,10.8175,11.055,613200,11.055
"2011-11-16",10.9475,11.09,10.8625,10.88,627200,10.88
"2011-11-17",10.88,11.025,10.7975,10.89,711200,10.89
"2011-11-18",10.9325,11.0225,10.9025,10.925,758800,10.925
"2011-11-21",10.785,10.8175,10.67,10.7175,1088000,10.7175
"2011-11-22",10.7,10.75,10.5775,10.655,1388400,10.655
"2011-11-23",10.585,10.6275,10.41,10.525,892400,10.525
"2011-11-25",10.4775,10.625,10.4775,10.5775,1006000,10.5775
"2011-11-28",10.8575,10.94,10.6075,10.7,2138400,10.7
"2011-11-29",10.845,11.1175,10.7375,10.8575,2764000,10.8575
"2011-11-30",11.15,11.2975,11,11.2325,3707600,11.2325
"2011-12-01",11.225,11.4325,11.225,11.2625,2020400,11.2625
"2011-12-02",11.3275,11.4325,11.25,11.305,1016000,11.305
"2011-12-05",11.425,11.525,11.395,11.4325,1135600,11.4325
"2011-12-06",11.42,11.4475,11.275,11.36,1170000,11.36
"2011-12-07",11.2775,11.4625,11.165,11.4,1539600,11.4
"2011-12-08",11.31,11.435,11.2275,11.2525,938000,11.2525
"2011-12-09",11.275,11.46,11.27,11.42,1232800,11.42
"2011-12-12",11.3275,11.42,11.175,11.42,870400,11.42
"2011-12-13",11.4525,11.625,11.2775,11.32,2405200,11.32
"2011-12-14",11.2775,11.345,11.1875,11.295,1096400,11.295
"2011-12-15",11.3975,11.52,11.3325,11.4125,1518400,11.4125
"2011-12-16",11.4625,11.59,11.435,11.5375,2030800,11.5375
"2011-12-19",11.525,11.615,11.3225,11.49,1346000,11.49
"2011-12-20",11.635,11.85,11.55,11.7225,1034000,11.7225
"2011-12-21",11.6675,11.7875,11.625,11.765,598000,11.765
"2011-12-22",11.765,11.855,11.665,11.8325,724000,11.8325
"2011-12-23",11.79,11.9775,11.75,11.9525,662800,11.9525
"2011-12-27",11.9025,12.0175,11.885,11.9575,784800,11.9575
"2011-12-28",11.96,11.995,11.8925,11.925,529200,11.925
"2011-12-29",11.95,12.015,11.925,11.99,473200,11.99
"2011-12-30",11.995,12.03,11.8825,11.9725,1049600,11.9725
"2012-01-03",12.125,12.15,11.745,11.7575,1686400,11.7575
"2012-01-04",11.7025,11.745,11.555,11.5775,2122000,11.5775
"2012-01-05",11.515,11.64,11.4,11.6125,1589600,11.6125
"2012-01-06",11.57,11.755,11.5475,11.6475,1097200,11.6475
"2012-01-09",11.655,11.815,11.655,11.78,798400,11.78
"2012-01-10",11.8725,12.0125,11.775,11.9375,956400,11.9375
"2012-01-11",11.9175,12.015,11.8275,11.985,646000,11.985
"2012-01-12",12,12.0525,11.895,12.0025,746400,12.0025
"2012-01-13",11.8725,12.0575,11.87,12.045,636000,12.045
"2012-01-17",12.08,12.15,12.025,12.0325,562400,12.0325
"2012-01-18",12.03,12.12,11.925,12.1125,708400,12.1125
"2012-01-19",12.1575,12.1675,12.0725,12.11,609200,12.11
"2012-01-20",12.075,12.1575,12.0425,12.065,496800,12.065
"2012-01-23",12.035,12.1575,11.9775,12.065,396400,12.065
"2012-01-24",12.02,12.135,12.0075,12.0775,697600,12.0775
"2012-01-25",12.0525,12.2725,12.0175,12.17,1131200,12.17
"2012-01-26",12.22,12.2575,12,12.0375,587200,12.0375
"2012-01-27",11.9775,12.055,11.885,11.885,592800,11.885
"2012-01-30",11.59,11.885,11.36,11.84,766800,11.84
"2012-01-31",11.8525,11.8925,11.65,11.76,799200,11.76
"2012-02-01",11.8325,11.9975,11.785,11.93,1064400,11.93
"2012-02-02",11.95,11.97,11.8325,11.8375,554800,11.8375
"2012-02-03",11.915,11.945,11.85,11.855,924800,11.855
"2012-02-06",11.7975,11.855,11.69,11.7275,664000,11.7275
"2012-02-07",11.71,11.815,11.68,11.69,814000,11.69
"2012-02-08",11.715,11.7725,11.62,11.6975,686000,11.6975
"2012-02-09",11.6975,11.75,11.4975,11.745,947200,11.745
"2012-02-10",11.6225,11.7525,11.6025,11.6175,916000,11.6175
"2012-02-13",11.705,11.715,11.5675,11.605,1266400,11.605
"2012-02-14",11.55,11.6325,11.455,11.5075,553600,11.5075
"2012-02-15",11.54,11.555,11.43,11.4925,935200,11.4925
"2012-02-16",11.5125,11.67,11.495,11.66,905600,11.66
"2012-02-17",11.6825,11.7175,11.5525,11.5725,760000,11.5725
"2012-02-21",11.5825,11.6775,11.4975,11.5775,786400,11.5775
"2012-02-22",11.525,11.6225,11.4475,11.54,741600,11.54
"2012-02-23",11.5,11.65,11.44,11.6275,522000,11.6275
"2012-02-24",11.64,11.7075,11.5475,11.6675,500400,11.6675
"2012-02-27",11.5275,11.565,11.2875,11.4175,1582000,11.4175
"2012-02-28",11.4125,11.5375,11.33,11.4525,1719200,11.4525
"2012-02-29",12.1575,12.8025,11.635,12.445,5658800,12.445
"2012-03-01",12.56,12.745,12.3975,12.705,1492000,12.705
"2012-03-02",12.6675,12.735,12.5,12.555,775600,12.555
"2012-03-05",12.5275,12.59,12.46,12.5375,855200,12.5375
"2012-03-06",12.425,12.5,12.4075,12.4275,774400,12.4275
"2012-03-07",12.4625,12.6375,12.3875,12.5525,628800,12.5525
"2012-03-08",12.5975,12.8,12.5225,12.7,1594800,12.7
"2012-03-09",12.72,12.835,12.6575,12.79,985200,12.79
"2012-03-12",12.82,12.9375,12.7425,12.905,1276400,12.905
"2012-03-13",12.9875,13.195,12.905,13.1875,1435200,13.1875
"2012-03-14",13.1525,13.2375,13.1275,13.21,1504400,13.21
"2012-03-15",13.205,13.3125,13.1475,13.25,1282400,13.25
"2012-03-16",13.25,13.325,13.1875,13.235,1596400,13.235
"2012-03-19",13.205,13.2775,13.13,13.205,679200,13.205
"2012-03-20",13.125,13.2,13.1,13.1525,417600,13.1525
"2012-03-21",13.2175,13.2475,13.0625,13.1875,750400,13.1875
"2012-03-22",13.075,13.2125,13.0325,13.185,536000,13.185
"2012-03-23",13.2225,13.2475,13.085,13.215,419600,13.215
"2012-03-26",13.315,13.4175,13.26,13.375,741200,13.375
"2012-03-27",13.395,13.395,13.2525,13.2725,744400,13.2725
"2012-03-28",13.2675,13.29,13.0775,13.21,801200,13.21
"2012-03-29",13.12,13.245,12.945,13.12,940000,13.12
"2012-03-30",13.155,13.155,13.03,13.035,1267600,13.035
"2012-04-02",13.04,13.125,12.945,13.035,1011000,13.035
"2012-04-03",13.06,13.065,12.93,13.04,1256000,13.04
"2012-04-04",12.975,12.99,12.75,12.835,1169200,12.835
"2012-04-05",12.775,12.845,12.685,12.735,737000,12.735
"2012-04-09",12.615,12.695,12.555,12.655,1038200,12.655
"2012-04-10",12.665,12.675,12.3,12.31,1049800,12.31
"2012-04-11",12.42,12.595,12.41,12.575,1515600,12.575
"2012-04-12",12.6,12.865,12.565,12.82,970800,12.82
"2012-04-13",12.75,12.875,12.75,12.82,1648600,12.82
"2012-04-16",12.875,13.1,12.825,13.03,1725000,13.03
"2012-04-17",13.075,13.245,12.975,13.15,891800,13.15
"2012-04-18",13.15,13.34,13.075,13.3,1556800,13.3
"2012-04-19",13.32,13.355,13.11,13.185,1010000,13.185
"2012-04-20",13.255,13.345,13.17,13.28,651400,13.28
"2012-04-23",13.155,13.155,12.99,13.11,636600,13.11
"2012-04-24",13.095,13.205,13,13.11,694800,13.11
"2012-04-25",13.225,13.305,13.13,13.225,513600,13.225
"2012-04-26",13.19,13.31,13.14,13.265,369000,13.265
"2012-04-27",13.305,13.365,13.19,13.315,632000,13.315
"2012-04-30",13.33,13.34,13.155,13.205,652600,13.205
"2012-05-01",13.18,13.425,13.18,13.22,552000,13.22
"2012-05-02",13.125,13.3,13.09,13.29,435200,13.29
"2012-05-03",13.265,13.315,13.13,13.19,419200,13.19
"2012-05-04",13.14,13.175,12.98,13.105,851800,13.105
"2012-05-07",13.045,13.19,12.99,13.145,837800,13.145
"2012-05-08",13.05,13.26,13.005,13.24,940600,13.24
"2012-05-09",13.09,13.18,13.04,13.15,764200,13.15
"2012-05-10",13.165,13.25,13.085,13.15,680000,13.15
"2012-05-11",13.105,13.365,13.07,13.235,456400,13.235
"2012-05-14",13.15,13.185,12.935,12.94,515800,12.94
"2012-05-15",12.915,13.125,12.88,13.095,1230200,13.095
"2012-05-16",13.125,13.26,13.09,13.15,869000,13.15
"2012-05-17",13.175,13.18,13.02,13.05,1565400,13.05
"2012-05-18",13.06,13.25,12.81,12.855,1708000,12.855
"2012-05-21",12.905,13.16,12.85,13.13,907200,13.13
"2012-05-22",13.175,13.405,13.15,13.39,1188000,13.39
"2012-05-23",13.36,13.535,13.21,13.5,866000,13.5
"2012-05-24",13.5,13.635,13.405,13.62,929000,13.62
"2012-05-25",13.64,13.715,13.485,13.53,1037200,13.53
"2012-05-29",13.75,13.75,13.54,13.645,3697400,13.645
"2012-05-30",13.475,13.94,13.255,13.775,4404000,13.775
"2012-05-31",13.705,13.755,13.5,13.555,3069000,13.555
"2012-06-01",13.3,13.34,12.915,12.97,1575000,12.97
"2012-06-04",12.955,13.065,12.6,12.655,1984600,12.655
"2012-06-05",12.615,12.645,12.365,12.48,2299200,12.48
"2012-06-06",12.545,12.555,12.305,12.395,1609000,12.395
"2012-06-07",12.51,12.6,12.32,12.33,1362000,12.33
"2012-06-08",12.32,12.4,12.165,12.335,1118200,12.335
"2012-06-11",12.39,12.4,12.15,12.155,1639600,12.155
"2012-06-12",12.21,12.21,12.07,12.105,1766200,12.105
"2012-06-13",12.035,12.12,11.88,11.91,1650800,11.91
"2012-06-14",11.9,11.985,11.695,11.73,1573800,11.73
"2012-06-15",11.72,11.835,11.62,11.65,2645600,11.65
"2012-06-18",11.605,11.905,11.585,11.895,1464800,11.895
"2012-06-19",11.92,12.115,11.85,12.04,1781800,12.04
"2012-06-20",12.025,12.03,11.825,11.96,1731800,11.96
"2012-06-21",11.98,11.99,11.62,11.715,1954800,11.715
"2012-06-22",11.74,11.885,11.665,11.675,2403800,11.675
"2012-06-25",11.565,11.6,11.425,11.465,620600,11.465
"2012-06-26",11.485,11.575,11.33,11.475,1386600,11.475
"2012-06-27",11.485,11.675,11.45,11.465,952000,11.465
"2012-06-28",11.39,11.615,11.295,11.61,1609800,11.61
"2012-06-29",11.78,11.875,11.71,11.845,1680000,11.845
"2012-07-02",11.875,12.105,11.875,12.09,1573400,12.09
"2012-07-03",12.075,12.225,11.99,12.18,807400,12.18
"2012-07-05",12.135,12.765,12.105,12.185,1051800,12.185
"2012-07-06",12.105,12.215,12.01,12.055,641400,12.055
"2012-07-09",12.005,12.085,11.96,11.98,922000,11.98
"2012-07-10",12.02,12.115,11.85,11.935,753200,11.935
"2012-07-11",11.92,12.06,11.89,12.045,1272200,12.045
"2012-07-12",11.96,12.07,11.915,12.035,1167800,12.035
"2012-07-13",12.06,12.195,12.04,12.08,1066400,12.08
"2012-07-16",12.105,12.105,11.88,11.97,991800,11.97
"2012-07-17",12.035,12.055,11.845,11.975,667800,11.975
"2012-07-18",11.965,12.215,11.925,12.195,706800,12.195
"2012-07-19",12.225,12.3,12.185,12.28,521400,12.28
"2012-07-20",12.185,12.32,12.15,12.19,872400,12.19
"2012-07-23",12.03,12.03,11.88,12.02,322800,12.02
"2012-07-24",12.02,12.235,11.705,11.82,926200,11.82
"2012-07-25",11.81,11.83,11.735,11.75,1000400,11.75
"2012-07-26",11.9,11.945,11.8,11.945,643800,11.945
"2012-07-27",11.995,12.225,11.93,12.17,444600,12.17
"2012-07-30",12.16,12.17,11.94,11.98,543400,11.98
"2012-07-31",11.935,11.995,11.835,11.88,714000,11.88
"2012-08-01",11.91,12.2,11.795,11.81,752200,11.81
"2012-08-02",11.7,11.825,11.64,11.755,869200,11.755
"2012-08-03",11.92,12.13,11.92,12.035,681200,12.035
"2012-08-06",12.07,12.145,11.95,12.01,356800,12.01
"2012-08-07",12.075,12.3,12.06,12.185,1036800,12.185
"2012-08-08",12.165,12.37,12.155,12.355,901600,12.355
"2012-08-09",12.35,12.585,12.32,12.5,1035000,12.5
"2012-08-10",12.49,12.545,12.385,12.535,812800,12.535
"2012-08-13",12.505,12.63,12.44,12.615,604400,12.615
"2012-08-14",12.645,12.745,12.535,12.575,857400,12.575
"2012-08-15",12.54,12.72,12.485,12.71,598600,12.71
"2012-08-16",12.73,13.025,12.7,13.025,1126600,13.025
"2012-08-17",13.025,13.095,12.97,13.005,1403800,13.005
"2012-08-20",12.97,13.05,12.91,12.99,683200,12.99
"2012-08-21",13,13.015,12.88,12.95,543600,12.95
"2012-08-22",12.91,13.045,12.83,13.04,788600,13.04
"2012-08-23",12.995,13.13,12.795,13.09,911800,13.09
"2012-08-24",13,13.18,12.995,13.015,868600,13.015
"2012-08-27",13.075,13.1,12.96,13.03,773600,13.03
"2012-08-28",13.015,13.29,12.91,13.205,1069000,13.205
"2012-08-29",13.21,13.405,13.13,13.29,1343000,13.29
"2012-08-30",13.205,13.33,13.195,13.24,583400,13.24
"2012-08-31",13.32,13.42,13.23,13.355,1896200,13.355
"2012-09-04",13.33,13.97,13.23,13.82,2348600,13.82
"2012-09-05",13.805,13.84,13.595,13.76,1933400,13.76
"2012-09-06",13.86,13.915,13.75,13.845,2219000,13.845
"2012-09-07",13.855,13.88,12.87,13.625,1308000,13.625
"2012-09-10",13.625,13.855,13.53,13.655,1442000,13.655
"2012-09-11",13.635,13.915,13.625,13.905,3250400,13.905
"2012-09-12",13.955,14.045,13.89,13.975,1989600,13.975
"2012-09-13",13.965,14.115,13.875,13.95,900200,13.95
"2012-09-14",13.95,13.98,13.845,13.875,1893800,13.875
"2012-09-17",13.87,13.955,13.775,13.87,867800,13.87
"2012-09-18",13.835,13.93,13.57,13.855,1023800,13.855
"2012-09-19",13.81,13.905,13.665,13.675,1694000,13.675
"2012-09-20",13.675,13.83,13.665,13.8,604400,13.8
"2012-09-21",13.88,13.965,13.725,13.78,2824200,13.78
"2012-09-24",13.725,13.8,13.625,13.735,829400,13.735
"2012-09-25",13.855,13.985,13.645,13.7,1417800,13.7
"2012-09-26",14.355,14.49,13.735,13.915,3040400,13.915
"2012-09-27",13.925,14.01,13.615,13.885,1349800,13.885
"2012-09-28",13.86,14,13.815,13.865,2128200,13.865
"2012-10-01",13.855,13.865,13.565,13.725,2201000,13.725
"2012-10-02",13.735,13.795,13.505,13.695,1238600,13.695
"2012-10-03",13.745,13.825,13.575,13.685,1616800,13.685
"2012-10-04",13.735,13.755,13.615,13.755,1525000,13.755
"2012-10-05",13.83,13.895,13.69,13.73,1293400,13.73
"2012-10-08",13.68,13.75,13.635,13.685,604000,13.685
"2012-10-09",13.655,13.7,13.505,13.57,1758000,13.57
"2012-10-10",13.58,13.665,13.405,13.445,5790000,13.445
"2012-10-11",13.49,13.6,13.425,13.435,702800,13.435
"2012-10-12",13.41,13.48,13.315,13.36,597600,13.36
"2012-10-15",13.36,13.45,13.245,13.37,455600,13.37
"2012-10-16",13.435,13.49,13.25,13.395,421000,13.395
"2012-10-17",13.41,13.68,13.325,13.64,798000,13.64
"2012-10-18",13.64,13.74,13.565,13.675,693200,13.675
"2012-10-19",13.65,13.705,13.53,13.585,698800,13.585
"2012-10-22",13.555,13.62,13.43,13.48,478400,13.48
"2012-10-23",13.375,13.5,13.175,13.43,615400,13.43
"2012-10-24",13.46,13.535,13.41,13.51,603800,13.51
"2012-10-25",13.58,13.67,13.505,13.67,831800,13.67
"2012-10-26",13.67,13.67,13.525,13.65,536600,13.65
"2012-10-31",13.96,14.425,13.825,14.395,2113400,14.395
"2012-11-01",14.425,14.845,14.33,14.845,2580600,14.845
"2012-11-02",14.91,14.975,14.47,14.495,1862800,14.495
"2012-11-05",14.47,14.495,14.195,14.375,2405000,14.375
"2012-11-06",14.39,14.655,14.39,14.545,1072400,14.545
"2012-11-07",14.43,14.485,14.3,14.41,1014000,14.41
"2012-11-08",14.36,14.52,14.27,14.355,1135000,14.355
"2012-11-09",14.285,14.755,14.27,14.715,1335800,14.715
"2012-11-12",14.725,14.93,14.515,14.745,897400,14.745
"2012-11-13",14.665,14.91,14.665,14.84,906200,14.84
"2012-11-14",14.85,14.95,14.68,14.69,833400,14.69
"2012-11-15",14.665,14.805,14.525,14.53,1708800,14.53
"2012-11-16",14.525,14.77,14.465,14.715,1450600,14.715
"2012-11-19",14.84,14.88,14.665,14.79,1028600,14.79
"2012-11-20",14.74,15,14.595,14.995,1238000,14.995
"2012-11-21",15,15.2,14.93,15.125,943600,15.125
"2012-11-23",15.18,15.305,15.095,15.3,476600,15.3
"2012-11-26",15.28,15.37,14.845,14.93,1533600,14.93
"2012-11-27",14.975,15.125,14.805,14.885,2150000,14.885
"2012-11-28",14.645,15.1,14.49,14.94,1181600,14.94
"2012-11-29",15.24,15.245,14.98,15.075,2149200,15.075
"2012-11-30",15.085,15.115,14.975,15.075,2376800,15.075
"2012-12-03",15.125,15.3,15.01,15.15,1658400,15.15
"2012-12-04",15.13,15.22,15.06,15.14,484000,15.14
"2012-12-05",15.15,15.225,14.915,15.01,452600,15.01
"2012-12-06",14.97,15.11,14.775,15.025,483200,15.025
"2012-12-07",15.05,15.085,14.935,15.035,815800,15.035
"2012-12-10",15.005,15.135,14.95,15.11,541800,15.11
"2012-12-11",15.16,15.215,15.07,15.145,719000,15.145
"2012-12-12",15.205,15.26,15.05,15.055,723600,15.055
"2012-12-13",15.135,15.305,15.05,15.2,912800,15.2
"2012-12-14",15.155,15.2,15.005,15.105,1268200,15.105
"2012-12-17",15.17,15.235,15.03,15.11,757800,15.11
"2012-12-18",15.095,15.245,15.04,15.23,1299600,15.23
"2012-12-19",15.21,15.23,15.06,15.14,1052600,15.14
"2012-12-20",15.19,15.29,15.005,15.205,1490800,15.205
"2012-12-21",15.01,15.105,14.88,14.995,2513800,14.995
"2012-12-24",14.92,15.015,14.86,14.92,379600,14.92
"2012-12-26",14.915,14.925,14.655,14.725,493200,14.725
"2012-12-27",14.705,14.84,14.635,14.775,743400,14.775
"2012-12-28",14.745,14.745,14.55,14.56,632400,14.56
"2012-12-31",14.5,14.76,14.335,14.75,1364800,14.75
"2013-01-02",15,15.25,14.905,15.23,1260400,15.23
"2013-01-03",15.23,15.325,15.09,15.12,794600,15.12
"2013-01-04",15.13,15.285,15.04,15.24,494800,15.24
"2013-01-07",15.215,15.475,15.105,15.415,762000,15.415
"2013-01-08",15.45,15.45,15.18,15.22,702600,15.22
"2013-01-09",15.21,15.435,15.21,15.43,781000,15.43
"2013-01-10",15.54,15.59,15.35,15.52,1201400,15.52
"2013-01-11",15.59,15.9,15.59,15.835,1864400,15.835
"2013-01-14",15.85,16.004999,15.845,15.94,1628600,15.94
"2013-01-15",15.87,15.985,15.735,15.91,1328400,15.91
"2013-01-16",15.9,15.9,15.73,15.77,583000,15.77
"2013-01-17",15.84,15.945,15.8,15.845,638000,15.845
"2013-01-18",15.9,15.925,15.79,15.895,484800,15.895
"2013-01-22",15.92,16,15.865,15.995,797800,15.995
"2013-01-23",16,16.125,15.92,16.125,948000,16.125
"2013-01-24",16.110001,16.25,16.084999,16.174999,496000,16.174999
"2013-01-25",16.235001,16.525,16.17,16.5,1722000,16.5
"2013-01-28",16.535,16.955,16.535,16.950001,2337800,16.950001
"2013-01-29",16.885,17.205,16.885,16.99,1893400,16.99
"2013-01-30",17.01,17.375,16.855,16.915001,2127200,16.915001
"2013-01-31",16.915001,18.735001,16.84,17.955,11072400,17.955
"2013-02-01",17.915001,18.094999,17.65,17.9,2673200,17.9
"2013-02-04",17.625,17.805,17.15,17.785,3070200,17.785
"2013-02-05",17.870001,18.275,17.790001,18.24,2508600,18.24
"2013-02-06",18.190001,18.415001,18.18,18.290001,1257000,18.290001
"2013-02-07",18.334999,18.465,17.995001,18,1701800,18
"2013-02-08",17.985001,18.09,17.92,18,1746000,18
"2013-02-11",18.025,18.16,17.865,17.92,2782200,17.92
"2013-02-12",17.93,18.004999,17.610001,17.815001,2315000,17.815001
"2013-02-13",17.860001,17.955,17.75,17.870001,1749600,17.870001
"2013-02-14",17.799999,18.1,17.799999,17.969999,1812800,17.969999
"2013-02-15",18.004999,18.225,17.955,18.16,2019000,18.16
"2013-02-19",18.24,18.315001,17.915001,17.945,2019400,17.945
"2013-02-20",17.915001,17.915001,17.434999,17.475,2764200,17.475
"2013-02-21",17.49,17.540001,17.23,17.290001,2062800,17.290001
"2013-02-22",17.360001,17.379999,17.110001,17.209999,1453000,17.209999
"2013-02-25",17.23,17.299999,17.025,17.155001,1999000,17.155001
"2013-02-26",17.245001,17.290001,17.1,17.275,1351600,17.275
"2013-02-27",17.26,17.705,17.049999,17.594999,2039400,17.594999
"2013-02-28",17.190001,18.254999,16.75,17.07,7028400,17.07
"2013-03-01",16.985001,17.165001,16.889999,17,2391800,17
"2013-03-04",17,17.15,16.735001,16.745001,2225400,16.745001
"2013-03-05",16.83,16.969999,16.645,16.68,1853400,16.68
"2013-03-06",16.700001,16.83,16.549999,16.754999,2050600,16.754999
"2013-03-07",16.66,16.725,15.94,16.075001,5612200,16.075001
"2013-03-08",16.174999,16.225,15.905,15.925,4454400,15.925
"2013-03-11",15.925,16.17,15.65,16.17,2006000,16.17
"2013-03-12",16.16,16.205,15.94,16.105,1493000,16.105
"2013-03-13",16.129999,16.945,16.1,16.945,4758200,16.945
"2013-03-14",16.934999,17.225,16.92,17.059999,2620200,17.059999
"2013-03-15",17.105,17.17,16.995001,17.125,2502400,17.125
"2013-03-18",17.33,17.35,17.025,17.184999,3131000,17.184999
"2013-03-19",17.190001,17.370001,17.09,17.355,2406600,17.355
"2013-03-20",17.389999,17.48,17.165001,17.254999,2405000,17.254999
"2013-03-21",17.195,17.200001,16.879999,16.915001,1653800,16.915001
"2013-03-22",16.924999,17.065001,16.924999,17.040001,991400,17.040001
"2013-03-25",17.139999,17.275,17.01,17.065001,1026600,17.065001
"2013-03-26",17.16,17.235001,17.040001,17.155001,637600,17.155001
"2013-03-27",16.98,17.190001,16.934999,17.094999,2076200,17.094999
"2013-03-28",17.125,17.209999,17.01,17.135,1247800,17.135
"2013-04-01",17.105,17.174999,16.844999,16.924999,1328200,16.924999
"2013-04-02",16.99,17.105,16.75,16.795,1427400,16.795
"2013-04-03",16.855,16.875,16.48,16.549999,1463000,16.549999
"2013-04-04",16.594999,16.719999,16.370001,16.695,1626200,16.695
"2013-04-05",16.514999,16.709999,16.43,16.65,1042400,16.65
"2013-04-08",16.645,16.77,16.565001,16.695,789400,16.695
"2013-04-09",16.695,16.83,16.639999,16.695,793200,16.695
"2013-04-10",16.764999,17.17,16.725,17.049999,1502600,17.049999
"2013-04-11",17.059999,17.195,16.915001,17.014999,1229600,17.014999
"2013-04-12",16.93,17.139999,16.775,16.885,1835200,16.885
"2013-04-15",16.82,16.875,16.174999,16.360001,2017600,16.360001
"2013-04-16",16.48,16.68,16.42,16.645,1238000,16.645
"2013-04-17",16.575001,16.575001,16.190001,16.235001,1445800,16.235001
"2013-04-18",16.299999,16.325001,16,16.045,1233000,16.045
"2013-04-19",16.115,16.434999,16.02,16.41,816800,16.41
"2013-04-22",16.395,16.635,16.23,16.615,1181800,16.615
"2013-04-23",16.665001,17.075001,16.625,17.065001,2081600,17.065001
"2013-04-24",17.045,17.125,16.934999,17.055,1074400,17.055
"2013-04-25",17.075001,17.309999,17.055,17.27,1633000,17.27
