"dates","CPRT.Open","CPRT.High","CPRT.Low","CPRT.Close","CPRT.Volume","CPRT.Adjusted"
"2014-12-16",18.02,18.15,17.825001,17.959999,1045400,17.959999
"2014-12-17",18.02,18.264999,17.75,18.23,775800,18.23
"2014-12-18",18.434999,18.495001,18.254999,18.365,1031600,18.365
"2014-12-19",18.35,18.51,18.254999,18.370001,2145400,18.370001
"2014-12-22",18.434999,18.51,18.264999,18.33,790400,18.33
"2014-12-23",18.360001,18.594999,18.334999,18.395,782000,18.395
"2014-12-24",18.434999,18.57,18.355,18.424999,338400,18.424999
"2014-12-26",18.49,18.49,18.315001,18.35,460600,18.35
"2014-12-29",18.315001,18.555,18.315001,18.485001,729800,18.485001
"2014-12-30",18.450001,18.575001,18.355,18.450001,483200,18.450001
"2014-12-31",18.475,18.475,18.245001,18.245001,800600,18.245001
"2015-01-02",18.049999,18.41,18.049999,18.290001,1249400,18.290001
"2015-01-05",18.209999,18.295,17.98,18.110001,1074400,18.110001
"2015-01-06",18.174999,18.200001,17.719999,17.905001,784000,17.905001
"2015-01-07",17.969999,18.035,17.799999,17.959999,711000,17.959999
"2015-01-08",18.059999,18.225,18.014999,18.145,1020600,18.145
"2015-01-09",18.17,18.209999,18.030001,18.059999,623000,18.059999
"2015-01-12",18.040001,18.040001,17.76,17.815001,662200,17.815001
"2015-01-13",17.885,18.120001,17.545,17.76,965000,17.76
"2015-01-14",17.594999,17.76,17.465,17.665001,677000,17.665001
"2015-01-15",17.684999,17.895,17.450001,17.504999,865400,17.504999
"2015-01-16",17.485001,17.58,17.27,17.504999,1404400,17.504999
"2015-01-20",17.58,17.629999,17.424999,17.5,1681000,17.5
"2015-01-21",17.495001,17.834999,17.43,17.83,1323200,17.83
"2015-01-22",17.875,18.32,17.775,18.27,1352000,18.27
"2015-01-23",18.254999,18.514999,18.245001,18.450001,1178400,18.450001
"2015-01-26",18.459999,18.620001,18.4,18.610001,1147800,18.610001
"2015-01-27",18.465,18.625,18.355,18.41,755000,18.41
"2015-01-28",18.530001,18.549999,18.299999,18.34,724400,18.34
"2015-01-29",18.344999,18.51,18.190001,18.459999,565400,18.459999
"2015-01-30",18.405001,18.5,18.215,18.299999,777600,18.299999
"2015-02-02",18.41,18.59,18.15,18.559999,1139600,18.559999
"2015-02-03",18.65,18.9,18.469999,18.9,1228200,18.9
"2015-02-04",18.790001,18.885,18.559999,18.594999,495800,18.594999
"2015-02-05",18.615,18.83,18.615,18.745001,544400,18.745001
"2015-02-06",18.745001,18.91,18.674999,18.834999,529400,18.834999
"2015-02-09",18.75,18.940001,18.620001,18.84,665200,18.84
"2015-02-10",18.995001,19,18.725,18.924999,370200,18.924999
"2015-02-11",18.879999,18.945,18.700001,18.915001,416400,18.915001
"2015-02-12",18.975,19.025,18.83,18.969999,638800,18.969999
"2015-02-13",18.985001,19.084999,18.905001,19.084999,502800,19.084999
"2015-02-17",19.045,19.094999,18.91,18.985001,1020200,18.985001
"2015-02-18",18.99,19.030001,18.865,19.02,1114600,19.02
"2015-02-19",18.985001,19.115,18.889999,18.965,628800,18.965
"2015-02-20",18.965,19.030001,18.655001,19,1027000,19
"2015-02-23",18.92,19.049999,18.719999,18.76,1025800,18.76
"2015-02-24",18.785,19.094999,18.615,18.799999,2376200,18.799999
"2015-02-25",18.094999,19.205,18.040001,19.18,1369000,19.18
"2015-02-26",19.15,19.25,18.93,18.959999,645000,18.959999
"2015-02-27",18.905001,19.014999,18.695,18.709999,673800,18.709999
"2015-03-02",18.684999,19.055,18.684999,19.045,807800,19.045
"2015-03-03",19.045,19.105,18.895,18.934999,620800,18.934999
"2015-03-04",18.934999,18.934999,18.565001,18.635,515200,18.635
"2015-03-05",18.620001,18.66,18.49,18.635,456600,18.635
"2015-03-06",18.575001,18.695,18.365,18.610001,930400,18.610001
"2015-03-09",18.665001,18.74,18.575001,18.610001,805600,18.610001
"2015-03-10",18.525,18.799999,18.295,18.34,443600,18.34
"2015-03-11",18.424999,18.424999,18.15,18.405001,854400,18.405001
"2015-03-12",18.514999,18.715,18.43,18.66,477000,18.66
"2015-03-13",18.690001,18.690001,18.395,18.639999,725000,18.639999
"2015-03-16",18.665001,18.889999,18.615,18.865,796200,18.865
"2015-03-17",18.825001,18.855,18.65,18.705,785200,18.705
"2015-03-18",18.65,18.77,18.48,18.674999,609200,18.674999
"2015-03-19",18.674999,18.695,18.514999,18.684999,616600,18.684999
"2015-03-20",18.74,18.93,18.535,18.9,1678000,18.9
"2015-03-23",18.915001,18.92,18.735001,18.764999,620400,18.764999
"2015-03-24",18.790001,18.815001,18.620001,18.73,501400,18.73
"2015-03-25",18.73,18.875,18.299999,18.305,736400,18.305
"2015-03-26",18.190001,18.465,18.094999,18.375,497000,18.375
"2015-03-27",18.379999,18.610001,18.33,18.594999,472000,18.594999
"2015-03-30",18.674999,18.790001,18.605,18.75,656000,18.75
"2015-03-31",18.690001,18.809999,18.575001,18.785,1001200,18.785
"2015-04-01",18.790001,18.85,18.559999,18.775,648600,18.775
"2015-04-02",18.815001,19.145,18.74,18.84,650000,18.84
"2015-04-06",18.809999,19.075001,18.690001,19.059999,836200,19.059999
"2015-04-07",19.084999,19.120001,18.885,18.91,456000,18.91
"2015-04-08",18.915001,19.059999,18.834999,19.040001,601000,19.040001
"2015-04-09",19.035,19.115,18.870001,18.934999,616800,18.934999
"2015-04-10",18.969999,19.040001,18.870001,18.93,451200,18.93
"2015-04-13",18.924999,19.040001,18.799999,18.84,457400,18.84
"2015-04-14",18.879999,18.879999,18.645,18.799999,217400,18.799999
"2015-04-15",18.870001,19.094999,18.780001,18.905001,414200,18.905001
"2015-04-16",18.924999,18.924999,18.715,18.790001,340200,18.790001
"2015-04-17",18.620001,18.950001,18.434999,18.5,366800,18.5
"2015-04-20",18.639999,18.790001,18.549999,18.705,300800,18.705
"2015-04-21",18.83,18.83,18.58,18.674999,634400,18.674999
"2015-04-22",18.754999,18.754999,18.48,18.594999,538000,18.594999
"2015-04-23",18.504999,18.690001,18.504999,18.67,283000,18.67
"2015-04-24",18.705,18.705,18.545,18.584999,340800,18.584999
"2015-04-27",18.620001,18.844999,18.26,18.325001,731800,18.325001
"2015-04-28",17.995001,18.33,17.995001,18.305,1025600,18.305
"2015-04-29",18.295,18.305,18.040001,18.135,469400,18.135
"2015-04-30",18.01,18.135,17.74,17.785,1035200,17.785
"2015-05-01",17.91,18.065001,17.860001,17.885,754800,17.885
"2015-05-04",17.955,18.139999,17.955,17.985001,607200,17.985001
"2015-05-05",17.99,18.049999,17.525,17.58,1030000,17.58
"2015-05-06",17.545,17.615,17.395,17.525,1285400,17.525
"2015-05-07",17.485001,17.67,17.485001,17.555,959200,17.555
"2015-05-08",17.73,17.764999,17.514999,17.565001,813400,17.565001
"2015-05-11",17.57,17.695,17.545,17.559999,905000,17.559999
"2015-05-12",17.5,17.645,17.375,17.615,921000,17.615
"2015-05-13",17.639999,17.73,17.504999,17.514999,991800,17.514999
"2015-05-14",17.655001,17.84,17.475,17.709999,1041600,17.709999
"2015-05-15",17.695,17.805,17.575001,17.655001,425400,17.655001
"2015-05-18",17.66,17.85,17.66,17.834999,508400,17.834999
"2015-05-19",17.855,17.93,17.785,17.825001,331200,17.825001
"2015-05-20",17.879999,17.93,17.75,17.790001,305400,17.790001
"2015-05-21",17.809999,17.905001,17.625,17.745001,317800,17.745001
"2015-05-22",17.725,17.83,17.684999,17.795,729200,17.795
"2015-05-26",17.809999,17.84,17.625,17.65,773000,17.65
"2015-05-27",17.639999,17.860001,17.625,17.785,1062600,17.785
"2015-05-28",16.75,17.424999,16.68,17.215,3460400,17.215
"2015-05-29",17.735001,17.825001,17.290001,17.299999,2383600,17.299999
"2015-06-01",17.34,17.450001,17.075001,17.1,1934200,17.1
"2015-06-02",17.025,17.225,17.025,17.17,1282200,17.17
"2015-06-03",17.16,17.389999,17.16,17.275,1637600,17.275
"2015-06-04",17.75,17.950001,17.625,17.780001,2210800,17.780001
"2015-06-05",17.825001,17.93,17.77,17.875,925000,17.875
"2015-06-08",17.815001,17.92,17.754999,17.754999,1254000,17.754999
"2015-06-09",17.74,17.844999,17.73,17.799999,645000,17.799999
"2015-06-10",17.834999,17.940001,17.82,17.85,974200,17.85
"2015-06-11",17.875,17.945,17.799999,17.940001,829800,17.940001
"2015-06-12",17.91,17.934999,17.815001,17.885,833400,17.885
"2015-06-15",17.815001,17.92,17.735001,17.85,1137200,17.85
"2015-06-16",17.84,18.075001,17.790001,18,849000,18
"2015-06-17",18,18.075001,17.809999,17.84,1119000,17.84
"2015-06-18",17.915001,18.1,17.905001,17.975,805800,17.975
"2015-06-19",18.02,18.02,17.885,17.915001,1098600,17.915001
"2015-06-22",18.040001,18.045,17.91,17.934999,586600,17.934999
"2015-06-23",17.98,17.99,17.895,17.950001,908600,17.950001
"2015-06-24",17.965,17.985001,17.809999,17.83,621800,17.83
"2015-06-25",17.844999,17.934999,17.799999,17.834999,547200,17.834999
"2015-06-26",17.85,17.950001,17.834999,17.860001,2251800,17.860001
"2015-06-29",17.815001,17.870001,17.67,17.68,971200,17.68
"2015-06-30",17.77,17.875,17.684999,17.74,1027200,17.74
"2015-07-01",17.945,17.945,17.75,17.82,730000,17.82
"2015-07-02",17.83,17.885,17.74,17.764999,1039400,17.764999
"2015-07-06",17.77,17.9,17.75,17.885,1124000,17.885
"2015-07-07",17.975,18.105,17.889999,18.02,1606000,18.02
"2015-07-08",17.93,18.049999,17.59,17.639999,1167800,17.639999
"2015-07-09",17.809999,17.809999,17.605,17.635,723000,17.635
"2015-07-10",17.709999,17.85,17.620001,17.725,598600,17.725
"2015-07-13",17.91,17.995001,17.684999,17.945,1823000,17.945
"2015-07-14",18,18.115,17.985001,18.065001,1001800,18.065001
"2015-07-15",18.105,18.24,18.02,18.209999,1596000,18.209999
"2015-07-16",18.34,18.360001,18.219999,18.315001,883800,18.315001
"2015-07-17",18.309999,18.4,18.24,18.309999,960600,18.309999
"2015-07-20",18.299999,18.385,18.24,18.305,605000,18.305
"2015-07-21",18.285,18.34,17.945,17.955,883200,17.955
"2015-07-22",17.85,18.059999,17.719999,18.040001,552600,18.040001
"2015-07-23",18,18.139999,17.93,17.950001,527200,17.950001
"2015-07-24",17.965,18,17.67,17.709999,582200,17.709999
"2015-07-27",17.555,17.785,17.504999,17.625,453200,17.625
"2015-07-28",17.735001,17.940001,17.6,17.860001,689200,17.860001
"2015-07-29",17.85,18.025,17.805,18,911600,18
"2015-07-30",17.950001,18.049999,17.809999,17.934999,535600,17.934999
"2015-07-31",17.995001,18.125,17.855,18.014999,536400,18.014999
"2015-08-03",18.07,18.1,17.889999,18.065001,478200,18.065001
"2015-08-04",18.045,18.215,17.940001,18.09,378800,18.09
"2015-08-05",18.16,18.33,18.125,18.174999,422400,18.174999
"2015-08-06",18.205,18.315001,17.950001,17.99,385000,17.99
"2015-08-07",17.985001,18.094999,17.915001,18.084999,513000,18.084999
"2015-08-10",18.15,18.309999,18.075001,18.254999,389000,18.254999
"2015-08-11",18.135,18.174999,18.030001,18.115,297000,18.115
"2015-08-12",17.969999,18.065001,17.77,18.01,450600,18.01
"2015-08-13",17.975,18.084999,17.85,18.02,1318800,18.02
"2015-08-14",18,18.254999,17.92,18.190001,362600,18.190001
"2015-08-17",18.129999,18.375,18.02,18.370001,518200,18.370001
"2015-08-18",18.295,18.360001,18.245001,18.25,313200,18.25
"2015-08-19",18.145,18.205,17.934999,18.055,412200,18.055
"2015-08-20",17.885,17.975,17.66,17.66,601800,17.66
"2015-08-21",17.540001,17.6,17.290001,17.295,857200,17.295
"2015-08-24",16.795,17.16,16.42,16.735001,916400,16.735001
"2015-08-25",17.07,17.105,16.68,16.785,1181800,16.785
"2015-08-26",17.055,17.1,16.625,17.059999,706000,17.059999
"2015-08-27",17.17,17.365,17.004999,17.360001,863600,17.360001
"2015-08-28",17.334999,17.504999,17.254999,17.495001,791200,17.495001
"2015-08-31",17.41,17.555,17.370001,17.51,1043200,17.51
"2015-09-01",17.235001,17.365,16.9,16.924999,2050600,16.924999
"2015-09-02",17.084999,17.525,17.014999,17.51,1131600,17.51
"2015-09-03",17.555,17.639999,17.379999,17.434999,575600,17.434999
"2015-09-04",17.225,17.5,17.115,17.440001,759200,17.440001
"2015-09-08",17.68,17.709999,17.4,17.674999,925600,17.674999
"2015-09-09",17.709999,17.75,17.445,17.48,490200,17.48
"2015-09-10",17.465,17.67,17.450001,17.555,659600,17.555
"2015-09-11",17.49,17.594999,17.360001,17.52,362200,17.52
"2015-09-14",17.545,17.605,17.309999,17.344999,736200,17.344999
"2015-09-15",17.355,17.635,17.285,17.605,1041800,17.605
"2015-09-16",17.620001,17.690001,17.514999,17.66,735000,17.66
"2015-09-17",17.66,17.825001,17.594999,17.645,804000,17.645
"2015-09-18",17.4,17.625,17.355,17.379999,2815200,17.379999
"2015-09-21",17.49,17.709999,17.455,17.545,763400,17.545
"2015-09-22",17.379999,17.434999,17.120001,17.184999,1127800,17.184999
"2015-09-23",17.34,17.705,16.645,17.045,1558000,17.045
"2015-09-24",16.959999,16.995001,16.77,16.915001,816000,16.915001
"2015-09-25",16.975,17.295,16.639999,17.1,1079400,17.1
"2015-09-28",17.014999,17.055,16.65,16.73,1033200,16.73
"2015-09-29",16.73,16.84,16.639999,16.695,1167000,16.695
"2015-09-30",16.85,16.915001,16.424999,16.450001,1920600,16.450001
"2015-10-01",16.43,16.76,16.299999,16.719999,1091200,16.719999
"2015-10-02",16.395,16.99,16.395,16.99,1343400,16.99
"2015-10-05",17.139999,17.475,17.125,17.4,1187200,17.4
"2015-10-06",17.4,17.459999,17.290001,17.32,1129600,17.32
"2015-10-07",17.379999,17.51,17.290001,17.42,930800,17.42
"2015-10-08",17.4,17.525,17.25,17.424999,1772600,17.424999
"2015-10-09",17.440001,17.48,17.26,17.395,1399200,17.395
"2015-10-12",17.375,17.51,17.275,17.469999,801800,17.469999
"2015-10-13",17.465,17.575001,17.32,17.360001,873200,17.360001
"2015-10-14",17.370001,17.42,17.165001,17.205,685600,17.205
"2015-10-15",17.290001,17.375,17.08,17.375,877400,17.375
"2015-10-16",17.35,17.465,17.27,17.379999,759800,17.379999
"2015-10-19",17.344999,17.629999,17.094999,17.530001,1744800,17.530001
"2015-10-20",17.540001,17.719999,17.504999,17.639999,726000,17.639999
"2015-10-21",17.75,17.75,17.615,17.65,817600,17.65
"2015-10-22",17.76,17.875,17.565001,17.709999,1004400,17.709999
"2015-10-23",17.860001,17.9,17.705,17.855,722800,17.855
"2015-10-26",17.799999,17.995001,17.700001,17.945,786800,17.945
"2015-10-27",17.844999,17.98,17.6,17.754999,792800,17.754999
"2015-10-28",17.870001,18,17.719999,18,640800,18
"2015-10-29",17.92,18.055,17.83,18.035,496000,18.035
"2015-10-30",18.004999,18.195,17.555,18.105,1585800,18.105
"2015-11-02",18.15,18.415001,18.129999,18.365,1878400,18.365
"2015-11-03",18.315001,18.355,18.15,18.305,1143000,18.305
"2015-11-04",18.375,18.41,18.184999,18.325001,1316800,18.325001
"2015-11-05",18.385,18.545,18.254999,18.535,1304800,18.535
"2015-11-06",18.48,18.615,18.424999,18.549999,1358000,18.549999
"2015-11-09",18.549999,18.549999,18.344999,18.52,1634200,18.52
"2015-11-10",18.485001,18.57,18.355,18.455,1293800,18.455
"2015-11-11",18.434999,18.455,18.195,18.264999,1310200,18.264999
"2015-11-12",18.165001,18.469999,17.885,17.91,1134000,17.91
"2015-11-13",17.915001,17.945,17.775,17.84,976000,17.84
"2015-11-16",17.77,17.905001,17.715,17.905001,1005000,17.905001
"2015-11-17",17.969999,18.280001,17.834999,17.959999,1094800,17.959999
"2015-11-18",18.045,18.215,17.9,18.200001,919000,18.200001
"2015-11-19",18.209999,18.344999,18.129999,18.299999,1247600,18.299999
"2015-11-20",18.389999,18.415001,18.264999,18.35,1012000,18.35
"2015-11-23",18.475,18.665001,18.299999,18.6,1396200,18.6
"2015-11-24",19.875,19.875,19.299999,19.565001,6531600,19.565001
"2015-11-25",19.655001,19.93,19.635,19.790001,4591800,19.790001
"2015-11-27",19.785,19.844999,19.674999,19.834999,1430000,19.834999
"2015-11-30",19.879999,19.92,19.709999,19.735001,2064200,19.735001
"2015-12-01",19.834999,19.85,19.615,19.68,2728200,19.68
"2015-12-02",19.700001,19.700001,19.549999,19.625,2433000,19.625
"2015-12-03",19.67,19.700001,19.299999,19.42,2219000,19.42
"2015-12-04",19.485001,19.559999,19.35,19.52,1953000,19.52
"2015-12-07",19.5,19.584999,19.360001,19.495001,1618200,19.495001
"2015-12-08",19.4,19.535,19.344999,19.48,1486000,19.48
"2015-12-09",19.440001,19.530001,19.225,19.405001,2688400,19.405001
"2015-12-10",19.440001,19.610001,19.4,19.43,2852400,19.43
"2015-12-11",19.299999,19.375,19.094999,19.139999,2018600,19.139999
"2015-12-14",19.18,19.24,19.004999,19.16,1517200,19.16
"2015-12-15",19.27,19.379999,19.15,19.355,2583800,19.355
"2015-12-16",19.434999,19.434999,19.190001,19.344999,1982200,19.344999
"2015-12-17",19.395,19.42,19.174999,19.190001,1914000,19.190001
"2015-12-18",19.155001,19.23,19.040001,19.055,4923800,19.055
"2015-12-21",19.145,19.280001,19.105,19.280001,2336800,19.280001
"2015-12-22",19.360001,19.440001,19.200001,19.395,6666800,19.395
"2015-12-23",19.415001,19.469999,19.355,19.450001,6525400,19.450001
"2015-12-24",19.195,19.25,18.639999,19.145,4444000,19.145
"2015-12-28",18.93,19.299999,18.844999,19.184999,4500400,19.184999
"2015-12-29",19.27,19.465,19.245001,19.41,3165200,19.41
"2015-12-30",19.35,19.385,19.049999,19.059999,2272200,19.059999
"2015-12-31",19.040001,19.245001,18.959999,19.004999,3078200,19.004999
"2016-01-04",18.795,18.84,18.469999,18.834999,2822600,18.834999
"2016-01-05",18.959999,19.07,18.834999,18.870001,3660200,18.870001
"2016-01-06",18.625,18.75,18.445,18.525,2833000,18.525
"2016-01-07",18.254999,18.385,17.754999,17.83,3477800,17.83
"2016-01-08",17.91,18.004999,17.535,17.545,2492200,17.545
"2016-01-11",17.6,17.684999,17.334999,17.565001,2066600,17.565001
"2016-01-12",17.719999,17.754999,17.370001,17.584999,1768600,17.584999
"2016-01-13",17.620001,17.674999,17.215,17.254999,1840600,17.254999
"2016-01-14",17.305,17.5,17.065001,17.389999,1531600,17.389999
"2016-01-15",16.9,17.01,16.629999,16.855,1896000,16.855
"2016-01-19",16.955,16.975,16.51,16.65,1924800,16.65
"2016-01-20",16.469999,16.805,16.129999,16.575001,1956200,16.575001
"2016-01-21",16.625,16.775,16.375,16.504999,3548000,16.504999
"2016-01-22",16.690001,17.065001,16.690001,17.035,1835400,17.035
"2016-01-25",16.99,16.995001,16.705,16.735001,1202000,16.735001
"2016-01-26",16.809999,17.09,16.67,17.084999,1090000,17.084999
"2016-01-27",17.055,17.055,16.465,16.565001,1556200,16.565001
"2016-01-28",16.655001,16.785,16.309999,16.615,1621000,16.615
"2016-01-29",16.65,16.780001,16.620001,16.754999,1277000,16.754999
"2016-02-01",16.625,16.879999,16.525,16.77,842000,16.77
"2016-02-02",16.67,16.67,16.379999,16.555,945400,16.555
"2016-02-03",16.68,16.74,16.415001,16.67,1634800,16.67
"2016-02-04",16.65,17.075001,16.440001,17.055,2215200,17.055
"2016-02-05",17,17.040001,16.535,16.59,2425000,16.59
"2016-02-08",16.395,16.790001,16.344999,16.764999,1866800,16.764999
"2016-02-09",16.6,17.18,16.559999,17.055,3632000,17.055
"2016-02-10",17.105,17.735001,17.08,17.139999,1367600,17.139999
"2016-02-11",16.91,17.245001,16.59,17.15,1403200,17.15
"2016-02-12",17.295,17.465,17.195,17.445,925200,17.445
"2016-02-16",17.584999,17.855,16.825001,17.764999,1757200,17.764999
"2016-02-17",17.879999,18.030001,17.764999,17.965,1273800,17.965
"2016-02-18",18.030001,18.030001,17.77,17.875,1074400,17.875
"2016-02-19",17.799999,18,17.605,17.995001,913000,17.995001
"2016-02-22",18.120001,18.200001,17.93,18.105,773000,18.105
"2016-02-23",18.110001,18.25,17.780001,17.985001,2456600,17.985001
"2016-02-24",18.065001,18.465,17.575001,18.385,2965400,18.385
"2016-02-25",18.610001,19.045,18.475,19.045,2722600,19.045
"2016-02-26",19.135,19.309999,19,19.254999,1863000,19.254999
"2016-02-29",19.23,19.24,18.844999,18.875,1794600,18.875
"2016-03-01",19.01,19.709999,18.9,19.695,1951600,19.695
"2016-03-02",19.625,19.780001,19.559999,19.754999,1745200,19.754999
"2016-03-03",19.754999,19.945,19.594999,19.945,1612600,19.945
"2016-03-04",20,20,19.305,19.82,2392000,19.82
"2016-03-07",19.705,20.045,19.385,19.955,1602600,19.955
"2016-03-08",19.934999,20.01,19.74,19.855,1713600,19.855
"2016-03-09",19.945,20.1,19.754999,20.07,1347600,20.07
"2016-03-10",20.105,20.125,19.174999,20.045,1265800,20.045
"2016-03-11",20.115,20.254999,19.945,20.200001,1128200,20.200001
"2016-03-14",20.155001,20.34,20.110001,20.25,902800,20.25
"2016-03-15",20.145,20.385,20.055,20.24,1292800,20.24
"2016-03-16",20.209999,20.555,20.190001,20.475,1085800,20.475
"2016-03-17",20.434999,20.635,20.365,20.370001,2295200,20.370001
"2016-03-18",20.33,20.860001,20.33,20.83,2931000,20.83
"2016-03-21",20.23,20.764999,19.975,20.690001,2940400,20.690001
"2016-03-22",20.59,20.745001,20.495001,20.559999,1266600,20.559999
"2016-03-23",20.495001,20.545,20.299999,20.34,1127000,20.34
"2016-03-24",20.215,20.35,20.120001,20.334999,2066400,20.334999
"2016-03-28",20.475,20.605,19.93,20.209999,1166000,20.209999
"2016-03-29",20.209999,20.68,19.934999,20.65,1174800,20.65
"2016-03-30",20.745001,20.889999,20.615,20.805,807800,20.805
"2016-03-31",20.745001,20.9,20.285,20.385,2988800,20.385
"2016-04-01",20.32,20.635,20.195,20.594999,1212400,20.594999
"2016-04-04",20.674999,20.885,20.334999,20.344999,1022600,20.344999
"2016-04-05",20.145,20.365,19.99,20.26,1068000,20.26
"2016-04-06",20.309999,20.49,20.105,20.455,959200,20.455
"2016-04-07",20.405001,20.434999,20.110001,20.23,871200,20.23
"2016-04-08",20.385,20.389999,20.139999,20.27,677000,20.27
"2016-04-11",20.415001,20.700001,20.35,20.459999,1461000,20.459999
"2016-04-12",20.514999,20.879999,20.465,20.805,1678200,20.805
"2016-04-13",20.940001,21.059999,20.809999,21.055,914400,21.055
"2016-04-14",21.094999,21.27,21.035,21.084999,1028000,21.084999
"2016-04-15",21.08,21.110001,20.934999,21.084999,1041200,21.084999
"2016-04-18",21.055,21.184999,20.99,21.094999,528400,21.094999
"2016-04-19",21.209999,21.27,21.014999,21.235001,742200,21.235001
"2016-04-20",21.264999,21.555,20.93,21.42,960600,21.42
"2016-04-21",21.27,21.370001,21.025,21.08,1113800,21.08
"2016-04-22",21.094999,21.200001,20.959999,21.145,718800,21.145
"2016-04-25",21.055,21.190001,20.955,21.115,600200,21.115
"2016-04-26",21.1,21.309999,21.040001,21.200001,869600,21.200001
"2016-04-27",21.205,21.48,21.145,21.375,607200,21.375
"2016-04-28",21.344999,21.709999,21.225,21.41,788400,21.41
"2016-04-29",21.370001,21.459999,21.24,21.42,1204600,21.42
"2016-05-02",21.42,21.549999,21.34,21.504999,1107800,21.504999
"2016-05-03",21.334999,21.525,21.125,21.245001,965000,21.245001
"2016-05-04",21.195,21.395,21.15,21.344999,1231600,21.344999
"2016-05-05",21.455,21.665001,21.365,21.5,1370000,21.5
"2016-05-06",21.375,21.610001,21.26,21.43,734600,21.43
"2016-05-09",21.4,21.68,21.360001,21.6,801000,21.6
"2016-05-10",21.74,21.905001,21.565001,21.844999,703200,21.844999
"2016-05-11",21.805,21.91,21.625,21.68,920800,21.68
"2016-05-12",21.795,21.83,21.495001,21.625,948600,21.625
"2016-05-13",21.66,21.67,21.25,21.365,1045400,21.365
"2016-05-16",21.379999,21.764999,21.295,21.73,773200,21.73
"2016-05-17",21.725,21.83,21.485001,21.575001,1328600,21.575001
"2016-05-18",21.540001,21.825001,21.5,21.65,1031600,21.65
"2016-05-19",21.58,21.665001,21.18,21.33,1307400,21.33
"2016-05-20",21.445,21.725,21.309999,21.715,1182600,21.715
"2016-05-23",21.725,21.975,21.615,21.674999,1227400,21.674999
"2016-05-24",21.84,22.045,21.655001,22.025,1492400,22.025
"2016-05-25",22.09,22.184999,21.879999,21.959999,2241400,21.959999
"2016-05-26",23,24.27,23,24.065001,4917800,24.065001
"2016-05-27",24,24.57,23.92,24.434999,2976400,24.434999
"2016-05-31",24.625,24.950001,24.365,24.754999,1895200,24.754999
"2016-06-01",24.885,24.950001,24.615,24.68,3359600,24.68
"2016-06-02",24.665001,24.76,24.475,24.73,1736000,24.73
"2016-06-03",24.700001,24.870001,24.375,24.405001,1059600,24.405001
"2016-06-06",24.445,24.615,24.295,24.51,959400,24.51
"2016-06-07",24.51,24.764999,24.385,24.67,1217000,24.67
"2016-06-08",24.620001,24.85,24.41,24.85,1706800,24.85
"2016-06-09",24.715,25.040001,24.450001,24.995001,1283800,24.995001
"2016-06-10",24.775,24.799999,24.475,24.51,1514200,24.51
"2016-06-13",24.4,24.565001,24.285,24.440001,1439200,24.440001
"2016-06-14",24.315001,24.445,24.275,24.365,1238400,24.365
"2016-06-15",24.445,24.5,24.280001,24.42,1320800,24.42
"2016-06-16",24.309999,24.450001,24.135,24.42,881000,24.42
"2016-06-17",24.344999,24.555,24.275,24.295,2384400,24.295
"2016-06-20",24.565001,24.790001,24.34,24.57,889600,24.57
"2016-06-21",24.525,24.68,24.42,24.49,806200,24.49
"2016-06-22",24.594999,24.705,24.389999,24.415001,912400,24.415001
"2016-06-23",24.674999,24.715,24.495001,24.715,1430000,24.715
"2016-06-24",23.84,24.245001,23.555,23.82,2849400,23.82
"2016-06-27",23.375,23.549999,22.985001,23.23,2407600,23.23
"2016-06-28",23.385,23.49,23.184999,23.365,2867800,23.365
"2016-06-29",23.629999,24.790001,23.504999,24.045,1172600,24.045
"2016-06-30",24.145,24.51,23.985001,24.504999,1331800,24.504999
"2016-07-01",24.540001,24.815001,24.299999,24.67,1033400,24.67
"2016-07-05",24.51,24.85,24.415001,24.700001,1177200,24.700001
"2016-07-06",24.695,24.875,24.540001,24.66,1265800,24.66
"2016-07-07",24.690001,24.844999,24.424999,24.465,779600,24.465
"2016-07-08",24.715,25.01,24.610001,24.924999,1326000,24.924999
"2016-07-11",24.955,25.184999,24.945,25.004999,989400,25.004999
"2016-07-12",25.16,25.344999,24.754999,25.004999,1396800,25.004999
"2016-07-13",25.139999,25.139999,24.76,24.780001,604200,24.780001
"2016-07-14",24.98,25.035,24.825001,24.955,610800,24.955
"2016-07-15",24.865,24.99,24.75,24.950001,530200,24.950001
"2016-07-18",25.059999,25.195,24.745001,24.780001,904000,24.780001
"2016-07-19",24.674999,24.825001,24.549999,24.73,710200,24.73
"2016-07-20",24.76,25.065001,24.76,24.879999,680800,24.879999
"2016-07-21",24.825001,25.18,24.584999,24.875,596400,24.875
"2016-07-22",24.889999,25.275,24.795,25.184999,519800,25.184999
"2016-07-25",25.135,25.584999,25.135,25.415001,1399000,25.415001
"2016-07-26",25.34,25.485001,25.209999,25.299999,645600,25.299999
"2016-07-27",25.34,25.655001,25.02,25.65,1421800,25.65
"2016-07-28",25.615,25.645,25.190001,25.215,1448000,25.215
"2016-07-29",25.24,25.4,25.184999,25.219999,884800,25.219999
"2016-08-01",25.32,25.705,25.205,25.655001,875600,25.655001
"2016-08-02",25.73,25.74,25.395,25.42,1052000,25.42
"2016-08-03",25.495001,25.495001,24.959999,25,1148800,25
"2016-08-04",24.985001,25.245001,24.975,25.115,900400,25.115
"2016-08-05",25.26,25.575001,25.205,25.5,637000,25.5
