"dates","TDG.Open","TDG.High","TDG.Low","TDG.Close","TDG.Volume","TDG.Adjusted"
"2010-06-30",51.619999,52.419998,50.939999,51.029999,368300,26.361776
"2010-07-01",51.029999,51.34,49.77,50.52,540800,26.098314
"2010-07-02",50.700001,50.970001,49.889999,50.25,203000,25.958832
"2010-07-06",50.68,51.09,49.77,50.259998,155600,25.963999
"2010-07-07",50.470001,51.450001,49.73,51.25,450000,26.47543
"2010-07-08",51.84,52.07,51.349998,51.869999,338300,26.795715
"2010-07-09",51.950001,52.310001,51.599998,52.25,187400,26.992022
"2010-07-12",50.959999,51.970001,50.509998,51.049999,329200,26.372108
"2010-07-13",51.400002,51.799999,51.139999,51.639999,340200,26.676899
"2010-07-14",51.560001,52.459999,51.130001,52.150002,526400,26.940361
"2010-07-15",52.220001,52.439999,51.34,52.200001,379000,26.96619
"2010-07-16",51.830002,51.830002,50,50.110001,429100,25.886511
"2010-07-19",50.32,50.52,49.68,50.07,208200,25.865847
"2010-07-20",49.549999,50.650002,49.220001,50.59,296800,26.134476
"2010-07-21",51.009998,51.009998,50.029999,50.380001,303500,26.025991
"2010-07-22",50.799999,52.040001,50.650002,51.779999,463800,26.74922
"2010-07-23",51.75,53.119999,51.650002,53.110001,268300,27.436295
"2010-07-26",53.459999,54.41,52.91,54.41,349700,28.107861
"2010-07-27",54.650002,54.700001,54.119999,54.310001,322000,28.056204
"2010-07-28",54.290001,54.349998,53.599998,53.900002,226400,27.8444
"2010-07-29",54.200001,54.310001,53.07,54.040001,369700,27.916725
"2010-07-30",53.400002,54.23,53.360001,54.169998,450900,27.983879
"2010-08-02",55,55.639999,54.66,54.779999,647000,28.299006
"2010-08-03",54.549999,55.75,54.549999,55.259998,330000,28.546968
"2010-08-04",55.470001,56.389999,55.470001,56.200001,323300,29.032568
"2010-08-05",55.900002,56.209999,55.380001,55.459999,191800,28.65029
"2010-08-06",55.130001,55.790001,54.990002,55.639999,405600,28.743275
"2010-08-09",55.630001,56.790001,55.630001,56.650002,519600,29.265034
"2010-08-10",58.029999,58.790001,56.759998,57.049999,852900,29.471668
"2010-08-11",56.119999,56.98,55.790001,56.25,438200,29.058393
"2010-08-12",55.740002,56.689999,55.529999,56.299999,364400,29.084225
"2010-08-13",56.130001,56.610001,55.98,56.029999,356900,28.944744
"2010-08-16",55.759998,56.169998,55.529999,56,377500,28.929249
"2010-08-17",56.549999,57.59,56.299999,56.84,481100,29.363184
"2010-08-18",56.779999,57.77,56.400002,57.709999,439300,29.812618
"2010-08-19",57.52,58.07,57.389999,57.669998,596700,29.791958
"2010-08-20",57.619999,57.619999,56.470001,57.349998,263600,29.626648
"2010-08-23",57.66,57.66,56.169998,56.330002,462700,29.099724
"2010-08-24",55.75,56.299999,54.860001,55.830002,856100,28.841427
"2010-08-25",55.43,55.849998,54.900002,55.400002,1011900,28.619295
"2010-08-26",55.529999,57.43,55.529999,57.02,531200,29.456173
"2010-08-27",57.200001,58.529999,56.82,58.419998,323000,30.179403
"2010-08-30",58.360001,58.73,57.970001,58.400002,438100,30.169071
"2010-08-31",58.240002,58.91,57.68,57.889999,781000,29.905611
"2010-09-01",58.740002,59.919998,58.299999,59.490002,548600,30.732157
"2010-09-02",59.5,61.25,59.41,61.25,669300,31.641365
"2010-09-03",61.5,61.91,60.98,61.419998,496600,31.729185
"2010-09-07",61.09,61.139999,60.330002,60.34,361000,31.171265
"2010-09-08",60.650002,61.099998,60.549999,61.009998,270300,31.517382
"2010-09-09",61.82,62.060001,60.77,60.939999,267400,31.481218
"2010-09-10",61.040001,61.610001,60.509998,60.950001,269200,31.486387
"2010-09-13",61.5,62.130001,61.349998,62.099998,285100,32.080471
"2010-09-14",61.889999,61.900002,61.349998,61.5,174900,31.770512
"2010-09-15",61.41,61.939999,60.990002,61.900002,255100,31.977152
"2010-09-16",61.830002,62.330002,61.560001,62,301600,32.028812
"2010-09-17",62,63.389999,61.869999,63.150002,454000,32.62289
"2010-09-20",63.25,63.900002,63,63.560001,278500,32.834694
"2010-09-21",63.509998,63.619999,62.220001,62.470001,362000,32.27161
"2010-09-22",62.240002,62.84,61.59,61.900002,167400,31.977152
"2010-09-23",61.650002,61.740002,61.009998,61.110001,204200,31.56904
"2010-09-24",61.700001,62.41,61.700001,62.240002,131900,32.152794
"2010-09-27",62.52,64.669998,61.669998,61.68,677000,31.863497
"2010-09-28",61.450001,61.970001,60.68,61.810001,494700,31.93066
"2010-09-29",61.57,63.150002,61.57,63.060001,355100,32.576401
"2010-09-30",63.16,63.630001,61.889999,62.049999,440200,32.054638
"2010-10-01",62.009998,62.740002,61.59,61.990002,252700,32.023643
"2010-10-04",61.77,62.060001,60.889999,61,186100,31.512213
"2010-10-05",61,62.810001,60.970001,62.209999,453500,32.137291
"2010-10-06",62.23,62.700001,62.23,62.400002,207200,32.235451
"2010-10-07",62.700001,62.849998,62.060001,62.380001,112200,32.225117
"2010-10-08",62.549999,63.630001,62.330002,63.540001,197100,32.824364
"2010-10-11",63.509998,63.73,63.18,63.389999,136300,32.746876
"2010-10-12",63.330002,63.540001,62.330002,63.279999,229700,32.690048
"2010-10-13",63.360001,64.980003,62.52,63.869999,250000,32.994839
"2010-10-14",63.759998,63.830002,62.990002,63.349998,151400,32.726208
"2010-10-15",63.84,64.199997,62.919998,63.32,173000,32.710712
"2010-10-18",63.23,63.23,62.849998,63,240200,32.545406
"2010-10-19",62.450001,62.799999,61.720001,62.400002,273300,32.235451
"2010-10-20",62.580002,63.830002,62.439999,63.470001,220500,32.788204
"2010-10-21",63.650002,65.449997,63.650002,64.989998,447400,33.573425
"2010-10-22",64.949997,65.300003,64.489998,65.300003,230300,33.73357
"2010-10-25",65.370003,66.029999,65.059998,65.440002,181100,33.805897
"2010-10-26",64.93,65.940002,64.559998,65.669998,178100,33.924709
"2010-10-27",65.43,65.779999,64.760002,65.760002,175400,33.971203
"2010-10-28",65.970001,66.18,65.25,65.82,167900,34.002201
"2010-10-29",65.620003,66.389999,65.620003,66.269997,148000,34.234661
"2010-11-01",66.709999,66.779999,66.349998,66.720001,267800,34.467133
"2010-11-02",67.010002,67.760002,67.010002,67.760002,220900,35.004391
"2010-11-03",67.75,67.889999,66.389999,67.050003,227300,34.637608
"2010-11-04",67.629997,68.029999,67.110001,67.400002,261000,34.818417
"2010-11-05",67.370003,67.639999,67.029999,67.5,128500,34.870071
"2010-11-08",67.32,67.410004,66.449997,66.809998,211700,34.513622
"2010-11-09",66.940002,67.099998,66.010002,66.25,199200,34.224331
"2010-11-10",66.279999,66.279999,65.419998,66,232300,34.095184
"2010-11-11",65.459999,65.620003,65,65.599998,207000,33.88855
"2010-11-12",65.25,65.650002,64.959999,65.410004,366800,33.790398
"2010-11-15",65.620003,66.410004,65.32,65.800003,239300,33.991867
"2010-11-16",68.099998,69.139999,66.669998,67.279999,698500,34.756424
"2010-11-17",67.480003,67.650002,66.970001,67.290001,178500,34.761593
"2010-11-18",67.720001,68.830002,67.699997,68.260002,230900,35.26268
"2010-11-19",68.220001,68.559998,67.980003,68.269997,111300,35.267857
"2010-11-22",68.150002,68.720001,67.980003,68.32,344400,35.293686
"2010-11-23",67.660004,68.029999,67.190002,67.790001,226100,35.019886
"2010-11-24",68,69.209999,68,69.050003,165800,35.670799
"2010-11-26",68.629997,69.239998,68.470001,69.07,116300,35.681129
"2010-11-29",68.559998,69.25,67.980003,68.879997,181700,35.58297
"2010-11-30",68.650002,68.699997,67.949997,68.5,274100,35.386669
"2010-12-01",68.669998,70,68.669998,69.18,336100,35.737949
"2010-12-02",67.129997,70,67.129997,69.660004,300800,35.98592
"2010-12-03",69.510002,69.629997,68.970001,69.5,234600,35.903259
"2010-12-06",69.349998,70,68.970001,69.889999,170300,36.104733
"2010-12-07",70.339996,70.489998,69.809998,70.18,247200,36.254543
"2010-12-08",70.269997,70.699997,69.879997,70.139999,319600,36.233875
"2010-12-09",70.510002,70.949997,70.139999,70.459999,290600,36.399193
"2010-12-10",70.559998,70.989998,69.970001,70.449997,482400,36.39402
"2010-12-13",71.089996,72.93,70.050003,70.660004,474000,36.502514
"2010-12-14",70.639999,71.639999,70.529999,70.989998,426700,36.672989
"2010-12-15",70.830002,71.699997,70.669998,71.230003,405200,36.796967
"2010-12-16",72.650002,72.650002,70.959999,71.809998,226500,37.096592
"2010-12-17",71.809998,71.809998,71.139999,71.620003,223600,36.998444
"2010-12-20",71.720001,71.849998,71.160004,71.559998,310500,36.967445
"2010-12-21",71.709999,72.400002,71.68,72.279999,201600,37.33939
"2010-12-22",72.230003,72.589996,71.900002,72.389999,144200,37.396217
"2010-12-23",72.440002,72.580002,72,72.07,107800,37.230904
"2010-12-27",71.790001,71.919998,71.220001,71.860001,132400,37.122421
"2010-12-28",71.93,71.93,71.449997,71.639999,156800,37.00877
"2010-12-29",71.639999,72.099998,71.610001,71.629997,75300,37.003609
"2010-12-30",71.690002,72.099998,71.589996,71.589996,104500,36.982937
"2010-12-31",71.769997,72.389999,71.639999,72.010002,153600,37.199913
"2011-01-03",72.459999,73.889999,72.459999,73.75,272600,38.098785
"2011-01-04",73.949997,74.620003,73.459999,74.360001,342600,38.413906
"2011-01-05",74.360001,75.730003,74.150002,75.660004,445200,39.085484
"2011-01-06",75.830002,76.489998,75.370003,76.230003,287000,39.379944
"2011-01-07",76.18,77.400002,76.010002,77.400002,387200,39.984352
"2011-01-10",77.040001,77.080002,75.050003,75.43,381100,38.966667
"2011-01-11",76.010002,77.029999,75.760002,76.370003,448700,39.452259
"2011-01-12",76.889999,77.120003,76.279999,76.599998,185700,39.571079
"2011-01-13",77.050003,77.050003,76.239998,76.440002,216400,39.488419
"2011-01-14",76.410004,77.120003,76.190002,76.620003,178400,39.581406
"2011-01-18",76.68,77.5,76.68,77.349998,271300,39.958519
"2011-01-19",77.419998,77.629997,76.639999,77.169998,227000,39.865532
"2011-01-20",76.800003,76.910004,75.959999,76.519997,301400,39.529751
"2011-01-21",76.809998,77.230003,76.809998,77.139999,188400,39.850037
"2011-01-24",76.959999,77.32,76.5,76.800003,246500,39.674397
"2011-01-25",76.699997,77.32,76.080002,77.089996,166100,39.824203
"2011-01-26",77,78.339996,77,77.879997,344200,40.232319
"2011-01-27",77.919998,78.050003,77.389999,77.82,223500,40.201321
"2011-01-28",77.739998,78.360001,76.550003,76.699997,266700,39.622738
"2011-01-31",76.699997,77.980003,76.360001,77.480003,297000,40.025681
"2011-02-01",77.879997,78.629997,77.690002,78.129997,278800,40.361469
"2011-02-02",77.919998,78.300003,77.610001,77.919998,258400,40.252975
"2011-02-03",77.989998,78.650002,77.360001,78.589996,134300,40.599098
"2011-02-04",78.82,79.370003,78.480003,79.25,172700,40.940056
"2011-02-07",82.309998,85.379997,80.269997,80.980003,746400,41.833755
"2011-02-08",82.889999,83.300003,81.970001,82.580002,501200,42.660309
"2011-02-09",82.599998,82.790001,81.089996,82.18,451800,42.453671
"2011-02-10",81.629997,82,81.440002,81.769997,187600,42.241867
"2011-02-11",81.489998,81.610001,81,81.529999,167600,42.117886
"2011-02-14",81.989998,82.169998,81.089996,81.540001,219700,42.123055
"2011-02-15",81.25,81.900002,81.25,81.57,260700,42.13855
"2011-02-16",81.779999,81.989998,80.93,81.809998,261500,42.262527
"2011-02-17",81.660004,81.940002,81.099998,81.5,222800,42.102386
"2011-02-18",81.650002,82.220001,81.139999,81.5,204300,42.102386
"2011-02-22",80.550003,81.029999,79.860001,80.699997,319900,41.689114
"2011-02-23",80.639999,81.379997,78.620003,79.32,335100,40.976208
"2011-02-24",79.120003,80,78.440002,79.230003,385800,40.929718
"2011-02-25",79.75,80.589996,79.470001,80.339996,167800,41.503139
"2011-02-28",80.779999,81.440002,79.879997,80.379997,178400,41.523796
"2011-03-01",81,81.370003,80.610001,81.190002,436500,41.942245
"2011-03-02",81.029999,81.910004,81,81.470001,310600,42.086891
"2011-03-03",82.029999,83.339996,81.940002,82.989998,132600,42.872108
"2011-03-04",83.07,83.290001,81.550003,82.669998,140100,42.706802
"2011-03-07",83.290001,83.489998,80.400002,80.93,222300,41.807926
"2011-03-08",81.199997,82.099998,80.559998,81.589996,217600,42.148884
"2011-03-09",81.769997,82.18,81.260002,81.989998,186900,42.355515
"2011-03-10",81.239998,81.32,79.330002,80.309998,281800,41.487637
"2011-03-11",79.980003,81.470001,79.57,81.019997,163000,41.85442
"2011-03-14",80.269997,82.25,78.800003,82.040001,434400,42.381351
"2011-03-15",80.059998,80.330002,79.230003,79.720001,312700,41.18285
"2011-03-16",80.160004,80.160004,77.25,77.480003,238100,40.025681
"2011-03-17",78.300003,78.889999,77.790001,78.050003,169300,40.320137
"2011-03-18",78.82,79.360001,78.32,78.809998,124800,40.712746
"2011-03-21",79.470001,80.82,79.449997,80.089996,103100,41.373985
"2011-03-22",80.089996,80.879997,80.029999,80.68,129800,41.67878
"2011-03-23",80.480003,81.540001,79.949997,81.190002,102900,41.942245
"2011-03-24",81.519997,81.849998,80.910004,81.839996,64000,42.278023
"2011-03-25",81.870003,82.660004,81.550003,82.110001,107100,42.417511
"2011-03-28",82.099998,82.589996,81.839996,82.169998,166000,42.448505
"2011-03-29",82.07,82.349998,81.660004,82.309998,161400,42.520824
"2011-03-30",82.580002,83.239998,82.459999,82.489998,231000,42.613815
"2011-03-31",82.540001,83.860001,82.419998,83.830002,159700,43.306049
"2011-04-01",83.989998,85.260002,83.769997,84.18,270000,43.486855
"2011-04-04",83.260002,83.830002,82.519997,83.160004,263500,42.959938
"2011-04-05",82.779999,83.370003,82.290001,83.040001,124900,42.897942
"2011-04-06",83.230003,83.589996,82.629997,82.709999,107100,42.727467
"2011-04-07",82.699997,82.889999,81.639999,81.940002,210000,42.329689
"2011-04-08",82.360001,82.470001,79.830002,80.5,306500,41.585793
"2011-04-11",80.5,80.599998,80.050003,80.230003,245000,41.446316
"2011-04-12",79.660004,80.040001,78.800003,79.43,231600,41.033039
"2011-04-13",79.870003,79.870003,78.839996,79.18,207200,40.903889
"2011-04-14",78.769997,78.989998,77.949997,78.559998,195300,40.583599
"2011-04-15",78.669998,79.290001,78.32,78.82,113200,40.717915
"2011-04-18",78.07,78.349998,76.82,77.550003,222900,40.06184
"2011-04-19",77.480003,78.110001,77.169998,77.599998,268600,40.087669
"2011-04-20",78.379997,79.830002,78.379997,79.449997,346700,41.043369
"2011-04-21",79.910004,80.160004,79.410004,80,145600,41.327496
"2011-04-25",80.209999,80.209999,78.720001,79.370003,110800,41.002041
"2011-04-26",79.400002,80.620003,79.25,80.040001,218300,41.348164
"2011-04-27",80.07,80.839996,79.830002,80.800003,138300,41.740772
"2011-04-28",80.739998,81.529999,80.470001,81.5,161700,42.102386
"2011-04-29",81.730003,83.300003,81.730003,83.300003,211000,43.032253
"2011-05-02",83.879997,84.309998,82.57,82.879997,293000,42.815281
"2011-05-03",82.699997,83.110001,81.959999,82.309998,218000,42.520824
"2011-05-04",82.279999,82.519997,81.019997,81.529999,164000,42.117886
"2011-05-05",81.029999,82.93,80.809998,81.82,268300,42.2677
"2011-05-06",82.75,83.910004,82.75,82.910004,378600,42.830788
"2011-05-09",82.699997,83.559998,82.260002,83.480003,313700,43.125244
"2011-05-10",81.5,83.989998,81.5,83.040001,396400,42.897942
"2011-05-11",82.940002,83.550003,82.550003,82.959999,409700,42.856613
"2011-05-12",82.620003,83.949997,82.330002,83.629997,285000,43.202736
"2011-05-13",83.75,83.980003,82.389999,82.68,124000,42.711967
"2011-05-16",82.379997,83.32,82.099998,82.459999,144500,42.598312
"2011-05-17",82.5,82.790001,81.220001,82.220001,246800,42.474339
"2011-05-18",82.43,84,82.040001,83.889999,212000,43.337048
"2011-05-19",84.18,84.870003,83.260002,83.449997,332100,43.109741
"2011-05-20",83.389999,83.389999,81.980003,82.360001,180000,42.546658
"2011-05-23",81.360001,81.360001,80,80.489998,202500,41.580627
"2011-05-24",80.540001,80.949997,79.599998,80.099998,153500,41.379154
"2011-05-25",79.830002,80.160004,79.370003,80.010002,181600,41.332664
"2011-05-26",79.830002,79.860001,79.32,79.599998,300100,41.120857
"2011-05-27",79.949997,80.660004,79.790001,80.550003,84700,41.611622
"2011-05-31",80.959999,82,79.900002,82,384700,42.360683
"2011-06-01",81.889999,82.32,81.18,81.330002,516400,42.014568
"2011-06-02",81.489998,81.910004,80.730003,81.220001,307400,41.957741
"2011-06-03",80.260002,81.220001,79.82,80.32,144700,41.492805
"2011-06-06",80.580002,81.190002,79.660004,80.510002,147600,41.590965
"2011-06-07",81.050003,81.199997,80.019997,80.529999,272500,41.601288
"2011-06-08",80.360001,80.540001,79.800003,80.07,282100,41.363655
"2011-06-09",80.110001,80.620003,79.650002,80.610001,111600,41.64262
"2011-06-10",80.160004,80.5,79.199997,80.050003,284100,41.353329
"2011-06-13",79.989998,80.349998,79.209999,79.980003,279500,41.317169
"2011-06-14",81.309998,82.529999,80.68,82.480003,299700,42.608654
"2011-06-15",81.82,82.440002,81.440002,82.169998,362400,42.448505
"2011-06-16",82.029999,82.489998,81.599998,82.410004,428200,42.572487
"2011-06-17",83.010002,84.089996,82.889999,83.830002,381700,43.306049
"2011-06-20",83.529999,85.959999,83.330002,85.32,330800,44.075779
"2011-06-21",85.910004,87.410004,85.699997,86.940002,420000,44.912655
"2011-06-22",86.989998,88.589996,86,86.889999,700500,44.886826
"2011-06-23",85.769997,86.540001,85.160004,86.379997,324700,44.62336
"2011-06-24",86.239998,86.68,85.550003,85.800003,295600,44.323738
"2011-06-27",85.379997,87.559998,85.139999,87.300003,324000,45.098629
"2011-06-28",87.690002,89.220001,87.360001,88.919998,363800,45.935509
"2011-06-29",89.300003,89.300003,88.400002,88.860001,399900,45.904518
"2011-06-30",89.309998,91.309998,89.209999,91.190002,480000,47.108185
"2011-07-01",91.199997,94.080002,91.199997,93.300003,459900,48.1982
"2011-07-05",93.389999,94.18,92.830002,93.370003,358800,48.234356
"2011-07-06",93.449997,94.730003,93.260002,93.940002,230400,48.528812
"2011-07-07",95.029999,95.040001,93.550003,93.75,203200,48.43066
"2011-07-08",92.989998,93.839996,92.660004,93.739998,205500,48.425488
"2011-07-11",92.800003,93.669998,92.209999,92.540001,172300,47.80558
"2011-07-12",92.080002,92.519997,90.419998,90.639999,318100,46.824051
"2011-07-13",91.330002,92.739998,91.089996,91.949997,192900,47.500793
"2011-07-14",91.940002,92.410004,90.650002,91.209999,205300,47.118511
"2011-07-15",91.5,91.900002,89.720001,90.580002,183700,46.793056
"2011-07-18",90.389999,90.470001,89.279999,89.699997,142400,46.338455
"2011-07-19",90.059998,91.480003,90.059998,91.389999,76400,47.211502
"2011-07-20",92.099998,92.199997,91.07,91.730003,154900,47.387142
"2011-07-21",92.400002,93.57,92.389999,93.5,148000,48.30151
"2011-07-22",93.220001,93.260002,91.779999,93.029999,186100,48.058712
"2011-07-25",92.370003,93,91.660004,92.610001,119300,47.84174
"2011-07-26",92.209999,92.480003,90.919998,91.300003,192300,47.165005
"2011-07-27",90.989998,90.989998,89.010002,89.889999,275600,46.436604
"2011-07-28",90.169998,91.169998,89.669998,90.010002,148200,46.4986
"2011-07-29",89.040001,90.919998,88.709999,90.07,224500,46.529598
