"dates","UA.Open","UA.High","UA.Low","UA.Close","UA.Volume","UA.Adjusted"
"2016-12-01",25.98,26.52,25.139999,25.200001,1568197,25.200001
"2016-12-02",25.299999,25.32,24.58,24.77,1736134,24.77
"2016-12-05",24.969999,25.370001,24.900101,25.059999,1712967,25.059999
"2016-12-06",25.450001,25.52,25.01,25.41,1202357,25.41
"2016-12-07",26.65,27.280001,26.02,27.030001,6521858,27.030001
"2016-12-08",28.1,28.85,27.440001,28.82,6932595,28.82
"2016-12-09",29.41,29.530001,28.280001,28.809999,4014148,28.809999
"2016-12-12",28.9,29.059999,27.5,27.610001,3196994,27.610001
"2016-12-13",27.700001,27.98,27.17,27.34,2908443,27.34
"2016-12-14",27.370001,27.4,26.440001,26.57,2829072,26.57
"2016-12-15",26.790001,26.790001,25.5,25.799999,3918687,25.799999
"2016-12-16",25.889999,26.16,25.450001,25.48,2964252,25.48
"2016-12-19",25.74,25.799999,25.26,25.370001,2732523,25.370001
"2016-12-20",25.48,25.92,25.469999,25.690001,3067687,25.690001
"2016-12-21",25.959999,26.110001,25.48,26.049999,3754031,26.049999
"2016-12-22",26.07,26.16,25.360001,25.48,2436328,25.48
"2016-12-23",25.629999,25.733299,25.16,25.23,1443579,25.23
"2016-12-27",25.23,25.5,25.110001,25.18,1686047,25.18
"2016-12-28",25.219999,25.344999,24.860001,25.23,1636145,25.23
"2016-12-29",25.280001,25.360001,25.07,25.120001,1784289,25.120001
"2016-12-30",25.17,25.33,24.92,25.17,3574647,25.17
"2017-01-03",25.49,25.85,25.25,25.76,1996889,25.76
"2017-01-04",26,26.719999,25.93,26.57,2626138,26.57
"2017-01-05",26.450001,26.469999,26.030001,26.209999,2523095,26.209999
"2017-01-06",26.459999,27.07,26.41,27.040001,3766342,27.040001
"2017-01-09",27.469999,27.530001,26.844101,27.02,2815278,27.02
"2017-01-10",27.120001,27.635201,27.059999,27.32,1711064,27.32
"2017-01-11",27.450001,27.48,26.75,26.98,1777648,26.98
"2017-01-12",26.91,26.99,26.57,26.84,1295228,26.84
"2017-01-13",26.790001,26.92,26.118999,26.5,3140155,26.5
"2017-01-17",26.440001,26.469999,25.969999,26.200001,2421022,26.200001
"2017-01-18",26.23,26.25,25.25,25.35,2692101,25.35
"2017-01-19",25.6,25.74,24.9,25.26,3873137,25.26
"2017-01-20",25.48,25.540001,24.9,25.16,3215910,25.16
"2017-01-23",25.190001,25.190001,24.5,24.959999,3061834,24.959999
"2017-01-24",25,25.209999,24.91,25.120001,2384133,25.120001
"2017-01-25",25.440001,25.780001,25.4,25.690001,2130101,25.690001
"2017-01-26",25.780001,26.25,25.360001,25.5,1402339,25.5
"2017-01-27",25.5,25.639999,25.1,25.52,1902504,25.52
"2017-01-30",25.559999,25.59,24.824699,25.09,3272822,25.09
"2017-01-31",18.780001,20.08,18.52,19.219999,56995152,19.219999
"2017-02-01",19.5,19.559999,18.76,18.799999,14794788,18.799999
"2017-02-02",18.809999,18.809999,18.049999,18.120001,12619956,18.120001
"2017-02-03",18.25,18.299999,18.02,18.190001,6405819,18.190001
"2017-02-06",18.309999,18.4,18.1,18.139999,5215603,18.139999
"2017-02-07",18.139999,18.280001,17.77,17.790001,7798742,17.790001
"2017-02-08",17.799999,18.440001,17.799999,18.299999,6757277,18.299999
"2017-02-09",18.35,19.33,18.33,19.299999,9276109,19.299999
"2017-02-10",19.559999,19.559999,18.860001,19.040001,6248292,19.040001
"2017-02-13",19.25,19.262199,18.530001,18.65,4709131,18.65
"2017-02-14",18.860001,19.48,18.85,19.41,6272411,19.41
"2017-02-15",19.35,19.91,19.16,19.860001,7105346,19.860001
"2017-02-16",19.940001,19.98,19.450001,19.629999,4232236,19.629999
"2017-02-17",19.6,19.895,19.5,19.75,4778500,19.75
"2017-02-21",19.809999,19.91,19.6,19.690001,2712461,19.690001
"2017-02-22",19.77,20.23,19.57,19.780001,3964341,19.780001
"2017-02-23",19.870001,19.870001,19.57,19.639999,3442002,19.639999
"2017-02-24",19.549999,19.879999,19.295,19.83,3527261,19.83
"2017-02-27",19.450001,19.52,19.18,19.280001,4606649,19.280001
"2017-02-28",19.280001,19.35,18.5,18.559999,4603656,18.559999
"2017-03-01",18.75,18.799999,18.42,18.58,3991225,18.58
"2017-03-02",18.58,19.030001,18.540001,18.959999,2784994,18.959999
"2017-03-03",18.98,19.024099,18.528999,18.639999,2660460,18.639999
"2017-03-06",18.620001,18.639999,18.200001,18.309999,3002323,18.309999
"2017-03-07",18.25,18.27,17.82,18.110001,4527291,18.110001
"2017-03-08",18.1,18.15,17.735001,17.75,3671815,17.75
"2017-03-09",17.75,17.76,17.370001,17.690001,4011954,17.690001
"2017-03-10",17.75,18.2383,17.6947,17.75,3194253,17.75
"2017-03-13",17.809999,17.879999,17.51,17.559999,3275631,17.559999
"2017-03-14",17.5,17.705,17.4,17.620001,2771116,17.620001
"2017-03-15",17.67,17.959999,17.52,17.83,2212946,17.83
"2017-03-16",17.83,18.339899,17.67,18.17,2747985,18.17
"2017-03-17",18.27,18.290001,17.91,18.08,3867386,18.08
"2017-03-20",18.08,18.280001,17.879999,18.26,2101693,18.26
"2017-03-21",18.16,18.209999,17.27,17.52,4760830,17.52
"2017-03-22",17.24,17.530001,17.049999,17.51,3975465,17.51
"2017-03-23",17.469999,17.75,17.35,17.440001,2245096,17.440001
"2017-03-24",18.129999,18.525,17.979799,18.16,6698222,18.16
"2017-03-27",18.059999,18.52,17.945,18.299999,3656977,18.299999
"2017-03-28",18.360001,18.57,18.25,18.49,2665144,18.49
"2017-03-29",18.43,19.049999,18.305,18.84,4788240,18.84
"2017-03-30",18.629999,18.74,18.34,18.370001,3347198,18.370001
"2017-03-31",18.4,18.559999,18.23,18.299999,2765895,18.299999
"2017-04-03",18.610001,18.629999,18.01,18.35,6416068,18.35
"2017-04-04",18.219999,18.25,17.879999,18.02,4668607,18.02
"2017-04-05",18.08,19.08,18.02,18.559999,7405641,18.559999
"2017-04-06",18.719999,19.379999,18.6,19.040001,5056812,19.040001
"2017-04-07",18.9,18.940001,18.33,18.43,4060566,18.43
"2017-04-10",18.42,18.450001,17.959999,18.190001,3624359,18.190001
"2017-04-11",18.190001,18.219999,17.77,18.040001,2568013,18.040001
"2017-04-12",17.99,18.094999,17.799999,17.860001,1984711,17.860001
"2017-04-13",17.860001,17.92,17.690001,17.76,1943448,17.76
"2017-04-17",17.809999,17.83,17.530001,17.790001,2744410,17.790001
"2017-04-18",17.73,17.799999,17.620001,17.76,1405236,17.76
"2017-04-19",17.809999,18.1,17.690001,17.93,1906277,17.93
"2017-04-20",17.969999,18.174999,17.799999,18.110001,2519747,18.110001
"2017-04-21",18.1,18.120001,17.52,17.530001,4005865,17.530001
"2017-04-24",17.76,17.959999,17.459999,17.93,4068314,17.93
"2017-04-25",17.959999,18.139999,17.83,17.969999,2877427,17.969999
"2017-04-26",18.049999,18.385,17.969999,18.139999,5077131,18.139999
"2017-04-27",19.120001,20,19,19.82,15164886,19.82
"2017-04-28",19.700001,19.75,19.35,19.41,4129637,19.41
"2017-05-01",19.389999,19.4,18.889999,19.02,4012458,19.02
"2017-05-02",19.23,19.23,18.58,18.73,4382863,18.73
"2017-05-03",18.799999,18.799999,18.42,18.690001,3461832,18.690001
"2017-05-04",18.58,18.885,18.42,18.809999,3109859,18.809999
"2017-05-05",18.92,19.1,18.780001,19.09,3038879,19.09
"2017-05-08",19.09,19.280001,18.860001,19.120001,3728443,19.120001
"2017-05-09",19.110001,19.959999,19.105,19.809999,3111784,19.809999
"2017-05-10",19.860001,19.940001,19.610001,19.65,2324568,19.65
"2017-05-11",19.75,19.799999,19,19.450001,3582521,19.450001
"2017-05-12",19.26,19.379999,18.82,18.9,3019314,18.9
"2017-05-15",18.9,19.190001,18.6,18.65,4379473,18.65
"2017-05-16",18.5,18.52,17.93,17.969999,6211298,17.969999
"2017-05-17",17.889999,18.02,17.610001,17.700001,4447781,17.700001
"2017-05-18",17.700001,17.870001,17.41,17.629999,3021928,17.629999
"2017-05-19",17.58,17.92,17.2127,17.860001,4110457,17.860001
"2017-05-22",17.860001,18.1761,17.77,17.92,2183795,17.92
"2017-05-23",18,18.209999,17.93,18.040001,2155384,18.040001
"2017-05-24",18.040001,18.18,17.98,18.110001,2311145,18.110001
"2017-05-25",18.200001,18.51,17.950001,18.01,2372574,18.01
"2017-05-26",18.049999,18.219999,17.860001,18.07,1572225,18.07
"2017-05-30",18.1,18.370001,17.91,18.01,2484138,18.01
"2017-05-31",18.02,18.030001,17.469999,17.83,3680752,17.83
"2017-06-01",17.9,18.48,17.790001,18.389999,3322805,18.389999
"2017-06-02",18.549999,18.934999,18.469999,18.719999,3450548,18.719999
"2017-06-05",18.709999,19.040001,18.441,18.950001,2386667,18.950001
"2017-06-06",18.870001,19.057501,18.540001,18.969999,2713091,18.969999
"2017-06-07",19.02,19.549999,19,19.219999,4888619,19.219999
"2017-06-08",19.309999,19.940001,19.280001,19.6,3489996,19.6
"2017-06-09",19.639999,20.299999,19.6,20.209999,3640805,20.209999
"2017-06-12",20.18,21.35,20.16,21.200001,5922895,21.200001
"2017-06-13",21.459999,21.805,20.870001,21.25,6620420,21.25
"2017-06-14",21.25,21.25,20.74,21.09,4181360,21.09
"2017-06-15",20.49,20.76,20.15,20.33,3978883,20.33
"2017-06-16",20.27,20.290001,19.24,19.68,4406657,19.68
"2017-06-19",19.690001,19.83,19.43,19.67,2350943,19.67
"2017-06-20",19.66,19.67,19,19.01,3297307,19.01
"2017-06-21",19.059999,19.09,18.52,18.75,4383982,18.75
"2017-06-22",18.799999,19.780001,18.688,19.24,2745463,19.24
"2017-06-23",19.24,19.684999,19.02,19.65,3008146,19.65
"2017-06-26",19.65,20.075001,19.59,19.92,2193109,19.92
"2017-06-27",19.969999,20.26,19.742001,19.9,2378884,19.9
"2017-06-28",20.01,20.48,19.959999,20,2460930,20
"2017-06-29",20.110001,20.4,19.65,19.799999,2721067,19.799999
"2017-06-30",20.030001,20.33,19.889999,20.16,2481299,20.16
"2017-07-03",20.24,20.6,20.200001,20.52,2086423,20.52
"2017-07-05",20.5,20.5301,20.219999,20.4,1931975,20.4
"2017-07-06",20.219999,20.25,19.02,19.1,3785134,19.1
"2017-07-07",19.1,19.41,18.879999,19.219999,2165292,19.219999
"2017-07-10",19.200001,19.2258,18.709999,19.129999,2320078,19.129999
"2017-07-11",19.07,19.07,18.540001,18.92,2684819,18.92
"2017-07-12",19.030001,19.177999,18.549999,18.58,2674134,18.58
"2017-07-13",18.639999,18.959999,18.6,18.629999,2203052,18.629999
"2017-07-14",18.65,19.049999,18.629999,18.93,2970504,18.93
"2017-07-17",19,19.200001,18.719999,18.82,3057294,18.82
"2017-07-18",18.75,18.989,18.41,18.68,3522868,18.68
"2017-07-19",18.66,19.014999,18.66,18.91,1795799,18.91
"2017-07-20",19,19.3922,18.986401,19.049999,1883694,19.049999
"2017-07-21",18.98,19.200001,18.575001,18.84,3767734,18.84
"2017-07-24",18.6,18.76,18.23,18.26,8229995,18.26
"2017-07-25",18.07,18.4,18.049999,18.120001,4282915,18.120001
"2017-07-26",18.17,18.26,17.459999,17.549999,5816471,17.549999
"2017-07-27",17.620001,17.700001,17.17,17.370001,5227021,17.370001
"2017-07-28",17.360001,17.473801,17.209999,17.360001,2997104,17.360001
"2017-07-31",17.379999,18.5,17.379999,18.110001,6834743,18.110001
"2017-08-01",17.01,17.190001,16.15,16.23,23217686,16.23
"2017-08-02",16.190001,16.476601,16.02,16.469999,6116906,16.469999
"2017-08-03",16.469999,16.639999,16.26,16.34,5188554,16.34
"2017-08-04",16.459999,16.75,16.43,16.610001,4049052,16.610001
"2017-08-07",16.6,16.700001,16.43,16.629999,2948004,16.629999
"2017-08-08",16.709999,17.290001,16.709,17.209999,4376508,17.209999
"2017-08-09",17.02,17.42,17.02,17.17,2379727,17.17
"2017-08-10",16.959999,17,16.65,16.82,3543586,16.82
"2017-08-11",16.709999,17,16.690001,16.799999,1951039,16.799999
"2017-08-14",16.860001,17.129999,16.84,17.110001,2569540,17.110001
"2017-08-15",16.700001,16.855,16.35,16.66,6951169,16.66
"2017-08-16",16.719999,16.895,16.66,16.68,2562487,16.68
"2017-08-17",16.6,16.698999,16.280001,16.280001,3775028,16.280001
"2017-08-18",16.030001,16.1,15.54,15.64,5382048,15.64
"2017-08-21",15.6,15.615,15.1,15.15,5896412,15.15
"2017-08-22",15.2,15.4848,15.12,15.42,2868456,15.42
"2017-08-23",15.34,15.64,15.34,15.55,1857176,15.55
"2017-08-24",15.66,15.93,15.561,15.73,2352759,15.73
"2017-08-25",15.83,15.96,15.74,15.94,2344912,15.94
"2017-08-28",15.9,15.94,15.71,15.78,2056065,15.78
"2017-08-29",15.5,15.6,15.05,15.34,4402129,15.34
"2017-08-30",15.35,15.45,15.15,15.18,3783934,15.18
"2017-08-31",15.21,15.32,15.085,15.1,3602210,15.1
"2017-09-01",15.23,15.51,14.98,15.39,0,15.39
"2017-09-05",15.26,15.81,15.21,15.62,2707232,15.62
"2017-09-06",15.68,15.96,15.68,15.8,2413618,15.8
"2017-09-07",15.86,16.02,15.8301,15.98,2819302,15.98
"2017-09-08",15.98,16.299999,15.915,16.120001,2234235,16.120001
"2017-09-11",16.27,16.49,16.15,16.34,2825140,16.34
"2017-09-12",16.190001,16.26,15.815,16.25,3149171,16.25
"2017-09-13",16.290001,16.889999,16.139999,16.870001,3903776,16.870001
"2017-09-14",16.85,16.879999,16.290001,16.52,3727761,16.52
"2017-09-15",16.48,16.549999,16.325001,16.459999,3216932,16.459999
"2017-09-18",16.48,16.58,16.059999,16.139999,2505788,16.139999
"2017-09-19",15.87,15.93,15.58,15.7,4988164,15.7
"2017-09-20",15.7,15.7,15.095,15.24,4557487,15.24
"2017-09-21",15.27,15.27,15.08,15.13,2583645,15.13
"2017-09-22",15.06,15.2799,15.031,15.04,2378142,15.04
"2017-09-25",15.17,15.65,15.17,15.39,3478162,15.39
"2017-09-26",15.45,15.52,15.1,15.14,3561380,15.14
"2017-09-27",15.12,15.14,14.8,15.06,5093464,15.06
"2017-09-28",15.03,15.15,14.95,15.07,2509797,15.07
"2017-09-29",15.09,15.17,14.96,15.02,4255817,15.02
"2017-10-02",15.07,15.09,14.83,15.08,3161560,15.08
"2017-10-03",15.1,15.34,15.03,15.26,2527489,15.26
"2017-10-04",15.25,15.375,15.02,15.03,2798281,15.03
"2017-10-05",15.05,15.19,14.84,15.03,3146738,15.03
"2017-10-06",15,15.6,15,15.46,4305124,15.46
"2017-10-09",15.45,15.48,15.07,15.3,2691869,15.3
"2017-10-10",15.38,15.69,15.31,15.51,2340288,15.51
"2017-10-11",15.45,15.45,15.1,15.15,2485328,15.15
"2017-10-12",15.05,15.255,14.88,15.22,2797286,15.22
"2017-10-13",15.22,15.345,14.85,14.95,3972222,14.95
"2017-10-16",14.85,15.11,14.8462,14.98,2416536,14.98
"2017-10-17",14.97,15.18,14.85,15.11,2169173,15.11
"2017-10-18",15.13,15.21,14.94,14.98,2482887,14.98
"2017-10-19",14.92,15.15,14.9,15.02,2141529,15.02
"2017-10-20",15.12,16.02,15.11,15.91,6757945,15.91
"2017-10-23",15.81,15.94,15.19,15.22,5164705,15.22
"2017-10-24",15.27,15.27,14.77,14.83,5480882,14.83
"2017-10-25",14.79,14.84,14.29,14.65,5815250,14.65
