"dates","TDY.Open","TDY.High","TDY.Low","TDY.Close","TDY.Volume","TDY.Adjusted"
"2010-07-01",38.610001,38.77,37.959999,38.200001,264400,38.200001
"2010-07-02",38.419998,38.43,37.279999,37.490002,294800,37.490002
"2010-07-06",38.279999,38.279999,36.439999,36.650002,515300,36.650002
"2010-07-07",36.66,37.360001,36.080002,37.360001,390500,37.360001
"2010-07-08",37.799999,39.650002,37.799999,39.610001,264900,39.610001
"2010-07-09",39.560001,39.59,38.950001,39.529999,118700,39.529999
"2010-07-12",39.330002,39.529999,38.549999,38.75,241200,38.75
"2010-07-13",39.34,39.470001,38.810001,39.259998,232500,39.259998
"2010-07-14",39.029999,39.669998,38.889999,39.220001,238200,39.220001
"2010-07-15",39.32,39.490002,38.830002,39.360001,271100,39.360001
"2010-07-16",39.130001,39.389999,38.299999,38.439999,278200,38.439999
"2010-07-19",38.490002,38.669998,38.080002,38.52,106100,38.52
"2010-07-20",37.900002,38.720001,37.439999,38.689999,136800,38.689999
"2010-07-21",39.060001,39.18,38.200001,38.549999,236500,38.549999
"2010-07-22",39.130001,40.259998,38.919998,40.189999,253700,40.189999
"2010-07-23",39.93,41.34,39.919998,41.209999,201800,41.209999
"2010-07-26",41.48,42.540001,41.07,42.349998,162500,42.349998
"2010-07-27",42.650002,43,42,42.18,114200,42.18
"2010-07-28",42.029999,42.43,41.639999,42.07,137300,42.07
"2010-07-29",42.389999,42.82,41.349998,41.93,116500,41.93
"2010-07-30",41.27,41.849998,40.790001,41.029999,205800,41.029999
"2010-08-02",41.990002,42.360001,41.169998,41.98,181200,41.98
"2010-08-03",41.639999,42.32,41.110001,41.68,175900,41.68
"2010-08-04",41.830002,42.790001,41.700001,42.540001,169500,42.540001
"2010-08-05",42.080002,42.150002,41.32,41.57,131800,41.57
"2010-08-06",40.959999,41.540001,40.18,41.27,134500,41.27
"2010-08-09",41.650002,41.919998,41.220001,41.84,86700,41.84
"2010-08-10",41.23,41.439999,40.040001,41.02,122700,41.02
"2010-08-11",40.150002,40.169998,38.919998,39.119999,203800,39.119999
"2010-08-12",38.369999,39.119999,38.259998,38.849998,152900,38.849998
"2010-08-13",38.59,38.849998,38.290001,38.419998,114900,38.419998
"2010-08-16",38.330002,38.779999,37.810001,38.52,100500,38.52
"2010-08-17",38.91,39.75,38.470001,39.330002,86900,39.330002
"2010-08-18",39.25,39.810001,38.709999,39.580002,80900,39.580002
"2010-08-19",39.34,39.419998,37.740002,37.919998,159300,37.919998
"2010-08-20",37.68,37.880001,37.119999,37.459999,213300,37.459999
"2010-08-23",37.639999,37.82,36.790001,36.91,129800,36.91
"2010-08-24",36.41,36.43,35.849998,35.98,212700,35.98
"2010-08-25",35.77,36.689999,35.34,36.470001,142000,36.470001
"2010-08-26",36.689999,36.849998,35.889999,36.450001,203200,36.450001
"2010-08-27",36.849998,37.470001,36.150002,37.380001,98600,37.380001
"2010-08-30",37.189999,37.259998,36.310001,36.32,92900,36.32
"2010-08-31",36.259998,36.48,35.759998,36.18,151000,36.18
"2010-09-01",36.75,37.509998,36.540001,37.509998,173200,37.509998
"2010-09-02",37.580002,37.919998,37.16,37.880001,164500,37.880001
"2010-09-03",38.32,38.59,37.900002,38.5,111600,38.5
"2010-09-07",38.290001,38.330002,37.150002,37.279999,86400,37.279999
"2010-09-08",37.41,38.150002,37.41,37.59,77400,37.59
"2010-09-09",38.18,38.18,36.939999,37.330002,43700,37.330002
"2010-09-10",37.560001,38.290001,37.41,37.98,146000,37.98
"2010-09-13",38.330002,38.93,38.169998,38.580002,157400,38.580002
"2010-09-14",38.419998,38.73,38.060001,38.25,132100,38.25
"2010-09-15",37.959999,38.290001,37.59,38.139999,74900,38.139999
"2010-09-16",37.959999,38.119999,36.799999,37.27,119700,37.27
"2010-09-17",37.580002,38.380001,36.990002,38.23,190600,38.23
"2010-09-20",38.23,39.700001,37.860001,39.619999,186400,39.619999
"2010-09-21",39.669998,39.93,39.09,39.490002,128200,39.490002
"2010-09-22",39.419998,39.889999,38.689999,38.84,84000,38.84
"2010-09-23",38.540001,39,37.810001,37.860001,88500,37.860001
"2010-09-24",38.470001,39.279999,37.790001,39.279999,158000,39.279999
"2010-09-27",39.25,39.25,38.439999,38.759998,86800,38.759998
"2010-09-28",38.990002,39.389999,38.299999,39.330002,123700,39.330002
"2010-09-29",39.07,39.830002,38.919998,39.73,175400,39.73
"2010-09-30",40.099998,40.34,39.150002,39.82,295000,39.82
"2010-10-01",40.23,40.369999,39.799999,40.139999,177700,40.139999
"2010-10-04",39.959999,40.130001,38.830002,39.360001,133700,39.360001
"2010-10-05",39.709999,40.709999,39.509998,40.650002,185500,40.650002
"2010-10-06",40.599998,41.400002,40.599998,40.82,121800,40.82
"2010-10-07",41,41,40.169998,40.459999,92600,40.459999
"2010-10-08",40.470001,40.919998,39.810001,40.75,119400,40.75
"2010-10-11",40.73,41.290001,40.529999,40.959999,80900,40.959999
"2010-10-12",40.970001,41.299999,40.259998,41.150002,68600,41.150002
"2010-10-13",41.299999,42.290001,41.169998,42.029999,87100,42.029999
"2010-10-14",42,42,41.369999,41.849998,79600,41.849998
"2010-10-15",42.150002,42.369999,41.150002,41.18,161800,41.18
"2010-10-18",41.310001,41.91,40.84,41.880001,97800,41.880001
"2010-10-19",41.23,41.740002,40.860001,41.130001,93000,41.130001
"2010-10-20",41.32,42.060001,41.099998,41.880001,88200,41.880001
"2010-10-21",42,42.619999,41.110001,41.810001,145900,41.810001
"2010-10-22",41.860001,42.029999,41.43,41.98,71300,41.98
"2010-10-25",42.32,42.5,41.689999,41.779999,88000,41.779999
"2010-10-26",41.470001,42.369999,41.18,41.919998,118400,41.919998
"2010-10-27",41.490002,41.700001,40.799999,41.580002,132200,41.580002
"2010-10-28",42.07,42.360001,41.630001,41.849998,148900,41.849998
"2010-10-29",41.740002,41.830002,41.34,41.57,127600,41.57
"2010-11-01",41.869999,42.299999,41.220001,41.610001,175100,41.610001
"2010-11-02",42.029999,42.439999,41.700001,41.939999,152300,41.939999
"2010-11-03",41.91,42.029999,40.799999,41.450001,123700,41.450001
"2010-11-04",42.150002,43.25,42.02,43.16,191400,43.16
"2010-11-05",43.310001,43.439999,42.720001,42.970001,123200,42.970001
"2010-11-08",42.77,42.869999,42.169998,42.41,90000,42.41
"2010-11-09",42.529999,42.529999,41.830002,42.060001,90500,42.060001
"2010-11-10",42.060001,42.27,41.450001,42.189999,105700,42.189999
"2010-11-11",41.630001,41.880001,40.880001,41.009998,138900,41.009998
"2010-11-12",40.599998,40.849998,40.380001,40.380001,78700,40.380001
"2010-11-15",40.619999,40.860001,40.009998,40.119999,98500,40.119999
"2010-11-16",39.759998,39.939999,39,39.459999,141700,39.459999
"2010-11-17",39.5,39.580002,38.939999,39.439999,124400,39.439999
"2010-11-18",40.07,40.400002,39.709999,40.139999,80800,40.139999
"2010-11-19",40.049999,40.549999,40.02,40.5,108100,40.5
"2010-11-22",40.299999,40.400002,39.43,40.150002,81800,40.150002
"2010-11-23",39.580002,40.169998,39.560001,40.009998,91300,40.009998
"2010-11-24",40.32,41.110001,40.32,41.080002,83100,41.080002
"2010-11-26",40.799999,41.060001,40.509998,40.889999,27400,40.889999
"2010-11-29",40.630001,40.759998,39.849998,40.580002,71400,40.580002
"2010-11-30",40.080002,40.349998,39.799999,40.220001,142100,40.220001
"2010-12-01",41.279999,41.990002,40.860001,41.830002,139200,41.830002
"2010-12-02",41.830002,42.060001,41.459999,41.970001,142100,41.970001
"2010-12-03",41.75,42.540001,41.549999,42.349998,110700,42.349998
"2010-12-06",42.279999,42.290001,41.82,42.23,67200,42.23
"2010-12-07",42.650002,43.470001,42.650002,42.950001,107300,42.950001
"2010-12-08",43.060001,43.099998,42.509998,42.560001,68800,42.560001
"2010-12-09",42.889999,43.18,42.450001,42.970001,125700,42.970001
"2010-12-10",43.130001,43.59,42.790001,43.419998,90100,43.419998
"2010-12-13",43.529999,43.959999,43.400002,43.5,115600,43.5
"2010-12-14",43.599998,43.900002,43.41,43.779999,148200,43.779999
"2010-12-15",43.75,44.560001,43.700001,44.169998,169500,44.169998
"2010-12-16",44.25,45.040001,44.150002,45.029999,143700,45.029999
"2010-12-17",45,45.139999,44.299999,45.080002,464500,45.080002
"2010-12-20",45.139999,45.25,44.34,44.450001,166100,44.450001
"2010-12-21",44.669998,44.68,43.91,44.150002,139200,44.150002
"2010-12-22",44.259998,44.740002,44.209999,44.57,169300,44.57
"2010-12-23",44.57,44.720001,44.400002,44.470001,54200,44.470001
"2010-12-27",44.400002,44.610001,44.200001,44.490002,116200,44.490002
"2010-12-28",44.5,44.5,44.049999,44.380001,71600,44.380001
"2010-12-29",44.580002,44.669998,44.299999,44.389999,69200,44.389999
"2010-12-30",44.290001,44.59,44.25,44.27,49100,44.27
"2010-12-31",44.240002,44.43,43.900002,43.970001,86800,43.970001
"2011-01-03",44.380001,45.09,44.25,44.869999,128400,44.869999
"2011-01-04",45.060001,45.07,44.040001,44.389999,105100,44.389999
"2011-01-05",44.25,45.080002,44.220001,45,106400,45
"2011-01-06",44.98,44.98,44.490002,44.740002,129700,44.740002
"2011-01-07",44.919998,45.130001,44.25,44.709999,150100,44.709999
"2011-01-10",44.48,44.490002,43.59,43.990002,185900,43.990002
"2011-01-11",44.209999,44.220001,43.560001,43.93,100400,43.93
"2011-01-12",44.490002,45.5,44.490002,45.34,362200,45.34
"2011-01-13",45.41,45.669998,45.23,45.650002,189000,45.650002
"2011-01-14",45.57,46.369999,45.18,46.34,175200,46.34
"2011-01-18",46.169998,47.580002,46.169998,47.310001,214600,47.310001
"2011-01-19",47.200001,47.610001,46.73,46.889999,203500,46.889999
"2011-01-20",46.59,47.080002,46.459999,46.509998,97700,46.509998
"2011-01-21",46.889999,46.889999,46.34,46.459999,175900,46.459999
"2011-01-24",46.34,46.759998,46.34,46.689999,109900,46.689999
"2011-01-25",46.400002,47.049999,46.279999,46.860001,244100,46.860001
"2011-01-26",46.880001,48.080002,46.77,47.610001,229700,47.610001
"2011-01-27",47.43,48.880001,47.209999,48.34,146700,48.34
"2011-01-28",48.240002,48.380001,47.389999,47.43,274400,47.43
"2011-01-31",47.66,47.709999,46.810001,47.310001,215100,47.310001
"2011-02-01",47.580002,48.27,47.040001,48.189999,175200,48.189999
"2011-02-02",47.93,48.560001,47.93,48.27,123200,48.27
"2011-02-03",48.32,48.32,47.490002,48,98400,48
"2011-02-04",47.849998,49.09,47.66,48.849998,195600,48.849998
"2011-02-07",48.810001,49.41,48.759998,49.220001,165300,49.220001
"2011-02-08",49.259998,49.700001,48.919998,49.68,113600,49.68
"2011-02-09",49.400002,49.73,49.029999,49.369999,109200,49.369999
"2011-02-10",48.889999,49.889999,48.889999,49.720001,137700,49.720001
"2011-02-11",49.700001,50.580002,49.700001,50.540001,163600,50.540001
"2011-02-14",50.509998,50.880001,50.48,50.669998,125600,50.669998
"2011-02-15",50.57,50.919998,50.080002,50.380001,162300,50.380001
"2011-02-16",50.59,50.900002,50.400002,50.759998,67500,50.759998
"2011-02-17",50.630001,51.919998,50.549999,51.68,201500,51.68
"2011-02-18",51.98,53.349998,51.709999,52.369999,238800,52.369999
"2011-02-22",51.970001,52.34,51.189999,51.310001,243100,51.310001
"2011-02-23",51.380001,51.810001,50.41,50.48,222400,50.48
"2011-02-24",50.48,51.759998,50.34,51.52,258000,51.52
"2011-02-25",51.84,52.619999,51.84,52.57,163000,52.57
"2011-02-28",52.779999,52.869999,52.290001,52.369999,195200,52.369999
"2011-03-01",52.619999,52.709999,50.889999,50.93,249000,50.93
"2011-03-02",50.880001,51.34,50.34,50.950001,129600,50.950001
"2011-03-03",51.439999,52.959999,51.259998,52.389999,183400,52.389999
"2011-03-04",52.360001,52.360001,50.810001,51.34,155800,51.34
"2011-03-07",51.43,51.509998,50.029999,50.540001,128000,50.540001
"2011-03-08",50.599998,52.419998,50.389999,51.939999,90900,51.939999
"2011-03-09",51.91,52.310001,51.650002,52.150002,74600,52.150002
"2011-03-10",51.400002,51.400002,50.110001,50.360001,138000,50.360001
"2011-03-11",50,50.360001,49.509998,50.150002,270100,50.150002
"2011-03-14",49.580002,50.209999,48.639999,49.77,127800,49.77
"2011-03-15",48.240002,49.740002,48.150002,49.43,148500,49.43
"2011-03-16",49.18,49.490002,48.5,48.790001,143500,48.790001
"2011-03-17",49.689999,49.91,49.060001,49.09,117200,49.09
"2011-03-18",49.529999,50.41,49.529999,50.110001,263400,50.110001
"2011-03-21",50.68,51.689999,50.580002,51.310001,119500,51.310001
"2011-03-22",51.189999,51.439999,50.939999,51.299999,78800,51.299999
"2011-03-23",51.080002,51.27,50.540001,50.93,125600,50.93
"2011-03-24",51.299999,51.490002,50.799999,50.950001,90200,50.950001
"2011-03-25",51.119999,51.5,50.330002,50.889999,159500,50.889999
"2011-03-28",50.900002,51.060001,50.400002,50.57,121800,50.57
"2011-03-29",50.48,50.84,50.330002,50.68,133700,50.68
"2011-03-30",50.959999,51.290001,50.779999,51.150002,111900,51.150002
"2011-03-31",50.970001,51.849998,50.970001,51.709999,77800,51.709999
"2011-04-01",52,52.450001,51.48,51.700001,98600,51.700001
"2011-04-04",51.889999,51.889999,51.400002,51.689999,82200,51.689999
"2011-04-05",51.5,52.189999,51.290001,51.529999,84700,51.529999
"2011-04-06",51.830002,52.09,51.740002,51.860001,62100,51.860001
"2011-04-07",51.970001,52.419998,51.27,51.349998,83600,51.349998
"2011-04-08",51.709999,51.84,50.07,50.240002,96800,50.240002
"2011-04-11",50.200001,50.41,49.849998,49.990002,117900,49.990002
"2011-04-12",49.41,49.830002,49.040001,49.099998,91000,49.099998
"2011-04-13",49.310001,49.310001,47.650002,48.220001,121500,48.220001
"2011-04-14",47.77,48.139999,47.240002,48.119999,107200,48.119999
"2011-04-15",48.009998,48.459999,47.830002,48.099998,163600,48.099998
"2011-04-18",47.200001,47.639999,46.529999,46.82,127800,46.82
"2011-04-19",47.09,47.349998,46.400002,46.66,138600,46.66
"2011-04-20",47.439999,47.990002,47.27,47.740002,182200,47.740002
"2011-04-21",47.75,47.790001,47.369999,47.700001,80000,47.700001
"2011-04-25",47.57,47.720001,47.099998,47.509998,73600,47.509998
"2011-04-26",47.610001,47.869999,47.34,47.470001,146500,47.470001
"2011-04-27",48.389999,50.919998,48.389999,49.509998,373000,49.509998
"2011-04-28",49.5,49.77,49.220001,49.669998,174500,49.669998
"2011-04-29",49.869999,51.139999,49.869999,50.490002,272000,50.490002
"2011-05-02",50.779999,51.02,50.060001,50.279999,208000,50.279999
"2011-05-03",50.099998,50.549999,49.41,50.110001,233000,50.110001
"2011-05-04",50.09,50.200001,48.93,49.110001,123000,49.110001
"2011-05-05",48.880001,49.650002,48.610001,48.869999,150000,48.869999
"2011-05-06",49.470001,49.599998,48.93,48.990002,137600,48.990002
"2011-05-09",48.939999,49.450001,48.669998,49.23,210000,49.23
"2011-05-10",49.259998,50.040001,49.16,49.919998,94000,49.919998
"2011-05-11",49.639999,49.82,49,49.130001,133500,49.130001
"2011-05-12",49,49.950001,48.849998,49.68,71000,49.68
"2011-05-13",49.689999,49.810001,48.639999,49,165500,49
"2011-05-16",48.619999,49.25,48.02,48.799999,282600,48.799999
"2011-05-17",48.369999,48.700001,48.02,48.290001,200500,48.290001
"2011-05-18",48.34,49.049999,48.110001,48.990002,165400,48.990002
"2011-05-19",49.380001,49.439999,48.59,49.150002,133100,49.150002
"2011-05-20",48.950001,49.25,48.610001,48.84,207200,48.84
"2011-05-23",47.959999,48.18,47.68,47.959999,202800,47.959999
"2011-05-24",48.029999,48.040001,47.450001,47.91,222100,47.91
"2011-05-25",47.709999,48.509998,47.529999,48.279999,155000,48.279999
"2011-05-26",48.029999,48.43,47.619999,48.27,112500,48.27
"2011-05-27",48.52,48.66,48.240002,48.52,86500,48.52
"2011-05-31",48.98,49.200001,48.299999,49.099998,293100,49.099998
"2011-06-01",48.889999,48.970001,47.619999,47.619999,333600,47.619999
"2011-06-02",47.689999,47.93,47.360001,47.650002,181600,47.650002
"2011-06-03",46.869999,47.419998,46.740002,46.880001,186100,46.880001
"2011-06-06",46.810001,47.200001,46.630001,46.759998,168000,46.759998
"2011-06-07",47.139999,47.349998,45.66,45.720001,390800,45.720001
"2011-06-08",45.450001,46,44.099998,44.459999,437300,44.459999
"2011-06-09",44.59,44.59,43.93,44.110001,476600,44.110001
"2011-06-10",43.869999,44.73,43.82,44.360001,394700,44.360001
"2011-06-13",44.549999,44.599998,44.040001,44.400002,322500,44.400002
"2011-06-14",45.040001,47.200001,44.82,47.119999,493800,47.119999
"2011-06-15",46.639999,47.32,46.299999,47.009998,334200,47.009998
"2011-06-16",47.049999,47.630001,46.790001,47.25,195400,47.25
"2011-06-17",47.59,48.09,47.07,47.369999,243100,47.369999
"2011-06-20",47.209999,48.029999,47.209999,47.790001,121900,47.790001
"2011-06-21",48.220001,49.040001,48.220001,48.939999,225000,48.939999
"2011-06-22",48.630001,49.389999,48.57,48.639999,135400,48.639999
"2011-06-23",47.939999,48.119999,47.299999,47.959999,222500,47.959999
"2011-06-24",48.009998,48.299999,47.68,47.799999,129800,47.799999
"2011-06-27",47.849998,48.919998,47.68,48.759998,173200,48.759998
"2011-06-28",48.939999,49.34,48.57,49.34,173200,49.34
"2011-06-29",49.549999,50.099998,48.98,49.950001,169100,49.950001
"2011-06-30",50.040001,50.450001,49.799999,50.360001,186100,50.360001
"2011-07-01",50.5,51.189999,50.43,50.970001,112400,50.970001
"2011-07-05",50.889999,50.889999,50.369999,50.740002,127900,50.740002
"2011-07-06",50.57,50.82,50.490002,50.810001,103600,50.810001
"2011-07-07",51.34,51.68,50.810001,51.41,97500,51.41
"2011-07-08",50.73,51,50.459999,50.52,209900,50.52
"2011-07-11",48.630001,50,48.630001,49.389999,224000,49.389999
"2011-07-12",49.509998,49.93,49.209999,49.639999,238200,49.639999
"2011-07-13",50,50.5,49.689999,50.110001,168000,50.110001
"2011-07-14",50.330002,50.330002,48.860001,49.209999,199300,49.209999
"2011-07-15",49.52,49.830002,48.830002,49.450001,232300,49.450001
"2011-07-18",49.380001,49.380001,48.529999,48.720001,204200,48.720001
"2011-07-19",49.09,50.32,49.09,50.18,144900,50.18
"2011-07-20",50.5,51.040001,50.41,50.759998,140700,50.759998
"2011-07-21",51,51.98,50.860001,51.860001,140300,51.860001
"2011-07-22",51.709999,51.91,51.360001,51.880001,154100,51.880001
"2011-07-25",51.27,51.82,51.150002,51.32,99100,51.32
"2011-07-26",51.32,51.419998,50.720001,50.849998,96500,50.849998
"2011-07-27",50.5,50.630001,49.119999,49.32,206400,49.32
"2011-07-28",51.549999,53.810001,50.509998,52.369999,298900,52.369999
"2011-07-29",52,55,51.880001,54.23,349800,54.23
"2011-08-01",54.68,54.759998,52.799999,53.669998,236000,53.669998
"2011-08-02",53.25,54.549999,51.889999,52,269100,52
"2011-08-03",52.080002,53.360001,51.610001,52.990002,215200,52.990002
"2011-08-04",52.139999,52.709999,51.580002,51.700001,373700,51.700001
"2011-08-05",52.189999,53.040001,51.279999,52.02,483000,52.02
"2011-08-08",50.52,52,48.060001,48.080002,439600,48.080002
"2011-08-09",48.720001,50.32,45.959999,50.25,539100,50.25
