"dates","SHW.Open","SHW.High","SHW.Low","SHW.Close","SHW.Volume","SHW.Adjusted"
"2010-12-30",83.839996,84.370003,83.620003,84.059998,335000,75.086205
"2010-12-31",83.910004,84.239998,83.620003,83.75,322100,74.809349
"2011-01-03",83.900002,84.989998,83.860001,84.75,702200,75.702545
"2011-01-04",84.650002,84.650002,83.059998,83.720001,1179200,74.782494
"2011-01-05",83.519997,84.120003,82.370003,82.599998,1501300,73.782074
"2011-01-06",82.779999,83.330002,82.349998,82.860001,689800,74.014313
"2011-01-07",83.269997,83.269997,81.690002,82.669998,1220900,73.844582
"2011-01-10",83.150002,83.480003,82.339996,82.620003,1542100,73.799942
"2011-01-11",82.860001,83.730003,82.720001,83.239998,1087800,74.353752
"2011-01-12",83.620003,83.82,82.940002,83.129997,963600,74.255501
"2011-01-13",83.269997,83.959999,83,83.610001,988800,74.684265
"2011-01-14",83.440002,84.620003,83.389999,84.279999,720100,75.282722
"2011-01-18",84.099998,84.989998,83.989998,84.940002,715500,75.872276
"2011-01-19",85,85,83.080002,83.110001,855900,74.237625
"2011-01-20",82.699997,83,81.739998,81.889999,1209300,73.147873
"2011-01-21",82.269997,82.860001,81.739998,82.290001,760000,73.505157
"2011-01-24",82.309998,84.059998,82.309998,83.300003,1895900,74.407341
"2011-01-25",82.989998,86.150002,82.410004,86.089996,2261900,76.899529
"2011-01-26",86,86.050003,84.809998,84.870003,1446200,75.809761
"2011-01-27",84.720001,86.169998,84.550003,85.699997,819600,76.551132
"2011-01-28",85.589996,86.769997,84.339996,84.459999,901100,75.443512
"2011-01-31",84.610001,85.279999,84.099998,84.730003,851000,75.684685
"2011-02-01",85.080002,85.629997,84.25,84.669998,1008800,75.631104
"2011-02-02",84.650002,85,82.949997,83.830002,1082100,74.880783
"2011-02-03",83.910004,84.470001,83.25,83.940002,571500,74.979012
"2011-02-04",84.209999,84.559998,83.370003,84.110001,509000,75.13089
"2011-02-07",84.129997,84.559998,83.75,83.970001,499200,75.005836
"2011-02-08",83.910004,84.370003,83.809998,84.169998,647900,75.184479
"2011-02-09",84.169998,84.610001,83.769997,84.459999,630600,75.443512
"2011-02-10",84.040001,85.800003,83.739998,85.339996,848500,76.229568
"2011-02-11",85.230003,86.510002,85.080002,85.830002,690600,76.667274
"2011-02-14",85.739998,85.75,84.93,85.279999,534900,76.175949
"2011-02-15",85.150002,85.440002,84.279999,84.550003,622900,75.523911
"2011-02-16",84.720001,85.43,84.260002,84.57,571700,75.541756
"2011-02-17",84.339996,85.269997,84.269997,85.120003,631400,76.033058
"2011-02-18",85.300003,85.419998,84.5,85.029999,726900,75.952675
"2011-02-22",84.760002,85.220001,83.760002,84.050003,946200,75.077263
"2011-02-23",83.82,84.260002,81.730003,82.650002,1280200,74.148735
"2011-02-24",82.660004,82.870003,80.349998,81.120003,1431000,72.776138
"2011-02-25",81.239998,82.150002,81.099998,81.699997,664600,73.296455
"2011-02-28",81.760002,82.209999,80.419998,82.120003,1154100,73.673271
"2011-03-01",82.349998,82.57,80.110001,80.440002,783300,72.166069
"2011-03-02",80.639999,81.160004,79.25,79.82,1054600,71.609818
"2011-03-03",80.120003,81.870003,80.120003,81.75,569600,73.341293
"2011-03-04",81.550003,82.379997,80.139999,80.919998,1112900,72.596687
"2011-03-07",81.260002,81.800003,79.559998,80,681100,71.771317
"2011-03-08",80.220001,82.349998,79.800003,81.389999,1074600,73.018333
"2011-03-09",81.220001,82.300003,80.559998,81.849998,700200,73.431015
"2011-03-10",80.769997,81.940002,80.629997,81.68,941700,73.278503
"2011-03-11",81.309998,83.260002,81.309998,82.760002,802400,74.247437
"2011-03-14",82.279999,83.25,81.089996,81.879997,871800,73.457932
"2011-03-15",80.239998,82.480003,80.239998,82.290001,1182000,73.825775
"2011-03-16",81.919998,82.199997,79.739998,80.660004,1123600,72.363419
"2011-03-17",81.760002,82.129997,80.5,80.75,771700,72.444153
"2011-03-18",81.580002,81.779999,80.849998,80.849998,843200,72.533913
"2011-03-21",81.68,82.879997,81.43,82.190002,835900,73.736069
"2011-03-22",82.080002,82.57,81.610001,82.489998,673900,74.005188
"2011-03-23",82.400002,83.139999,81.669998,83,937300,74.462715
"2011-03-24",83.169998,83.910004,82.650002,83.699997,825300,75.090736
"2011-03-25",84,84.690002,83.760002,83.849998,1177600,75.225304
"2011-03-28",84,84.300003,83.540001,83.669998,606100,75.063812
"2011-03-29",83.660004,84.410004,83.370003,83.870003,644300,75.243233
"2011-03-30",84.360001,84.669998,83.730003,84.190002,1106900,75.530319
"2011-03-31",84.089996,84.449997,83.559998,83.989998,712500,75.350922
"2011-04-01",84.5,86.32,84.349998,85.389999,1636000,76.606895
"2011-04-04",85.379997,86.5,85.150002,85.540001,743800,76.741447
"2011-04-05",85.449997,85.82,85.059998,85.190002,601900,76.427505
"2011-04-06",85.919998,86.050003,85.18,85.5,867000,76.705597
"2011-04-07",85.5,86.269997,85.050003,85.300003,804500,76.526192
"2011-04-08",85.489998,85.589996,84.589996,84.980003,661800,76.23909
"2011-04-11",85.07,85.580002,84.470001,84.660004,647200,75.951996
"2011-04-12",84.110001,84.699997,83.540001,83.879997,584500,75.252213
"2011-04-13",84.150002,84.330002,83.300003,83.900002,548800,75.270187
"2011-04-14",83.690002,84.720001,83.129997,84.300003,490900,75.629021
"2011-04-15",84.449997,86.040001,84.099998,85.699997,1337700,76.88501
"2011-04-18",84.849998,84.959999,83.449997,84.300003,1328900,75.629021
"2011-04-19",84.279999,85.540001,83.989998,85.059998,1210400,76.31086
"2011-04-20",85.599998,86.220001,85.18,85.800003,1348100,76.974747
"2011-04-21",84.099998,84.25,82.370003,83.690002,2471400,75.081772
"2011-04-25",83.550003,83.93,82.589996,83.18,1010400,74.624222
"2011-04-26",83.690002,83.690002,82.510002,82.660004,1001900,74.1577
"2011-04-27",82.629997,82.709999,81.470001,82.07,1755900,73.628418
"2011-04-28",81.879997,82.830002,81.449997,82.730003,1234400,74.220497
"2011-04-29",82.790001,83.110001,81.970001,82.290001,846000,73.825775
"2011-05-02",82.68,83.32,82.519997,82.970001,823100,74.435822
"2011-05-03",82.779999,83.25,82.370003,83.239998,645800,74.67804
"2011-05-04",83.489998,83.940002,82.68,83.330002,1384400,74.758781
"2011-05-05",82.699997,84.220001,82.699997,83.529999,1005600,74.938225
"2011-05-06",84.360001,84.82,83.480003,84.019997,1407000,75.377815
"2011-05-09",83.970001,84.489998,83.489998,84.089996,580200,75.440628
"2011-05-10",84.32,85.910004,84.150002,85.580002,980400,76.777382
"2011-05-11",85.440002,85.589996,84.080002,84.769997,666000,76.050682
"2011-05-12",84.709999,86.32,84.139999,86.120003,1081700,77.261826
"2011-05-13",86.099998,86.419998,85.5,86.199997,1002900,77.333595
"2011-05-16",85.629997,86.459999,85.150002,85.889999,783100,77.055489
"2011-05-17",85.690002,86.32,85.279999,85.599998,1045000,76.795319
"2011-05-18",85.230003,86.160004,84.910004,86.040001,647300,77.520592
"2011-05-19",86.199997,86.839996,85.760002,86.510002,574600,77.944069
"2011-05-20",86.720001,86.720001,85.650002,85.790001,704000,77.295341
"2011-05-23",84.809998,85.610001,84.540001,85.32,659300,76.87188
"2011-05-24",85.400002,85.550003,83.419998,83.68,1240600,75.394279
"2011-05-25",83.489998,84.019997,83.169998,83.959999,1014300,75.646568
"2011-05-26",83.540001,84.309998,83.300003,83.980003,887400,75.664558
"2011-05-27",84.199997,86.290001,84.099998,85.75,1001100,77.2593
"2011-05-31",86.220001,87.870003,86.150002,87.839996,2690700,79.142349
"2011-06-01",87.730003,87.800003,86.059998,86.059998,1053000,77.538612
"2011-06-02",86.110001,86.309998,84.800003,85.360001,934000,76.907921
"2011-06-03",84.610001,84.68,83.690002,83.970001,753500,75.655571
"2011-06-06",83.800003,84.300003,82.550003,82.739998,1008800,74.547333
"2011-06-07",83.540001,83.860001,82.870003,83.129997,764000,74.898735
"2011-06-08",82.900002,82.900002,81.870003,82.07,778500,73.94371
"2011-06-09",82.07,82.790001,81.68,82.269997,1014500,74.123909
"2011-06-10",82.040001,82.400002,81.230003,81.57,913700,73.49321
"2011-06-13",81.540001,82.169998,80.809998,81.379997,785000,73.321999
"2011-06-14",81.790001,82.839996,81.790001,82.599998,661600,74.421196
"2011-06-15",81.870003,82.089996,80.699997,81.32,1197400,73.267944
"2011-06-16",81.470001,82.150002,80.699997,82.010002,1237100,73.889641
"2011-06-17",82.639999,83.93,82.269997,82.5,956100,74.331123
"2011-06-20",82.389999,83.239998,82.330002,82.900002,749000,74.691528
"2011-06-21",83.480003,83.5,82.980003,83.370003,624800,75.114944
"2011-06-22",83.269997,83.550003,82.849998,83,928900,74.781586
"2011-06-23",82.519997,84.870003,82.029999,84.75,1483500,76.358322
"2011-06-24",84.589996,84.769997,83.660004,84.129997,1277600,75.799713
"2011-06-27",83.169998,83.400002,81.830002,82.879997,1751600,74.673492
"2011-06-28",83,83.669998,82.760002,83.510002,1187900,75.241104
"2011-06-29",83.660004,83.660004,82.449997,82.660004,1485000,74.475266
"2011-06-30",82.949997,84,82.699997,83.870003,1338900,75.565445
"2011-07-01",84.110001,85.900002,83.900002,85.690002,925600,77.205246
"2011-07-05",85.5,85.5,84.400002,84.809998,849600,76.412376
"2011-07-06",84.800003,85.660004,84.510002,85.330002,716400,76.880913
"2011-07-07",85.980003,86.5,85.839996,85.959999,1081100,77.448502
"2011-07-08",84.800003,85.110001,84.440002,85.089996,1101600,76.66468
"2011-07-11",84.32,84.57,83.779999,84.209999,895200,75.871803
"2011-07-12",83.989998,84.43,83.610001,83.760002,967300,75.466354
"2011-07-13",83.910004,84.629997,83.5,83.629997,663900,75.349213
"2011-07-14",84,84.690002,83.059998,83.120003,914100,74.889709
"2011-07-15",83.400002,83.400002,82.559998,83.199997,930000,74.9618
"2011-07-18",83.190002,84.110001,82.989998,83.410004,1661500,75.151016
