"dates","CME.Open","CME.High","CME.Low","CME.Close","CME.Volume","CME.Adjusted"
"2010-07-27",57.040001,57.299999,56.616001,56.771999,1926500,36.78553
"2010-07-28",57.153999,57.580002,56.700001,56.702,2526500,36.740177
"2010-07-29",57.585999,57.944,56.801998,57.166,2757500,37.040821
"2010-07-30",56.546001,57.063999,55.172001,55.759998,2568000,36.129799
"2010-08-02",56.394001,57.327999,56.264,57.226002,2002000,37.079712
"2010-08-03",57.405998,57.405998,55.734001,55.914001,2296000,36.229591
"2010-08-04",56,56.529999,55.363998,55.632,2306500,36.046856
"2010-08-05",55.358002,55.584,54.830002,54.970001,2143000,35.617924
"2010-08-06",54.596001,55.166,53.537998,54.292,3255500,35.178612
"2010-08-09",54.521999,54.549999,53.737999,54.394001,2389500,35.244709
"2010-08-10",53.995998,54.139999,52.743999,52.782001,3757000,34.200199
"2010-08-11",51.807999,51.995998,50.161999,50.424,6281000,32.672329
"2010-08-12",49.574001,50.195999,48.826,49.877998,5732500,32.31855
"2010-08-13",49.59,50.285999,48.950001,48.964001,3036000,31.726313
"2010-08-16",48.77,49.848,48.458,49.298,3287000,31.942738
"2010-08-17",49.403999,50.178001,49.112,49.566002,2643000,32.116402
"2010-08-18",49.618,49.950001,48.863998,49.164001,2803000,31.855915
"2010-08-19",49,49.245998,48,48.152,3562000,31.200184
"2010-08-20",48.153999,48.195999,47.316002,47.537998,4113500,30.802347
"2010-08-23",47.776001,47.986,47.287998,47.57,3528000,30.823061
"2010-08-24",47.099998,48.035999,46.900002,47.754002,4220000,30.942297
"2010-08-25",47.341999,49.264,47.223999,49.178001,4870500,31.86499
"2010-08-26",49.546001,50.566002,49.318001,50.183998,5673000,32.516823
"2010-08-27",50.264,51.372002,50.026001,51.348,4906000,33.271042
"2010-08-30",51.02,51.557999,49.73,49.799999,3203500,32.268009
"2010-08-31",49.414001,49.792,49.16,49.632,2802500,32.159145
"2010-09-01",50.528,51.273998,50.034,51.256001,3077000,33.211426
"2010-09-02",51.338001,52.647999,51.068001,52.490002,3165000,34.010998
"2010-09-03",53.175999,53.599998,52.568001,53.021999,2794000,34.355713
"2010-09-07",52.799999,53.080002,51.582001,51.688,2322000,33.491348
"2010-09-08",51.612,52.661999,51.610001,52.139999,2263000,33.935219
"2010-09-09",52.956001,53.062,51.944,52.470001,1885500,34.150002
"2010-09-10",52.405998,53.116001,52.382,52.98,1806500,34.481926
"2010-09-13",53.706001,54.41,53.431999,54.206001,2819500,35.279869
"2010-09-14",53.818001,54.175999,53.655998,53.863998,1371500,35.057281
"2010-09-15",53.5,54.419998,53.209999,54.298,1855500,35.339741
"2010-09-16",54.200001,54.445999,53.290001,53.612,1758500,34.893272
"2010-09-17",53.84,54.099998,52.464001,52.773998,4782500,34.347851
"2010-09-20",52.866001,54.995998,52.694,54.383999,4332500,35.395714
"2010-09-21",54.5,54.546001,53.251999,53.787998,2442500,35.00782
"2010-09-22",53.756001,54.234001,53.259998,53.268002,2072500,34.669373
"2010-09-23",52.967999,53.048,52.127998,52.203999,2485000,33.976868
"2010-09-24",52.848,54.195999,52.702,53.925999,3140000,35.09763
"2010-09-27",53.764,53.953999,53.16,53.231998,2594500,34.645947
"2010-09-28",53.582001,53.582001,52.59,52.903999,2866500,34.432472
"2010-09-29",52.731998,53,51.84,51.91,3353000,33.785519
"2010-09-30",52.25,52.84,52.035999,52.09,3334500,33.902683
"2010-10-01",52.200001,52.397999,51.306,52.001999,2119500,33.845398
"2010-10-04",51.917999,52.666,51.599998,51.98,2081000,33.831093
"2010-10-05",52.473999,53.944,51.644001,53.526001,3525500,34.837299
"2010-10-06",53.737999,54.18,53.07,53.448002,1941500,34.786526
"2010-10-07",53.59,53.976002,52.647999,52.773998,1971000,34.347851
"2010-10-08",52.714001,52.714001,52.099998,52.476002,2246500,34.153896
"2010-10-11",52.476002,52.476002,51.740002,51.914001,2111000,33.788124
"2010-10-12",51.900002,52.973999,51.124001,52.834,5570500,34.386909
"2010-10-13",53.015999,53.240002,51.966,52.754002,3819000,34.334843
"2010-10-14",52.655998,53.099998,52.200001,52.986,2594000,34.485847
"2010-10-15",53.166,53.900002,52.568001,53.501999,3206000,34.821674
"2010-10-18",54.183998,56.574001,54.009998,56.174,5434500,36.560741
"2010-10-19",55.59,56.444,55.119999,56.153999,4679500,36.547707
"2010-10-20",55.905998,57,55.632,56.155998,4441500,36.549026
"2010-10-21",56.700001,57.236,55.952,56.450001,3123500,36.740391
"2010-10-22",56.380001,56.939999,56.105999,56.737999,1829000,36.927822
"2010-10-25",57.074001,57.16,56.146,56.596001,3068000,36.8354
"2010-10-26",56.264,56.630001,55.972,56.105999,3556500,36.516483
"2010-10-27",55.785999,56.612,55.625999,56.490002,4795500,36.766411
"2010-10-28",56.849998,57.916,56.240002,57.880001,4670500,37.671085
"2010-10-29",57.576,58.431999,57.299999,57.93,3768000,37.70364
"2010-11-01",58.181999,58.209999,56.905998,57.400002,2371000,37.358692
"2010-11-02",57.523998,58.144001,57.523998,57.790001,2012500,37.612507
"2010-11-03",57.874001,58.287998,56.998001,57.917999,1421500,37.69582
"2010-11-04",58.400002,59.424,58.040001,59.424,3151500,38.676006
"2010-11-05",59.237999,59.897999,58.543999,59.006001,2538500,38.403946
"2010-11-08",58.737999,59.273998,58.537998,59.164001,2131500,38.506779
"2010-11-09",59.299999,59.400002,58.273998,58.638,2337500,38.164433
"2010-11-10",58.709999,59.004002,57.737999,58.938,1788500,38.359688
"2010-11-11",58.720001,59.400002,58.147999,58.633999,2073500,38.161831
"2010-11-12",58.296001,58.518002,57.472,57.844002,1983000,37.647659
"2010-11-15",57.972,58.599998,57.897999,57.91,2050000,37.69062
"2010-11-16",57.709999,58.377998,57.108002,57.330002,2432500,37.313129
"2010-11-17",57.240002,58.374001,56.424,58.240002,3000500,37.905399
"2010-11-18",58.773998,59.726002,58.528,58.950001,2700500,38.367496
"2010-11-19",58.869999,59.228001,58.486,59.094002,2256500,38.461224
"2010-11-22",58.897999,59.046001,57.077999,57.562,2817500,37.464111
"2010-11-23",57.028,57.374001,55.953999,56.248001,3242500,36.608906
"2010-11-24",57.007999,57.950001,56.632,57.877998,2330500,37.669773
"2010-11-26",57.360001,58.397999,57.023998,57.966,940000,37.727058
"2010-11-29",57.478001,57.596001,56.316002,57.18,2193500,37.215488
"2010-11-30",56.535999,57.700001,56.402,57.612,2666500,37.496647
"2010-12-01",58.582001,60.243999,58.442001,60.007999,5774500,39.056091
"2010-12-02",60.556,62.987999,60.402,62.5,5938000,40.678017
"2010-12-03",62.397999,62.566002,61.644001,62.203999,2390000,40.485352
"2010-12-06",62.296001,63.264,61.785999,62.566002,3001500,40.720963
"2010-12-07",63.194,63.473999,62.554001,62.796001,2639000,40.870663
"2010-12-08",62.709999,64.568001,62.604,64.244003,3833500,41.966797
"2010-12-09",64.599998,65.314003,63.936001,64.356003,2687500,42.039963
"2010-12-10",64.652,64.865997,63.188,64.330002,1932500,42.02298
"2010-12-13",64.370003,65.599998,64.272003,64.543999,1898000,42.162769
"2010-12-14",64.557999,65.120003,64.199997,64.650002,1635000,42.232018
"2010-12-15",64.585999,64.986,63.68,63.68,2124000,41.598366
"2010-12-16",63.68,64.421997,63.248001,64.421997,1998000,42.083076
"2010-12-17",64.178001,64.372002,63.655998,63.852001,3703000,41.710712
"2010-12-20",64.031998,64.556,64,64.325996,2100500,42.020348
"2010-12-21",64.382004,65.389999,64.239998,65.216003,1528500,42.601749
"2010-12-22",65.054001,65.400002,64.708,65.400002,1736500,42.721958
"2010-12-23",65.199997,65.398003,64.748001,64.851997,967500,42.363964
"2010-12-27",64.702003,65.258003,64.650002,65.241997,1211000,42.618729
"2010-12-28",65.232002,65.596001,64.428001,64.844002,1448500,42.358757
"2010-12-29",64.818001,65.136002,64.321999,64.928001,1001500,42.413612
"2010-12-30",64.736,65.188004,64.213997,64.412003,1042000,42.076546
"2010-12-31",64.241997,64.671997,63.84,64.349998,1166000,42.036049
"2011-01-03",64.599998,64.685997,63.048,63.287998,3688500,41.3423
"2011-01-04",63.195999,63.655998,63.001999,63.397999,2728000,41.414154
"2011-01-05",62.806,63.442001,62.068001,62.271999,3481000,40.678608
"2011-01-06",62.400002,63.316002,61.348,62.728001,2921000,40.976471
"2011-01-07",62.43,62.444,60.830002,61.532001,3064000,40.195202
"2011-01-10",62.203999,63.674,62.077999,62.973999,3829500,41.137188
"2011-01-11",63.001999,63.5,61.812,62.167999,2076000,40.61068
"2011-01-12",62.636002,63.166,62.264,62.986,1812000,41.14502
"2011-01-13",63.07,63.07,62.037998,62.720001,1809000,40.971256
"2011-01-14",62.722,63.543999,62.602001,63.391998,2181500,41.410217
"2011-01-18",63.433998,63.580002,62.647999,62.799999,1657000,41.023533
"2011-01-19",62.653999,62.799999,61.066002,61.251999,2196000,40.012302
"2011-01-20",61.368,62.428001,61.068001,61.841999,1469000,40.397717
"2011-01-21",62.262001,62.868,61.653999,61.973999,1768000,40.483932
"2011-01-24",61.799999,62.198002,61.576,61.91,1429500,40.442127
"2011-01-25",61.608002,61.891998,60.243999,61.380001,3160500,40.095901
"2011-01-26",61.439999,61.745998,60.900002,61.116001,2266000,39.923454
"2011-01-27",61.181999,62.200001,61.144001,61.976002,2193000,40.485249
"2011-01-28",61.939999,62.5,60.700001,60.978001,2104000,39.833305
"2011-01-31",60.978001,62.293999,60.953999,61.712002,1928000,40.312794
"2011-02-01",61.950001,63.473999,61.868,63.186001,2718500,41.275665
"2011-02-02",63.001999,63.453999,62.68,63.028,2704000,41.172455
"2011-02-03",60.75,61.368,59.472,60.172001,7762500,39.306808
"2011-02-04",60.172001,61.566002,60.099998,60.835999,4666000,39.740555
"2011-02-07",61.212002,61.231998,60.299999,60.736,2448500,39.675228
"2011-02-08",60.762001,60.919998,59.931999,60.208,2919000,39.330311
"2011-02-09",60.5,61.933998,59.944,60.501999,4188500,39.522362
"2011-02-10",60.436001,61.661999,60.397999,61.543999,2743000,40.203041
"2011-02-11",61.327999,62.293999,61.226002,61.751999,2948500,40.338917
"2011-02-14",61.655998,62.299999,60.394001,60.514,4427000,39.530216
"2011-02-15",60.467999,60.784,58.099998,58.265999,13078500,38.061722
"2011-02-16",58.675999,59.467999,58.436001,58.736,5250500,38.36874
"2011-02-17",58.563999,60.792,58.563999,60.52,5675500,39.534126
"2011-02-18",60.618,61.369999,60.108002,60.568001,3426500,39.565475
"2011-02-22",60.144001,61.09,59.521999,60.015999,3486000,39.204891
"2011-02-23",60,60.877998,59.402,60.279999,3110500,39.377361
"2011-02-24",60.243999,61.240002,59.981998,60.911999,2343500,39.790199
"2011-02-25",61.074001,62.882,60.922001,62.709999,3366000,40.964722
"2011-02-28",62.948002,63.335999,62.236,62.256001,3191000,40.668156
"2011-03-01",62.292,62.417999,60.734001,61.299999,3048500,40.043655
"2011-03-02",61.028,61.779999,60.776001,60.807999,2202000,39.722267
"2011-03-03",61.377998,62.310001,61.202,61.627998,2350000,40.257919
"2011-03-04",61.674,62.076,60.400002,60.959999,1885500,39.821541
"2011-03-07",61.307999,62.085999,60.608002,60.773998,3256000,39.70005
"2011-03-08",60.970001,61.09,60.332001,60.702,2023000,39.836548
"2011-03-09",60.698002,60.844002,59.532001,59.972,3311500,39.357471
"2011-03-10",59.408001,60.029999,59.147999,59.188,3908500,38.842976
"2011-03-11",59.119999,59.512001,58.506001,59.113998,2799500,38.794411
"2011-03-14",58.812,59.348,57.810001,58.268002,3567500,38.239197
"2011-03-15",57.27,57.986,56.720001,57.18,4053000,37.525185
"2011-03-16",57.02,57.481998,55.916,56.057999,3511000,36.788857
"2011-03-17",56.888,57.759998,56.723999,57.438,3642500,37.694508
"2011-03-18",57.883999,58.236,56.835999,57.158001,3626500,37.510765
"2011-03-21",57.529999,58,56.917999,57.990002,3054500,38.056782
"2011-03-22",57.801998,58.400002,57.751999,58.183998,2161500,38.184082
"2011-03-23",57.773998,60.183998,57.773998,59.765999,3399000,39.222294
"2011-03-24",60.099998,60.175999,59.063999,59.661999,1809500,39.154045
"2011-03-25",59.661999,59.751999,58.835999,59.172001,1720500,38.832474
"2011-03-28",59.082001,59.636002,58.914001,59.099998,2141500,38.785225
"2011-03-29",59.32,59.604,58.82,59.604,1547000,39.115974
"2011-03-30",59.900002,60.773998,59.644001,60.650002,2357000,39.802448
"2011-03-31",60.445999,60.599998,59.765999,60.310001,2257000,39.5793
"2011-04-01",60.688,61.535999,60.226002,60.854,3026000,39.936295
"2011-04-04",61.155998,61.436001,60.93,61.021999,1472500,40.046551
"2011-04-05",60.962002,61.382,60.900002,60.973999,1480500,40.015053
"2011-04-06",61.200001,62.099998,61.02,61.720001,2671500,40.504631
"2011-04-07",61.546001,61.998001,60.900002,61.186001,1501000,40.154194
"2011-04-08",61.464001,61.599998,60.835999,61.071999,1421500,40.079376
"2011-04-11",61.032001,61.388,60.59,60.799999,1640000,39.900864
"2011-04-12",60.598,60.908001,60.099998,60.334,1365500,39.595055
"2011-04-13",60.556,61.181999,60.223999,60.925999,1378500,39.983559
"2011-04-14",60.773998,61.358002,60.330002,61.105999,1577000,40.101685
"2011-04-15",61.397999,61.894001,60.863998,61.360001,1501000,40.268379
"2011-04-18",60.688,61.209999,60.568001,60.779999,1696000,39.887741
"2011-04-19",61.068001,61.189999,60.326,60.400002,1819000,39.638371
"2011-04-20",61.146,62,60.700001,61.992001,1803500,40.683132
"2011-04-21",62.09,62.599998,61.757999,61.948002,1042500,40.654259
"2011-04-25",61.821999,62.382,61.316002,61.450001,1349500,40.327431
"2011-04-26",61.863998,62.16,61.383999,62.146,1465500,40.784206
"2011-04-27",62.186001,62.234001,60.826,61.978001,2266000,40.673946
"2011-04-28",61.801998,61.801998,60.509998,60.810001,2608000,39.907429
"2011-04-29",60.694,60.694,58.981998,59.153999,3400000,38.820663
"2011-05-02",59.580002,59.790001,59.099998,59.428001,2054000,39.000484
"2011-05-03",59.268002,59.599998,57.875999,58.344002,2378500,38.289078
"2011-05-04",58.217999,58.341999,57.144001,57.445999,2503500,37.69976
"2011-05-05",57.237999,57.515999,56.863998,57.206001,2121500,37.542244
"2011-05-06",57.762001,58.917999,57.762001,58.318001,3952500,38.272003
"2011-05-09",58.546001,59.458,57.928001,59.001999,1895500,38.720905
"2011-05-10",59.298,59.762001,58.804001,59.757999,1654000,39.217049
"2011-05-11",59.874001,60.183998,59.110001,59.408001,2746000,38.98735
"2011-05-12",59.200001,59.633999,58.568001,59.528,1905000,39.066105
"2011-05-13",59.528,59.698002,58.188,58.872002,2537000,38.63559
"2011-05-16",58.768002,60.222,58.605999,59.686001,2808500,39.169796
"2011-05-17",59.375999,59.91,58.616001,59.048,1624000,38.751099
"2011-05-18",59.125999,59.563999,58.897999,59.448002,1507500,39.013603
"2011-05-19",59.566002,59.900002,59.200001,59.883999,1682500,39.299728
"2011-05-20",59.743999,59.993999,59.422001,59.669998,1734500,39.159298
"2011-05-23",58.976002,59.234001,58.647999,59.068001,1812000,38.764221
"2011-05-24",59.169998,59.209999,57.905998,58.018002,3440500,38.075146
"2011-05-25",57.849998,58.486,57.152,57.257999,3183000,37.576374
"2011-05-26",57.192001,57.599998,56.588001,56.821999,2852000,37.290249
"2011-05-27",57.130001,57.189999,56.560001,56.630001,2728000,37.164253
"2011-05-31",57.273998,57.532001,56.639999,57.152,3213500,37.506813
"2011-06-01",56.868,57.040001,55.515999,55.574001,2606500,36.471237
"2011-06-02",55.796001,56.278,55.453999,55.706001,2684000,36.557861
"2011-06-03",54.976002,55.257999,54.394001,54.414001,2356500,35.709969
"2011-06-06",54.172001,54.442001,53.144001,53.228001,3457500,34.931633
"2011-06-07",53.667999,54.098,53.153999,53.195999,2081500,34.910633
"2011-06-08",53.099998,53.658001,52.220001,52.448002,2854000,34.419765
"2011-06-09",52.740002,53.518002,52.416,53.25,2237000,34.946075
"2011-06-10",54.222,54.34,53.400002,53.653999,2562500,35.211208
"2011-06-13",54.02,54.669998,53.68,54.403999,2678500,35.703415
"2011-06-14",54.939999,55.375999,54.585999,54.956001,2221500,36.065655
"2011-06-15",54.259998,54.900002,53.976002,54.231998,2369500,35.590523
"2011-06-16",54.127998,55.278,54,55.004002,2663500,36.284504
"2011-06-17",55.5,55.751999,55.034,55.576,3088500,36.661835
"2011-06-20",55.299999,55.900002,54.310001,55.784,1679500,36.799046
"2011-06-21",55.959999,56.745998,55.599998,56.562,1963500,37.312271
"2011-06-22",56.452,57,56.032001,56.265999,1993000,37.116997
"2011-06-23",55.751999,56.18,54.91,55.874001,2399500,36.85841
"2011-06-24",55.816002,56.130001,55.169998,56.042,1775000,36.969227
"2011-06-27",56.049999,56.728001,55.563999,56.202,1504500,37.074783
"2011-06-28",56.293999,57.029999,55.944,56.796001,1260500,37.466633
"2011-06-29",56.866001,57.647999,56.560001,57.604,1620000,37.999645
"2011-06-30",57.602001,58.625999,57.375999,58.318001,2204500,38.47065
"2011-07-01",58.009998,59.456001,58.004002,59.344002,1638000,39.147461
"2011-07-05",59.029999,59.596001,58.436001,59.34,1632000,39.144817
"2011-07-06",59.23,59.459999,59.001999,59.27,987500,39.098644
"2011-07-07",59.627998,60,59.383999,59.798,1458500,39.446953
"2011-07-08",59.110001,59.228001,58.467999,58.900002,1997000,38.85458
"2011-07-11",58.226002,58.57,57.202,57.438,2028000,37.890121
"2011-07-12",57.639999,58.534,57.262001,57.818001,1832000,38.140812
"2011-07-13",58.026001,58.674,57.768002,57.897999,1049500,38.193584
"2011-07-14",58.152,58.152,57.5,57.858002,1532500,38.167198
"2011-07-15",58.088001,58.625999,57.495998,58.490002,2213500,38.584106
