"dates","ALK.Open","ALK.High","ALK.Low","ALK.Close","ALK.Volume","ALK.Adjusted"
"2010-10-29",13.1475,13.25,13.0175,13.2,912800,11.870247
"2010-11-01",13.1975,13.215,13.01,13.11,1336800,11.789317
"2010-11-02",13.2175,13.345,13.135,13.3125,1144000,11.971417
"2010-11-03",13.325,13.5675,13.2225,13.51,1069600,12.149021
"2010-11-04",13.69,13.855,13.5775,13.8125,1852000,12.421047
"2010-11-05",13.8,14.12,13.8,13.97,1722800,12.562681
"2010-11-08",13.8825,13.925,13.675,13.775,1248400,12.387325
"2010-11-09",13.775,13.84,13.34,13.385,1208800,12.036614
"2010-11-10",13.385,13.5425,13.26,13.52,1199200,12.158012
"2010-11-11",13.5,13.75,13.3125,13.425,1162400,12.072585
"2010-11-12",13.32,13.695,13.3175,13.47,1358400,12.11305
"2010-11-15",13.59,13.62,13.38,13.5125,832400,12.151268
"2010-11-16",13.4075,13.585,13.32,13.5425,1828000,12.178247
"2010-11-17",13.5775,13.6675,13.165,13.225,1340800,11.89273
"2010-11-18",13.2725,13.6275,13.2725,13.535,1512000,12.171502
"2010-11-19",13.5125,13.8525,13.4475,13.7575,1362800,12.371589
"2010-11-22",13.7275,13.9,13.6425,13.8625,1116400,12.466008
"2010-11-23",13.7375,13.775,13.56,13.6575,1037200,12.281659
"2010-11-24",13.6875,14,13.585,14,1357600,12.589658
"2010-11-26",13.915,14,13.85,13.98,727200,12.571675
"2010-11-29",13.88,14.04,13.665,13.875,970800,12.477251
"2010-11-30",13.7175,13.835,13.6375,13.75,998800,12.364842
"2010-12-01",13.95,14,13.755,13.865,1273600,12.468259
"2010-12-02",13.8325,13.8925,13.675,13.83,823200,12.436784
"2010-12-03",14,14,13.8675,13.9725,1138800,12.564928
"2010-12-06",13.9625,14.0875,13.8825,14.01,986000,12.598649
"2010-12-07",14.165,14.23,13.9225,14.05,1087600,12.634622
"2010-12-08",14.07,14.07,13.8125,14.0075,800800,12.596404
"2010-12-09",14.105,14.1575,13.975,14.0925,1170000,12.672839
"2010-12-10",14.1375,14.25,13.97,14.2375,1433200,12.803231
"2010-12-13",14.2775,14.3575,14.0575,14.1225,1080400,12.699821
"2010-12-14",14.1225,14.295,14.0375,14.085,1175600,12.666098
"2010-12-15",14.115,14.2575,14,14.1475,1798400,12.722301
"2010-12-16",14.1475,14.2,13.9675,14.13,1432800,12.706561
"2010-12-17",14.1225,14.415,14.01,14.3725,3106400,12.924632
"2010-12-20",14.3725,14.4725,14.2525,14.4175,1622400,12.965099
"2010-12-21",14.475,14.7925,14.4125,14.765,1184400,13.277594
"2010-12-22",14.825,14.8975,14.525,14.575,899600,13.106737
"2010-12-23",14.5775,14.65,14.325,14.35,569200,12.904401
"2010-12-27",14.295,14.3275,13.9325,14.1375,920000,12.713308
"2010-12-28",14.175,14.3,14.0875,14.26,857600,12.823465
"2010-12-29",14.31,14.5925,14.2175,14.3575,1160400,12.911143
"2010-12-30",14.3475,14.465,14.3425,14.3725,638800,12.924632
"2010-12-31",14.37,14.475,14.1725,14.1725,751200,12.744782
"2011-01-03",14.375,14.565,14.335,14.47,924000,13.012313
"2011-01-04",14.5775,14.5925,14.1325,14.3525,941200,12.906649
"2011-01-05",14.29,14.9625,14.28,14.7775,2032000,13.288832
"2011-01-06",14.8225,14.94,14.69,14.925,1522400,13.421475
"2011-01-07",15,15.7775,14.945,15.68,2897600,14.100419
"2011-01-10",15.6725,15.9075,15.505,15.7375,2208800,14.152124
"2011-01-11",15.775,15.7875,15.37,15.5525,1101200,13.985762
"2011-01-12",15.6625,15.84,15.63,15.7775,1136800,14.188095
"2011-01-13",15.78,15.9975,15.7125,15.92,769600,14.316241
"2011-01-14",15.835,16.084999,15.7375,16.025,852000,14.410661
"2011-01-18",15.9875,16,15.56,15.7425,1431600,14.156622
"2011-01-19",15.87,16.059999,15.63,15.67,1392800,14.091425
"2011-01-20",15.6375,15.73,15.135,15.3125,1963600,13.769938
"2011-01-21",15.36,15.425,14.94,14.9775,2075600,13.468686
"2011-01-24",14.97,15.29,14.875,15.19,2092800,13.659781
"2011-01-25",15.3725,15.5825,14.755,15.2825,2937200,13.742964
"2011-01-26",15.315,15.35,14.8875,15.265,2970000,13.727223
"2011-01-27",15.15,15.7875,15.15,15.71,1765600,14.127397
"2011-01-28",15.675,15.69,14.8675,14.93,1784400,13.42597
"2011-01-31",14.9525,15.1775,14.8025,14.81,1425600,13.318058
"2011-02-01",14.965,15.635,14.965,15.5625,2141200,13.994753
"2011-02-02",15.385,15.4225,14.9725,15,2047600,13.488921
"2011-02-03",15.08,15.1575,14.7775,14.9125,2355600,13.410235
"2011-02-04",14.9125,15.49,14.9125,15.3525,2311600,13.805909
"2011-02-07",15.4125,15.67,15.2975,15.325,990000,13.781178
"2011-02-08",15.28,15.6525,15.28,15.485,983200,13.92506
"2011-02-09",15.285,15.6025,15.265,15.5925,1206800,14.021731
"2011-02-10",15.4925,15.74,15.45,15.62,1436800,14.046463
"2011-02-11",15.5025,16.09,15.42,15.975,1412400,14.365701
"2011-02-14",15.935,16.200001,15.8025,16.127501,1502800,14.502838
"2011-02-15",16.01,16.120001,16,16.120001,1150400,14.496094
"2011-02-16",16.17,16.25,15.965,16.084999,996000,14.46462
"2011-02-17",16.049999,16.2425,16.049999,16.182501,635200,14.552294
"2011-02-18",16.227501,16.245001,15.9825,16.0075,1239200,14.394926
"2011-02-22",15.6875,15.6875,14.875,15,3133200,13.488921
"2011-02-23",15.005,15.0075,14.2075,14.3325,3493200,12.888665
"2011-02-24",14.37,14.6525,14.07,14.54,2801600,13.075258
"2011-02-25",14.605,14.8125,14.5025,14.805,1234800,13.313564
"2011-02-28",14.985,15.0425,14.6325,14.8625,1880800,13.365274
"2011-03-01",14.8875,14.9025,14.0675,14.2325,2018800,12.798738
"2011-03-02",14.2475,14.44,14.0375,14.1325,1754800,12.708812
"2011-03-03",14.3375,14.8,14.3025,14.7,2019200,13.219144
"2011-03-04",14.76,14.76,14.44,14.635,1126000,13.16069
"2011-03-07",14.5225,14.74,14.1875,14.43,1559600,12.976342
"2011-03-08",14.47,15.29,14.425,15.18,2190800,13.650788
"2011-03-09",15.1925,15.1925,14.905,15.035,1436800,13.520396
"2011-03-10",14.92,15.2375,14.6475,15.0875,2065600,13.567605
"2011-03-11",14.6575,15.385,14.6575,15.175,1666000,13.646291
"2011-03-14",14.99,15.1225,14.735,14.94,1122000,13.434963
"2011-03-15",14.39,14.915,14.3575,14.775,1367200,13.286586
"2011-03-16",14.645,14.97,14.455,14.535,2018000,13.070763
"2011-03-17",14.8,14.8575,14.3325,14.3475,1323600,12.902152
"2011-03-18",14.5525,15.2225,14.5425,15.0075,2250800,13.495666
"2011-03-21",15.1,15.4025,14.9875,15.305,1210800,13.763195
"2011-03-22",15.3425,15.4525,14.9725,15.02,1185600,13.506906
"2011-03-23",14.9675,15.275,14.7825,15.175,865200,13.646291
"2011-03-24",15.2375,15.3025,15.0725,15.215,744000,13.682262
"2011-03-25",15.3075,15.665,15.195,15.4125,956800,13.859865
"2011-03-28",15.485,15.5425,15.38,15.42,1053600,13.866611
"2011-03-29",15.425,15.72,15.39,15.69,1131600,14.109407
"2011-03-30",15.72,15.995,15.71,15.9125,621200,14.309494
"2011-03-31",15.945,16,15.775,15.855,1012400,14.257789
"2011-04-01",15.995,16.022499,15.625,15.6775,1212800,14.09817
"2011-04-04",15.6775,15.7475,15.5,15.635,951600,14.059952
"2011-04-05",15.65,15.8125,15.555,15.6525,797600,14.075688
"2011-04-06",15.8,15.885,15.4875,15.8175,894000,14.224068
"2011-04-07",15.8725,15.9125,15.57,15.7325,798800,14.147629
"2011-04-08",15.7825,15.795,14.9975,15.03,1710800,13.515894
"2011-04-11",15.05,15.1575,14.88,15.0025,1636000,13.491169
"2011-04-12",14.9425,15.8075,14.9425,15.61,2989200,14.037469
"2011-04-13",15.6825,15.6825,15.0825,15.205,1377600,13.673266
"2011-04-14",14.9925,15.175,14.95,15.0675,1302400,13.549623
"2011-04-15",15.0225,15.1875,14.905,15.1025,872000,13.581095
"2011-04-18",15.095,15.185,14.75,15.0875,1324400,13.567605
"2011-04-19",15.16,15.2225,14.9325,15.04,1069600,13.524891
"2011-04-20",15.245,15.38,15.105,15.21,890400,13.677765
"2011-04-21",15.45,15.45,14.86,15.145,745600,13.619314
"2011-04-25",15.1125,15.36,14.95,15.2375,981600,13.702495
"2011-04-26",15.25,15.645,15.1525,15.5825,1924000,14.012742
"2011-04-27",15.62,16.137501,15.565,16.112499,1655200,14.489347
"2011-04-28",16.0825,16.17,15.8475,16.112499,1235600,14.489347
"2011-04-29",16.17,16.522499,15.9475,16.467501,1680000,14.808585
"2011-05-02",16.6325,16.68,16.26,16.352501,884000,14.705174
"2011-05-03",16.370001,16.635,16.18,16.592501,1635600,14.920996
"2011-05-04",16.6175,16.895,16.362499,16.559999,1285200,14.891767
"2011-05-05",16.5,17.247499,16.475,17.025,1554800,15.309923
"2011-05-06",17.219999,17.3325,16.975,17.1325,1709200,15.406596
"2011-05-09",17.084999,17.25,16.875,17.075001,1008000,15.35489
"2011-05-10",17.190001,17.415001,17.112499,17.2225,1539600,15.487529
"2011-05-11",17.2075,17.432501,17.032499,17.327499,1119200,15.58195
"2011-05-12",17.290001,17.5175,17.1075,17.442499,1364000,15.685366
"2011-05-13",17.397499,17.5,17.155001,17.27,958800,15.530246
"2011-05-16",17.2125,17.370001,17.040001,17.0725,1473600,15.352639
"2011-05-17",16.955,17.237499,16.93,17.110001,904400,15.386363
"2011-05-18",17.115,17.217501,16.84,17.145,797200,15.417837
"2011-05-19",17.2675,17.5,17.102501,17.440001,748400,15.683119
"2011-05-20",17.375,17.5,17.195,17.397499,914400,15.644897
"2011-05-23",17.2075,17.325001,16.9825,17.025,1442400,15.309923
"2011-05-24",17.122499,17.165001,16.842501,17.0175,1390800,15.303177
"2011-05-25",16.959999,17.157499,16.7075,16.875,1060400,15.175034
"2011-05-26",16.805,16.907499,16.672501,16.827499,764800,15.132318
"2011-05-27",16.92,17.0075,16.73,16.8575,662400,15.159296
"2011-05-31",17.0425,17.09,16.795,16.885,1428000,15.184029
"2011-06-01",16.84,16.98,16.305,16.379999,1511200,14.729897
"2011-06-02",16.442499,16.5425,16.305,16.42,781200,14.765874
"2011-06-03",16.15,16.4125,15.935,15.9875,1520000,14.376942
"2011-06-06",15.9375,15.9875,15.6825,15.79,1238400,14.199335
"2011-06-07",15.87,16.139999,15.67,15.9275,1560800,14.322984
"2011-06-08",15.82,15.9975,15.5125,15.575,1250800,14.005996
"2011-06-09",15.575,15.6075,15.3725,15.41,818800,13.857618
"2011-06-10",15.405,15.575,15.3275,15.3875,1184800,13.837385
"2011-06-13",15.4875,15.9,15.43,15.65,968400,14.07344
"2011-06-14",15.7875,16.477501,15.7725,16.192499,2418400,14.561289
"2011-06-15",15.9975,16.155001,15.75,16.0075,1401600,14.394926
"2011-06-16",15.985,16.295,15.875,16.067499,900800,14.44888
"2011-06-17",16.262501,16.622499,16.115,16.342501,1568800,14.696179
"2011-06-20",16.33,16.9475,16.315001,16.73,1108400,15.044642
"2011-06-21",16.785,17.057501,16.73,16.969999,1362800,15.260461
"2011-06-22",16.92,17.0425,16.700001,16.715,943600,15.031152
"2011-06-23",16.7225,17.225,16.7225,17.145,1274400,15.417837
"2011-06-24",17.122499,17.122499,16.5975,16.747499,2022000,15.060381
"2011-06-27",16.825001,17.135,16.74,16.9725,1475200,15.262717
"2011-06-28",16.91,17.25,16.897499,17.1625,1222400,15.433572
"2011-06-29",17.157499,17.235001,16.834999,17.075001,1695200,15.35489
"2011-06-30",17.1,17.407499,17.1,17.115,955600,15.390857
"2011-07-01",17.1675,17.3375,17.1425,17.275,1399200,15.534741
"2011-07-05",17.2575,17.3025,16.99,17.18,1202000,15.44931
"2011-07-06",17.275,17.6525,17.247499,17.415001,2180800,15.660636
"2011-07-07",17.5,17.5525,17.217501,17.275,2564000,15.534741
"2011-07-08",17.139999,17.445,17.120001,17.395,1083200,15.642653
"2011-07-11",17.192499,17.264999,16.885,16.9475,859200,15.240229
"2011-07-12",16.872499,16.940001,16.522499,16.764999,1402800,15.076119
"2011-07-13",16.955,17.24,16.83,16.8925,1822800,15.190774
"2011-07-14",17,17.2775,16.725,16.8025,1473200,15.109835
"2011-07-15",16.889999,16.9375,16.6525,16.7775,1019200,15.087358
"2011-07-18",16.6175,16.6425,16.025,16.307501,1576400,14.664703
"2011-07-19",16.3375,16.7125,16.297501,16.705,1558800,15.022161
"2011-07-20",16.76,16.775,16.4025,16.424999,1733200,14.770369
"2011-07-21",16.5425,16.797501,16.3025,16.487499,1470800,14.826571
"2011-07-22",16.41,16.459999,16.002501,16.084999,1272000,14.46462
"2011-07-25",15.935,15.9525,15.405,15.73,3418800,14.14538
"2011-07-26",15.685,15.875,15.61,15.6625,2156400,14.084682
"2011-07-27",15.5625,15.7825,15.265,15.4875,2346800,13.927311
"2011-07-28",15.49,15.6525,15.1375,15.175,1415200,13.646291
"2011-07-29",14.9725,15.3675,14.875,15.28,1503200,13.740712
"2011-08-01",15.6175,15.87,14.9575,15.0175,3107200,13.504657
"2011-08-02",14.975,15.0475,14.235,14.2675,2429200,12.830212
"2011-08-03",14.33,14.6825,13.985,14.6425,2364800,13.167433
