"dates","TFX.Open","TFX.High","TFX.Low","TFX.Close","TFX.Volume","TFX.Adjusted"
"2010-05-14",59.240002,59.240002,57.599998,57.830002,224800,50.900928
"2010-05-17",58.189999,58.73,56.900002,58.380001,269000,51.385025
"2010-05-18",59.02,59.200001,58.080002,58.189999,126200,51.217793
"2010-05-19",57.889999,57.889999,57.02,57.669998,196400,50.760101
"2010-05-20",56.59,56.950001,55.630001,55.759998,239500,49.078941
"2010-05-21",54.939999,56.049999,54.57,55.779999,155800,49.096542
"2010-05-24",55.759998,56.48,55.27,55.91,113200,49.210976
"2010-05-25",54.759998,55.459999,53.990002,55.41,160200,48.770897
"2010-05-26",55.43,56.169998,54.900002,55.119999,147300,48.515629
"2010-05-27",56.110001,56.91,55.450001,56.91,99300,50.091171
"2010-05-28",56.77,56.880001,56.029999,56.080002,120100,49.360607
"2010-06-01",55.82,56.630001,55.02,55.02,116600,48.42762
"2010-06-02",55.099998,56.82,54.459999,56.82,153300,50.011951
"2010-06-03",56.580002,57.200001,56.490002,56.880001,100100,50.064762
"2010-06-04",55.59,55.919998,54.669998,54.860001,96400,48.286785
"2010-06-07",55.009998,55.040001,54.220001,54.66,269400,48.110748
"2010-06-08",54.759998,54.759998,53.209999,53.889999,137100,47.433002
"2010-06-09",53.880001,54.830002,53.52,53.700001,186500,47.265781
"2010-06-10",54.240002,56.060001,54.240002,55.869999,140200,49.175774
"2010-06-11",55.07,56.419998,55.049999,56.349998,129000,49.598251
"2010-06-14",56.610001,57.540001,56.59,56.880001,132700,50.064762
"2010-06-15",57.130001,57.889999,56.919998,57.869999,99900,50.936142
"2010-06-16",57.709999,58.360001,57.709999,58.240002,84800,51.261795
"2010-06-17",58.52,58.740002,58.099998,58.650002,97900,51.622669
"2010-06-18",58.639999,58.830002,58.150002,58.400002,108700,51.402649
"2010-06-21",58.959999,59.32,58.09,58.43,85000,51.429028
"2010-06-22",58.439999,59.23,57.669998,57.73,87500,50.812912
"2010-06-23",57.860001,58.27,57.16,57.509998,117800,50.619255
"2010-06-24",57.07,57.27,55.91,56.060001,123900,49.342983
"2010-06-25",56.029999,56.259998,55.330002,55.939999,373000,49.237373
"2010-06-28",56.029999,56.619999,55.59,56.470001,122200,49.703884
"2010-06-29",55.560001,55.740002,54.900002,55.259998,226300,48.638863
"2010-06-30",55.279999,55.830002,54.09,54.279999,202700,47.776279
"2010-07-01",54.23,54.23,52.360001,53.139999,179400,46.772873
"2010-07-02",53.209999,53.77,52.75,53.389999,178200,46.99292
"2010-07-06",54.150002,54.43,53.439999,53.779999,167400,47.336185
"2010-07-07",53.77,55.259998,53.740002,55.139999,110500,48.533237
"2010-07-08",55.419998,55.950001,54.759998,55.259998,163500,48.638863
"2010-07-09",55.009998,55.259998,54.540001,55.02,104600,48.42762
"2010-07-12",54.639999,55.060001,54.23,54.43,85400,47.908298
"2010-07-13",54.889999,55.150002,54.630001,55.049999,142300,48.454018
"2010-07-14",54.759998,55.040001,54.369999,54.799999,66600,48.233974
"2010-07-15",54.869999,54.91,54.220001,54.790001,83600,48.22517
"2010-07-16",54.529999,54.700001,52.419998,52.450001,140700,46.165543
"2010-07-19",52.290001,52.860001,51.830002,52.630001,175500,46.323978
"2010-07-20",51.91,53.259998,51.73,53.23,137700,46.852085
"2010-07-21",53.610001,54,52.16,52.279999,150100,46.015919
"2010-07-22",52.970001,54.889999,52.869999,54.799999,239700,48.233974
"2010-07-23",54.439999,58.939999,54.439999,58.439999,545900,51.437828
"2010-07-26",58.669998,59.23,58.400002,58.82,301200,51.772305
"2010-07-27",59.029999,59.279999,58.029999,58.310001,149600,51.323418
"2010-07-28",58.27,58.41,57.009998,57.299999,163800,50.434429
"2010-07-29",57.830002,57.939999,56.66,57.34,95700,50.469639
"2010-07-30",56.52,57.580002,56.310001,56.669998,171600,49.879913
"2010-08-02",57.799999,57.82,56.580002,56.799999,268900,49.994347
"2010-08-03",52.84,54.700001,52.84,53.32,1722300,46.931297
"2010-08-04",53.119999,54.279999,52.439999,53.990002,2010900,47.521049
"2010-08-05",53.77,54.419998,53.380001,54.200001,547000,47.705875
"2010-08-06",53.57,53.66,52.889999,53.459999,485100,47.054527
"2010-08-09",53.009998,54.110001,52.779999,53.59,457900,47.168964
"2010-08-10",53.23,53.32,52.07,53.200001,425000,46.825676
"2010-08-11",52,52,51.220001,51.740002,546600,45.833542
"2010-08-12",50.740002,51.59,50.610001,51.43,203000,45.558929
"2010-08-13",51.32,51.93,51.099998,51.52,152600,45.638653
"2010-08-16",51.220001,51.82,50.91,51.310001,408600,45.452629
"2010-08-17",51.830002,52.59,51.439999,52.509998,252200,46.51564
"2010-08-18",52.490002,52.880001,51.889999,52.669998,151600,46.657375
"2010-08-19",52.57,53.25,51.099998,51.41,323000,45.54121
"2010-08-20",51.130001,51.619999,50.98,51.439999,167000,45.56778
"2010-08-23",51.799999,51.970001,51.009998,51.049999,179000,45.222309
"2010-08-24",50.48,50.689999,49.41,49.509998,329900,43.858116
"2010-08-25",49.279999,49.630001,48.66,49.509998,153300,43.858116
"2010-08-26",49.650002,49.860001,49.130001,49.349998,149000,43.716377
"2010-08-27",49.639999,50.099998,49.02,50.029999,104700,44.318745
"2010-08-30",49.759998,50.189999,49.009998,49.07,78100,43.468338
"2010-08-31",48.900002,49.099998,47.919998,48.060001,253700,42.573639
"2010-09-01",48.77,49.900002,48.610001,49.790001,274700,44.106136
"2010-09-02",49.610001,50.75,49.610001,50.720001,172600,44.929985
"2010-09-03",51.119999,51.48,50.669998,51.200001,257200,45.355183
"2010-09-07",51.049999,51.799999,50.82,51.68,452800,45.780388
"2010-09-08",51.700001,51.860001,51.150002,51.529999,669500,45.647518
"2010-09-09",52.060001,52.849998,51.560001,52.279999,372700,46.311893
"2010-09-10",52.290001,52.619999,51.810001,52.509998,293300,46.51564
"2010-09-13",52.869999,53.360001,52.689999,53.060001,292400,47.00285
"2010-09-14",53.029999,53.77,52.759998,53.560001,236200,47.44577
"2010-09-15",53.540001,54.360001,53.130001,54.25,274600,48.056999
"2010-09-16",54,54.330002,53.689999,54.060001,245400,47.888695
"2010-09-17",54.290001,54.599998,54.040001,54.540001,362600,48.313892
"2010-09-20",54.599998,55.549999,54.540001,55.459999,411100,49.128872
"2010-09-21",55.330002,56.110001,55.169998,55.759998,255100,49.394623
"2010-09-22",55.560001,56.279999,55.560001,55.950001,293300,49.56295
"2010-09-23",55.529999,56.119999,55.310001,55.349998,216600,49.031441
"2010-09-24",56.119999,56.610001,56.07,56.599998,233500,50.138741
"2010-09-27",56.52,56.529999,55.779999,56.330002,131500,49.89957
"2010-09-28",56.580002,56.959999,55.529999,56.830002,133400,50.342487
"2010-09-29",56.790001,57.549999,56.540001,57.09,167000,50.5728
"2010-09-30",57.380001,58.220001,56.630001,56.779999,316900,50.298176
"2010-10-01",57.200001,57.540001,56.619999,57.169998,147000,50.643654
"2010-10-04",57.150002,57.639999,56.16,56.48,161800,50.032436
"2010-10-05",57.040001,58.25,56.900002,58,211800,51.378914
"2010-10-06",57.950001,58.369999,57.580002,57.919998,157900,51.308056
"2010-10-07",58.310001,58.580002,57.740002,57.82,283000,51.219479
"2010-10-08",57.880001,58.349998,57.700001,58.139999,153600,51.502941
"2010-10-11",58.099998,58.48,57.52,58.34,148500,51.680103
"2010-10-12",58.279999,58.34,57.639999,57.77,284900,51.175175
"2010-10-13",58.09,58.400002,57.630001,58.150002,145300,51.511799
"2010-10-14",58.209999,58.450001,57.189999,57.389999,471400,50.838554
"2010-10-15",57.68,57.889999,57.099998,57.23,147000,50.696815
"2010-10-18",57.290001,58.02,57.23,58.02,181200,51.396637
"2010-10-19",57.220001,57.900002,56.950001,57.09,415300,50.5728
"2010-10-20",57.310001,58.580002,57.310001,58.360001,139600,51.697823
"2010-10-21",58.66,58.810001,57.77,57.950001,264100,51.334633
"2010-10-22",58.150002,58.32,57.75,58.150002,103500,51.511799
"2010-10-25",58.48,58.790001,58.169998,58.259998,90800,51.609234
"2010-10-26",57.889999,58.689999,57.810001,58.119999,178000,51.485229
"2010-10-27",57.169998,57.169998,54.27,56,561400,49.607235
"2010-10-28",56.290001,56.360001,55.810001,56.119999,339800,49.713535
"2010-10-29",55.959999,56.139999,55.360001,55.75,249200,49.385777
"2010-11-01",56.07,56.279999,55.630001,56,276000,49.607235
"2010-11-02",56.529999,56.66,56.09,56.209999,201900,49.793247
"2010-11-03",56.330002,56.5,55.48,55.990002,331200,49.598389
"2010-11-04",56.48,56.610001,55.880001,55.900002,264200,49.518642
"2010-11-05",55.880001,55.880001,55.259998,55.610001,249700,49.261753
"2010-11-08",55.5,55.59,54.779999,55.349998,289100,49.031441
"2010-11-09",55.380001,55.419998,54.860001,55.16,360000,48.863117
"2010-11-10",54.91,54.91,54.049999,54.540001,361400,48.613541
"2010-11-11",54.09,54.540001,53.91,54.380001,225100,48.470943
"2010-11-12",54.119999,54.349998,53.91,54.07,209000,48.194626
"2010-11-15",54.34,54.580002,53.880001,54.040001,245800,48.167881
"2010-11-16",53.599998,53.82,52.900002,53.130001,193500,47.356773
"2010-11-17",53.130001,53.32,52.849998,52.950001,184300,47.196323
"2010-11-18",53.41,53.75,52.810001,52.959999,344200,47.205246
"2010-11-19",52.810001,53.029999,52.580002,52.619999,425800,46.902176
"2010-11-22",52.419998,52.830002,52.310001,52.669998,309500,46.946739
"2010-11-23",52.23,52.23,51.619999,51.959999,245000,46.313904
"2010-11-24",52.369999,52.619999,52.049999,52.220001,332700,46.545643
"2010-11-26",51.849998,52.09,51.689999,51.91,60600,46.269329
"2010-11-29",51.599998,51.759998,50.59,50.889999,320500,45.360168
"2010-11-30",50.360001,50.360001,49.790001,49.939999,672700,44.513405
"2010-12-01",50.689999,50.700001,50.130001,50.27,553100,44.807545
"2010-12-02",50.459999,51.07,50.25,50.73,844800,45.217552
"2010-12-03",50.48,50.650002,49.830002,50.529999,810500,45.039276
"2010-12-06",50.599998,51.459999,50.25,51.220001,1569400,45.654316
"2010-12-07",51.599998,51.639999,50.169998,51.009998,2147800,45.467129
"2010-12-08",51,51.889999,51,51.599998,496300,45.993023
"2010-12-09",51.529999,52.32,50.209999,52.279999,379500,46.599136
"2010-12-10",52.330002,53.380001,52.330002,53.220001,619100,47.436993
"2010-12-13",53.490002,53.490002,53.139999,53.439999,331200,47.63308
"2010-12-14",53.48,54.639999,53.459999,54.57,357300,48.640297
"2010-12-15",54.389999,55.619999,54.389999,55.23,461600,49.228569
"2010-12-16",55.25,55.759998,55.110001,55.709999,181200,49.656418
"2010-12-17",55.779999,55.779999,55.360001,55.619999,281800,49.576195
"2010-12-20",55.59,55.59,55.029999,55.32,194100,49.308796
"2010-12-21",55.439999,55.650002,55.27,55.599998,150600,49.558365
"2010-12-22",55.450001,55.630001,54.73,55.029999,301900,49.050304
"2010-12-23",55.25,55.439999,54.84,54.950001,192600,48.978996
"2010-12-27",54.73,54.93,54.450001,54.880001,106800,48.916607
"2010-12-28",54.919998,54.98,54.419998,54.759998,159600,48.809647
"2010-12-29",54.759998,54.84,54.389999,54.439999,99000,48.52441
"2010-12-30",54.439999,54.759998,54.169998,54.529999,88000,48.60463
"2010-12-31",54.380001,54.400002,53.759998,53.810001,158300,47.962883
"2011-01-03",54.080002,54.220001,53.849998,54.09,280900,48.212444
"2011-01-04",54.209999,54.209999,53.049999,53.880001,196200,48.025269
"2011-01-05",53.799999,54.310001,53.759998,54.189999,263300,48.301579
"2011-01-06",54.41,54.43,54.060001,54.369999,345600,48.462032
"2011-01-07",54.470001,54.549999,53.639999,54.139999,302800,48.257011
"2011-01-10",54.060001,54.34,53.889999,54.23,424100,48.337246
"2011-01-11",54.25,54.5,54.130001,54.439999,389000,48.52441
"2011-01-12",54.66,55.57,54.509998,55.560001,428300,49.522724
"2011-01-13",55.599998,56,55.490002,55.84,205800,49.772289
"2011-01-14",55.669998,56.290001,55.669998,56.279999,196700,50.164478
"2011-01-18",56.200001,57.27,56.02,57.27,565300,51.046902
"2011-01-19",57.189999,57.419998,56.799999,57.049999,453900,50.850807
"2011-01-20",56.93,57.32,56.599998,56.68,253100,50.521023
"2011-01-21",56.959999,56.959999,56.119999,56.139999,171000,50.039703
"2011-01-24",56.330002,57.299999,56.150002,57.23,491700,51.011242
"2011-01-25",57.119999,57.639999,56.599998,57.490002,405400,51.242992
"2011-01-26",57.52,57.82,57.189999,57.470001,169900,51.22517
"2011-01-27",57.52,57.970001,57.43,57.810001,270900,51.528221
"2011-01-28",57.700001,57.720001,56.110001,56.32,214700,50.200134
"2011-01-31",56.59,57.470001,56.290001,57.32,627600,51.091469
"2011-02-01",57.849998,58.110001,57.75,57.919998,282800,51.626266
"2011-02-02",57.709999,57.77,56.880001,57.52,189300,51.269741
"2011-02-03",57.369999,57.869999,57.369999,57.599998,166300,51.341034
"2011-02-04",57.689999,57.990002,57.48,57.880001,208700,51.590611
"2011-02-07",57.82,58.82,57.799999,58.52,194200,52.161079
"2011-02-08",58.470001,58.799999,57.970001,58.799999,179000,52.410633
"2011-02-09",58.73,60,58.650002,59.880001,679300,53.373306
"2011-02-10",59.709999,59.830002,59.049999,59.16,307100,52.731522
"2011-02-11",58.98,59.889999,58.950001,59.709999,268300,53.221771
"2011-02-14",59.77,59.880001,59.139999,59.310001,128700,52.865227
"2011-02-15",59.240002,59.77,59.200001,59.639999,314500,53.159367
"2011-02-16",59.639999,61.41,59.639999,60.869999,366900,54.255714
"2011-02-17",60.889999,61.5,60.459999,60.490002,283600,53.917011
"2011-02-18",60.57,61.580002,60.439999,61.360001,252300,54.692463
"2011-02-22",61.060001,61.169998,60.049999,60.220001,222500,53.676338
"2011-02-23",60.389999,60.389999,59.220001,59.720001,338400,53.230675
"2011-02-24",59.66,60.23,59.349998,59.950001,178200,53.435688
"2011-02-25",59.82,59.82,57.310001,58.650002,471400,52.276936
"2011-02-28",59.080002,59.169998,58.32,58.389999,276900,52.0452
"2011-03-01",58.639999,58.919998,57.689999,57.779999,190000,51.501488
"2011-03-02",57.599998,58.32,57.279999,57.900002,196500,51.913921
"2011-03-03",58.5,59.220001,58.349998,59,274900,52.900204
"2011-03-04",58.779999,59.16,58.52,59.099998,257000,52.989857
"2011-03-07",59.02,59.279999,58,58.029999,246500,52.030495
"2011-03-08",58.049999,58.599998,57.830002,58.32,256800,52.290504
"2011-03-09",58.43,58.599998,58.049999,58.259998,304800,52.236706
"2011-03-10",57.889999,57.889999,56.91,57.080002,208600,51.178707
"2011-03-11",56.759998,57.23,56.490002,56.880001,138900,50.999386
"2011-03-14",56.68,56.91,56,56.23,133900,50.416576
"2011-03-15",54.959999,56.279999,54.25,56.009998,243800,50.219334
"2011-03-16",55.91,56.369999,55.560001,55.68,261800,49.923435
"2011-03-17",56.290001,56.439999,55.900002,56.189999,151300,50.380722
"2011-03-18",56.57,57.040001,56.16,56.82,180800,50.945591
"2011-03-21",57.27,58.279999,57.259998,57.799999,150400,51.824261
"2011-03-22",58.009998,58.16,57.25,57.32,169300,51.393887
"2011-03-23",56.93,56.93,55.900002,56.299999,338200,50.479347
"2011-03-24",56.630001,57.099998,56.349998,57.049999,247900,51.151802
"2011-03-25",57.18,57.630001,56.599998,56.619999,243200,50.766247
"2011-03-28",56.619999,57.200001,56.610001,57.029999,156200,51.133881
"2011-03-29",57.029999,57.220001,56.59,57.02,136300,51.124905
"2011-03-30",57.119999,57.919998,57.080002,57.470001,118700,51.528381
"2011-03-31",57.450001,58.209999,57.34,57.98,223200,51.985657
"2011-04-01",58.27,58.73,58.209999,58.73,181400,52.658119
"2011-04-04",58.779999,59,58.709999,59,234200,52.900204
"2011-04-05",59,59,58.759998,58.799999,195900,52.720867
"2011-04-06",58.970001,59.16,58.709999,58.799999,206100,52.720867
"2011-04-07",59,59.279999,58.419998,58.459999,143700,52.416019
"2011-04-08",58.759998,58.919998,57.880001,58.130001,92800,52.120152
"2011-04-11",58.220001,58.580002,57.700001,57.82,138300,51.842213
"2011-04-12",57.630001,58.25,57.509998,58.110001,184200,52.102222
"2011-04-13",58.380001,58.509998,57.880001,58.130001,268400,52.120152
"2011-04-14",57.869999,60.209999,57.669998,60.09,798100,53.877514
"2011-04-15",60.279999,61.200001,60.279999,60.950001,292200,54.648602
"2011-04-18",60.470001,60.5,59.599998,60,176900,53.796818
"2011-04-19",60.07,60.709999,60.07,60.709999,110700,54.433418
"2011-04-20",61.200001,61.200001,60.799999,61,158500,54.693436
"2011-04-21",61,61.029999,60.73,60.970001,253700,54.666531
"2011-04-25",60.950001,61,60.610001,61,222900,54.693436
"2011-04-26",60.5,62.25,59.669998,62.080002,534700,55.66177
"2011-04-27",62.400002,62.830002,62.139999,62.790001,239700,56.298378
"2011-04-28",62.599998,62.939999,62.349998,62.41,245400,55.957664
"2011-04-29",62.41,63.029999,62.049999,63.009998,226000,56.495621
"2011-05-02",63.18,63.18,62.630001,62.849998,123000,56.352158
"2011-05-03",62.860001,63.150002,62.759998,63.110001,287000,56.585289
"2011-05-04",63.119999,63.27,62.139999,62.509998,148000,56.047306
"2011-05-05",62.299999,62.549999,62.110001,62.279999,220600,55.841091
"2011-05-06",63.110001,63.130001,62.32,62.41,168400,55.957664
"2011-05-09",62.41,63.18,62.150002,63.09,112000,56.567345
"2011-05-10",63.200001,63.75,62.560001,63.599998,288600,57.024632
"2011-05-11",63.68,64.050003,63.529999,63.810001,206800,57.21291
"2011-05-12",63.27,63.5,62.740002,63.139999,217500,56.915443
"2011-05-13",63.060001,63.209999,62.110001,62.290001,203300,56.149239
"2011-05-16",62.07,63.169998,61.959999,62.82,260500,56.626991
"2011-05-17",62.580002,62.580002,61.959999,62.209999,392800,56.077133
"2011-05-18",62.389999,62.779999,62.099998,62.639999,203900,56.464733
"2011-05-19",62.889999,63.150002,62.470001,62.950001,143900,56.74419
"2011-05-20",62.779999,62.919998,61.740002,62.43,170800,56.27544
"2011-05-23",61.34,61.810001,60.389999,60.66,327100,54.679932
"2011-05-24",60.93,60.93,60.400002,60.709999,142400,54.72501
"2011-05-25",60.560001,61.07,60.290001,61.029999,155100,55.013454
"2011-05-26",60.849998,61.48,60.73,61.400002,125400,55.346977
"2011-05-27",61.439999,61.77,61.389999,61.580002,81300,55.509224
"2011-05-31",62.310001,62.310001,61.619999,62.099998,178100,55.97797
"2011-06-01",61.91,61.98,61.18,61.470001,233900,55.410072
"2011-06-02",61.400002,61.400002,58.93,59.310001,1277000,53.463009
"2011-06-03",58.889999,58.91,58.34,58.610001,340800,52.832035
"2011-06-06",58.599998,58.75,58.189999,58.549999,286400,52.777946
"2011-06-07",58.84,59.369999,58.380001,58.98,227800,53.16555
"2011-06-08",58.93,59.200001,58.509998,58.900002,289900,53.093437
"2011-06-09",58.970001,60.049999,58.790001,59.869999,351000,53.967819
"2011-06-10",59.470001,59.91,58.939999,59.509998,343300,53.643303
"2011-06-13",59.57,59.700001,58.970001,59.029999,202200,53.210632
"2011-06-14",59.389999,60.990002,59.259998,60.73,735400,54.743034
"2011-06-15",60.330002,60.630001,59.549999,59.75,288000,53.859638
"2011-06-16",59.490002,60.349998,58.48,59.950001,460700,54.039921
"2011-06-17",60.560001,60.57,59.630001,59.82,291000,53.922737
"2011-06-20",59.5,60.450001,59.5,60.349998,249400,54.400497
"2011-06-21",60.720001,60.889999,60.59,60.849998,375300,54.851196
"2011-06-22",60.790001,61,60.41,60.470001,130000,54.508671
"2011-06-23",59.82,59.970001,58.32,59.93,406200,54.021896
"2011-06-24",59.91,60,58.950001,59.48,308900,53.616264
"2011-06-27",59.27,60.049999,59.23,59.860001,200200,53.958805
"2011-06-28",60.029999,60.119999,59.68,60.099998,154800,54.175137
"2011-06-29",60.25,60.73,59.919998,60.509998,388800,54.54472
"2011-06-30",60.720001,61.369999,60.66,61.060001,232300,55.040512
"2011-07-01",61.299999,62.439999,61.27,62.43,153700,56.27544
"2011-07-05",62.400002,62.400002,61.939999,62.310001,236200,56.167278
"2011-07-06",62.299999,62.93,62.209999,62.810001,222800,56.617985
"2011-07-07",63.18,63.310001,62.630001,62.689999,174700,56.509808
"2011-07-08",62.200001,62.720001,62.080002,62.639999,225500,56.464733
"2011-07-11",61.950001,62.290001,61.900002,62.18,248600,56.050095
"2011-07-12",61.950001,62.759998,61.950001,62.549999,240900,56.383606
"2011-07-13",62.66,63.259998,62.389999,62.849998,236600,56.654026
"2011-07-14",62.84,63.040001,61.57,61.75,226300,55.662479
"2011-07-15",62.02,62.02,61.380001,61.779999,217500,55.689526
"2011-07-18",61.68,61.799999,60.900002,61.380001,202500,55.328949
"2011-07-19",61.73,62.150002,61.580002,62.099998,142700,55.97797
"2011-07-20",62.040001,62.52,61.52,62.23,130500,56.095142
"2011-07-21",62.5,63.029999,62.27,62.880001,153700,56.681087
"2011-07-22",62.73,63.169998,62.119999,63.139999,245000,56.915443
"2011-07-25",62.52,62.52,60.650002,60.779999,347800,54.788097
"2011-07-26",60.709999,61.349998,59.619999,60.669998,284000,54.688946
"2011-07-27",61.830002,64.559998,61.52,62,773200,55.88784
"2011-07-28",62.049999,62.240002,60.860001,61.240002,453100,55.202763
"2011-07-29",60.619999,61.18,60.200001,60.23,288500,54.29232
"2011-08-01",60.599998,60.610001,58.41,58.860001,603100,53.057384
"2011-08-02",58.59,59.240002,57.299999,57.360001,304200,51.705242
"2011-08-03",57.43,57.610001,56.049999,56.759998,536100,51.164402
"2011-08-04",56.220001,56.470001,53.560001,53.610001,531300,48.324944
