"dates","COO.Open","COO.High","COO.Low","COO.Close","COO.Volume","COO.Adjusted"
"2010-11-15",49.52,50,49.130001,49.790001,374300,49.568806
"2010-11-16",49.389999,49.57,49.02,49.130001,762100,48.911739
"2010-11-17",49.130001,49.349998,48.900002,48.98,258200,48.762394
"2010-11-18",49.349998,50.799999,49.060001,50.48,359400,50.255745
"2010-11-19",50.490002,50.919998,49.990002,50.869999,301600,50.644005
"2010-11-22",50.599998,52.27,50.450001,52.150002,661200,51.918331
"2010-11-23",51.66,51.860001,51.380001,51.720001,414000,51.490238
"2010-11-24",51.990002,53.279999,51.990002,53,301700,52.764549
"2010-11-26",52.700001,52.950001,52.290001,52.290001,80200,52.057701
"2010-11-29",52.119999,52.599998,51.52,52.119999,246400,51.888458
"2010-11-30",51.77,53.57,51.599998,53.5,590600,53.262325
"2010-12-01",54.400002,54.919998,53.970001,54.360001,555700,54.1185
"2010-12-02",54.389999,54.639999,53.740002,53.790001,762700,53.551044
"2010-12-03",53.549999,53.740002,53.380001,53.549999,996000,53.312103
"2010-12-06",53.549999,53.639999,53.290001,53.5,435900,53.262325
"2010-12-07",53.700001,53.98,53.169998,53.560001,925600,53.322056
"2010-12-08",57.689999,57.689999,55.52,56.93,1957800,56.677082
"2010-12-09",57.240002,57.860001,56.990002,57.669998,483200,57.413788
"2010-12-10",57.599998,57.959999,57.130001,57.84,619100,57.583042
"2010-12-13",57.959999,58.380001,57.709999,58.07,785800,57.812023
"2010-12-14",58.209999,58.77,57.970001,58.299999,540300,58.040997
"2010-12-15",58.32,59.110001,58.130001,58.290001,500100,58.031048
"2010-12-16",58.299999,58.91,58.23,58.529999,445400,58.269978
"2010-12-17",58.5,58.52,58.07,58.349998,603600,58.090767
"2010-12-20",58.740002,58.740002,57.619999,57.650002,331100,57.39389
"2010-12-21",57.880001,57.98,56.759998,57.25,468400,56.995659
"2010-12-22",57.240002,57.310001,56.639999,56.93,369500,56.677082
"2010-12-23",57.029999,57.240002,56.490002,56.66,275800,56.408287
"2010-12-27",56.5,56.759998,55.950001,56.400002,230300,56.149441
"2010-12-28",56.709999,56.799999,55.950001,56.580002,273500,56.328644
"2010-12-29",56.560001,56.91,56.200001,56.380001,127400,56.129532
"2010-12-30",56.290001,57.41,56.240002,56.650002,370700,56.398335
"2010-12-31",56.209999,56.810001,55.799999,56.34,392200,56.089714
"2011-01-03",56.700001,57.02,56.470001,56.849998,375100,56.597439
"2011-01-04",56.990002,56.990002,56.130001,56.389999,528700,56.139481
"2011-01-05",56.330002,56.330002,55.740002,56.060001,446400,55.810947
"2011-01-06",55.98,56.16,55.849998,56.060001,293700,55.810947
"2011-01-07",56.200001,56.450001,55.5,56.07,235700,55.820911
"2011-01-10",55.75,56.700001,55.509998,56.599998,277900,56.348545
"2011-01-11",56.810001,57.830002,56.77,57.73,624700,57.47353
"2011-01-12",58,58.09,57.330002,57.740002,376500,57.483486
"2011-01-13",57.950001,58.09,57.099998,57.380001,457900,57.125092
"2011-01-14",57.220001,57.57,56.950001,57.349998,285300,57.125092
"2011-01-18",57.389999,57.84,57.23,57.459999,551800,57.234653
"2011-01-19",57.369999,57.799999,57.060001,57.389999,286900,57.164928
"2011-01-20",57.25,57.610001,56.849998,57.450001,374400,57.224697
"2011-01-21",57.73,57.73,56.099998,56.389999,389900,56.168846
"2011-01-24",56.419998,57.389999,56.150002,57.150002,373600,56.925873
"2011-01-25",57.150002,57.650002,56.66,57.599998,362500,57.374107
"2011-01-26",57.900002,58.080002,57.5,57.939999,250300,57.712769
"2011-01-27",57.830002,58.419998,57.82,58.18,270600,57.951836
"2011-01-28",58.099998,58.099998,56.740002,56.93,224900,56.70673
"2011-01-31",57.119999,57.959999,56.919998,57.34,212500,57.11512
"2011-02-01",57.57,58.419998,57.439999,57.48,228700,57.254578
"2011-02-02",57.419998,57.84,57.16,57.75,213300,57.523521
"2011-02-03",57.759998,58.369999,57.150002,58.27,227000,58.041477
"2011-02-04",58.060001,58.73,58.060001,58.650002,235300,58.419991
"2011-02-07",58.669998,59.509998,58.669998,59.349998,302100,59.117241
"2011-02-08",59.459999,59.849998,59.330002,59.630001,309400,59.396145
"2011-02-09",59.450001,59.939999,59.450001,59.75,183700,59.515686
"2011-02-10",59.610001,60.240002,59.610001,60.02,223600,59.784615
"2011-02-11",59.900002,62.169998,59.869999,61.709999,737700,61.467995
"2011-02-14",61.779999,62.990002,61.740002,62,405200,61.756855
"2011-02-15",61.779999,62.060001,61.16,61.240002,402200,60.999825
"2011-02-16",61.450001,61.950001,61.290001,61.75,278100,61.507839
"2011-02-17",61.68,62.080002,61.27,61.779999,327800,61.537712
"2011-02-18",61.98,62.529999,61.41,61.66,262600,61.418182
"2011-02-22",61.25,61.34,60.349998,60.849998,457000,60.611359
"2011-02-23",60.790001,60.93,58.810001,59.09,523500,58.858257
"2011-02-24",59.09,60.189999,59.07,59.470001,310700,59.236767
"2011-02-25",59.799999,61.59,59.799999,61.560001,343400,61.318581
"2011-02-28",61.580002,62.84,61.52,61.82,468300,61.577553
"2011-03-01",62,62.330002,61.27,61.77,508100,61.527752
"2011-03-02",61.599998,62.450001,61.310001,61.619999,366200,61.378345
"2011-03-03",62.209999,63.75,61.740002,63.619999,752700,63.370502
"2011-03-04",67.790001,70.309998,66.699997,70.099998,2318500,69.825081
"2011-03-07",70.260002,70.400002,67.519997,69.330002,1297100,69.058121
"2011-03-08",69.120003,71.489998,68.599998,70.5,909700,70.223495
"2011-03-09",70.279999,71.050003,69.449997,70.559998,536500,70.283279
"2011-03-10",70.239998,70.239998,68.559998,68.889999,464200,68.619835
"2011-03-11",69.07,69.290001,68.059998,68.980003,347600,68.70948
"2011-03-14",68.860001,69.279999,68.449997,68.699997,451500,68.430588
"2011-03-15",67.699997,68.099998,65.940002,66.150002,829000,65.890579
"2011-03-16",66.080002,66.620003,65.18,65.480003,402100,65.223206
"2011-03-17",66.440002,66.440002,65.029999,65.029999,509400,64.774963
"2011-03-18",66.059998,66.150002,65.290001,65.519997,507500,65.263039
"2011-03-21",66.620003,67.370003,66.07,67.220001,337900,66.956383
"2011-03-22",67.18,67.410004,66.400002,66.690002,260600,66.428474
"2011-03-23",66.529999,67.459999,65.809998,67,299600,66.737236
"2011-03-24",67.419998,68.139999,66.980003,67.790001,531800,67.524139
"2011-03-25",68.480003,69.589996,68.300003,69.349998,612200,69.078033
"2011-03-28",69.419998,69.760002,68.790001,68.809998,548300,68.540146
"2011-03-29",68.870003,69.43,68.459999,69.150002,448100,68.878815
"2011-03-30",69.230003,69.269997,68.519997,68.690002,426900,68.420631
"2011-03-31",68.709999,69.459999,68.379997,69.449997,7599200,69.177643
"2011-04-01",69.760002,70,69.309998,69.599998,667000,69.327026
"2011-04-04",69.830002,70,69.309998,69.529999,836400,69.257317
"2011-04-05",69.360001,69.589996,69.019997,69.160004,622400,68.888763
"2011-04-06",69.480003,69.5,69.050003,69.389999,507700,69.117882
"2011-04-07",69.720001,73.730003,69.300003,73.510002,1849100,73.22171
"2011-04-08",74.459999,75.230003,72.480003,72.669998,960800,72.38501
"2011-04-11",72.629997,73.129997,72.029999,72.580002,433600,72.295364
"2011-04-12",71.830002,72.900002,71.830002,72.5,332200,72.215668
"2011-04-13",72.660004,72.839996,72.160004,72.620003,522400,72.335213
"2011-04-14",72.199997,73.839996,71.980003,73.620003,511200,73.331291
"2011-04-15",73.669998,73.980003,73.32,73.580002,252700,73.291443
"2011-04-18",72.900002,73.410004,71.730003,73.360001,393100,73.072304
"2011-04-19",73.690002,73.800003,73.269997,73.699997,205700,73.410965
"2011-04-20",74.620003,75.389999,73.919998,74.300003,235500,74.008614
"2011-04-21",74.730003,75,74.110001,74.230003,366500,73.938904
"2011-04-25",74.279999,74.279999,72.610001,72.629997,453600,72.345154
"2011-04-26",72.849998,74.150002,72.660004,74.129997,658800,73.839287
"2011-04-27",74.160004,74.300003,73.029999,73.550003,423500,73.261559
"2011-04-28",73.529999,74.589996,73.529999,74.190002,219500,73.899055
"2011-04-29",74.239998,75.080002,73.760002,74.900002,283000,74.606247
"2011-05-02",74.989998,75.669998,74.860001,75.209999,322400,74.915054
"2011-05-03",75,75.389999,74.330002,74.540001,449500,74.247688
"2011-05-04",74.449997,74.459999,73.300003,73.699997,386700,73.410965
"2011-05-05",73.349998,74.139999,72.889999,73.339996,253700,73.052376
"2011-05-06",74.160004,74.800003,73.739998,73.93,310000,73.640076
"2011-05-09",73.68,75.610001,73.510002,75.199997,364900,74.90509
"2011-05-10",75.389999,75.739998,74.870003,75.410004,223000,75.114273
"2011-05-11",75.489998,75.489998,74.169998,75.199997,232700,74.90509
"2011-05-12",74.919998,76.220001,74.559998,76.059998,339000,75.761711
"2011-05-13",76.220001,76.589996,75.099998,75.309998,192300,75.014648
"2011-05-16",75.220001,76.089996,74.839996,75.559998,282500,75.263657
"2011-05-17",75.18,75.260002,74.209999,74.980003,312400,74.685944
"2011-05-18",75,75.43,74.510002,75.32,386300,75.024635
"2011-05-19",75.5,76.230003,75.089996,75.68,423600,75.383209
"2011-05-20",75.68,75.769997,73.610001,74.339996,424800,74.048447
"2011-05-23",73.330002,73.980003,72.580002,73.379997,355200,73.092247
"2011-05-24",73.589996,73.589996,71.989998,72.110001,340600,71.827194
"2011-05-25",71.779999,73.669998,71.699997,73.580002,391400,73.291443
"2011-05-26",73.290001,74.580002,73,74.440002,267400,74.148079
"2011-05-27",74.519997,75.07,74.190002,74.360001,315700,74.068413
"2011-05-31",74.910004,75.029999,74.290001,74.910004,406700,74.616226
"2011-06-01",74.910004,75.300003,73.489998,73.580002,302400,73.291443
"2011-06-02",73.519997,73.849998,72.43,72.690002,313300,72.404938
"2011-06-03",74.019997,75.449997,73.309998,73.699997,966100,73.410965
"2011-06-06",73.800003,73.910004,73.129997,73.699997,1116900,73.410965
"2011-06-07",73.949997,74.410004,73.589996,74.110001,686900,73.819374
"2011-06-08",73.800003,74.25,73.639999,73.860001,469500,73.570343
"2011-06-09",73.970001,74.279999,73.760002,73.889999,557000,73.600212
"2011-06-10",73.660004,74,72.699997,73.059998,680100,72.773483
"2011-06-13",73.230003,73.610001,72.760002,73.089996,284900,72.803352
"2011-06-14",73.769997,75,73.5,74.75,384700,74.456848
"2011-06-15",74.269997,74.360001,72.760002,72.790001,704600,72.504532
"2011-06-16",72.559998,72.720001,71.419998,72.089996,502100,71.807274
"2011-06-17",73,73.260002,72.489998,72.870003,588200,72.584229
"2011-06-20",72.870003,75.199997,72.830002,75.029999,420600,74.735733
"2011-06-21",75.410004,77.699997,75.239998,76.949997,577300,76.648216
"2011-06-22",76.879997,77.980003,76.879997,77.5,472000,77.19606
"2011-06-23",77.160004,77.959999,75.650002,77.190002,705700,76.887276
"2011-06-24",77.190002,77.620003,75.470001,76,665500,75.70195
"2011-06-27",75.989998,76.349998,75.290001,75.440002,345800,75.144157
"2011-06-28",74.779999,75.739998,74.779999,75.629997,821900,75.333389
"2011-06-29",76.010002,77.540001,75.239998,76.769997,426000,76.468918
"2011-06-30",76.860001,79.260002,76.779999,79.239998,726600,78.929253
"2011-07-01",79.379997,80.389999,79,80.290001,468000,79.975143
"2011-07-05",80.379997,80.5,79.669998,79.989998,296300,79.676285
"2011-07-06",79.919998,81.779999,79.919998,81.730003,358900,81.40947
"2011-07-07",82.010002,82.239998,81.800003,82.07,383500,81.748154
"2011-07-08",81.550003,81.589996,80.480003,81.349998,299600,81.030952
"2011-07-11",80.510002,80.82,80.110001,80.43,357400,80.114578
"2011-07-12",80.129997,80.949997,79.970001,80.269997,333700,79.9552
"2011-07-13",80.57,81.809998,80.510002,80.769997,352900,80.453224
"2011-07-14",80.779999,81.309998,80.199997,80.279999,367300,79.965164
"2011-07-15",80.610001,80.709999,80.110001,80.580002,286800,80.263985
"2011-07-18",80.400002,80.599998,78.879997,80.029999,317600,79.716133
"2011-07-19",80.349998,81.269997,80.349998,81.080002,207200,80.762032
"2011-07-20",81.349998,81.389999,80.080002,80.82,178200,80.503052
"2011-07-21",81.199997,82.209999,80.599998,80.730003,319200,80.44326
"2011-07-22",80.879997,80.879997,79.599998,80.470001,185400,80.184189
"2011-07-25",79.769997,79.989998,78.980003,79.25,162700,78.968506
"2011-07-26",79.169998,79.239998,78.169998,78.400002,264100,78.121544
"2011-07-27",77.889999,78.010002,76.209999,76.849998,475400,76.577042
"2011-07-28",76.849998,77.839996,76.169998,76.480003,370100,76.208359
"2011-07-29",75.300003,76.720001,74.510002,76.489998,365700,76.218315
"2011-08-01",77.25,77.709999,74.75,75.739998,283000,75.470985
