"dates","PYPL.Open","PYPL.High","PYPL.Low","PYPL.Close","PYPL.Volume","PYPL.Adjusted"
"2015-11-04",38.450001,38.52,37.330002,37.599998,12226800,37.599998
"2015-11-05",37.82,37.98,36.66,36.709999,9068900,36.709999
"2015-11-06",36.59,36.700001,35.799999,36.240002,10256800,36.240002
"2015-11-09",36.099998,36.740002,35.650002,36.599998,11571500,36.599998
"2015-11-10",36.580002,37.200001,36.5,37,36384400,37
"2015-11-11",37.189999,37.32,35.75,36.330002,12762500,36.330002
"2015-11-12",35.945,36.049999,34.830002,35.57,11835900,35.57
"2015-11-13",35.18,35.5,34.5,34.529999,7364400,34.529999
"2015-11-16",34.549999,35.66,34.529999,35.610001,6734500,35.610001
"2015-11-17",35.889999,36.450001,35.709999,36.209999,7344900,36.209999
"2015-11-18",36.32,36.950001,35.785,36.220001,8323100,36.220001
"2015-11-19",36.450001,36.5,35.91,36.189999,5041300,36.189999
"2015-11-20",36.450001,36.450001,35.919998,36.360001,4543400,36.360001
"2015-11-23",36.5,36.650002,35.41,35.560001,6961000,35.560001
"2015-11-24",35.25,35.299999,34.880001,35.119999,8390100,35.119999
"2015-11-25",35.200001,35.860001,35.130001,35.360001,3881800,35.360001
"2015-11-27",35.52,35.700001,35.060001,35.18,2549400,35.18
"2015-11-30",35.360001,35.439999,34.689999,35.259998,9357300,35.259998
"2015-12-01",35.41,35.41,33.849998,35.169998,14893900,35.169998
"2015-12-02",35.23,36.169998,34.93,35.150002,5762400,35.150002
"2015-12-03",35.200001,35.23,33.849998,34.23,7311900,34.23
"2015-12-04",34.380001,35.82,34.220001,35.619999,10664300,35.619999
"2015-12-07",35.709999,35.799999,34.849998,35.16,4918000,35.16
"2015-12-08",34.630001,35.700001,34.52,35.599998,7420800,35.599998
"2015-12-09",35.389999,35.599998,34.830002,35.07,7381700,35.07
"2015-12-10",35.16,35.91,35.16,35.490002,6949700,35.490002
"2015-12-11",35.150002,35.326,34.419998,34.689999,8309200,34.689999
"2015-12-14",34.610001,35.223,34.330002,35.009998,5784400,35.009998
"2015-12-15",35.189999,36.509998,35.18,36.32,11709900,36.32
"2015-12-16",36.119999,36.25,35.189999,35.98,7076300,35.98
"2015-12-17",36,36.580002,35.509998,35.540001,6454100,35.540001
"2015-12-18",35.349998,35.759998,34.73,34.98,13745900,34.98
"2015-12-21",35.209999,36.150002,35.110001,36.080002,5856000,36.080002
"2015-12-22",36.119999,36.889999,35.779999,36.805,6030900,36.805
"2015-12-23",36.790001,37.68,36.77,37.110001,7579500,37.110001
"2015-12-24",37.009998,37.23,36.82,37.07,2133400,37.07
"2015-12-28",36.700001,37,36.25,36.610001,4930100,36.610001
"2015-12-29",36.919998,37.450001,36.75,37.080002,3436600,37.080002
"2015-12-30",37.07,37.25,36.459999,36.48,4106700,36.48
"2015-12-31",36.299999,36.5,36.050999,36.200001,4481900,36.200001
"2016-01-04",35.130001,35.560001,34.279999,34.75,12287700,34.75
"2016-01-05",34.98,34.98,33.860001,34.310001,11227700,34.310001
"2016-01-06",33.700001,34.009998,33.209999,33.98,8441300,33.98
"2016-01-07",33.150002,34.160999,33.02,33.130001,11041100,33.130001
"2016-01-08",33.459999,33.880001,32.630001,32.689999,7848800,32.689999
"2016-01-11",33.02,33.43,32.470001,33.040001,8937400,33.040001
"2016-01-12",33.349998,33.57,32.66,33.080002,7854000,33.080002
"2016-01-13",33.279999,33.57,31.969999,32.119999,8069400,32.119999
"2016-01-14",32.150002,33.040001,31.705,32.869999,7749500,32.869999
"2016-01-15",31.620001,32.540001,31.620001,32.310001,12174400,32.310001
"2016-01-19",32.759998,33.18,31.93,32.200001,6674700,32.200001
"2016-01-20",31.43,31.700001,30.52,31.200001,13170600,31.200001
"2016-01-21",31.610001,31.74,30.9,31.200001,9978900,31.200001
"2016-01-22",31.65,31.969999,31.540001,31.690001,9444000,31.690001
"2016-01-25",31.98,31.98,31.35,31.469999,7591800,31.469999
"2016-01-26",31.49,31.98,31.389999,31.969999,8617000,31.969999
"2016-01-27",31.959999,32.630001,31.379999,31.59,12711700,31.59
"2016-01-28",33.630001,34.75,33.349998,34.240002,20378600,34.240002
"2016-01-29",34.490002,36.259998,34.360001,36.139999,21201100,36.139999
"2016-02-01",35.650002,37.32,35.59,37.080002,17356000,37.080002
"2016-02-02",36.529999,37.77,36.439999,36.830002,17310600,36.830002
"2016-02-03",36.869999,37.549999,36.07,37.009998,14543100,37.009998
"2016-02-04",36.66,37.285,36.540001,37.169998,10212300,37.169998
"2016-02-05",37.16,37.16,34.82,35.07,16245800,35.07
"2016-02-08",34,34.290001,31.98,33.610001,20629000,33.610001
"2016-02-09",32.799999,33.858002,31.639999,32.700001,16439200,32.700001
"2016-02-10",33.619999,33.939999,32.82,32.900002,8636500,32.900002
"2016-02-11",32.119999,33.639999,32.009998,33.52,13170100,33.52
"2016-02-12",33.970001,34.439999,33.810001,34.299999,9437100,34.299999
"2016-02-16",34.650002,35.52,34.48,35.459999,9152400,35.459999
"2016-02-17",35.98,36.91,35.810001,36.360001,12070600,36.360001
"2016-02-18",36.41,36.529999,35.66,36.310001,9022100,36.310001
"2016-02-19",36,36.235001,35.610001,35.759998,9652800,35.759998
"2016-02-22",36.450001,36.5,35.82,36,10476200,36
"2016-02-23",35.720001,35.935001,35.02,35.48,8415200,35.48
"2016-02-24",35.220001,36.75,34.860001,36.470001,8090600,36.470001
"2016-02-25",36.669998,36.830002,36.18,36.740002,5209500,36.740002
"2016-02-26",36.73,37.535,36.369999,37.490002,8595000,37.490002
"2016-02-29",37.470001,38.93,37.450001,38.139999,23939900,38.139999
"2016-03-01",38.52,39.544998,38.02,39.25,14085300,39.25
"2016-03-02",39.200001,39.93,38.700001,39.16,12895900,39.16
"2016-03-03",38.959999,39.240002,38.629002,39.02,7656900,39.02
"2016-03-04",38.77,39.700001,38.755001,39.040001,7200100,39.040001
"2016-03-07",38.779999,39.400002,38.720001,38.98,5327200,38.98
"2016-03-08",38.689999,38.880001,38.110001,38.16,6012700,38.16
"2016-03-09",38.48,38.619999,37.82,38.57,4990500,38.57
"2016-03-10",38.66,39.299999,37.48,38.490002,7655700,38.490002
"2016-03-11",39,39.529999,38.849998,39.490002,9539500,39.490002
"2016-03-14",39.400002,39.799999,39.040001,39.380001,5299700,39.380001
"2016-03-15",39.049999,39.639999,39.049999,39.27,5013900,39.27
"2016-03-16",39.09,39.889999,38.57,39.84,6363500,39.84
"2016-03-17",39.849998,40.119999,39.169998,39.93,9789600,39.93
"2016-03-18",39.860001,39.860001,38.689999,39.41,15132400,39.41
"2016-03-21",39.41,41.169998,39.200001,41.139999,13432400,41.139999
"2016-03-22",40.669998,41.75,40.630001,41.32,10552300,41.32
"2016-03-23",41.060001,41.310001,40.040001,40.52,8104700,40.52
"2016-03-24",39.400002,39.509998,37,38.919998,15040600,38.919998
"2016-03-28",38.810001,39.169998,38.619999,38.740002,6192900,38.740002
"2016-03-29",38.740002,39.715,38.299999,39.529999,5694000,39.529999
"2016-03-30",39.939999,40.040001,38.994999,39.040001,5246800,39.040001
"2016-03-31",38.740002,39,38.43,38.599998,8087000,38.599998
"2016-04-01",38.509998,39.459999,38.400002,39.400002,6982000,39.400002
"2016-04-04",39.360001,39.380001,38.41,38.790001,5381300,38.790001
"2016-04-05",38.349998,38.810001,37.700001,38.549999,5364800,38.549999
"2016-04-06",38.450001,39.185001,38.25,39.16,5526200,39.16
"2016-04-07",38.849998,38.939999,38.119999,38.279999,7294500,38.279999
"2016-04-08",38.610001,38.699001,38.099998,38.41,7822300,38.41
"2016-04-11",38.330002,38.82,38.029999,38.060001,5428900,38.060001
"2016-04-12",38.32,38.32,37.34,37.799999,7677100,37.799999
"2016-04-13",38.25,39.119999,38.189999,38.790001,7082400,38.790001
"2016-04-14",38.939999,39.02,38.415001,38.639999,4590200,38.639999
"2016-04-15",38.689999,38.950001,38.290001,38.580002,5239600,38.580002
"2016-04-18",38.560001,39.689999,38.43,39.639999,6433000,39.639999
"2016-04-19",39.75,40.07,38.974998,39.240002,5915800,39.240002
"2016-04-20",39.240002,40.240002,39.169998,40.080002,7723500,40.080002
"2016-04-21",40.200001,40.549999,40.014,40.099998,5539400,40.099998
"2016-04-22",39.720001,40.634998,39.68,40.310001,6433900,40.310001
"2016-04-25",40.27,40.84,39.540001,39.82,7934200,39.82
"2016-04-26",39.57,40.130001,39.330002,39.73,5271200,39.73
"2016-04-27",39.68,40.18,39.200001,40.009998,12727600,40.009998
"2016-04-28",41,41.490002,39.91,40.07,17800000,40.07
"2016-04-29",39.709999,39.869999,38.59,39.18,10001400,39.18
"2016-05-02",39.07,39.27,38.73,39.02,6777500,39.02
"2016-05-03",38.630001,38.970001,38.139999,38.360001,9146600,38.360001
"2016-05-04",38.07,38.459999,37.869999,38.310001,8121600,38.310001
"2016-05-05",38.380001,39.118999,38.32,38.950001,7127200,38.950001
"2016-05-06",38.709999,39.700001,38.610001,39.48,6566900,39.48
"2016-05-09",39.419998,40.18,39.330002,39.619999,5861000,39.619999
"2016-05-10",39.619999,40.150002,39.240002,40.110001,6588700,40.110001
"2016-05-11",39.57,40.313999,39.57,39.709999,5995500,39.709999
"2016-05-12",39.849998,40,39.169998,39.509998,6323100,39.509998
"2016-05-13",39.540001,39.799999,39.310001,39.48,5885900,39.48
"2016-05-16",39.360001,39.529999,39.130001,39.299999,10316000,39.299999
"2016-05-17",39.099998,39.66,38.75,39.064999,10746100,39.064999
"2016-05-18",39.18,39.360001,38.5,38.98,10393500,38.98
"2016-05-19",38.810001,38.880001,37.310001,37.650002,17041300,37.650002
"2016-05-20",37.790001,37.950001,37.490002,37.529999,12496600,37.529999
"2016-05-23",37.68,38.23,37.389999,38.07,9083800,38.07
"2016-05-24",38.279999,39.005001,38.279999,38.919998,7555200,38.919998
"2016-05-25",38.869999,39.060001,38.509998,38.759998,6538900,38.759998
"2016-05-26",38.709999,38.740002,38,38.07,5894700,38.07
"2016-05-27",38,38.345001,37.919998,38.09,5863600,38.09
"2016-05-31",37.959999,38.029999,37.5,37.790001,12231400,37.790001
"2016-06-01",37.810001,38.479,37.709999,38.310001,5458500,38.310001
"2016-06-02",38.419998,38.685001,38.32,38.560001,4658600,38.560001
"2016-06-03",38.439999,38.59,37.813,38.330002,4986000,38.330002
"2016-06-06",38.470001,38.490002,37.98,38.099998,5065900,38.099998
"2016-06-07",38.07,38.48,37.52,37.57,6324400,37.57
"2016-06-08",37.529999,37.700001,37.060001,37.549999,8666600,37.549999
"2016-06-09",37.48,37.57,37.110001,37.130001,10206700,37.130001
"2016-06-10",36.830002,37.049999,36.619999,36.77,7741400,36.77
"2016-06-13",36.5,37.110001,36.494999,36.540001,8216000,36.540001
"2016-06-14",36.369999,37.275002,36.25,37.16,10281900,37.16
"2016-06-15",37.16,37.220001,36.785,36.84,7092000,36.84
"2016-06-16",36.619999,37.040001,36.349998,36.970001,6106000,36.970001
"2016-06-17",37.029999,37.18,36.630001,36.970001,7947100,36.970001
"2016-06-20",37.279999,37.759998,36.82,36.860001,7789600,36.860001
"2016-06-21",36.799999,36.799999,35.950001,36.16,12816100,36.16
"2016-06-22",36.279999,36.493,35.779999,36,9292400,36
"2016-06-23",36.27,36.665001,36.049999,36.66,4808700,36.66
"2016-06-24",35,35.724998,34.610001,35.080002,17647200,35.080002
"2016-06-27",34.740002,34.759998,34,34.200001,11195800,34.200001
"2016-06-28",34.459999,35.25,34.23,35.240002,12408200,35.240002
"2016-06-29",35.689999,35.904999,35.290001,35.77,9520400,35.77
"2016-06-30",35.810001,36.529999,35.59,36.509998,9153000,36.509998
"2016-07-01",36.599998,36.669998,36.25,36.349998,7260400,36.349998
"2016-07-05",36.299999,36.360001,35.869999,36.119999,5321100,36.119999
"2016-07-06",35.939999,36.169998,35.715,35.93,7821300,35.93
"2016-07-07",35.919998,36.389999,35.84,36.32,7326700,36.32
"2016-07-08",36.779999,37.459999,36.66,37.360001,6828600,37.360001
"2016-07-11",37.450001,38.330002,37.400002,38.150002,10096200,38.150002
"2016-07-12",38.470001,38.91,38.240002,38.790001,9997200,38.790001
"2016-07-13",38.84,39.990002,38.830002,39.279999,12458500,39.279999
"2016-07-14",39.689999,40.07,39.400002,39.959999,9683500,39.959999
"2016-07-15",40.02,40.07,38.98,39.09,8140600,39.09
"2016-07-18",39.130001,39.220001,38.73,38.919998,7877400,38.919998
"2016-07-19",38.970001,39.465,38.830002,39.369999,8120100,39.369999
"2016-07-20",39.439999,40.450001,39.119999,40.049999,11189100,40.049999
"2016-07-21",40.330002,40.330002,39.650002,40.130001,13363300,40.130001
"2016-07-22",37.299999,37.59,36.43,37.419998,36397300,37.419998
"2016-07-25",37.700001,38.18,37.619999,37.779999,16904100,37.779999
"2016-07-26",37.779999,38.27,37.599998,37.689999,10279200,37.689999
"2016-07-27",37.639999,37.689999,37.044998,37.220001,8894200,37.220001
"2016-07-28",37.400002,37.68,37.101002,37.220001,5111300,37.220001
"2016-07-29",37.41,37.48,36.860001,37.240002,6841500,37.240002
"2016-08-01",37.43,37.439999,36.900002,37.060001,5473900,37.060001
"2016-08-02",37.060001,37.084999,36.360001,36.540001,5997700,36.540001
"2016-08-03",36.59,36.740002,36.279999,36.580002,7663800,36.580002
"2016-08-04",36.82,37.389999,36.73,37.299999,7507800,37.299999
"2016-08-05",37.549999,38.150002,37.549999,38.099998,7670400,38.099998
"2016-08-08",38.189999,38.299999,37.650002,37.91,6101300,37.91
"2016-08-09",38.029999,38.139999,37.880001,38.099998,5049100,38.099998
"2016-08-10",38.02,38.244999,37.91,38.07,5546800,38.07
"2016-08-11",38.189999,38.490002,38.099998,38.459999,5999400,38.459999
"2016-08-12",38.299999,38.630001,38.099998,38.509998,6527900,38.509998
"2016-08-15",38.549999,38.650002,38.34,38.459999,4548200,38.459999
"2016-08-16",38.400002,38.529999,38.150002,38.380001,6170800,38.380001
"2016-08-17",38.41,38.459999,37.880001,38.139999,5264000,38.139999
"2016-08-18",38.07,38.375,37.93,38.220001,3880600,38.220001
"2016-08-19",38.02,38.18,37.895,38.09,5107900,38.09
"2016-08-22",37.93,38.200001,37.66,38.110001,10704300,38.110001
"2016-08-23",38.419998,38.43,37.799999,37.860001,6066400,37.860001
"2016-08-24",37.810001,37.950001,37.41,37.52,5914200,37.52
"2016-08-25",37.5,37.57,37.25,37.509998,5132100,37.509998
"2016-08-26",37.720001,37.84,37.380001,37.650002,4177700,37.650002
"2016-08-29",37.610001,37.650002,37.27,37.290001,4780700,37.290001
"2016-08-30",37.259998,37.52,36.985001,37,6873600,37
"2016-08-31",37,37.240002,36.84,37.150002,7166300,37.150002
"2016-09-01",37.27,37.32,36.580002,36.830002,10412200,36.830002
"2016-09-02",37.009998,37.125,36.299999,37.07,6726900,37.07
"2016-09-06",37.049999,37.650002,37.02,37.18,6416900,37.18
"2016-09-07",37.330002,38.580002,37.259998,38.560001,10817700,38.560001
"2016-09-08",38.650002,39.330002,38.500999,39.27,12037300,39.27
"2016-09-09",38.75,39.02,37.91,38.009998,10747100,38.009998
"2016-09-12",37.650002,38.84,37.540001,38.77,8635000,38.77
"2016-09-13",38.619999,40.330002,38.41,39.860001,17924900,39.860001
"2016-09-14",39.990002,40.279999,39.529999,39.959999,13042100,39.959999
"2016-09-15",40.310001,41.139999,39.869999,40.830002,12702800,40.830002
"2016-09-16",40.709999,40.880001,40.325001,40.700001,11909400,40.700001
"2016-09-19",40.240002,40.459999,39.75,40.009998,7574500,40.009998
"2016-09-20",40.299999,40.299999,39.669998,39.689999,5563300,39.689999
"2016-09-21",39.860001,40.389999,39.700001,40.290001,5378400,40.290001
"2016-09-22",40.419998,40.66,40.139999,40.490002,5691000,40.490002
"2016-09-23",39.599998,40.494999,39.599998,40.07,6234600,40.07
"2016-09-26",39.380001,40.509998,39.380001,40.34,9054400,40.34
"2016-09-27",40.040001,41.23,39.490002,41.060001,8674100,41.060001
"2016-09-28",41.150002,41.189999,40.209999,40.970001,6751200,40.970001
"2016-09-29",40.91,41.299999,40.360001,40.389999,7953000,40.389999
"2016-09-30",40.290001,41.049999,40.27,40.970001,8685600,40.970001
"2016-10-03",40.869999,41.200001,40.16,40.59,6925000,40.59
"2016-10-04",41.299999,41.299999,40.439999,40.779999,5046600,40.779999
"2016-10-05",40.950001,40.950001,40.400002,40.439999,6128200,40.439999
"2016-10-06",40.32,40.389999,39.860001,40.18,6312000,40.18
"2016-10-07",40.419998,40.419998,39.619999,39.880001,6109900,39.880001
"2016-10-10",40.130001,40.169998,39.59,39.860001,6636700,39.860001
"2016-10-11",40.029999,40.110001,38.959999,39.189999,9955700,39.189999
"2016-10-12",39.77,39.799999,39.299999,39.529999,7039900,39.529999
"2016-10-13",39.389999,39.400002,38.75,39.200001,7865200,39.200001
"2016-10-14",39.459999,39.889999,39.23,39.240002,6647600,39.240002
"2016-10-17",39.240002,39.619999,39.16,39.48,5279500,39.48
"2016-10-18",40,40.18,39.779999,39.830002,5475900,39.830002
"2016-10-19",39.970001,40.470001,39.84,40.240002,6587700,40.240002
"2016-10-20",40.23,40.290001,39.82,40.09,13337500,40.09
"2016-10-21",41.849998,44.240002,41.84,44.150002,37554700,44.150002
"2016-10-24",44,44.52,43.139999,43.869999,19079000,43.869999
"2016-10-25",43.66,44.07,43,43.310001,9463900,43.310001
"2016-10-26",43,43.209999,42.310001,42.330002,10918800,42.330002
"2016-10-27",42.549999,42.57,41.620998,41.689999,9447300,41.689999
"2016-10-28",41.98,41.98,41.07,41.759998,11979200,41.759998
"2016-10-31",41.779999,42,41.360001,41.66,7160000,41.66
"2016-11-01",41.68,42.294998,41.290001,41.540001,9399000,41.540001
"2016-11-02",41.43,41.57,41.080002,41.349998,7920600,41.349998
"2016-11-03",41.32,41.5,40.919998,41.189999,6239900,41.189999
"2016-11-04",40.299999,41.485001,40.299999,40.900002,6541300,40.900002
"2016-11-07",41.52,41.650002,41.060001,41.279999,7904900,41.279999
"2016-11-08",41.419998,42.150002,41.09,41.580002,6968100,41.580002
"2016-11-09",40.599998,41.470001,40.580002,41.259998,9744400,41.259998
"2016-11-10",41.900002,41.900002,39.580002,40.450001,12097600,40.450001
"2016-11-11",40.77,40.77,39.799999,40.080002,10775700,40.080002
"2016-11-14",40.400002,40.400002,38.450001,38.810001,17877800,38.810001
"2016-11-15",39.040001,39.48,38.900002,38.939999,16037800,38.939999
"2016-11-16",39.049999,39.209999,38.709999,39.07,12730900,39.07
"2016-11-17",39.119999,40.055,38.950001,39.880001,9758500,39.880001
"2016-11-18",40.080002,40.57,39.91,40.080002,9521500,40.080002
"2016-11-21",40.119999,40.77,40.116001,40.630001,6667200,40.630001
"2016-11-22",40.990002,41.099998,39.950001,40.330002,7734700,40.330002
"2016-11-23",40.310001,40.43,39.849998,40.049999,5770600,40.049999
"2016-11-25",40.400002,40.560001,39.990002,40.259998,2324300,40.259998
"2016-11-28",40.259998,40.490002,39.924999,39.959999,4170600,39.959999
"2016-11-29",40.07,40.360001,39.790001,39.889999,5083700,39.889999
"2016-11-30",40.099998,40.18,39.18,39.279999,8420700,39.279999
"2016-12-01",39.560001,39.68,38.18,38.34,11265600,38.34
"2016-12-02",38.34,38.75,38.060001,38.619999,6335200,38.619999
"2016-12-05",38.849998,39.34,38.650002,38.990002,5053900,38.990002
"2016-12-06",39.23,39.259998,38.709999,38.98,5954500,38.98
"2016-12-07",39.080002,39.459999,38.799999,39.450001,7012000,39.450001
"2016-12-08",39.68,40,39.450001,39.610001,6102600,39.610001
"2016-12-09",39.700001,39.790001,39.375,39.650002,3923700,39.650002
"2016-12-12",39.599998,39.900002,39.349998,39.43,4474500,39.43
"2016-12-13",39.549999,39.744999,39.389999,39.43,6385900,39.43
"2016-12-14",39.459999,39.889999,39.459999,39.549999,4658700,39.549999
"2016-12-15",39.799999,40.290001,39.349998,39.540001,6418900,39.540001
"2016-12-16",39.900002,39.900002,39.119999,39.32,9786300,39.32
"2016-12-19",39.400002,39.799999,39.110001,39.439999,4268600,39.439999
"2016-12-20",39.610001,39.740002,39.259998,39.740002,3637200,39.740002
"2016-12-21",39.84,40.740002,39.82,40.09,6768200,40.09
"2016-12-22",40.040001,40.09,39.540001,39.68,5065000,39.68
"2016-12-23",39.82,39.869999,39.48,39.580002,3378100,39.580002
"2016-12-27",39.5,40.080002,39.43,39.720001,2660100,39.720001
"2016-12-28",39.759998,40.029999,39.529999,39.57,3292400,39.57
"2016-12-29",39.540001,40.169998,39.540001,39.959999,3708000,39.959999
"2016-12-30",39.959999,40.07,39.34,39.470001,5012100,39.470001
"2017-01-03",40.290001,40.98,40,40.25,8247400,40.25
"2017-01-04",40.349998,41.029999,40.044998,41,6806400,41
"2017-01-05",41.43,41.720001,41.040001,41.060001,6432000,41.060001
"2017-01-06",41.240002,41.639999,40.790001,41.450001,5586400,41.450001
"2017-01-09",41.490002,41.509998,41.110001,41.400002,3943900,41.400002
"2017-01-10",41.400002,41.549999,41.07,41.080002,4174900,41.080002
"2017-01-11",41.23,41.380001,40.834999,41.279999,4425300,41.279999
"2017-01-12",41.279999,41.605,40.919998,41.560001,3840500,41.560001
"2017-01-13",41.650002,41.84,41.529999,41.599998,3917700,41.599998
"2017-01-17",41.599998,41.709999,41.200001,41.27,5932900,41.27
"2017-01-18",41.41,41.490002,41.110001,41.349998,4706000,41.349998
"2017-01-19",41.25,41.68,41.029999,41.27,4717600,41.27
"2017-01-20",41.389999,41.720001,41.299999,41.689999,6868500,41.689999
"2017-01-23",41.860001,42.110001,41.25,41.619999,8497100,41.619999
"2017-01-24",41.950001,42.040001,41.529999,41.959999,6106500,41.959999
"2017-01-25",42.360001,42.439999,41.66,41.709999,8604000,41.709999
