"dates","GWW.Open","GWW.High","GWW.Low","GWW.Close","GWW.Volume","GWW.Adjusted"
"2010-07-15",106.300003,109.029999,103.43,106.889999,2510700,87.472229
"2010-07-16",106.400002,106.459999,103.949997,104.980003,1153000,85.909218
"2010-07-19",104.980003,105.279999,103.870003,104.790001,667400,85.753746
"2010-07-20",103.660004,106.080002,102.489998,105.900002,945900,86.662064
"2010-07-21",106.309998,107.410004,104.809998,105.599998,826000,86.41658
"2010-07-22",106.510002,108.720001,106.510002,108.389999,685000,88.69973
"2010-07-23",108.370003,109.660004,107.370003,109.610001,482900,89.69809
"2010-07-26",109.889999,110.949997,109.209999,110.949997,459300,90.79467
"2010-07-27",111.349998,111.349998,109.529999,110.459999,747700,90.393684
"2010-07-28",110.419998,110.970001,109.669998,110.779999,808800,90.65554
"2010-07-29",111.93,111.959999,109.779999,111.25,1088100,91.040192
"2010-07-30",109.559998,112.279999,108.949997,112.010002,877700,91.662109
"2010-08-02",113.57,115.480003,112.510002,114.160004,835800,93.421562
"2010-08-03",113.989998,114.32,113.089996,113.540001,496600,92.914162
"2010-08-04",113.57,115.68,113.120003,115.440002,638100,94.469025
"2010-08-05",114.379997,114.690002,113.599998,114.089996,744300,93.803078
"2010-08-06",112.900002,114.480003,112.589996,114.029999,998500,93.753738
"2010-08-09",114.440002,115,113.360001,115,554900,94.551247
"2010-08-10",113.669998,113.940002,112.400002,113.379997,999800,93.219307
"2010-08-11",111.529999,111.879997,108.860001,109.849998,1245900,90.316971
"2010-08-12",108.449997,111,108.449997,110.739998,794800,91.048744
"2010-08-13",110.419998,110.540001,109.440002,109.660004,624000,90.160767
"2010-08-16",109.040001,109.830002,108.230003,109.220001,366400,89.799004
"2010-08-17",110.279999,112,110.209999,111.239998,520200,91.459824
"2010-08-18",111.120003,111.830002,110.379997,111.18,428700,91.410477
"2010-08-19",110.75,111.059998,107.650002,108.110001,657400,88.88636
"2010-08-20",107.190002,108.050003,106.589996,107.68,564300,88.532845
"2010-08-23",108.5,109.629997,108.099998,108.879997,1069000,89.51947
"2010-08-24",107.540001,107.860001,106.129997,106.349998,895500,87.439346
"2010-08-25",105.849998,106.510002,104.480003,105.860001,885200,87.036469
"2010-08-26",106.510002,107.43,105.540001,105.790001,730800,86.97892
"2010-08-27",106.370003,107.919998,104.879997,107.720001,460200,88.565735
"2010-08-30",107.25,108.029999,106.279999,106.300003,398600,87.398216
"2010-08-31",105.709999,106.870003,105.089996,105.790001,665700,86.97892
"2010-09-01",107.32,109.660004,107.269997,109.589996,527300,90.103218
"2010-09-02",109.230003,111.040001,108.849998,110.839996,583500,91.130951
"2010-09-03",111.809998,112,110.57,111.43,459800,91.616051
"2010-09-07",110.610001,111.309998,110.199997,110.360001,395700,90.736305
"2010-09-08",110.550003,111.129997,110.5,110.730003,415700,91.04052
"2010-09-09",112,113.290001,111.290001,113.050003,683400,92.947998
"2010-09-10",113.080002,114.82,112.769997,114.730003,595100,94.329262
"2010-09-13",115.510002,116.800003,113.269997,116.559998,1236400,95.833832
"2010-09-14",114.860001,116.849998,114.589996,116.360001,866100,95.669395
"2010-09-15",115.959999,118.5,115.959999,118.18,885100,97.165802
"2010-09-16",116.860001,117.910004,116.260002,116.75,685600,95.990059
"2010-09-17",117.209999,119.480003,116.550003,118.739998,1018100,97.626205
"2010-09-20",119.230003,121.160004,118.099998,121.010002,740200,99.492577
"2010-09-21",120.75,121.110001,119.459999,119.739998,651900,98.448395
"2010-09-22",119.290001,120.480003,118.080002,118.449997,789000,97.387772
"2010-09-23",117.279999,119.410004,116.93,117.739998,431000,96.804016
"2010-09-24",119.300003,121.379997,119.220001,120.739998,407600,99.270576
"2010-09-27",120.459999,120.730003,119.239998,119.349998,360000,98.127769
"2010-09-28",119.629997,120.849998,117.989998,120.620003,340100,99.171913
"2010-09-29",119.839996,120.540001,119.199997,119.559998,390000,98.3004
"2010-09-30",120.519997,121.839996,118.110001,119.110001,485000,97.930443
"2010-10-01",120,120,118.790001,119.129997,425200,97.946861
"2010-10-04",119.07,119.870003,117.25,118.25,397200,97.223343
"2010-10-05",119.480003,122.059998,118.699997,121.690002,514600,100.051643
"2010-10-06",121.220001,123.059998,121.220001,122.620003,478100,100.816284
"2010-10-07",122.75,123,120.910004,121.989998,380600,100.298294
"2010-10-08",121.760002,123.57,121.629997,123,456600,101.1287
"2010-10-11",122.959999,123.82,122.580002,123.139999,313700,101.24382
"2010-10-12",122.860001,124.269997,121.230003,123.699997,722400,101.704216
"2010-10-13",124.360001,126.050003,124.160004,125.309998,694500,103.027977
"2010-10-14",122.769997,123.889999,119.800003,121.639999,1564400,100.010536
"2010-10-15",122.720001,123.099998,120.360001,121.32,738500,99.747444
"2010-10-18",121.93,122.18,120.93,122.18,718100,100.454552
"2010-10-19",121.120003,122.080002,119.599998,121.160004,907400,99.615891
"2010-10-20",121.160004,123.110001,121.099998,122.739998,625400,100.914932
"2010-10-21",123.010002,124.370003,122.82,123.82,779300,101.802879
"2010-10-22",123.870003,123.870003,122.480003,122.610001,436300,100.80806
"2010-10-25",123.540001,124.449997,122.309998,122.720001,519600,100.898499
"2010-10-26",121.919998,123.029999,121.110001,121.760002,549800,100.109215
"2010-10-27",121.129997,121.610001,120.099998,121.419998,469000,99.829666
"2010-10-28",122.199997,122.620003,120.57,121.099998,416500,99.566574
"2010-10-29",121.129997,124.129997,120.949997,124.029999,936000,101.975571
"2010-11-01",124.449997,125.410004,123.720001,124.370003,526700,102.255089
"2010-11-02",125.449997,126.190002,124.839996,125.190002,321800,102.929291
"2010-11-03",125.269997,125.370003,123.139999,124.620003,527400,102.460663
"2010-11-04",125.739998,126.419998,124.879997,126.339996,479900,104.326874
"2010-11-05",126.339996,128.270004,125.959999,128.190002,410700,105.854546
"2010-11-08",127.93,127.93,126.669998,127.029999,346300,104.896645
"2010-11-09",127.120003,127.120003,125.169998,125.82,310400,103.897491
"2010-11-10",125.660004,126.379997,124.900002,126.370003,254800,104.351639
"2010-11-11",124.470001,126.839996,123.349998,126.699997,728200,104.624146
"2010-11-12",125.959999,126.660004,124.449997,125.5,584500,103.633255
"2010-11-15",126.120003,127.129997,125.339996,125.370003,477500,103.525879
"2010-11-16",124.769997,125.290001,123.470001,124.529999,885900,102.832253
"2010-11-17",124.290001,125.389999,123,124.860001,1213200,103.104767
"2010-11-18",125.93,126.629997,124.150002,125.239998,864000,103.418541
"2010-11-19",124.879997,125.860001,124.269997,125.779999,509200,103.864464
"2010-11-22",125.5,126.199997,124.519997,125.949997,422700,104.004822
"2010-11-23",124.580002,124.93,123.620003,124.059998,756800,102.444138
"2010-11-24",124.879997,127.029999,124.830002,126.699997,479900,104.624146
"2010-11-26",125.75,126.330002,125.690002,125.75,163100,103.839668
"2010-11-29",124.879997,125.419998,123.779999,125.059998,440800,103.26992
"2010-11-30",123.620003,125.830002,123.620003,124.93,767300,103.162575
"2010-12-01",125.989998,128.259995,125.970001,127.269997,659200,105.094841
"2010-12-02",127.419998,131.309998,127.269997,131.160004,728300,108.307037
"2010-12-03",130.690002,131.929993,130.509995,131.589996,333000,108.662125
"2010-12-06",131.399994,132.380005,130.910004,131.949997,304100,108.959427
"2010-12-07",134.080002,134.080002,132.210007,132.630005,578700,109.520943
"2010-12-08",132.789993,132.789993,131.389999,132.130005,508100,109.108063
"2010-12-09",132.990005,132.990005,131.759995,132.350006,285100,109.289726
"2010-12-10",132.570007,133.759995,132.080002,133.669998,230100,110.37973
"2010-12-13",134.149994,134.789993,133.339996,133.770004,426400,110.462318
"2010-12-14",134.089996,135.25,133.820007,134.830002,356600,111.337608
"2010-12-15",134.429993,136.259995,134.320007,135.380005,554300,111.791809
"2010-12-16",135.240005,136.919998,134.649994,136.800003,349300,112.964371
"2010-12-17",136.839996,136.839996,136.080002,136.190002,605400,112.460648
"2010-12-20",136.520004,137.850006,136.410004,137.300003,274200,113.377243
"2010-12-21",137.720001,138.5,137.529999,138.5,273200,114.368141
"2010-12-22",138.589996,138.589996,137.710007,138.009995,237200,113.963524
"2010-12-23",137.990005,138.300003,137.770004,138.070007,133100,114.013062
"2010-12-27",138,138.860001,137.410004,138.649994,127800,114.49205
"2010-12-28",138.869995,139.070007,137.509995,138.009995,206600,113.963524
"2010-12-29",138.419998,139.080002,137.940002,137.949997,239900,113.914032
"2010-12-30",137.669998,138.619995,137.410004,138.289993,143600,114.19471
"2010-12-31",138.199997,139.089996,137.910004,138.110001,181500,114.046082
"2011-01-03",139.179993,140.169998,138.75,139.539993,402500,115.226936
"2011-01-04",140,140,137.399994,139.229996,637700,114.971008
"2011-01-05",138.660004,139.850006,138.039993,138.679993,402800,114.51683
"2011-01-06",137.5,137.5,133.410004,133.660004,1855500,110.371452
"2011-01-07",134.110001,134.610001,132.130005,132.600006,750400,109.496162
"2011-01-10",132.229996,133.860001,132.100006,132.660004,663100,109.54567
"2011-01-11",133.210007,134.160004,132.889999,133.539993,414700,110.272377
"2011-01-12",134.339996,135.020004,134.100006,134.460007,523500,111.032104
"2011-01-13",134.759995,135.369995,134.330002,134.779999,387300,111.296341
"2011-01-14",134.490005,136.009995,134.289993,135.899994,556800,112.221169
"2011-01-18",136.149994,137.460007,135.520004,137.199997,653700,113.294685
"2011-01-19",137.210007,137.440002,135.779999,136.080002,739900,112.36982
"2011-01-20",136.100006,136.309998,134.240005,135.199997,557800,111.643158
"2011-01-21",136.229996,136.600006,134.910004,135.309998,422700,111.733963
"2011-01-24",135.550003,139.360001,135.210007,139.160004,884100,114.91317
"2011-01-25",136.039993,137.360001,131.740005,132.559998,1624400,109.463127
"2011-01-26",131.889999,132.440002,129.919998,132.179993,931300,109.149323
"2011-01-27",132.119995,134.520004,132.110001,133.990005,828200,110.643974
"2011-01-28",134.149994,134.360001,129.639999,130.210007,717700,107.522591
"2011-01-31",130.820007,132.190002,130.380005,131.470001,642400,108.563072
"2011-02-01",132.429993,132.600006,131.320007,132.320007,507000,109.264961
"2011-02-02",132.059998,132.509995,131.139999,131.729996,499300,108.777756
"2011-02-03",131.320007,133.070007,131.080002,132.360001,380900,109.297958
"2011-02-04",132.25,133.539993,131.970001,133.449997,512800,110.198051
"2011-02-07",133.630005,135.279999,133.410004,134.660004,542800,111.197205
"2011-02-08",134.509995,135.669998,134.360001,135.440002,435300,111.841293
"2011-02-09",134.990005,136.130005,134.990005,135.279999,438100,111.709221
"2011-02-10",133.990005,136.509995,133.990005,135.869995,380200,112.646072
"2011-02-11",135.149994,136.089996,134.529999,135.729996,406600,112.529961
"2011-02-14",135.839996,135.839996,134.309998,134.479996,392000,111.493645
"2011-02-15",134.139999,134.320007,133.369995,134,315700,111.095688
"2011-02-16",134.350006,135.160004,133.619995,134.220001,317500,111.278061
"2011-02-17",133.910004,134.440002,133.25,134,327800,111.095688
"2011-02-18",134.210007,135.850006,134.070007,135.660004,557100,112.471939
"2011-02-22",134.25,135.210007,132.610001,133.009995,462200,110.27491
"2011-02-23",132.919998,133.339996,129.009995,130.529999,617000,108.218842
"2011-02-24",130.240005,131.389999,129.389999,130.070007,544500,107.83744
"2011-02-25",130.559998,131.850006,129.979996,131.720001,427300,109.205414
"2011-02-28",132.080002,133.410004,131.850006,133.210007,516500,110.44075
"2011-03-01",134.339996,137.139999,131.869995,132.020004,533700,109.454124
"2011-03-02",131.539993,135.309998,131.080002,134.75,541400,111.717514
"2011-03-03",135.910004,137.919998,135.910004,137.380005,730600,113.897964
"2011-03-04",136.830002,137.919998,135.179993,136.429993,294100,113.110321
"2011-03-07",136.729996,137.190002,135.460007,135.770004,512200,112.563164
"2011-03-08",136.330002,137.380005,135.600006,136.699997,379000,113.33416
"2011-03-09",136.339996,137.399994,134.759995,137.080002,548500,113.649185
"2011-03-10",135.350006,135.940002,134.050003,134.410004,551500,111.435593
"2011-03-11",134.020004,137.009995,133.839996,136.479996,417700,113.151802
"2011-03-14",135.539993,136.619995,134.179993,135.529999,357900,112.364197
"2011-03-15",132.490005,135.330002,132.029999,134.389999,466500,111.419022
"2011-03-16",134.029999,135.080002,131.449997,133.119995,687800,110.366089
"2011-03-17",135.699997,135.710007,133.509995,134.550003,600600,111.551689
"2011-03-18",136.520004,136.619995,134.820007,135.529999,435800,112.364197
"2011-03-21",137.440002,137.910004,136.330002,136.529999,509800,113.193268
"2011-03-22",136.190002,136.490005,135.119995,135.690002,390200,112.496811
"2011-03-23",135.320007,135.699997,133.949997,135.039993,407400,111.957909
"2011-03-24",135.619995,136.360001,135.380005,135.729996,373000,112.529961
"2011-03-25",135.869995,136.929993,135.649994,135.910004,275400,112.67923
"2011-03-28",136.520004,137.440002,135.440002,136.429993,512900,113.110321
"2011-03-29",136.220001,138.130005,135.460007,137.970001,365100,114.387108
"2011-03-30",138.679993,139.139999,137.119995,137.279999,383100,113.815041
"2011-03-31",137.229996,137.800003,137.070007,137.679993,446400,114.14666
"2011-04-01",138,140.979996,137.75,140.880005,583600,116.799683
"2011-04-04",140.800003,141.589996,140.5,140.949997,391900,116.857742
"2011-04-05",140.919998,142.339996,140.789993,141.520004,480400,117.330299
"2011-04-06",143.720001,145.929993,143.429993,144.199997,851800,119.552254
"2011-04-07",143.850006,145.259995,143.320007,143.820007,384200,119.23719
"2011-04-08",144.509995,144.75,142.330002,143.169998,271100,118.698318
"2011-04-11",143.130005,144.279999,142.779999,143.520004,366900,118.988449
"2011-04-12",142.690002,143.330002,141.470001,141.960007,305000,117.695091
"2011-04-13",142.309998,142.75,140.309998,141.649994,448100,117.438118
"2011-04-14",141.070007,142.380005,140.089996,142.240005,3e+05,117.927246
"2011-04-15",142.630005,143.990005,142.139999,142.860001,593100,118.441254
"2011-04-18",146.210007,148.169998,145,145.320007,1635800,120.480797
"2011-04-19",145.860001,146.679993,145.619995,145.919998,763100,120.978218
"2011-04-20",147.389999,149.960007,146.779999,149.869995,879600,124.253036
"2011-04-21",150,150,148.830002,149.649994,382100,124.070663
"2011-04-25",149.240005,149.470001,148.139999,148.940002,294400,123.481949
"2011-04-26",149.839996,149.899994,148.800003,149.020004,678100,123.548363
"2011-04-27",149.139999,150.399994,149,150.190002,575600,124.518349
"2011-04-28",149.529999,151.110001,149.529999,150.839996,278900,125.05732
"2011-04-29",151.550003,152.240005,150.550003,151.600006,386000,125.687363
"2011-05-02",151.429993,151.850006,149.710007,149.800003,315300,124.19503
"2011-05-03",149.440002,150.75,148.649994,149.380005,403300,123.846832
"2011-05-04",148.979996,149.619995,147.350006,148.309998,456800,122.959694
"2011-05-05",147.089996,148.630005,145.800003,146.789993,404400,122.24353
"2011-05-06",148.470001,149.619995,147.259995,147.910004,316500,123.176224
"2011-05-09",147.559998,149.050003,147.559998,148.270004,272000,123.476028
"2011-05-10",148.449997,151.029999,148.449997,150.889999,407600,125.657913
"2011-05-11",150.589996,150.880005,148.229996,150.050003,462800,124.958382
"2011-05-12",149.940002,152.039993,148.899994,151.779999,536000,126.39917
"2011-05-13",152.190002,153.600006,150.619995,151,564800,125.749504
"2011-05-16",150.580002,151.259995,149.380005,150.300003,371700,125.166557
"2011-05-17",149.880005,150.100006,148.149994,149.089996,493000,124.158951
"2011-05-18",149.089996,151.800003,148.610001,151.740005,275800,126.365791
"2011-05-19",151.960007,152.449997,150.440002,151.449997,353800,126.124283
"2011-05-20",151.470001,151.470001,149.25,150.830002,437200,125.607979
"2011-05-23",149.270004,149.899994,148.270004,148.889999,462600,123.992363
"2011-05-24",149.259995,149.789993,146.850006,147.339996,620400,122.701546
"2011-05-25",147.139999,148.75,147.050003,148.5,401600,123.66761
"2011-05-26",148.339996,149.75,147.300003,149.369995,240100,124.39209
"2011-05-27",149.800003,150.179993,149.240005,149.410004,222800,124.425415
"2011-05-31",151.160004,151.160004,149.229996,151.070007,497000,125.807861
"2011-06-01",150.639999,151.179993,144.610001,144.800003,665100,120.586296
"2011-06-02",145.029999,146.119995,143.470001,144.789993,470600,120.577972
"2011-06-03",142.710007,144.660004,142.059998,143.570007,393000,119.561958
"2011-06-06",143.220001,144.229996,142.100006,144.029999,525700,119.945045
"2011-06-07",144.320007,144.990005,143.600006,143.610001,242400,119.595284
"2011-06-08",143.360001,143.449997,141.979996,142.649994,368500,118.795815
"2011-06-09",142.809998,143.940002,142.380005,143.419998,207400,119.437065
"2011-06-10",143.009995,143.160004,141.179993,141.899994,513400,118.171219
"2011-06-13",142.639999,143.5,142.009995,142.809998,505000,118.929115
"2011-06-14",143.880005,146.970001,143.75,145.690002,574500,121.327469
"2011-06-15",144.429993,145.5,143.100006,143.139999,554400,119.203873
"2011-06-16",143.25,144.550003,142.009995,144.270004,525300,120.144913
"2011-06-17",145.479996,145.789993,144.449997,144.539993,491600,120.369759
"2011-06-20",144.119995,146.259995,143.479996,146.039993,301400,121.618919
"2011-06-21",147.190002,148.759995,145.300003,148.5,417300,123.66761
"2011-06-22",148.139999,149.580002,147.589996,149.100006,579200,124.167274
"2011-06-23",147.339996,149.350006,146.320007,149.160004,943000,124.217285
"2011-06-24",149.110001,149.460007,146.550003,147.369995,575500,122.72657
"2011-06-27",147.75,149.179993,146.550003,148.119995,689000,123.351105
"2011-06-28",149.169998,151.539993,149.009995,151.509995,477900,126.174255
"2011-06-29",152,152.550003,150.850006,151.589996,348800,126.240845
"2011-06-30",151.440002,154.679993,151.440002,153.649994,595500,127.956406
"2011-07-01",154.020004,158.460007,153.130005,158.210007,569100,131.753891
"2011-07-05",158.210007,159,157,158.190002,575500,131.737228
"2011-07-06",157.610001,159.710007,157.369995,159.630005,359200,132.936417
"2011-07-07",160.770004,161.210007,160.169998,160.779999,294300,133.894135
"2011-07-08",159.25,160.949997,158.740005,160.75,373800,133.869095
"2011-07-11",159.039993,160.119995,157.979996,158.539993,362900,132.028702
"2011-07-12",158.380005,159.529999,157.75,158.300003,303900,131.828796
"2011-07-13",158.770004,161.020004,158.360001,158.75,302500,132.203568
"2011-07-14",159.539993,160.679993,156.119995,156.589996,460300,130.404739
"2011-07-15",157.550003,158.360001,156.630005,157.619995,454300,131.262543
"2011-07-18",157.440002,157.580002,154.75,156.309998,506600,130.171555
"2011-07-19",155.490005,156.820007,152.789993,156.240005,1012600,130.113266
"2011-07-20",157.449997,157.649994,154.529999,155.660004,464900,129.630249
"2011-07-21",156.570007,157.889999,155.330002,156.169998,694100,130.055023
"2011-07-22",156.149994,156.720001,154.729996,155.449997,339400,129.455414
