"dates","CHRW.Open","CHRW.High","CHRW.Low","CHRW.Close","CHRW.Volume","CHRW.Adjusted"
"2010-03-15",53.970001,54.23,53.450001,53.880001,1651000,42.00742
"2010-03-16",54.119999,55.68,53.990002,55.279999,3479600,43.098915
"2010-03-17",55.349998,56.209999,55.16,55.68,1992300,43.410789
"2010-03-18",55.459999,56.810001,55.279999,56.580002,2114600,44.112465
"2010-03-19",57.240002,57.68,56.380001,56.599998,3059500,44.128052
"2010-03-22",56.360001,56.650002,56.139999,56.23,1451200,43.839588
"2010-03-23",56.07,56.490002,55.759998,56.43,1303900,43.995529
"2010-03-24",56.400002,56.419998,55.73,56.119999,1293800,43.75383
"2010-03-25",56.43,56.779999,55.560001,55.650002,1779900,43.38739
"2010-03-26",55.639999,55.970001,55.25,55.560001,1545600,43.317223
"2010-03-29",55.709999,56.77,55.709999,56.09,1279500,43.730442
"2010-03-30",56.009998,56.450001,55.799999,56.220001,1372800,43.831806
"2010-03-31",55.830002,56.119999,55.639999,55.849998,1376400,43.543324
"2010-04-01",55.98,56.23,55.169998,55.68,1178800,43.410789
"2010-04-05",55.98,56.16,55.439999,55.66,1094800,43.395187
"2010-04-06",55.240002,55.68,54.990002,55.279999,1574400,43.098915
"2010-04-07",55.43,55.669998,54.970001,55.150002,2051300,42.997574
"2010-04-08",54.970001,55.720001,54.779999,55.599998,1837700,43.348408
"2010-04-09",55.75,56.689999,55.709999,56.450001,2885200,44.011124
"2010-04-12",57.599998,57.599998,56.439999,56.439999,3151600,44.003319
"2010-04-13",56.279999,56.73,55.91,56.59,1647900,44.120274
"2010-04-14",56.5,57.810001,56.490002,57.740002,1980200,45.016861
"2010-04-15",58.009998,59.759998,57.860001,58.93,3466500,45.944645
"2010-04-16",58.849998,58.950001,57.84,58.380001,2157300,45.515823
"2010-04-19",58.060001,58.860001,58.060001,58.630001,1601300,45.710751
"2010-04-20",58.919998,59.310001,58.48,58.900002,1480200,45.921246
"2010-04-21",57,61.27,56.990002,60,5813800,46.778851
"2010-04-22",60.110001,62.150002,59.509998,61.459999,4289700,47.917156
"2010-04-23",61.57,61.740002,60.959999,61.580002,2183800,48.010715
"2010-04-26",61.5,61.709999,61.029999,61.150002,1454600,47.675461
"2010-04-27",61.07,61.470001,60.07,60.27,2987300,46.989365
"2010-04-28",61,61.029999,60.330002,60.560001,1778100,47.215466
"2010-04-29",60.869999,61.459999,60.810001,61.150002,1554200,47.675461
"2010-04-30",60.91,61.619999,60.299999,60.32,1720800,47.028343
"2010-05-03",60.439999,61.889999,60.220001,61.77,1788500,48.158848
"2010-05-04",61.439999,61.48,60.119999,60.700001,1978200,47.324623
"2010-05-05",60.599998,61.52,60.310001,60.709999,2088900,47.332401
"2010-05-06",60.740002,61.240002,57.25,59.16,2987400,46.123974
"2010-05-07",59.150002,59.419998,57.599998,57.830002,3390400,45.087021
"2010-05-10",60.470001,60.68,59,60.68,2630700,47.309044
"2010-05-11",59.970001,61.34,59.970001,60.68,1817300,47.309044
"2010-05-12",60.68,61.5,60.490002,61.220001,1350000,47.730034
"2010-05-13",60.66,61.369999,60.560001,60.599998,1650700,47.246651
"2010-05-14",59.98,60.25,59.07,59.610001,1955900,46.474796
"2010-05-17",59.869999,60.349998,58.619999,59.759998,1547800,46.591743
"2010-05-18",60.099998,60.619999,59,59.220001,1087900,46.170738
"2010-05-19",59,59.709999,58.279999,59.34,1890100,46.264294
"2010-05-20",58.349998,58.790001,56.959999,57.029999,2573200,44.463306
"2010-05-21",56.299999,58.240002,56.259998,58.18,2885300,45.359901
"2010-05-24",57.919998,58.380001,57.310001,57.330002,1126800,44.697197
"2010-05-25",56.560001,57.490002,55.610001,57.400002,1750000,44.751781
"2010-05-26",57.41,58.310001,57.18,57.360001,1453100,44.720589
"2010-05-27",58.169998,58.73,57.779999,58.700001,1271000,45.765324
"2010-05-28",58.700001,58.73,57.48,58.110001,1363500,45.305321
"2010-06-01",57.849998,58.360001,57.009998,57.080002,1169300,44.502285
"2010-06-02",56.5,58.119999,56.5,58.119999,1325300,45.512463
"2010-06-03",58.330002,58.720001,57.41,58.040001,1445800,45.449818
"2010-06-04",57.169998,57.23,55.669998,55.900002,1844200,43.774029
"2010-06-07",55.93,56.18,54.650002,54.740002,2186900,42.865658
"2010-06-08",54.700001,55.09,53.889999,54.880001,1777200,42.975296
"2010-06-09",54.91,56.25,54.860001,55.029999,1708800,43.092758
"2010-06-10",56.75,57.700001,56.490002,57.439999,2147800,44.979965
"2010-06-11",56.75,58.25,56.470001,58.209999,1275200,45.582935
"2010-06-14",58.52,59.27,58.360001,58.700001,1517600,45.966652
"2010-06-15",58.73,59.419998,58.540001,59.32,1496100,46.452148
"2010-06-16",59.09,59.599998,58.810001,59.279999,1350600,46.420826
"2010-06-17",59.599998,59.639999,58.470001,59.34,901300,46.467815
"2010-06-18",59.439999,59.529999,58.869999,59.060001,1470200,46.248554
"2010-06-21",59.560001,59.75,58.68,59.110001,1172200,46.287712
"2010-06-22",59.25,59.380001,57.380001,57.59,1150400,45.097427
"2010-06-23",57.580002,57.959999,57,57.459999,791600,44.995625
"2010-06-24",57.139999,57.880001,56.82,56.990002,1035800,44.627579
"2010-06-25",57.080002,57.349998,56.610001,57.23,1735700,44.815525
"2010-06-28",57.450001,57.619999,56.630001,56.900002,707200,44.55711
"2010-06-29",56.48,56.630001,55.52,55.939999,1822000,43.805359
"2010-06-30",55.849998,56.939999,55.470001,55.66,1530900,43.586086
"2010-07-01",55.57,56.27,54.52,55.720001,1849500,43.633076
"2010-07-02",55.740002,55.98,54.5,55.049999,1178800,43.108418
"2010-07-06",55.68,56.02,55.09,55.639999,1811400,43.570423
"2010-07-07",55.639999,56.619999,55.299999,56.400002,1666900,44.165562
"2010-07-08",56.549999,57.049999,56.310001,56.790001,1015600,44.470963
"2010-07-09",56.779999,57.349998,56.68,57.060001,870300,44.6824
"2010-07-12",56.790001,57.610001,56.59,56.959999,758100,44.604092
"2010-07-13",57.700001,58.200001,57.41,58.009998,1174100,45.426311
"2010-07-14",58.25,59.139999,58.189999,58.75,1519900,46.005798
"2010-07-15",58.650002,58.919998,57.709999,58.580002,1062100,45.872669
"2010-07-16",58.509998,58.639999,57.360001,57.450001,1313400,44.987804
"2010-07-19",57.549999,58.459999,57.200001,58.25,1420300,45.614258
"2010-07-20",57.52,58.709999,57.009998,58.650002,1178500,45.927505
"2010-07-21",58.689999,58.869999,57.23,57.610001,1271000,45.113102
"2010-07-22",58.189999,59.5,58.189999,59.400002,2351300,46.514801
"2010-07-23",59.290001,60.990002,58.689999,60.880001,2295600,47.673767
"2010-07-26",61.049999,62.419998,61,62.099998,2236900,48.629116
"2010-07-27",62.169998,62.459999,61.049999,61.200001,2145900,47.924347
"2010-07-28",63.950001,65.449997,63.540001,64.870003,8449600,50.798229
"2010-07-29",65.150002,65.440002,63.990002,64.629997,2441500,50.610291
"2010-07-30",64.099998,65.529999,63.799999,65.199997,1668500,51.056648
"2010-08-02",65.349998,66.279999,65.019997,66.220001,1542400,51.855381
"2010-08-03",66.07,66.669998,65.419998,66.43,1445600,52.019833
"2010-08-04",66.559998,67.370003,66.290001,67.220001,1437900,52.638474
"2010-08-05",67.099998,67.529999,66.650002,67.349998,1204300,52.740257
"2010-08-06",66.589996,67.589996,66.309998,66.889999,1757300,52.380047
"2010-08-09",67.370003,68,67.230003,67.769997,1148000,53.069164
"2010-08-10",67,67.459999,65.720001,66.199997,2405600,51.839725
"2010-08-11",65.440002,65.540001,64.209999,64.980003,2375900,50.884392
"2010-08-12",64.32,65.190002,64.07,64.889999,1492500,50.813892
"2010-08-13",64.540001,64.980003,64.300003,64.599998,1390700,50.586796
"2010-08-16",64.309998,65.18,63.82,64.860001,1129600,50.790401
"2010-08-17",65.470001,66.809998,65.089996,66.290001,1771300,51.910202
"2010-08-18",65.559998,66.5,65.190002,65.980003,1196900,51.667465
"2010-08-19",65.650002,65.699997,64.239998,65.190002,2001000,51.048824
"2010-08-20",65.089996,66.360001,64.620003,66.160004,1917400,51.808403
"2010-08-23",66.639999,67.300003,65.830002,65.860001,1398700,51.573479
"2010-08-24",65.419998,65.68,64.629997,65.139999,1932200,51.009655
"2010-08-25",64.839996,65.419998,64.68,65.120003,1914800,50.993999
"2010-08-26",65.459999,66.050003,64.889999,64.910004,1615700,50.829559
"2010-08-27",65.269997,66.400002,64.610001,65.919998,1415200,51.620464
"2010-08-30",65.610001,65.970001,64.870003,64.900002,1082800,50.821728
"2010-08-31",64.510002,65.459999,64.389999,64.989998,2367200,50.892212
"2010-09-01",65.699997,66.769997,65.209999,66.370003,2064900,52.17355
"2010-09-02",66.629997,67.309998,66.599998,67.230003,973900,52.849602
"2010-09-03",67.940002,68.209999,67.309998,67.559998,1323700,53.109013
"2010-09-07",67.449997,67.68,66.790001,67.059998,1132700,52.715958
"2010-09-08",67.290001,68.419998,67.190002,67.669998,1276700,53.195473
"2010-09-09",68.120003,68.339996,67.470001,67.690002,1121600,53.211205
"2010-09-10",67.919998,68.050003,67.32,67.5,1065200,53.061855
"2010-09-13",68.059998,68.389999,67.489998,68,1550100,53.454895
"2010-09-14",67.709999,68.410004,67.389999,68,2079600,53.454895
"2010-09-15",67.849998,68.379997,67.440002,68.209999,864200,53.619976
"2010-09-16",67.860001,68.099998,67.510002,67.839996,940700,53.329117
"2010-09-17",68.239998,68.589996,67.860001,68.449997,1536800,53.808632
"2010-09-20",68.790001,69.580002,68.660004,68.790001,1153200,54.07592
"2010-09-21",68.940002,69.489998,68.690002,68.839996,1298100,54.115219
"2010-09-22",68.849998,69.389999,67.730003,68.080002,1556300,53.51778
"2010-09-23",67.599998,68.139999,66.760002,67.110001,1262800,52.755264
"2010-09-24",67.82,68.910004,67.779999,68.599998,1499200,53.926559
"2010-09-27",68.599998,69.07,68.279999,68.690002,1022700,53.997307
"2010-09-28",68.940002,69.93,68.410004,69.410004,1846000,54.563297
"2010-09-29",69.139999,69.589996,68.559998,69.57,1467900,54.689064
"2010-09-30",69.779999,70.870003,69.419998,69.919998,2352200,54.964207
"2010-10-01",70.410004,70.580002,69.139999,69.639999,1964100,54.744091
"2010-10-04",69.75,69.870003,68.739998,69.540001,1530800,54.665485
"2010-10-05",69.949997,72.339996,69.949997,70.889999,4105700,55.72673
"2010-10-06",71.050003,71.82,70.989998,71.099998,1919200,55.891808
"2010-10-07",71.160004,71.309998,70.529999,71.099998,1475300,55.891808
"2010-10-08",71.220001,71.889999,70.550003,71.209999,1696800,55.978291
"2010-10-11",71.040001,71.589996,70.550003,71.120003,1159900,55.907501
"2010-10-12",71.099998,71.25,70.209999,70.629997,1232900,55.522339
"2010-10-13",70.730003,72,70.699997,71.5,1427100,56.20623
"2010-10-14",70.860001,72.389999,70.860001,72.059998,2683900,56.646454
"2010-10-15",72.620003,72.989998,72.190002,72.239998,2495100,56.787964
"2010-10-18",72.129997,72.129997,71.440002,71.760002,1089400,56.410633
"2010-10-19",71.290001,72.239998,70.959999,71.699997,2100300,56.363464
"2010-10-20",71.900002,72.830002,71.800003,72.360001,1216600,56.882282
"2010-10-21",72.699997,72.720001,71.739998,72.400002,1048100,56.913754
"2010-10-22",72.529999,72.550003,71.849998,72.519997,685800,57.008041
"2010-10-25",72.720001,73.32,72.620003,72.779999,1325800,57.212479
"2010-10-26",72.440002,73.129997,71.830002,71.980003,1699100,56.583569
"2010-10-27",69.580002,71.709999,69.150002,71.489998,1570600,56.198387
"2010-10-28",71.050003,71.330002,69.870003,70.18,1899400,55.168598
"2010-10-29",70.050003,70.870003,69.949997,70.480003,1205800,55.404419
"2010-11-01",70.57,71.389999,70.290001,70.489998,973100,55.412273
"2010-11-02",71.040001,71.349998,70.68,71.089996,693500,55.883949
"2010-11-03",71.050003,71.239998,69.709999,70.540001,1369300,55.451603
"2010-11-04",71.18,72.389999,70.919998,72.25,1509400,56.795822
"2010-11-05",72.300003,72.459999,71.410004,71.790001,944500,56.434212
"2010-11-08",71.370003,72.309998,71.32,72.169998,751600,56.732937
"2010-11-09",72.169998,72.32,70.860001,71.190002,779000,55.962574
"2010-11-10",71.370003,71.550003,70.410004,70.690002,1153000,55.569496
"2010-11-11",70.309998,71.889999,70.25,71.800003,1137700,56.442093
"2010-11-12",71.330002,71.699997,70.720001,71.199997,834500,55.970398
"2010-11-15",71.610001,72.080002,71.239998,71.400002,698100,56.127644
"2010-11-16",71.059998,71.239998,70.160004,70.82,1110100,55.671692
"2010-11-17",70.690002,71.25,70.290001,71.080002,1130400,55.876091
"2010-11-18",71.589996,72.919998,71.32,72.25,1185300,56.795822
"2010-11-19",72.300003,72.849998,72.07,72.849998,1095100,57.267475
"2010-11-22",72.440002,73.230003,72.080002,72.879997,718200,57.291069
"2010-11-23",72.269997,72.400002,71.699997,72.330002,656100,56.858711
"2010-11-24",72.809998,74.580002,72.699997,74.220001,1240600,58.344456
"2010-11-26",73.860001,74.379997,73.699997,74.110001,323300,58.25798
"2010-11-29",73.949997,74.07,72.940002,73.519997,1544800,57.79417
"2010-11-30",72.949997,74.169998,72.870003,73.709999,2224300,57.943539
"2010-12-01",74.529999,75.5,74.269997,75.059998,1414600,59.004749
"2010-12-02",75.050003,75.82,74.849998,75.809998,1385400,59.594353
"2010-12-03",75.650002,76.419998,75.459999,76.349998,751800,60.018841
"2010-12-06",76.32,76.480003,75.75,75.940002,1398600,59.696545
"2010-12-07",76.459999,76.75,76.050003,76.43,1192200,60.081738
"2010-12-08",76.440002,77.18,76.18,77.150002,1110400,60.647739
"2010-12-09",77.330002,78.059998,77.080002,77.760002,1288400,61.127258
"2010-12-10",77.949997,78.209999,77.239998,78.120003,1058400,61.640125
"2010-12-13",78.360001,78.489998,77.709999,78.07,897100,61.600666
"2010-12-14",78.339996,78.709999,78.019997,78.459999,736300,61.908367
"2010-12-15",78.290001,79.209999,78.209999,78.519997,1169100,61.955711
"2010-12-16",78.370003,79.559998,78.110001,79.199997,1195200,62.723942
"2010-12-17",78.599998,79.480003,78.110001,79,2765000,62.565563
"2010-12-20",79.139999,79.290001,78.25,79,1301700,62.565563
"2010-12-21",79.279999,80.610001,79.110001,80.029999,959900,63.38129
"2010-12-22",79.889999,80.239998,79.559998,79.910004,842100,63.286259
"2010-12-23",79.68,80.07,79.519997,79.709999,637700,63.127861
"2010-12-27",79.5,80.059998,79.300003,79.760002,536900,63.167446
"2010-12-28",79.760002,80.230003,79.209999,79.690002,675200,63.112019
"2010-12-29",80,81.019997,79.620003,80.5,1035400,63.753517
"2010-12-30",80.5,80.629997,79.730003,80.080002,839700,63.420891
"2010-12-31",79.919998,80.489998,79.639999,80.190002,1182100,63.508015
"2011-01-03",80.910004,82.050003,80.910004,81.510002,1718400,64.553413
"2011-01-04",80.32,80.870003,80.050003,80.449997,1758900,63.713894
"2011-01-05",79.209999,80.489998,79.160004,79.879997,1984100,63.262486
"2011-01-06",79.790001,80.260002,79.190002,79.639999,1618600,63.072414
"2011-01-07",79.910004,80.349998,79.160004,79.559998,1782400,63.009071
"2011-01-10",79.239998,79.830002,78.699997,79.580002,1533300,63.024883
"2011-01-11",79.709999,80.089996,78.940002,79.510002,764600,62.969456
"2011-01-12",79.910004,79.949997,79.540001,79.75,616500,63.159557
"2011-01-13",79.620003,79.959999,79.120003,79.379997,596800,62.866505
"2011-01-14",79.32,79.660004,78.82,78.879997,1479100,62.470528
"2011-01-18",79.059998,79.489998,78.970001,79.330002,924700,62.826916
"2011-01-19",79.010002,79.010002,77.389999,77.720001,1618500,61.551826
"2011-01-20",77.82,78.5,77.419998,77.800003,1154200,61.615192
"2011-01-21",78.050003,78.050003,77.209999,77.620003,1008100,61.472641
"2011-01-24",77.739998,78.120003,77.290001,77.75,731300,61.5756
"2011-01-25",77.360001,77.879997,76.82,77.830002,1093800,61.63895
"2011-01-26",77.849998,78.370003,77.459999,78.120003,903600,61.868626
"2011-01-27",77.849998,78.139999,77.660004,77.739998,1391100,61.567661
"2011-01-28",77.980003,78.080002,75.900002,76.029999,1670600,60.213394
"2011-01-31",76.110001,77.279999,75.849998,77.089996,1224400,61.052887
"2011-02-01",77.43,78.639999,77.269997,78.199997,1725300,61.931973
"2011-02-02",75.199997,78.199997,73.699997,73.739998,5322600,58.399788
"2011-02-03",73.599998,75.07,73.57,74.440002,2037200,58.954163
"2011-02-04",74.400002,74.400002,73.309998,74.059998,1373000,58.653229
"2011-02-07",74.050003,74.370003,73.389999,74.110001,1132300,58.692841
"2011-02-08",74.019997,74.080002,73.010002,73.57,1389700,58.265167
"2011-02-09",73.309998,74.080002,73.080002,73.919998,816100,58.542355
"2011-02-10",73.349998,74.75,73.349998,74.599998,1004800,59.080872
"2011-02-11",74.110001,75.370003,73.900002,75.07,1527000,59.453114
"2011-02-14",75.080002,75.470001,73.870003,73.910004,1348800,58.534447
"2011-02-15",73.940002,74.370003,73.529999,74.050003,1098500,58.645302
"2011-02-16",74.099998,75.510002,73.879997,74.919998,929700,59.334343
"2011-02-17",74.639999,75.449997,74.519997,75.010002,758800,59.405594
"2011-02-18",75.010002,75.440002,74.790001,74.989998,1359900,59.389732
"2011-02-22",74.449997,74.5,71.529999,71.709999,2409700,56.792103
"2011-02-23",71.730003,72.129997,70.330002,70.699997,1958800,55.992214
"2011-02-24",70.919998,72.25,70.839996,71.809998,1758200,56.871304
"2011-02-25",71.980003,72.599998,71.449997,72.550003,1191300,57.457355
"2011-02-28",72.709999,72.900002,72.18,72.389999,1197600,57.330639
"2011-03-01",72.660004,72.660004,70.32,70.870003,1290900,56.126846
"2011-03-02",70.529999,71.860001,70.459999,71.410004,1212400,56.786873
"2011-03-03",71.949997,73.919998,71.93,73.860001,1671800,58.735176
"2011-03-04",73.639999,73.779999,72.139999,72.839996,1087300,57.924038
"2011-03-07",73.279999,73.279999,70.919998,72.220001,1258400,57.431026
"2011-03-08",72.25,73.68,72.080002,73.339996,979200,58.321667
"2011-03-09",73.050003,73.870003,72.580002,73.610001,987600,58.536377
"2011-03-10",72.889999,73.639999,71.720001,72.699997,1185100,57.812717
"2011-03-11",72.559998,73.25,71.839996,72.75,606000,57.852486
"2011-03-14",72.269997,72.510002,71.480003,72.32,815600,57.51054
"2011-03-15",70.559998,72.129997,70.540001,71.75,1532000,57.057255
"2011-03-16",71.410004,72.059998,70.599998,71.089996,1455000,56.532413
"2011-03-17",72.489998,72.970001,71.339996,71.790001,829100,57.089073
"2011-03-18",72.620003,73.029999,72.269997,72.660004,1377600,57.780922
"2011-03-21",73.550003,73.949997,73.330002,73.669998,844600,58.584095
"2011-03-22",73.050003,73.730003,70.940002,71.550003,3206700,56.898205
"2011-03-23",71.440002,71.610001,70.839996,71.419998,1965300,56.794838
"2011-03-24",71.720001,72.309998,71.389999,72.199997,1183500,57.415089
"2011-03-25",72.510002,72.889999,71.889999,72.519997,1620700,57.669552
"2011-03-28",72.489998,72.809998,72.330002,72.650002,1568600,57.772957
"2011-03-29",72.599998,73.290001,72.120003,73.099998,942200,58.130817
"2011-03-30",73.419998,73.790001,73.019997,73.110001,920700,58.138756
"2011-03-31",73.07,74.199997,72.82,74.129997,1121200,58.949886
"2011-04-01",74.550003,75.370003,74.519997,74.900002,1280700,59.562202
"2011-04-04",75.279999,75.809998,74.879997,75.639999,880500,60.150673
"2011-04-05",75.449997,75.919998,74.809998,75.43,1118400,59.983688
"2011-04-06",75.93,76.050003,75.080002,75.620003,814100,60.134758
"2011-04-07",75.360001,75.620003,74.279999,74.769997,1120700,59.458836
"2011-04-08",75,75.07,73.739998,74.279999,950800,59.069176
"2011-04-11",74.43,74.589996,73.300003,73.910004,942500,58.774944
"2011-04-12",73.540001,74.510002,73.449997,74.239998,940300,59.03735
"2011-04-13",74.650002,74.75,73.900002,74.370003,738600,59.140759
"2011-04-14",73.940002,75.599998,73.800003,75.389999,1307200,59.951862
"2011-04-15",76.150002,76.889999,75.849998,76.639999,1588900,60.945904
"2011-04-18",76.019997,76.059998,74.919998,75.879997,889100,60.341515
"2011-04-19",76.040001,76.18,75.529999,76.120003,751200,60.532372
"2011-04-20",76.800003,77.910004,76.470001,77.110001,1037900,61.319653
"2011-04-21",77.199997,78.25,77.190002,78.040001,1089700,62.059242
"2011-04-25",78,78.699997,77.589996,78.510002,802500,62.432941
"2011-04-26",78.82,79.709999,78.639999,79.239998,1391100,63.0135
"2011-04-27",79.07,80.309998,78.68,80.089996,1643700,63.689419
"2011-04-28",80.050003,81.139999,79.949997,80.949997,1300000,64.373306
"2011-04-29",81,81.529999,80.099998,80.18,1741700,63.760979
"2011-05-02",80.769997,80.980003,79.639999,80.150002,941400,63.737125
"2011-05-03",80.199997,80.599998,79.059998,79.389999,1e+06,63.132759
"2011-05-04",79.199997,79.739998,78.610001,78.849998,1152100,62.70332
"2011-05-05",78.57,80.099998,78.269997,79.260002,1091800,63.029381
"2011-05-06",80.18,80.360001,79.419998,79.529999,817400,63.244099
"2011-05-09",79.449997,80.43,79.260002,80.309998,931500,63.864349
"2011-05-10",80.589996,81.129997,80.300003,80.949997,754000,64.373306
"2011-05-11",80.860001,81.040001,80.160004,80.43,1003200,63.959782
"2011-05-12",80.220001,80.82,79.519997,80.68,881000,64.158615
"2011-05-13",80.860001,80.940002,79.440002,79.769997,807600,63.434944
"2011-05-16",80.300003,80.300003,79.010002,79.800003,958300,63.458778
"2011-05-17",79.480003,79.629997,78.669998,79.220001,1024100,62.997574
"2011-05-18",79.290001,80.459999,78.599998,80.239998,818700,63.808716
"2011-05-19",80.5,81.209999,80.120003,80.800003,893000,64.254013
"2011-05-20",80.730003,81,80.230003,80.57,773300,64.071152
"2011-05-23",79.559998,80.160004,79.099998,79.980003,802600,63.601944
"2011-05-24",80.059998,80.18,79.220001,79.57,878900,63.275928
"2011-05-25",79.510002,79.910004,79.099998,79.620003,1005200,63.31567
"2011-05-26",79.529999,80.220001,79.010002,79.989998,1018000,63.609894
"2011-05-27",79.959999,80.419998,79.629997,79.919998,591700,63.554245
"2011-05-31",80.589996,80.900002,79.709999,80.220001,934100,63.792782
"2011-06-01",79.949997,80.519997,78.220001,78.220001,837600,62.428017
"2011-06-02",78.379997,79.209999,78.190002,78.860001,753400,62.938816
"2011-06-03",78.190002,78.25,77.339996,77.760002,748000,62.060898
"2011-06-06",77.389999,77.790001,76.900002,76.970001,645600,61.430393
"2011-06-07",77.139999,77.480003,76.730003,76.830002,657000,61.318665
"2011-06-08",76.82,76.980003,76.040001,76.300003,529600,60.895649
"2011-06-09",76.360001,76.720001,76.07,76.419998,602900,60.99144
"2011-06-10",76.309998,76.379997,75.75,75.830002,640000,60.520573
"2011-06-13",75.779999,76.389999,75.669998,76.110001,769800,60.744022
"2011-06-14",76.730003,77.540001,76.489998,77.379997,893200,61.757622
"2011-06-15",76.620003,77,76.139999,76.440002,951600,61.007389
"2011-06-16",76.440002,77,76.059998,76.230003,987500,60.839809
"2011-06-17",77.260002,77.470001,76.610001,76.879997,1562300,61.358562
"2011-06-20",76.800003,77.830002,76.650002,77.300003,544200,61.693768
"2011-06-21",77.669998,78.199997,77.25,77.959999,612000,62.220535
"2011-06-22",77.800003,78.379997,77.510002,77.599998,676900,61.933193
"2011-06-23",76.730003,77.580002,76.169998,77.410004,969000,61.78157
"2011-06-24",77.330002,77.709999,76.059998,76.089996,989300,60.728046
"2011-06-27",75.949997,76.989998,75.849998,76.949997,793800,61.414413
"2011-06-28",77.040001,78.220001,76.830002,77.980003,522100,62.236492
"2011-06-29",78.279999,78.580002,77.769997,78.089996,656500,62.324265
"2011-06-30",78.190002,79.690002,78.010002,78.839996,806600,62.922836
"2011-07-01",79.099998,80.989998,78.839996,80.620003,978600,64.343468
"2011-07-05",80.800003,80.940002,80.099998,80.470001,833000,64.22377
"2011-07-06",80.5,81.449997,80.370003,81.160004,864500,64.774483
"2011-07-07",81.669998,82.610001,81.339996,82.099998,844700,65.524666
"2011-07-08",81.07,81.830002,81.010002,81.480003,827200,65.029854
"2011-07-11",80.510002,80.93,79.849998,80.449997,939200,64.207809
"2011-07-12",80.470001,80.620003,79.43,79.510002,791000,63.457596
"2011-07-13",79.989998,80.5,79.360001,79.599998,626800,63.529427
"2011-07-14",79.620003,80.019997,78.489998,78.919998,692500,62.986691
"2011-07-15",79.059998,79.160004,77.779999,78.559998,997600,62.699402
