"dates","SWK.Open","SWK.High","SWK.Low","SWK.Close","SWK.Volume","SWK.Adjusted"
"2010-02-17",55.080002,55.990002,54.77,55.84,1310000,43.923473
"2010-02-18",55.880001,56.599998,55.52,56.360001,2861700,44.3325
"2010-02-19",56.169998,56.400002,55.75,55.919998,1126700,43.986404
"2010-02-22",55.98,56.259998,55.57,56.220001,1579100,44.222382
"2010-02-23",56.040001,56.27,54.849998,55.240002,1138200,43.451511
"2010-02-24",55.259998,56.240002,54.939999,56.139999,1374200,44.159451
"2010-02-25",55.150002,56.09,54.779999,56,1230200,44.049335
"2010-02-26",56.209999,57.5,56.040001,57.25,2616600,45.032581
"2010-03-01",57.119999,59.099998,56.860001,59.060001,2434600,46.725639
"2010-03-02",59.209999,59.900002,58.599998,58.779999,1822600,46.504124
"2010-03-03",59.080002,59.380001,58.5,58.790001,699100,46.512035
"2010-03-04",58.849998,58.959999,58.119999,58.439999,2478400,46.235134
"2010-03-05",58.889999,59.509998,58.439999,59.09,2008300,46.749374
"2010-03-08",59.259998,59.259998,58.639999,59.07,930200,46.733551
"2010-03-09",58.869999,59.59,58.619999,59.27,1023900,46.891781
"2010-03-10",59.18,59.5,58.630001,59.380001,980700,46.978821
"2010-03-11",59.150002,59.209999,58.459999,58.830002,1556400,46.543678
"2010-03-12",59.290001,59.290001,57.189999,57.860001,5307900,45.776253
"2010-03-15",58.16,58.490002,56.5,57.619999,3164200,45.586384
"2010-03-16",57.77,58.5,57.599998,57.759998,1578600,45.69714
"2010-03-17",57.93,58.650002,57.93,58.439999,1957600,46.235134
"2010-03-18",58.740002,58.939999,58.41,58.549999,1536600,46.322159
"2010-03-19",58.07,59.349998,58.029999,58.07,2280600,45.942394
"2010-03-22",57.869999,59.060001,57.869999,59,1469900,46.678192
"2010-03-23",59.189999,59.98,59,59.900002,3117300,47.390205
"2010-03-24",59.98,59.98,58.970001,59.099998,1359600,46.757294
"2010-03-25",59.549999,59.549999,57.91,57.919998,1605800,45.823719
"2010-03-26",58.299999,58.790001,58.049999,58.610001,1872600,46.369617
"2010-03-29",59.049999,59.43,58.139999,58.34,1505600,46.156017
"2010-03-30",58.240002,58.560001,58,58.220001,855100,46.061081
"2010-03-31",58.110001,58.259998,57.299999,57.41,1268100,45.42025
"2010-04-01",57.810001,58.259998,57.459999,58,1323400,45.887028
"2010-04-05",58.259998,59.25,58.200001,59.23,1313800,46.860149
"2010-04-06",58.939999,59.75,58.799999,59.720001,969800,47.24781
"2010-04-07",59.619999,59.689999,58.970001,59.369999,1587900,46.970894
"2010-04-08",59.240002,59.470001,58.919998,59.25,1233700,46.875969
"2010-04-09",59.5,60.73,59.439999,60.419998,2001300,47.801605
"2010-04-12",60.669998,61,60.34,60.369999,1327300,47.762054
"2010-04-13",60.349998,61.25,60.099998,61.07,1641400,48.315872
"2010-04-14",61.27,62.02,60.759998,61.900002,1687500,48.972527
"2010-04-15",61.709999,62.099998,61.119999,61.220001,1504500,48.434544
"2010-04-16",61.009998,61.77,59.689999,60.459999,1784300,47.833267
"2010-04-19",60.439999,60.849998,59.599998,60.470001,967400,47.841171
"2010-04-20",60.959999,61.880001,60.959999,61.740002,2622100,48.845947
"2010-04-21",61.91,62.049999,61.5,62.029999,1503100,49.075378
"2010-04-22",61.630001,63.009998,60.990002,63,1274400,49.842804
"2010-04-23",62.950001,63.599998,62.07,62.84,1650800,49.716217
"2010-04-26",63.130001,64.139999,62.919998,63.299999,2442900,50.080139
"2010-04-27",64.699997,66.269997,63.919998,64.360001,5054400,50.91877
"2010-04-28",64.379997,65.089996,63.5,64.599998,3908300,51.108643
"2010-04-29",65.209999,65.5,64.720001,65.07,1884800,51.480488
"2010-04-30",64.989998,64.989998,62.130001,62.150002,3026100,49.170311
"2010-05-03",62.75,63.549999,62.200001,63.310001,2377200,50.088058
"2010-05-04",62.439999,62.509998,61.029999,61.43,2004300,48.600693
"2010-05-05",61.02,61.419998,59.759998,60.009998,2064800,47.477245
"2010-05-06",59.700001,60.98,55.75,58.419998,3211800,46.219307
"2010-05-07",58.099998,59.150002,55.950001,56.119999,3467400,44.399651
"2010-05-10",59.689999,61.27,59.029999,61.23,3433200,48.442451
"2010-05-11",60.369999,62.849998,60.310001,61.450001,2812300,48.61652
"2010-05-12",61.880001,63.130001,61.73,62.610001,2253900,49.534252
"2010-05-13",62.560001,63.759998,61.700001,61.759998,2886900,48.861778
"2010-05-14",61.380001,61.5,59.66,60.330002,1992300,47.730415
"2010-05-17",60.599998,60.759998,58.66,60.110001,1716100,47.556355
"2010-05-18",60.959999,61.470001,58.860001,59.040001,2595700,46.709816
"2010-05-19",58.630001,59.189999,56.860001,57.68,3155100,45.633854
"2010-05-20",56.299999,56.34,53.419998,54.220001,4316400,42.896454
"2010-05-21",53.060001,55.59,52.880001,55.380001,4374900,43.814198
"2010-05-24",55.389999,55.450001,54.360001,54.5,2061200,43.117966
"2010-05-25",52.799999,54.970001,52.02,54.880001,3242100,43.418606
"2010-05-26",55.23,56.450001,54.439999,54.84,2035100,43.386959
"2010-05-27",55.900002,57.150002,55.900002,57.09,2302000,45.167072
"2010-05-28",56.77,56.77,55.240002,55.790001,1665900,44.395195
"2010-06-01",55.450001,56.610001,54.849998,54.889999,2122900,43.679005
"2010-06-02",55.060001,57.32,54.759998,57.25,2313700,45.556995
"2010-06-03",57.57,58.52,56.860001,57.610001,1621800,45.843449
"2010-06-04",56.57,56.759998,54.849998,55.07,3412300,43.822239
"2010-06-07",55.07,55.330002,53.040001,53.290001,2448100,42.405796
"2010-06-08",53.5,54.310001,53.07,54.139999,1648100,43.082184
"2010-06-09",54.5,55.09,52.57,52.869999,3126000,42.071571
"2010-06-10",53.970001,54.299999,53.400002,54.080002,3843800,43.034439
"2010-06-11",53.5,55.25,53.360001,54.959999,1479300,43.734718
"2010-06-14",55.610001,56.549999,55.110001,55.310001,1519400,44.013222
"2010-06-15",55.450001,57.419998,55.419998,57.299999,2095500,45.596771
"2010-06-16",56.669998,57.150002,56.200001,56.82,1284100,45.214821
"2010-06-17",57.040001,57.139999,55.209999,55.630001,2104700,44.267868
"2010-06-18",55.860001,56.279999,55.400002,55.990002,1834000,44.554333
"2010-06-21",57.110001,57.110001,54.959999,55.27,1718500,43.981388
"2010-06-22",54.779999,55.490002,52.23,52.27,3616500,41.594131
"2010-06-23",52.09,52.610001,50.740002,52.18,4517500,41.522511
"2010-06-24",52.040001,52.889999,51.310001,52.16,2235800,41.506596
"2010-06-25",52.299999,52.400002,51.099998,52.060001,2211700,41.427025
"2010-06-28",51.959999,52.529999,51.540001,51.75,1274700,41.180328
"2010-06-29",51.349998,51.349998,49.669998,50.419998,3489600,40.121979
"2010-06-30",50.310001,51.169998,49.900002,50.52,2882600,40.20155
"2010-07-01",50.34,50.610001,48.759998,50.119999,3223300,39.883259
"2010-07-02",50.150002,50.470001,49.299999,49.580002,1528400,39.453541
"2010-07-06",50.060001,50.75,49.009998,49.619999,1966900,39.485374
"2010-07-07",49.639999,51.77,49.639999,51.759998,1707000,41.18829
"2010-07-08",52.400002,52.439999,50.57,51.400002,2091000,40.901814
"2010-07-09",51.360001,52.16,51.240002,52.099998,845100,41.458847
"2010-07-12",51.82,52.400002,51.700001,52.27,1319500,41.594131
"2010-07-13",53,54.349998,52.630001,54.029999,1638000,42.994656
"2010-07-14",53.709999,53.990002,53.130001,53.720001,1056700,42.747963
"2010-07-15",53.66,53.66,51.959999,53,2698000,42.175014
"2010-07-16",52.639999,53.119999,50.77,51.060001,2086400,40.631264
"2010-07-19",51.25,51.93,51,51.73,1189900,41.164421
"2010-07-20",50.900002,52.66,50.759998,52.619999,2439300,41.872631
"2010-07-21",55.400002,56,52.799999,53.630001,4661100,42.676357
"2010-07-22",54.310001,56.27,54.060001,56.240002,3449600,44.753265
"2010-07-23",56.119999,57.93,55.509998,57.349998,2931000,45.636562
"2010-07-26",57.48,58.5,57.18,58.32,1813700,46.408443
"2010-07-27",58.43,58.610001,56.630001,56.810001,1311800,45.20686
"2010-07-28",56.610001,57.009998,55.68,56.169998,1349500,44.697575
"2010-07-29",56.619999,57.580002,56.490002,57.23,2388000,45.541069
"2010-07-30",54.700001,58.310001,54.700001,58.02,2357800,46.16972
"2010-08-02",59.049999,59.23,58.419998,59.049999,2043000,46.989346
"2010-08-03",58.549999,58.98,58.220001,58.48,1234900,46.535759
"2010-08-04",58.599998,59.400002,58.369999,58.5,1870600,46.551682
"2010-08-05",58.150002,58.34,57.73,57.939999,1214600,46.106052
"2010-08-06",57.209999,58.290001,57.009998,57.880001,1390500,46.058327
"2010-08-09",58.279999,58.57,57.810001,58.07,1276000,46.209496
"2010-08-10",57.34,58.169998,56.84,57.73,1330600,45.938961
"2010-08-11",56.73,56.790001,54.93,55.25,2436200,43.965473
"2010-08-12",54.310001,54.990002,54.150002,54.82,1313200,43.623302
"2010-08-13",54.619999,55.509998,54.32,54.93,1238600,43.710835
"2010-08-16",54.459999,55.299999,54.119999,55.119999,1097700,43.862026
"2010-08-17",54.790001,57.27,54.790001,57.130001,1761500,45.46151
"2010-08-18",57.150002,57.299999,56.450001,57.130001,1108000,45.46151
"2010-08-19",56.84,56.869999,54.970001,55.189999,1163200,43.917728
"2010-08-20",54.639999,55.220001,54.5,55.049999,1096700,43.806328
"2010-08-23",55.439999,55.669998,54.380001,54.509998,660800,43.376617
"2010-08-24",53.669998,54,52.450001,53.389999,1512000,42.485359
"2010-08-25",52.889999,53.860001,52.32,53.66,1315000,42.700233
"2010-08-26",53.759998,54.549999,53.080002,53.110001,1458400,42.262562
"2010-08-27",53.560001,54.549999,52.799999,54.509998,916300,43.376617
"2010-08-30",54.360001,54.779999,53.41,53.43,673700,42.517204
"2010-08-31",53.259998,54.049999,52.75,53.639999,1507400,42.684307
"2010-09-01",54.349998,56.75,54.16,56.75,2453600,45.447193
"2010-09-02",57.09,57.700001,56.970001,57.349998,1493200,45.927681
"2010-09-03",57.889999,58.959999,57.889999,58.16,1376600,46.576344
"2010-09-07",57.709999,58.02,57.299999,57.450001,818800,46.007767
"2010-09-08",57.5,58.669998,57.5,58.580002,1257600,46.912701
"2010-09-09",59.459999,59.639999,58.610001,58.959999,1476300,47.217018
"2010-09-10",59.200001,59.810001,58.990002,59.290001,1582000,47.481304
"2010-09-13",59.779999,60.959999,59.650002,60.82,1705500,48.706566
"2010-09-14",60.509998,61.110001,60.330002,60.970001,1901700,48.826691
"2010-09-15",60.799999,60.84,60.110001,60.5,1495800,48.450298
"2010-09-16",59.82,60.669998,58.900002,59.299999,2245800,47.489307
"2010-09-17",59.439999,59.700001,58.990002,59.59,2109800,47.721539
"2010-09-20",59.650002,60.82,59.389999,60.650002,1205700,48.570412
"2010-09-21",60.549999,61,60.200001,60.439999,1518600,48.40226
"2010-09-22",60.580002,60.75,59.68,60.029999,1053300,48.073906
"2010-09-23",59.540001,59.799999,58.34,58.5,1299600,46.848633
"2010-09-24",59.360001,60.810001,59.209999,60.509998,1409200,48.458305
"2010-09-27",60.189999,60.360001,59.669998,59.970001,1454100,48.02586
"2010-09-28",59.98,61.389999,59.619999,61.23,1409300,49.034893
"2010-09-29",60.790001,61.18,60.470001,60.75,865400,48.650505
"2010-09-30",61.25,61.759998,60.540001,61.279999,1663000,49.074944
"2010-10-01",61.950001,62.34,61.27,62.02,1509600,49.667557
"2010-10-04",61.68,62.68,61.220001,61.959999,1292400,49.619507
"2010-10-05",62.220001,63.23,62.209999,62.639999,1760300,50.164078
"2010-10-06",62.619999,62.889999,61.700001,62.139999,1356300,49.763672
"2010-10-07",62.41,62.529999,61.119999,61.900002,1045700,49.571461
"2010-10-08",62.110001,62.900002,61.810001,62.700001,1273500,50.212139
"2010-10-11",62.759998,62.939999,62.490002,62.73,783100,50.236153
"2010-10-12",62.650002,63.18,61.939999,62.970001,800300,50.428356
"2010-10-13",63.299999,64.209999,63.040001,63.77,1550000,51.069016
"2010-10-14",63.740002,63.75,62.68,62.990002,1394900,50.444366
"2010-10-15",63.259998,63.669998,61.200001,62.130001,2154700,49.755653
"2010-10-18",62.34,63.900002,62.34,63.540001,1834700,50.884827
"2010-10-19",62.59,63.669998,62.189999,62.360001,1864200,49.939846
"2010-10-20",62.860001,63.209999,60.75,61.32,4748600,49.106979
"2010-10-21",61.689999,61.830002,59.630001,60.139999,3346700,48.161987
"2010-10-22",60.200001,61.259998,60.139999,61.110001,2235500,48.938801
"2010-10-25",61.689999,62.290001,60.650002,60.799999,1234600,48.690544
"2010-10-26",60.5,61.150002,60,60.060001,1083200,48.097923
"2010-10-27",59.59,60.080002,58.880001,60.049999,1166800,48.089924
"2010-10-28",60.509998,61.040001,60.220001,60.869999,1696900,48.746601
"2010-10-29",60.939999,62.040001,60.939999,61.970001,2617300,49.627522
"2010-11-01",60.549999,61.5,60.23,61.220001,3861600,49.02689
"2010-11-02",62.02,62.349998,61.23,61.57,4840600,49.307178
"2010-11-03",61.599998,61.849998,60.779999,61.810001,2252900,49.49939
"2010-11-04",62.509998,63.369999,62.259998,62.799999,2212800,50.292221
"2010-11-05",62.919998,63.099998,62.529999,63.02,1801000,50.468391
"2010-11-08",62.32,62.939999,62.220001,62.790001,1187800,50.284206
"2010-11-09",63.18,63.18,61.52,61.860001,1397900,49.53944
"2010-11-10",61.93,62.330002,61.779999,61.970001,2030200,49.627522
"2010-11-11",61.48,62.189999,61.200001,61.869999,1553800,49.547421
"2010-11-12",61.290001,61.950001,60.560001,60.880001,949400,48.754612
"2010-11-15",61.240002,61.610001,60.549999,60.700001,1410700,48.610458
"2010-11-16",60.360001,60.830002,58.990002,59.5,2086200,47.64946
"2010-11-17",59.490002,60.240002,59.299999,59.59,1300300,47.721539
"2010-11-18",60.150002,60.400002,59.75,59.91,1459300,47.977806
"2010-11-19",60.060001,60.080002,59.259998,59.630001,1325400,47.753563
"2010-11-22",59.310001,59.860001,58.959999,59.59,1244500,47.721539
"2010-11-23",58.740002,59.029999,58.34,58.709999,1726800,47.016811
"2010-11-24",59.310001,60.91,59.189999,60.91,1911900,48.778637
"2010-11-26",60.380001,60.68,59.900002,60.450001,374300,48.410244
"2010-11-29",59.84,60.52,58.82,60.34,926300,48.32217
"2010-11-30",59.599998,59.939999,59.209999,59.529999,2209900,47.673489
"2010-12-01",60.169998,61.279999,59.889999,60.439999,2896700,48.680286
"2010-12-02",60.599998,62.77,60.59,62.41,4701000,50.266979
"2010-12-03",62.040001,62.509998,61.779999,62.369999,1527600,50.234764
"2010-12-06",62.07,62.450001,61.740002,62.200001,1169800,50.097832
"2010-12-07",62.950001,63.490002,62.669998,63.150002,2294400,50.862988
"2010-12-08",63.119999,63.549999,62.68,63.360001,1665200,51.032146
"2010-12-09",63.82,64.059998,63.369999,63.77,1701900,51.362362
"2010-12-10",63.810001,64.75,63.52,64.279999,2623100,51.773129
"2010-12-13",64.330002,64.519997,63.52,63.619999,1759400,51.241554
"2010-12-14",63.860001,64.449997,63.810001,64.169998,1593800,51.684536
"2010-12-15",64.120003,64.540001,63.57,63.66,3353700,51.273762
"2010-12-16",63.52,63.91,62.990002,63.220001,1811900,50.91938
"2010-12-17",62.560001,63.59,62.41,63.369999,2051300,51.040192
"2010-12-20",64.129997,65.849998,63.880001,65.599998,2707300,52.8363
"2010-12-21",65.760002,66.629997,65.57,66.400002,1604700,53.480656
"2010-12-22",66.519997,67.169998,66.309998,67.169998,1391600,54.10083
"2010-12-23",67.019997,67.629997,66.919998,67.07,1293300,54.020279
"2010-12-27",66.989998,67.699997,66.699997,67.290001,998800,54.197495
"2010-12-28",67.32,67.349998,66.760002,67.160004,849900,54.092785
"2010-12-29",67.269997,67.699997,67.019997,67.150002,987900,54.084713
"2010-12-30",67.089996,67.5,67.040001,67.150002,797600,54.084713
"2010-12-31",67.059998,67.360001,66.699997,66.870003,888400,53.859196
"2011-01-03",67.400002,68.230003,67.089996,68.07,1095700,54.825722
"2011-01-04",68.150002,68.150002,67.169998,67.809998,1140200,54.61631
"2011-01-05",67.160004,68.290001,66.779999,67.260002,1465100,54.173321
"2011-01-06",67.43,67.610001,66.400002,66.529999,1156600,53.585358
"2011-01-07",66.370003,67.230003,65.370003,65.5,1646700,52.755768
"2011-01-10",65.25,65.980003,64.830002,65.75,1134600,52.957111
"2011-01-11",66.129997,68.129997,66,67.769997,1649800,54.584091
"2011-01-12",68.080002,68.300003,67.559998,68.029999,1281500,54.793503
"2011-01-13",68.050003,68.459999,67.57,67.93,869800,54.712963
"2011-01-14",67.690002,68.489998,67.279999,68.150002,979300,54.890156
"2011-01-18",68.120003,68.269997,67.68,68.099998,896600,54.849892
"2011-01-19",67.980003,68.160004,65.75,65.959999,1845200,53.126266
"2011-01-20",65.910004,66.339996,65.160004,65.910004,1586400,53.086002
"2011-01-21",66.559998,67.720001,66.370003,66.459999,1734000,53.52898
"2011-01-24",66.43,66.43,65.43,66.07,1652900,53.214855
"2011-01-25",65.970001,66.989998,65.580002,66.379997,1046500,53.464542
"2011-01-26",66.660004,68.389999,66.330002,66.949997,1832100,53.923645
"2011-01-27",69.330002,73.489998,68.589996,72.620003,6772600,58.490448
"2011-01-28",71.690002,72.809998,71.690002,72.720001,3074800,58.570984
"2011-01-31",71.970001,73.110001,71.639999,72.68,2198100,58.538761
"2011-02-01",73.040001,73.800003,72.769997,72.879997,1336900,58.699852
"2011-02-02",72.809998,73.470001,72.339996,72.839996,1171300,58.667618
"2011-02-03",72.82,73.120003,71.830002,71.93,1669600,57.934696
"2011-02-04",72.150002,72.589996,71.660004,72.519997,973800,58.409889
"2011-02-07",72.800003,73.209999,72.449997,72.910004,2500000,58.72401
"2011-02-08",72.769997,73.43,72.529999,73.400002,1328100,59.118687
"2011-02-09",72.980003,73.370003,72.5,72.839996,989700,58.667618
"2011-02-10",72.540001,73.489998,72.510002,73.32,906700,59.054237
"2011-02-11",73.110001,74.150002,72.489998,74.089996,924400,59.674412
"2011-02-14",73.309998,74.050003,73.199997,73.480003,876200,59.183125
"2011-02-15",73.089996,73.370003,72.769997,73.25,1187400,58.997856
"2011-02-16",73.790001,74.370003,73.519997,73.93,1027200,59.545559
"2011-02-17",74.080002,75,73.889999,74.949997,1004200,60.367085
"2011-02-18",75.220001,76.800003,75.150002,76.089996,1820800,61.285301
"2011-02-22",75.449997,75.889999,74,74.150002,1457600,59.722733
"2011-02-23",73.720001,74.25,71.519997,72.550003,1968300,58.434055
"2011-02-24",72.739998,74.360001,72.139999,74.230003,2399900,59.787159
"2011-02-25",74.660004,75.639999,74.309998,75.110001,1887400,60.495937
"2011-02-28",75.400002,76.129997,75.300003,75.830002,1415400,61.411079
"2011-03-01",76.010002,76.449997,74.129997,74.360001,1065600,60.220612
"2011-03-02",74.279999,75.099998,74.080002,74.510002,1355900,60.342102
"2011-03-03",75,75.949997,74.989998,75.690002,1809000,61.297688
"2011-03-04",75.959999,76.760002,74.739998,75.860001,1566400,61.435398
"2011-03-07",76,76.849998,74.620003,74.940002,2005300,60.690319
"2011-03-08",74.940002,77.269997,74.940002,77.220001,1670300,62.53677
"2011-03-09",76.900002,77.379997,76.209999,76.879997,1088400,62.261444
"2011-03-10",76.010002,76.25,75.019997,75.360001,1251200,61.030468
"2011-03-11",74.720001,75.800003,74.510002,75.550003,1178400,61.184326
"2011-03-14",75.099998,75.440002,73.809998,75,1357500,60.738918
"2011-03-15",72.970001,74.690002,72.43,74.230003,1414600,60.115307
"2011-03-16",74.110001,74.690002,72.220001,72.709999,1644800,58.884354
"2011-03-17",73.889999,74.440002,73.18,73.459999,1230500,59.491745
"2011-03-18",74.459999,74.75,74.099998,74.470001,1916700,60.3097
"2011-03-21",75.5,76.449997,75.18,75.550003,1083900,61.184326
"2011-03-22",75.610001,75.620003,74.739998,74.809998,955300,60.585041
"2011-03-23",74.629997,75.730003,74.269997,75.370003,911300,61.038555
"2011-03-24",76.129997,76.129997,75.07,75.900002,1111600,61.46777
"2011-03-25",76.209999,77.440002,75.989998,76.830002,1502600,62.220943
"2011-03-28",76.870003,77.040001,75.830002,75.860001,985400,61.435398
"2011-03-29",75.879997,76.769997,75.18,76.769997,921300,62.172348
"2011-03-30",77.269997,77.309998,76.720001,76.800003,1357900,62.196682
"2011-03-31",76.699997,76.919998,76.059998,76.599998,1163200,62.034676
"2011-04-01",77.330002,77.470001,76.419998,76.68,1204700,62.099464
"2011-04-04",76.68,76.830002,75.25,75.650002,1376300,61.265335
"2011-04-05",75.339996,76.099998,74.919998,75.410004,1265000,61.070953
"2011-04-06",75.650002,76.18,75.059998,75.459999,888800,61.111435
"2011-04-07",75.419998,75.949997,75.010002,75.589996,968400,61.216732
"2011-04-08",76.089996,76.099998,74.459999,74.709999,1463200,60.504044
"2011-04-11",74.849998,75.239998,74.389999,74.839996,1070100,60.609337
"2011-04-12",74.25,74.709999,73.309998,73.959999,1614000,59.896656
"2011-04-13",74.449997,75.309998,74.410004,74.889999,2178700,60.649826
"2011-04-14",74.400002,75.989998,74.349998,75.879997,1411200,61.451603
"2011-04-15",76.040001,77.389999,75.889999,77.040001,2115300,62.39101
"2011-04-18",76.110001,76.309998,74.970001,75.629997,2030200,61.249111
"2011-04-19",75.800003,76.360001,75.589996,76,1613800,61.548767
"2011-04-20",76.93,77.199997,76.059998,76.599998,1612900,62.034676
"2011-04-21",76.860001,77.279999,76.510002,76.790001,1041600,62.188564
"2011-04-25",76.690002,76.790001,76,76.599998,929500,62.034676
"2011-04-26",76.760002,78.190002,76.540001,77.290001,2500000,62.593498
"2011-04-27",75.800003,75.970001,73.43,75.32,5257700,60.998085
"2011-04-28",75.389999,75.809998,74.349998,74.550003,2061300,60.374489
"2011-04-29",74.529999,74.790001,72.059998,72.650002,3800000,58.835762
"2011-05-02",73.110001,73.139999,72.400002,72.639999,1931400,58.827671
"2011-05-03",72.57,72.839996,71.120003,71.620003,2284300,58.001614
"2011-05-04",71.809998,72.800003,71.360001,72.279999,2486600,58.536098
"2011-05-05",71.900002,74.699997,71.75,74,4033200,59.929054
"2011-05-06",74.839996,75.620003,73.290001,73.589996,2367400,59.597027
"2011-05-09",73.5,74.339996,73.019997,73.830002,2072500,59.791405
"2011-05-10",73.940002,75.809998,73.940002,75.620003,1610300,61.241032
"2011-05-11",75.639999,75.690002,74.370003,75.059998,1860800,60.78751
"2011-05-12",74.900002,75.269997,74.139999,74.800003,1558500,60.576958
"2011-05-13",74.980003,75.019997,73.639999,74.059998,1151700,59.977665
"2011-05-16",73.580002,74.769997,73.43,73.629997,1400200,59.629414
"2011-05-17",73.470001,73.779999,72.589996,73.309998,1441100,59.370262
"2011-05-18",73.550003,75.410004,73.330002,75.360001,1772800,61.030468
"2011-05-19",75.629997,76.389999,75.230003,75.839996,1134100,61.419209
"2011-05-20",75.720001,75.790001,75.059998,75.370003,1130400,61.038555
"2011-05-23",74.32,74.32,73.029999,73.410004,1079600,59.451252
"2011-05-24",73.540001,73.669998,71.550003,71.669998,2232100,58.042091
"2011-05-25",71.389999,72.339996,71.029999,72.110001,1451300,58.398441
"2011-05-26",71.959999,74.129997,71.669998,73.970001,1762900,59.904758
"2011-05-27",73.870003,74.43,73.029999,73.370003,1443200,59.750046
"2011-05-31",74.019997,74.480003,73.260002,73.879997,2629000,60.165363
"2011-06-01",73.739998,73.809998,70.25,70.449997,2499200,57.372093
"2011-06-02",70.769997,71.550003,70.389999,70.800003,1856100,57.657104
"2011-06-03",69.809998,69.809998,68.339996,68.93,2500000,56.134251
"2011-06-06",68.760002,69.25,68.339996,68.599998,1582900,55.865513
"2011-06-07",68.940002,70.150002,68.129997,69.650002,2229800,56.720581
"2011-06-08",69.279999,69.550003,68.410004,68.480003,1326500,55.76778
"2011-06-09",68.470001,69.279999,68.120003,68.860001,1045200,56.077259
"2011-06-10",68.629997,68.730003,66.940002,67.139999,1428500,54.67654
"2011-06-13",67.559998,67.889999,66.529999,66.720001,1219000,54.334496
"2011-06-14",67.269997,68.849998,67.209999,68.690002,1240500,55.93882
"2011-06-15",67.910004,68.5,67.68,67.730003,1899800,55.157009
"2011-06-16",67.449997,68.639999,66.910004,68.220001,1815200,55.556053
"2011-06-17",68.870003,69.330002,68.150002,68.290001,1819200,55.613068
"2011-06-20",67.870003,68.93,67.209999,68.830002,1356500,56.05283
"2011-06-21",69.330002,70.190002,69.25,69.940002,1139700,56.956776
"2011-06-22",69.949997,70.040001,69.370003,69.629997,1622900,56.704304
"2011-06-23",68.709999,71.07,68.519997,71.059998,2203300,57.868843
"2011-06-24",70.940002,71.120003,69.099998,69.279999,1923900,56.419281
"2011-06-27",70.940002,71.010002,69.290001,69.5,2804100,56.598423
"2011-06-28",69.720001,70.050003,69.470001,69.589996,1782900,56.671722
"2011-06-29",69.980003,70.290001,69.309998,70.25,1917800,57.209206
"2011-06-30",70.540001,72.080002,70.470001,72.050003,1738700,58.675076
"2011-07-01",72.169998,74.529999,71.800003,73.669998,1976100,59.994343
"2011-07-05",73.669998,74.190002,73.209999,73.900002,1532000,60.181629
"2011-07-06",73.720001,74.199997,73.120003,74.059998,1380200,60.311951
"2011-07-07",74.900002,75.669998,74.900002,75.330002,1761500,61.346195
"2011-07-08",74.339996,74.57,73.830002,74.489998,1175200,60.662121
"2011-07-11",73.730003,73.769997,72.089996,72.440002,1467000,58.99268
"2011-07-12",72.230003,72.379997,71.029999,71.150002,2513600,57.942142
"2011-07-13",71.330002,71.800003,70.349998,71.099998,1777400,57.901424
"2011-07-14",71.269997,71.300003,68.830002,68.989998,2662100,56.183121
"2011-07-15",69.279999,69.739998,68.25,69.690002,1648900,56.753155
