"dates","CMI.Open","CMI.High","CMI.Low","CMI.Close","CMI.Volume","CMI.Adjusted"
"2010-02-26",55.990002,57.009998,55.169998,56.779999,1675000,43.789589
"2010-03-01",57.200001,59.029999,57.200001,58.959999,2341300,45.470833
"2010-03-02",59.490002,59.52,58.73,59.240002,3112900,45.686779
"2010-03-03",59.580002,60.470001,58.880001,59.18,2724700,45.640514
"2010-03-04",59.349998,60.360001,59.099998,59.73,2610800,46.064671
"2010-03-05",60.029999,60.990002,59.75,60.700001,2550300,46.812744
"2010-03-08",60.709999,60.93,59.720001,60.02,2069200,46.288322
"2010-03-09",59.75,61.470001,59.5,61.130001,2504200,47.144379
"2010-03-10",61.369999,61.369999,59.540001,60.23,4113000,46.450279
"2010-03-11",59.880001,59.93,58.560001,59.439999,2389100,45.841022
"2010-03-12",60.240002,60.5,59.650002,60.369999,2220000,46.558247
"2010-03-15",59.889999,60.240002,58.939999,60.220001,2589700,46.442566
"2010-03-16",60.41,61.02,58.990002,60.700001,3562000,46.812744
"2010-03-17",61.650002,61.650002,59.959999,60.169998,3462400,46.404015
"2010-03-18",59.889999,60.450001,58.860001,59.330002,3887000,45.756199
"2010-03-19",58.16,60.18,58.060001,58.16,3043300,44.853874
"2010-03-22",57.900002,60.27,57.650002,59.950001,1820600,46.234341
"2010-03-23",60.09,62.689999,60.09,62.349998,3014900,48.085255
"2010-03-24",62.32,63.200001,61.759998,61.810001,3131500,47.668797
"2010-03-25",62.540001,63.439999,61.52,61.560001,2615600,47.476006
"2010-03-26",61.830002,63.400002,61.630001,62.360001,1880200,48.092976
"2010-03-29",62.900002,63.18,62.43,63.080002,2177000,48.648247
"2010-03-30",63.220001,63.23,61.580002,62.150002,2284200,47.931019
"2010-03-31",61.93,62.490002,61.610001,61.950001,2397000,47.776772
"2010-04-01",62.470001,63.630001,61.959999,62.34,2262900,48.07753
"2010-04-05",62.82,65.980003,62.82,65.629997,3273700,50.614841
"2010-04-06",65.370003,65.459999,64.900002,65.120003,2415400,50.221519
"2010-04-07",64.739998,65.349998,64.209999,64.709999,2630300,49.905319
"2010-04-08",64.360001,65.589996,63.75,65.029999,3117600,50.152115
"2010-04-09",66.730003,66.730003,65.610001,66.07,3111300,50.954178
"2010-04-12",66.449997,66.449997,64.919998,65.129997,2838400,50.229229
"2010-04-13",65.160004,66.120003,65.029999,66.059998,1656600,50.946472
"2010-04-14",66.160004,67.790001,66.099998,67.720001,2047600,52.226677
"2010-04-15",67.540001,67.980003,66.440002,67.010002,2128500,51.679138
"2010-04-16",66.699997,67.169998,65,65.910004,2088200,50.830784
"2010-04-19",65.769997,66.629997,64.559998,65.93,1873700,50.846214
"2010-04-20",66.910004,69.349998,66.809998,67.040001,3173300,51.702267
"2010-04-21",67.440002,67.919998,65.949997,66.739998,2356100,51.470898
"2010-04-22",65.980003,68.32,64.779999,68.059998,1881100,52.488903
"2010-04-23",68.260002,69.839996,67.57,69.760002,2334100,53.799961
"2010-04-26",70.239998,71.5,70.010002,70.309998,2942100,54.224144
"2010-04-27",74.449997,76.349998,71.989998,72.400002,9373000,55.835972
"2010-04-28",73.199997,74.949997,73.07,73.809998,4623600,56.923386
"2010-04-29",74.709999,76.949997,74.220001,75.790001,4009900,58.450401
"2010-04-30",75.75,76.559998,72.050003,72.230003,3565500,55.704868
"2010-05-03",72.669998,74.25,72.599998,73.25,2891000,56.491501
"2010-05-04",71.959999,72.010002,69.330002,70.650002,5014200,54.486347
"2010-05-05",68.82,71.800003,67.300003,70.410004,4479100,54.301258
"2010-05-06",69.949997,72,58.91,67.239998,8957800,51.856499
"2010-05-07",64.849998,68.489998,64.57,65.309998,6749900,50.368057
"2010-05-10",69.720001,72.379997,69.599998,72.129997,4854300,55.627739
"2010-05-11",70.769997,72.949997,70.599998,71.760002,2946800,55.342381
"2010-05-12",72.739998,75.449997,72.519997,75.089996,2981300,57.910557
"2010-05-13",75.18,76.230003,73.650002,74.040001,2855100,57.100769
"2010-05-14",73.290001,73.309998,70.68,71.550003,4568600,55.18045
"2010-05-17",71.75,72.440002,68.709999,71.269997,4033200,54.9645
"2010-05-18",73.040001,73.449997,69.510002,69.949997,2625300,53.946484
"2010-05-19",68.040001,69.769997,66.510002,68.470001,3783300,52.937523
"2010-05-20",66.029999,66.080002,62,63.700001,7800300,49.249615
"2010-05-21",62,66.199997,60.360001,65.870003,4074500,50.927361
"2010-05-24",66,66.809998,64.07,64.230003,2162600,49.659397
"2010-05-25",61.450001,65.110001,60.5,64.940002,4194500,50.208324
"2010-05-26",66.419998,68.620003,65.540001,65.980003,3562400,51.012394
"2010-05-27",68.099998,69.620003,67.730003,69.589996,2377400,53.803459
"2010-05-28",69.779999,70.199997,67.019997,67.980003,3170300,52.558701
"2010-06-01",67.080002,69.099998,66.050003,66.089996,1911800,51.097439
"2010-06-02",67.169998,69.889999,66.160004,69.779999,2779600,53.950371
"2010-06-03",71.220001,72,69.139999,70.540001,3427800,54.53796
"2010-06-04",69,70,65.5,66.349998,4142600,51.298462
"2010-06-07",66.519997,66.519997,62.860001,62.939999,3060900,48.662014
"2010-06-08",63.5,65.5,62.799999,65.190002,2923400,50.401608
"2010-06-09",65.949997,67.510002,65.400002,65.889999,3417100,50.942814
"2010-06-10",67.57,70.839996,67.57,70.480003,3982600,54.491566
"2010-06-11",69.040001,72.43,68.919998,72.220001,2585100,55.836842
"2010-06-14",73.690002,74.339996,72.080002,72.410004,2619200,55.983761
"2010-06-15",73,75.459999,72.980003,75.370003,2652100,58.272263
"2010-06-16",74.620003,75.040001,74.040001,74.510002,3103900,57.607349
"2010-06-17",75.150002,75.199997,72.959999,73.809998,2259000,57.066147
"2010-06-18",74.059998,74.949997,73.349998,74.300003,2796500,57.444988
"2010-06-21",76,77.099998,74.330002,74.970001,3687300,57.963001
"2010-06-22",75.010002,75.57,72.010002,72.209999,3050500,55.829117
"2010-06-23",72.300003,73.849998,70.610001,73.150002,2393800,56.555874
"2010-06-24",72.089996,72.849998,70.75,71.360001,2625000,55.171944
"2010-06-25",71.849998,72.690002,70.540001,72.589996,5343100,56.122913
"2010-06-28",72.57,72.760002,70.400002,70.459999,3046100,54.476101
"2010-06-29",68.980003,69.019997,65.5,66.239998,4498100,51.213406
"2010-06-30",66.190002,67.360001,65.019997,65.129997,3268500,50.355209
"2010-07-01",64.870003,66.639999,63.240002,64.82,5136200,50.115551
"2010-07-02",65.010002,65.669998,63.709999,64.239998,3766900,49.667122
"2010-07-06",65.860001,66.300003,63.040001,63.57,3913900,49.14909
"2010-07-07",63.689999,67.589996,63.580002,67.410004,4362500,52.117992
"2010-07-08",68.279999,69.199997,67.190002,68.940002,3937700,53.300907
"2010-07-09",69,71.639999,68.370003,71.529999,3400900,55.303364
"2010-07-12",71.260002,71.699997,69.870003,70.660004,3155700,54.630718
"2010-07-13",72.349998,74.239998,71.959999,73.730003,4266500,57.004314
"2010-07-14",73.480003,75.379997,72.900002,74.639999,4053000,57.707863
"2010-07-15",74.940002,74.940002,72.050003,72.699997,4563000,56.207962
"2010-07-16",71.779999,72.540001,69.360001,69.5,3625200,53.733875
"2010-07-19",70.43,71.010002,68.519997,70.660004,1924400,54.630718
"2010-07-20",68.989998,72.739998,68.82,72.540001,2450500,56.084259
"2010-07-21",73.5,75.239998,72.769997,73.150002,3241200,56.555874
"2010-07-22",75.209999,76.360001,74.599998,75.900002,2723800,58.682022
"2010-07-23",75.5,77.980003,74.599998,76.970001,3089100,59.509304
"2010-07-26",76.900002,78.43,76.699997,77.849998,2917300,60.189686
"2010-07-27",82.18,82.339996,78.620003,79.43,6302100,61.411251
"2010-07-28",79.25,80.389999,79.010002,79.760002,3043500,61.666389
"2010-07-29",80.93,81.089996,78.269997,79.139999,2400000,61.187046
"2010-07-30",77.699997,80.139999,77.010002,79.610001,2580900,61.550438
"2010-08-02",81.480003,82.129997,80.779999,81.410004,2388000,62.942078
"2010-08-03",81.199997,81.870003,79.470001,80.040001,3143900,61.882885
"2010-08-04",80.519997,81.639999,79.470001,81.489998,2886500,63.003937
"2010-08-05",81.050003,81.980003,80.150002,81.639999,1940900,63.119904
"2010-08-06",80.940002,82.209999,79.650002,81.129997,2542100,62.725613
"2010-08-09",82.040001,82.459999,80.760002,81.120003,1879800,62.717869
"2010-08-10",80,81.879997,79.559998,81.480003,3047300,62.996212
"2010-08-11",79.260002,80.129997,77.169998,77.809998,4582600,60.158733
"2010-08-12",75.510002,78.519997,75,77.970001,4736600,60.282467
"2010-08-13",77.699997,78.419998,77.019997,77.75,2055400,60.11237
"2010-08-16",77.059998,78.419998,76,77.769997,1508900,60.127823
"2010-08-17",78.860001,81.239998,78.690002,80.57,2447000,62.292633
"2010-08-18",80.599998,82.169998,79.370003,81.830002,2484100,63.266823
"2010-08-19",81.239998,82.690002,80.389999,81.239998,3441900,63.013165
"2010-08-20",82.07,82.150002,78.650002,79.510002,2834100,61.67131
"2010-08-23",80.190002,80.190002,76.040001,76.5,3334200,59.33662
"2010-08-24",75,76.239998,73.760002,74.769997,3401100,57.994781
"2010-08-25",73.800003,74.300003,71.510002,73.480003,4159100,56.994202
"2010-08-26",74.230003,75.620003,72.480003,72.57,3194400,56.288361
"2010-08-27",73.709999,76.5,71.970001,76.190002,3183400,59.096184
"2010-08-30",75.32,76,73.660004,73.82,1961500,57.257912
"2010-08-31",73.239998,75.230003,72.510002,74.410004,2664900,57.71553
"2010-09-01",77.07,81.209999,77,79.879997,5080100,61.958309
"2010-09-02",79.739998,81.839996,79.089996,81.800003,3320500,63.447536
"2010-09-03",82.910004,84.690002,82.160004,83.160004,3054500,64.502411
"2010-09-07",82.43,82.75,80.75,80.879997,2242200,62.733955
"2010-09-08",81,82.419998,80.339996,81.959999,1915200,63.571651
"2010-09-09",83.330002,83.489998,80.849998,81.440002,1508400,63.168304
"2010-09-10",81.879997,82.82,81.239998,81.919998,1734600,63.540627
"2010-09-13",84.279999,84.93,83.339996,84.809998,2502600,65.782211
"2010-09-14",84.18,85.580002,83.650002,85.019997,1744000,65.945114
"2010-09-15",84.150002,84.489998,82.300003,83.32,3102000,64.626534
"2010-09-16",83.029999,84.5,82.769997,84.080002,2203300,65.216003
"2010-09-17",84.739998,85.57,83.019997,85.139999,2746500,66.03817
"2010-09-20",85.860001,88.43,85.32,87.949997,2676500,68.217728
"2010-09-21",88.599998,90.470001,87.849998,89.129997,3432300,69.132988
"2010-09-22",89.110001,90,87.669998,88.389999,2249000,68.559006
"2010-09-23",87.160004,89.620003,86.75,88.309998,3239800,68.496971
"2010-09-24",90,92.5,90,90.860001,3285600,70.474884
"2010-09-27",90.860001,90.860001,89.339996,89.599998,1831200,69.497543
"2010-09-28",90.059998,91.169998,88.239998,90.959999,1971400,70.552422
"2010-09-29",90.769997,91.900002,90.349998,91.300003,1917100,70.816139
"2010-09-30",92.400002,92.860001,89.68,90.580002,2607700,70.25766
"2010-10-01",91.370003,91.699997,89.660004,91.309998,2543500,70.823891
"2010-10-04",91.25,91.68,88.849998,89.690002,3094400,69.56736
"2010-10-05",91.349998,92.970001,90.629997,92.239998,2479800,71.545258
"2010-10-06",92.190002,93.599998,91.93,93.220001,1873300,72.305374
"2010-10-07",93.699997,93.800003,90.830002,92.279999,2555200,71.576286
"2010-10-08",92.589996,93.660004,91.519997,92.910004,1812800,72.064919
"2010-10-11",93.190002,94.190002,92.5,93.059998,1070000,72.181267
"2010-10-12",92.879997,92.879997,90.68,92.260002,1774500,71.560753
"2010-10-13",93,93.75,92.550003,92.82,1697500,71.995102
"2010-10-14",93.010002,94.769997,93,93.760002,1900600,72.724213
"2010-10-15",94.370003,94.870003,92.410004,93.639999,1855300,72.631142
"2010-10-18",93.639999,93.639999,90.800003,91.349998,2866500,70.854927
"2010-10-19",89.739998,91.580002,88.800003,90.169998,2494900,69.939667
"2010-10-20",90.580002,93.139999,90.360001,92.050003,1583100,71.397881
"2010-10-21",92.580002,93.809998,91.830002,93.75,2588700,72.716476
"2010-10-22",94.089996,94.089996,92.5,93.629997,1328200,72.623398
"2010-10-25",94.769997,96.129997,94.260002,94.489998,2034800,73.290413
"2010-10-26",87.410004,91.559998,87,89,10456900,69.032158
"2010-10-27",89.269997,90.25,88.220001,89.260002,4038400,69.233826
"2010-10-28",90.230003,90.230003,88.239998,89.010002,3118400,69.039932
"2010-10-29",89.260002,89.860001,87.940002,88.099998,2839600,68.334084
"2010-11-01",87.900002,89.5,87.510002,88.199997,2821900,68.411644
"2010-11-02",88.800003,91.760002,88.489998,91.370003,3400100,70.87043
"2010-11-03",91.400002,91.68,89.870003,91.470001,1885200,70.948006
"2010-11-04",93.220001,95.720001,92.779999,95.639999,2937700,74.182419
"2010-11-05",95.639999,96.629997,95.260002,96.389999,1713800,74.764137
"2010-11-08",95.849998,96.099998,94.910004,95.400002,1828000,73.996277
"2010-11-09",95.199997,95.510002,92.849998,93.300003,2052700,72.36747
"2010-11-10",93.779999,94.970001,92.480003,94.529999,1619100,73.32148
"2010-11-11",93.949997,95.019997,93.32,95.010002,1556800,73.693771
"2010-11-12",93.809998,94.830002,92.690002,94.059998,2082300,72.956917
"2010-11-15",94.629997,94.709999,93.290001,93.980003,2281400,72.894844
"2010-11-16",92.949997,92.989998,90.370003,91.32,2696000,70.831642
"2010-11-17",91.389999,92.709999,90.419998,92.019997,1823500,71.374588
"2010-11-18",93.620003,95.339996,93.400002,93.809998,1671500,72.971581
"2010-11-19",93.339996,94.440002,92.559998,94.309998,1883100,73.360474
"2010-11-22",94.239998,95.75,93.389999,95.589996,1516700,74.356171
"2010-11-23",93.629997,95.190002,93.559998,94.910004,1884400,73.82724
"2010-11-24",95.889999,98.730003,95.720001,98.650002,2012300,76.736412
"2010-11-26",97.57,98.639999,97.400002,98.199997,618900,76.386391
"2010-11-29",97.260002,97.610001,95.5,97.269997,1450200,75.662987
"2010-11-30",96.059998,97.779999,95.589996,97.120003,2463300,75.546303
"2010-12-01",99.739998,101.199997,99.25,100.519997,2508100,78.191048
"2010-12-02",100.839996,104.360001,100.519997,103.970001,2367300,80.87471
"2010-12-03",102.720001,103.949997,102.260002,102.839996,1932300,79.995697
"2010-12-06",102.75,105.580002,102.43,104.959999,1465300,81.64476
"2010-12-07",106.489998,107.620003,105.599998,105.980003,2573800,82.438194
"2010-12-08",106.029999,106.480003,103.57,105.080002,2215400,81.738121
"2010-12-09",106.110001,106.199997,104,104.25,1342100,81.092468
"2010-12-10",105,105.220001,104,105.029999,1006900,81.699219
"2010-12-13",106.400002,107.260002,105.699997,106.690002,2145800,82.990471
"2010-12-14",106.550003,109.190002,106.550003,108.290001,1924800,84.235077
"2010-12-15",108.410004,110.839996,108.040001,108.620003,2171200,84.491768
"2010-12-16",109.25,109.25,107.139999,108.510002,1221200,84.406189
"2010-12-17",108.470001,109,107.800003,107.959999,2071900,83.978355
"2010-12-20",108.489998,109.57,107.68,109.120003,1241000,84.880692
"2010-12-21",109.720001,111.589996,109.25,111.190002,1218500,86.490868
"2010-12-22",111.050003,111.410004,110.379997,111.25,1223500,86.537537
"2010-12-23",110.870003,111.779999,110.459999,110.910004,937800,86.273048
"2010-12-27",110.18,110.269997,108.879997,109.82,908100,85.425209
"2010-12-28",109.889999,110.510002,108.870003,110.059998,845800,85.611847
"2010-12-29",110.199997,110.690002,109.809998,110.129997,734100,85.666306
"2010-12-30",110.190002,110.889999,109.910004,110.160004,590900,85.689667
"2010-12-31",109.849998,111.870003,109.089996,110.010002,1091000,85.572983
"2011-01-03",111.080002,112.07,110.830002,111.75,1585800,86.926445
"2011-01-04",112.230003,112.25,109,111.599998,1944000,86.809776
"2011-01-05",110.959999,113.660004,110.959999,112.989998,1454500,87.891014
"2011-01-06",113.470001,113.879997,109.980003,110.160004,2194700,85.689667
"2011-01-07",110.610001,112.059998,109.150002,109.779999,2097600,85.394051
"2011-01-10",109.010002,111.769997,108.870003,111.040001,1675700,86.374161
"2011-01-11",111.900002,113.110001,111.010002,111.519997,1255600,86.747543
"2011-01-12",112.900002,112.900002,111.690002,111.830002,1025100,86.988693
"2011-01-13",111.949997,113.25,111.07,112.910004,2321500,87.828804
"2011-01-14",112.779999,113.239998,111.470001,112.559998,1110000,87.556541
"2011-01-18",113.309998,114.809998,112.599998,113.849998,1203900,88.559975
"2011-01-19",113.75,113.910004,111.169998,111.43,1498500,86.677544
"2011-01-20",111.110001,112.07,107.779999,108.019997,3149000,84.025047
"2011-01-21",109.18,110.199997,103.720001,105.050003,3592600,81.71476
"2011-01-24",105.050003,106.309998,102.580002,106.129997,2972700,82.554878
"2011-01-25",106.029999,107.199997,104.699997,107.07,2574500,83.286072
"2011-01-26",107.800003,110.68,107.599998,109.610001,1974400,85.261833
"2011-01-27",110.650002,111.919998,109.18,109.919998,2059700,85.502968
"2011-01-28",110.230003,110.330002,104.959999,105.379997,2511900,81.971443
"2011-01-31",106.699997,109.480003,105.160004,105.879997,3892600,82.360405
"2011-02-01",106.980003,108.32,101.849998,107.410004,6930700,83.550529
"2011-02-02",107,108.650002,106.190002,106.889999,3369400,83.146011
"2011-02-03",107.400002,107.940002,105.5,107.650002,3227300,83.737228
"2011-02-04",107.669998,110.139999,107.050003,109.690002,3489900,85.324066
"2011-02-07",110.230003,112.139999,109.699997,111.809998,3315800,86.973122
"2011-02-08",112.050003,112.389999,110,111.699997,2496100,86.887573
"2011-02-09",111.160004,112.290001,110.220001,111.800003,2273200,86.965355
"2011-02-10",110.540001,112.129997,109.769997,111.139999,1678700,86.451981
"2011-02-11",110.639999,112.25,110.639999,111.699997,1918900,86.887573
"2011-02-14",112.809998,114.300003,112.360001,113.540001,2569800,88.318848
"2011-02-15",113.5,113.529999,111.370003,112.650002,1924600,87.626556
"2011-02-16",113.379997,113.800003,110.879997,110.989998,2085100,86.537315
"2011-02-17",110.949997,112.199997,110.330002,111.82,1944300,87.184471
"2011-02-18",112.18,112.5,109.82,110.040001,2374300,85.796608
"2011-02-22",107.980003,108.18,102.760002,103.080002,4107200,80.369987
"2011-02-23",102.650002,102.970001,97.199997,100.690002,6356300,78.506584
"2011-02-24",100.730003,103.550003,99.510002,100.870003,2813800,78.646919
"2011-02-25",102.209999,103.050003,101.25,102.330002,2518000,79.785255
"2011-02-28",102.959999,103.809998,100.800003,101.120003,2352200,78.841812
"2011-03-01",102.379997,102.379997,98.919998,99.919998,2032300,77.906197
"2011-03-02",99.879997,101.93,99.07,100.300003,3169300,78.202477
"2011-03-03",102.089996,104.580002,101.559998,103.940002,2738800,81.040558
"2011-03-04",104.199997,104.339996,101.5,102.5,2348900,79.917801
"2011-03-07",102.489998,103.07,99.360001,99.699997,2511100,77.734673
"2011-03-08",100.209999,101.160004,98.620003,100.089996,2271500,78.03875
"2011-03-09",99.639999,101,98.699997,100.07,1810700,78.023163
"2011-03-10",97.980003,99.440002,95.830002,98.650002,3450000,76.916
"2011-03-11",97.199997,99.300003,96.900002,98.730003,3396800,76.978371
"2011-03-14",98.190002,99.480003,96.599998,97.550003,2270600,76.05835
"2011-03-15",94.160004,100.5,93.5,99.93,4868800,77.914001
"2011-03-16",100.089996,101.769997,97.849998,98.93,3181100,77.134308
"2011-03-17",101.25,101.949997,99.300003,99.970001,2207200,77.94516
"2011-03-18",101.970001,102.5,99.5,99.919998,3387700,77.906197
"2011-03-21",102.029999,103.360001,101.290001,102.57,2329400,79.972359
"2011-03-22",102.93,102.93,100.830002,101.699997,2202700,79.294052
"2011-03-23",101.440002,103.169998,100.010002,102.68,1929800,80.058136
"2011-03-24",103.839996,104.489998,102.68,103.769997,2545900,80.907982
"2011-03-25",104.099998,105.800003,104.07,104.540001,2045300,81.508354
"2011-03-28",104.860001,105.410004,104.290001,104.919998,2228500,81.804634
"2011-03-29",104.760002,108.050003,104.5,107.629997,2817600,83.917572
"2011-03-30",108.900002,110.75,108.639999,109.57,2567400,85.430176
"2011-03-31",109.239998,110.330002,108.580002,109.620003,1957000,85.469139
"2011-04-01",110.879997,113.650002,110.519997,111.300003,3433500,86.779022
"2011-04-04",112.040001,112.199997,110.459999,110.830002,1904000,86.41259
"2011-04-05",111.32,111.870003,109.290001,110.949997,2443700,86.506119
"2011-04-06",111.169998,111.980003,109.650002,110.260002,1833900,85.968163
"2011-04-07",109.660004,111.599998,108.709999,110.169998,1533300,85.897987
"2011-04-08",111,111.220001,107.410004,108.889999,1846800,84.900002
"2011-04-11",108.870003,108.980003,106.589996,107.419998,1735900,83.753876
"2011-04-12",106.169998,106.669998,104.150002,105.720001,2935000,82.428375
"2011-04-13",106.739998,108,105,105.889999,1948300,82.560944
"2011-04-14",104.879997,105.470001,103.300003,105.32,2171900,82.116486
"2011-04-15",105.709999,106.07,104.529999,105.129997,2163100,81.968384
"2011-04-18",103.470001,103.519997,101.160004,102.82,2675200,80.167297
"2011-04-19",103.830002,106.510002,103.830002,105.330002,1896200,82.124283
"2011-04-20",107.150002,108.32,106.25,108.150002,2549900,84.323013
"2011-04-21",109,109.870003,108.449997,108.940002,1912100,84.93898
"2011-04-25",109.419998,109.790001,108.029999,108.199997,1939600,84.362022
"2011-04-26",114.589996,117.400002,114.25,116.389999,6e+06,90.747643
"2011-04-27",117.400002,119.580002,115.050003,119.080002,3333500,92.844978
"2011-04-28",118.68,119.839996,117.150002,117.75,2269700,91.807999
"2011-04-29",118.379997,120.540001,117.879997,120.18,2836000,93.702629
"2011-05-02",121.32,121.489998,118.050003,118.290001,2358400,92.229027
"2011-05-03",117.25,118.150002,115.059998,115.93,2181300,90.388962
"2011-05-04",116.480003,116.849998,112.599998,112.660004,3718200,87.839386
"2011-05-05",111.75,117.949997,110.82,115.889999,3723200,90.357796
"2011-05-06",118.349998,119.510002,116.790001,117.239998,2143400,91.410332
"2011-05-09",117.620003,118.550003,116.459999,117.589996,1225100,91.683258
"2011-05-10",118.07,118.720001,117.199997,118.410004,1247500,92.322578
"2011-05-11",118.099998,118.099998,113.169998,114.040001,3017600,88.915375
"2011-05-12",113.669998,114.690002,111.080002,113.120003,2252200,88.198059
"2011-05-13",112.5,113.5,110.169998,110.290001,2444500,85.991547
"2011-05-16",109.739998,112.5,109.260002,110.120003,2916700,85.858963
"2011-05-17",109.519997,109.599998,105.860001,106.489998,3819500,83.028725
"2011-05-18",106.800003,108.529999,105.629997,108.190002,3806200,84.563034
"2011-05-19",109.309998,110.260002,108.209999,109.510002,2391700,85.594788
"2011-05-20",108.980003,109.239998,106.139999,106.410004,2553100,83.171776
"2011-05-23",104.080002,105.190002,102.330002,104.160004,3052800,81.413132
"2011-05-24",104.940002,105.5,102.25,102.68,3588600,80.256355
"2011-05-25",101.82,105.75,101.739998,105.110001,3517800,82.15567
"2011-05-26",104.769997,106.330002,104,105.849998,2402700,82.734047
"2011-05-27",106.059998,106.290001,104.519997,104.970001,2372100,82.046257
"2011-05-31",106.730003,106.879997,103.93,105.239998,2485800,82.257271
"2011-06-01",104.790001,105.330002,100.5,100.639999,3153100,78.66185
"2011-06-02",101.349998,103.919998,101,103.089996,3169000,80.576805
"2011-06-03",100.669998,103.18,99.790001,101.400002,2341300,79.255852
"2011-06-06",101.209999,101.830002,99.25,99.949997,2714400,78.122505
"2011-06-07",101.599998,102.410004,100.739998,100.980003,2452800,78.927612
"2011-06-08",100.650002,100.93,95.849998,96.230003,5914800,75.214928
"2011-06-09",96.75,97.550003,95.860001,96.580002,3500800,75.48848
"2011-06-10",96.169998,96.169998,92.68,92.870003,4721600,72.588676
"2011-06-13",93.150002,94.809998,92.410004,93.449997,3392300,73.042023
"2011-06-14",94.900002,97.099998,94.779999,95.870003,2994300,74.93354
"2011-06-15",94.660004,95.580002,92.32,92.440002,4774000,72.252602
"2011-06-16",92.690002,94.760002,91.129997,92.93,3620400,72.635574
"2011-06-17",94.629997,94.900002,93.089996,93.620003,3126800,73.174904
"2011-06-20",93.389999,94.169998,92.760002,93.480003,2221000,73.065475
"2011-06-21",94.260002,97.639999,94.230003,97.519997,3399200,76.223198
"2011-06-22",97.25,99.449997,95.980003,96.080002,3264800,75.097694
"2011-06-23",94.089996,98.400002,93.489998,98.349998,4328000,76.871948
"2011-06-24",99.080002,100,96.260002,96.669998,5402200,75.55883
"2011-06-27",96.690002,97.900002,95.660004,97.389999,2302300,76.12159
"2011-06-28",98.290001,100.699997,98.029999,100.699997,2855000,78.708748
"2011-06-29",101.82,101.940002,100.120003,101.040001,3343900,78.97451
"2011-06-30",101.370003,104.169998,100.57,103.489998,3547100,80.889465
"2011-07-01",103.800003,107.839996,103.480003,107.419998,4286900,83.961227
"2011-07-05",106.5,107.199997,105.25,105.650002,2127800,82.577759
"2011-07-06",105.739998,107.339996,104.720001,106.779999,2448200,83.46096
"2011-07-07",108.790001,110.150002,108.669998,108.82,3093300,85.055466
"2011-07-08",105.93,107.620003,105.010002,106.769997,2715000,83.453148
"2011-07-11",104.970001,106.459999,103.160004,103.650002,3129100,81.014542
"2011-07-12",104.760002,106.309998,103.010002,103.32,3755900,80.756584
"2011-07-13",104.650002,107.610001,104.650002,105.709999,2753900,82.624634
"2011-07-14",106.220001,107.650002,103.150002,104.489998,2787900,81.671074
