"dates","EQIX.Open","EQIX.High","EQIX.Low","EQIX.Close","EQIX.Volume","EQIX.Adjusted"
"2010-04-19",99.019997,99.440002,96.489998,97.849998,1214600,79.720642
"2010-04-20",98.129997,99.5,97.93,99.260002,514400,80.869408
"2010-04-21",98.68,101.830002,98.68,100.620003,819300,81.977425
"2010-04-22",96.980003,98.550003,93.199997,96.080002,2774700,78.278564
"2010-04-23",96.519997,96.550003,94.790001,95.739998,541900,78.001572
"2010-04-26",98.940002,103.879997,98.940002,103.209999,2289700,84.087555
"2010-04-27",102.410004,104.139999,101.360001,102.339996,1085700,83.378738
"2010-04-28",102.5,102.550003,98.160004,100.099998,1127500,81.553757
"2010-04-29",100.620003,101.459999,98.32,101.349998,786500,82.572166
"2010-04-30",101.610001,101.610001,100.099998,100.650002,1232600,82.001877
"2010-05-03",100.269997,103.349998,100.260002,103.290001,1085300,84.152718
"2010-05-04",102.239998,102.550003,99.610001,100.150002,1235300,81.594482
"2010-05-05",99.459999,99.489998,93.120003,95.110001,2809200,77.488297
"2010-05-06",94.699997,96.620003,87.949997,92.449997,2054700,75.321136
"2010-05-07",92.449997,93.269997,89.449997,91.449997,1315500,74.506416
"2010-05-10",95.459999,99.230003,95.400002,98.379997,2054500,80.152451
"2010-05-11",97.68,99.720001,97.400002,98.5,1029600,80.250206
"2010-05-12",99.209999,100,98.379997,99.25,756700,80.861252
"2010-05-13",98.889999,107.440002,98.830002,101.68,3444100,82.841042
"2010-05-14",101,101.769997,98.550003,99.650002,958800,81.187149
"2010-05-17",99.839996,100.550003,97.519997,98.739998,512900,80.44574
"2010-05-18",99,99.709999,95.790001,96.57,722600,78.677788
"2010-05-19",96.529999,98.489998,95.309998,96.839996,823400,78.897751
"2010-05-20",94.760002,95.660004,92.050003,92.269997,1313900,75.174469
"2010-05-21",91.449997,93.699997,90.519997,92.169998,1217500,75.093018
"2010-05-24",91.809998,93.25,91.419998,91.510002,775200,74.55529
"2010-05-25",89.849998,91.059998,87.860001,90.839996,714200,74.009422
"2010-05-26",91.449997,94.260002,91.099998,91.339996,884800,74.416786
"2010-05-27",93.470001,94.169998,92,93.970001,678400,76.559517
"2010-05-28",93.519997,94.550003,90.75,92.010002,962200,74.962662
"2010-06-01",90.919998,92.470001,88.669998,88.730003,1069700,72.29039
"2010-06-02",88.599998,91.57,88.529999,91.459999,1031400,74.514549
"2010-06-03",91.449997,93.220001,91.029999,91.169998,932800,74.27829
"2010-06-04",89.959999,90.379997,86.730003,86.889999,1379600,70.791283
"2010-06-07",86.599998,87.160004,82.470001,82.809998,1719600,67.467194
"2010-06-08",82.739998,82.739998,78.720001,80.879997,2224500,65.894798
"2010-06-09",83.790001,87.25,82.470001,83.099998,2227200,67.703461
"2010-06-10",84,84.809998,83.230003,84.599998,1456800,68.92556
"2010-06-11",84.349998,85.470001,83.099998,84.650002,1169200,68.966286
"2010-06-14",85.110001,85.449997,82.169998,82.440002,1360400,67.165756
"2010-06-15",82.650002,85.110001,82.400002,85.050003,1490000,69.292175
"2010-06-16",84.959999,87.330002,84.720001,86.059998,1623400,70.115059
"2010-06-17",85.919998,86.470001,83.989998,84.449997,701200,68.803352
"2010-06-18",84.07,84.900002,83.57,84.870003,813800,69.145546
"2010-06-21",85.419998,86.440002,84.610001,85.07,1815700,69.308495
"2010-06-22",84.989998,85.32,82.980003,83.080002,921500,67.687164
"2010-06-23",82.959999,84.019997,82.160004,83.739998,1163500,68.224884
"2010-06-24",83.599998,83.599998,82.449997,82.879997,1169100,67.524254
"2010-06-25",83.029999,84.589996,82.620003,84.099998,996700,68.518204
"2010-06-28",84.25,84.440002,83.139999,83.5,789300,68.029358
"2010-06-29",82.5,82.660004,79.129997,79.449997,892300,64.729744
"2010-06-30",79.489998,82.550003,79.169998,81.220001,888000,66.171791
"2010-07-01",80.410004,81.32,78.239998,79.389999,986000,64.680847
"2010-07-02",79.589996,79.839996,78.370003,78.690002,431900,64.110558
"2010-07-06",80,80.889999,77.849998,78.57,450200,64.012779
"2010-07-07",76.870003,80.160004,76.290001,79.410004,2129700,64.697151
"2010-07-08",80.169998,82.82,80,82.489998,1346200,67.206512
"2010-07-09",82.230003,84,80.669998,83.620003,730400,68.127144
"2010-07-12",83.150002,83.639999,81.400002,82.290001,517400,67.043556
"2010-07-13",83.169998,85.339996,82.660004,84.919998,922900,69.186264
"2010-07-14",85.160004,85.660004,84.120003,85.199997,1318500,69.414391
"2010-07-15",85.040001,86.160004,84.019997,86.029999,995000,70.09063
"2010-07-16",85.339996,85.82,82.040001,82.239998,1039100,67.002846
"2010-07-19",82.720001,83.32,81.949997,83.050003,459300,67.66275
"2010-07-20",81.900002,84.580002,80.970001,84.370003,543600,68.738182
"2010-07-21",84.639999,85.400002,84.349998,84.720001,742900,69.023331
"2010-07-22",85.449997,87.029999,85.269997,86.510002,748900,70.481682
"2010-07-23",86.389999,89.050003,85.160004,88.809998,1078900,72.355537
"2010-07-26",88.849998,90.959999,88.830002,90.839996,1075500,74.009422
"2010-07-27",91.440002,92.290001,89.089996,90.449997,1269400,73.691681
"2010-07-28",90.379997,90.980003,87.470001,88.059998,1122600,71.744507
"2010-07-29",91.440002,94.25,91.050003,93.82,2699700,76.437309
"2010-07-30",92.209999,93.839996,90.949997,93.510002,1448500,76.184738
"2010-08-02",93.989998,94.160004,92.870003,94.010002,933000,76.592117
"2010-08-03",93.550003,94.190002,93.110001,94.040001,838700,76.616562
"2010-08-04",94.300003,94.709999,93.800003,94.230003,684800,76.771339
"2010-08-05",93.940002,94.5,93.07,94,953200,76.583946
"2010-08-06",93.040001,94.589996,92.349998,93.379997,1575700,76.078827
"2010-08-09",94.019997,94.739998,92.989998,93.870003,677800,76.47805
"2010-08-10",92.910004,94.639999,91.730003,94.300003,708000,76.828369
"2010-08-11",92.559998,93.529999,90.610001,90.709999,974000,73.903496
"2010-08-12",90.980003,90.980003,89.160004,89.959999,734500,73.292511
"2010-08-13",89.489998,90.709999,89.489998,89.830002,415300,73.186569
"2010-08-16",89.129997,90.839996,88.510002,90.080002,578600,73.390244
"2010-08-17",90.650002,91.610001,89.970001,90.559998,433400,73.781311
"2010-08-18",90.370003,91.279999,89.730003,90.470001,369100,73.707985
"2010-08-19",89.839996,90.75,89.339996,90.169998,766300,73.463577
"2010-08-20",89.75,90.18,89.550003,90.019997,588300,73.341347
"2010-08-23",90.269997,90.510002,89.779999,90,690400,73.325043
"2010-08-24",88.779999,90.480003,88.779999,88.980003,1138000,72.494034
"2010-08-25",88.5,90.610001,88.440002,90.239998,855000,73.520584
"2010-08-26",90.489998,91.75,88.809998,89.25,471000,72.714027
"2010-08-27",90.040001,91.589996,88.690002,91.370003,559700,74.441231
"2010-08-30",90.699997,91.370003,90.400002,90.57,479500,73.789452
"2010-08-31",89.68,91.800003,89.669998,91.209999,580200,74.310883
"2010-09-01",92,95,91.639999,93.699997,655800,76.339539
"2010-09-02",93.25,96.260002,92.68,95.949997,622200,78.172661
"2010-09-03",96.139999,97.410004,95.209999,96.940002,563300,78.979256
"2010-09-07",96.160004,96.860001,94.739998,94.900002,232800,77.317192
"2010-09-08",94.989998,96.050003,94.550003,94.599998,535100,77.072784
"2010-09-09",95.010002,96.080002,94.459999,95.25,368400,77.602356
"2010-09-10",95.610001,95.660004,94.279999,94.529999,388400,77.015762
"2010-09-13",95.309998,97.029999,94.650002,96.139999,548500,78.327454
"2010-09-14",96.230003,96.230003,95.360001,95.779999,481700,78.034149
"2010-09-15",95.139999,96.739998,95.139999,95.730003,364800,77.993439
"2010-09-16",95.830002,96.370003,94.790001,95.199997,400200,77.56163
"2010-09-17",95.25,97.68,94.620003,96.720001,1165300,78.800018
"2010-09-20",97.050003,98.5,96.5,98.209999,550800,80.013954
"2010-09-21",98.129997,99.629997,97.5,99.540001,679600,81.097519
"2010-09-22",99.010002,99.519997,98.449997,99.040001,402200,80.690163
"2010-09-23",98.129997,102.220001,98.129997,100.629997,932200,81.985558
"2010-09-24",102.230003,103.400002,101.779999,102.239998,793300,83.297272
"2010-09-27",102.470001,103.849998,102.290001,102.519997,875900,83.525398
"2010-09-28",102.529999,103.400002,100.610001,103.160004,617800,84.046829
"2010-09-29",102.279999,104.089996,102.279999,103.309998,440500,84.169022
"2010-09-30",103.5,104.43,100.989998,102.349998,515700,83.386894
"2010-10-01",102.599998,103.309998,101.25,102.839996,588900,83.786102
"2010-10-04",102.540001,103.239998,100.690002,101.099998,565400,82.368469
"2010-10-05",101.959999,105.089996,101.940002,105.089996,4947900,85.619232
"2010-10-06",79.459999,80.779999,69.419998,70.339996,30574200,57.307598
"2010-10-07",71.75,75.660004,70.599998,75,11092800,61.104221
"2010-10-08",75,76.470001,73.050003,74.919998,3856900,61.039028
"2010-10-11",75,75.25,72.610001,72.949997,2429500,59.434021
"2010-10-12",72.830002,74.589996,72.059998,74.010002,1474600,60.297661
"2010-10-13",74.75,75.739998,74.059998,74.279999,1504600,60.517601
"2010-10-14",74.089996,75.199997,73.300003,73.540001,1312700,59.914715
"2010-10-15",74.07,74.510002,73.139999,73.940002,1885800,60.24062
"2010-10-18",74.129997,75.5,73.629997,75.059998,1513900,61.153095
"2010-10-19",74.459999,77.300003,73.650002,75.410004,2437700,61.438255
"2010-10-20",75.470001,76.25,74.510002,75.360001,1082300,61.397526
"2010-10-21",75.529999,76.050003,74.050003,74.269997,1212100,60.509468
"2010-10-22",74.459999,75.43,74.300003,75.18,674000,61.250877
"2010-10-25",75.370003,76,74.470001,74.800003,1357500,60.941288
"2010-10-26",74.120003,77.290001,73.879997,76.589996,2969100,62.399628
"2010-10-27",80,83.209999,79.300003,83,4337400,67.622002
"2010-10-28",83.809998,83.989998,82.309998,82.860001,1475600,67.507957
"2010-10-29",82.849998,84.599998,82.760002,84.239998,1229200,68.632248
"2010-11-01",84.360001,84.639999,82.5,82.889999,909600,67.532379
"2010-11-02",83.470001,85.230003,83.150002,84.879997,909400,69.153679
"2010-11-03",84.860001,85.470001,83.110001,84.419998,754100,68.778915
"2010-11-04",85.309998,85.989998,83.949997,84.379997,1621800,68.746315
"2010-11-05",84.190002,84.480003,82.580002,83.269997,2310300,67.841965
"2010-11-08",82.68,85.800003,82.68,84.919998,848300,69.186264
"2010-11-09",85.139999,86,83,83.410004,1175800,67.956047
"2010-11-10",83.309998,84.459999,82.220001,83.93,1145100,68.379692
"2010-11-11",83.25,86.879997,81.629997,85.790001,1267100,69.895088
"2010-11-12",85.019997,85.290001,82.699997,83.779999,1092600,68.257477
"2010-11-15",83.730003,84.419998,82.900002,83.190002,734800,67.776787
"2010-11-16",82.529999,83.419998,80.93,81.169998,1093800,66.131065
"2010-11-17",81.620003,82.769997,80.760002,81.379997,651100,66.302162
"2010-11-18",82.5,83.599998,81.800003,81.82,1076200,66.660629
"2010-11-19",82.239998,82.919998,81.470001,82.410004,765000,67.141312
"2010-11-22",82.139999,82.949997,81.849998,82.519997,867400,67.230949
"2010-11-23",81.75,82.449997,80.150002,80.860001,1019000,65.878494
"2010-11-24",81.559998,82.330002,79.769997,80.32,1498000,65.438538
"2010-11-26",79.779999,80.639999,79.230003,79.959999,422700,65.145256
"2010-11-29",79.779999,81.120003,78.660004,79.330002,920600,64.631966
"2010-11-30",78.510002,78.919998,77.449997,77.599998,1392200,63.2225
"2010-12-01",78.830002,80.190002,78.830002,79.599998,1167000,64.851936
"2010-12-02",79.589996,81.730003,79.550003,81.519997,1053300,66.416222
"2010-12-03",80.949997,82.800003,80.660004,82.589996,823600,67.287956
"2010-12-06",82.290001,84.199997,82.279999,83.900002,933900,68.355247
"2010-12-07",85.239998,85.650002,84.169998,84.309998,1221400,68.689278
"2010-12-08",84.620003,85.07,82.669998,83.739998,1018200,68.224884
"2010-12-09",84.400002,84.769997,82.910004,83.389999,797200,67.939743
"2010-12-10",83.75,85.760002,83.550003,84.830002,1117100,69.112946
"2010-12-13",85.199997,86.199997,84.449997,84.730003,768800,69.031479
"2010-12-14",85,85.199997,83.870003,84.32,594400,68.697441
"2010-12-15",84.32,85.25,83.18,83.239998,901200,67.817535
"2010-12-16",83.269997,84.209999,82.790001,83.529999,773200,68.053795
"2010-12-17",83.68,84.239998,79.800003,81.279999,2561200,66.220673
"2010-12-20",81.449997,82.080002,79.870003,81.779999,1021200,66.628044
"2010-12-21",82,82.099998,81.32,81.43,643200,66.342896
"2010-12-22",81.379997,81.709999,80.360001,80.650002,611600,65.707405
"2010-12-23",80.610001,81.099998,80.199997,80.900002,562400,65.911102
"2010-12-27",80.870003,81.169998,80.110001,81.040001,256200,66.025146
"2010-12-28",80.879997,81.089996,79.919998,79.93,302100,65.120804
"2010-12-29",80.050003,81.510002,78.779999,81.199997,780700,66.155502
"2010-12-30",81.199997,83.25,81.199997,81.860001,666400,66.69323
"2010-12-31",81.970001,82.199997,80.769997,81.260002,444900,66.204399
"2011-01-03",82.230003,84.699997,81.769997,83.459999,1110000,67.996765
"2011-01-04",84.019997,84.07,81.510002,82.349998,599500,67.092445
"2011-01-05",82.400002,83.389999,82.139999,82.839996,800800,67.491646
"2011-01-06",82.720001,83.389999,81.75,82,1128600,66.807289
"2011-01-07",82.300003,82.550003,81.07,82.169998,727400,66.945786
"2011-01-10",82.099998,86.169998,81.879997,85.879997,1309400,69.968391
"2011-01-11",86.279999,88.410004,86.279999,87.110001,916900,70.970505
"2011-01-12",87.5,87.959999,86.400002,87.489998,579300,71.280106
"2011-01-13",87.639999,87.989998,86.629997,87.050003,310600,70.921616
"2011-01-14",87.07,87.860001,86.709999,87.709999,372000,71.459335
"2011-01-18",87.5,89,87.389999,88.75,774200,72.306656
"2011-01-19",88.650002,88.650002,85.519997,86.5,676800,70.473526
"2011-01-20",83.760002,86.239998,83.760002,85.129997,1051100,69.357361
"2011-01-21",85.839996,86.800003,84.830002,85.120003,881600,69.349228
"2011-01-24",86.919998,89.059998,85.949997,88.800003,1193100,72.347389
"2011-01-25",88.709999,89.389999,87.110001,87.940002,843100,71.646729
"2011-01-26",88.239998,89.330002,87.220001,87.550003,561900,71.329002
"2011-01-27",87.709999,88.370003,87.230003,87.68,1020600,71.434898
"2011-01-28",92.709999,93.019997,87.980003,88.82,2320000,72.363693
"2011-01-31",88.980003,89.050003,86.82,88.419998,677000,72.037788
"2011-02-01",88.940002,89.989998,88.910004,89.370003,693600,72.811798
"2011-02-02",89.080002,91.779999,88.309998,90.440002,1077400,73.683556
"2011-02-03",90.209999,91.849998,89.879997,90.790001,698200,73.968704
"2011-02-04",91.169998,92.459999,89.779999,91.529999,508100,74.571587
"2011-02-07",91.809998,92.629997,91.550003,92.43,678500,75.304832
"2011-02-08",92.660004,92.809998,89.209999,90.32,1848100,73.585777
"2011-02-09",89.470001,90.169998,88.309998,88.639999,1610400,72.217049
"2011-02-10",87,93.650002,86.550003,92.309998,3667500,75.207077
"2011-02-11",92.07,93.269997,90.660004,91.239998,1320700,74.33532
"2011-02-14",91.410004,91.900002,90.330002,90.440002,577900,73.683556
"2011-02-15",90.339996,92.550003,90.239998,91.470001,628300,74.522705
"2011-02-16",91.639999,91.809998,90.68,91.43,493400,74.490097
"2011-02-17",89.169998,92.139999,88.660004,90.830002,1390400,74.001282
"2011-02-18",91.209999,92.029999,90.669998,90.989998,878900,74.13163
"2011-02-22",89.839996,90.059998,87.82,88.400002,1201300,72.021507
"2011-02-23",88.260002,88.790001,84.889999,86.440002,1039900,70.424637
"2011-02-24",86.25,87.610001,85.480003,86.290001,922300,70.302429
"2011-02-25",86.769997,88.5,86.769997,87.489998,927800,71.280106
"2011-02-28",87.790001,88.279999,85.919998,86.440002,792200,70.424637
"2011-03-01",86.760002,87.389999,84.5,85.209999,1141400,69.422531
"2011-03-02",84.870003,85.559998,82.419998,84.279999,1002600,68.664841
"2011-03-03",85,86.339996,84.959999,85.190002,693600,69.406242
"2011-03-04",85.330002,85.330002,83.849998,84.32,773700,68.697441
"2011-03-07",84.769997,85.400002,83,83.93,718400,68.379692
"2011-03-08",83.870003,85.480003,83.360001,84.720001,908900,69.023331
"2011-03-09",84.709999,85.809998,84.010002,85.269997,804400,69.471428
"2011-03-10",85,85.760002,84.129997,84.919998,929200,69.186264
"2011-03-11",84.349998,85.489998,83.440002,84.720001,518700,69.023331
"2011-03-14",84.220001,85.290001,83.529999,84.5,498800,68.844078
"2011-03-15",83.050003,84.739998,82.190002,84.160004,708400,68.567085
"2011-03-16",83.970001,85.580002,83.050003,83.669998,712200,68.16787
"2011-03-17",84.709999,85.43,83.809998,84.32,459000,68.697441
"2011-03-18",85.260002,86.190002,84.669998,85.019997,704300,69.267738
"2011-03-21",85.769997,86.699997,84.949997,85.150002,617800,69.373657
"2011-03-22",85.089996,85.769997,84.32,84.910004,409100,69.178139
"2011-03-23",84.889999,85.699997,84.260002,85.309998,418500,69.504021
"2011-03-24",85.849998,86.730003,85.129997,86.059998,774100,70.115059
"2011-03-25",86.32,87.57,85.650002,86.739998,709700,70.669044
"2011-03-28",86.75,87.849998,86.550003,87.400002,491100,71.206779
"2011-03-29",87.099998,87.519997,86.589996,87.110001,616400,70.970505
"2011-03-30",87.849998,91.849998,87.419998,90.980003,1490100,74.123489
"2011-03-31",90.900002,91.139999,89.599998,91.099998,745600,74.22126
"2011-04-01",91.550003,92.760002,90.660004,92.360001,749700,75.247795
"2011-04-04",92.540001,93.18,92.290001,92.790001,353700,75.598145
"2011-04-05",92.559998,93.75,91.82,92.129997,596200,75.06041
"2011-04-06",92.540001,93.029999,91.739998,92.489998,421700,75.353714
"2011-04-07",92.269997,93.800003,91.849998,92.730003,379000,75.549248
"2011-04-08",93,93.300003,92.709999,93.260002,329000,75.981049
"2011-04-11",93.32,93.839996,92.160004,92.720001,495200,75.5411
"2011-04-12",91.93,92.550003,90.57,91.419998,537900,74.481979
"2011-04-13",91.800003,93.019997,91.32,91.589996,595600,74.620461
"2011-04-14",91.25,92.129997,90.68,92,581000,74.954491
"2011-04-15",91.410004,92.660004,90.800003,92.230003,784500,75.141884
"2011-04-18",91,92.779999,90.459999,92.239998,554500,75.15004
"2011-04-19",92.370003,92.620003,91.339996,92.150002,902200,75.076706
"2011-04-20",93.120003,94.970001,92.980003,94.080002,757700,76.649124
"2011-04-21",94.709999,95,92.82,93.440002,449600,76.127708
"2011-04-25",93.25,93.860001,92.550003,93.639999,471700,76.290649
"2011-04-26",93.599998,94.120003,93.029999,93.790001,507200,76.412872
"2011-04-27",95.5,96.599998,93.199997,96.599998,1523000,78.702232
"2011-04-28",100,104.410004,98.290001,99.120003,2900000,80.755341
"2011-04-29",100.410004,102.139999,98.669998,100.660004,1047500,82.010017
"2011-05-02",100.669998,100.669998,98.43,98.75,557700,80.453888
"2011-05-03",98.32,99.050003,96.879997,98.099998,519200,79.924309
"2011-05-04",98.050003,98.800003,96.449997,97.419998,815100,79.370316
"2011-05-05",96.779999,100.860001,96.779999,99.190002,1400000,80.812355
"2011-05-06",100.709999,101.199997,99,99.839996,638200,81.341934
"2011-05-09",99.870003,101.529999,99.010002,100.480003,413900,81.863365
"2011-05-10",100.589996,102.099998,100.370003,101.400002,507200,82.612915
"2011-05-11",100.870003,102.410004,100.330002,101.120003,736300,82.384789
"2011-05-12",100.589996,101.93,100.120003,101.190002,522000,82.441818
"2011-05-13",101.239998,101.959999,100.349998,100.410004,473200,81.806335
"2011-05-16",100.269997,101.370003,98.849998,99.220001,503400,80.836807
"2011-05-17",99.040001,99.5,98.199997,99.150002,626500,80.779793
"2011-05-18",99.519997,100.110001,98.879997,99.620003,395600,81.162689
"2011-05-19",100.269997,100.989998,99.199997,100.440002,425800,81.83078
"2011-05-20",100.43,101.519997,99.839996,100.760002,541400,82.091492
"2011-05-23",99.25,99.739998,98,98.510002,575400,80.258362
"2011-05-24",98.949997,99.730003,98.199997,99.029999,352800,80.682007
"2011-05-25",98.75,99.879997,98.080002,99.059998,389800,80.706444
"2011-05-26",98.599998,99.980003,98.120003,99.699997,505600,81.227875
"2011-05-27",100.050003,101.089996,99.400002,100.610001,608700,81.969284
"2011-05-31",101.18,101.57,100.370003,101.400002,478800,82.612915
"2011-06-01",101.410004,101.93,99.370003,99.57,428800,81.121964
"2011-06-02",98.879997,100.739998,98.129997,100.660004,360500,82.010017
"2011-06-03",99.18,100.32,97.889999,98.760002,423900,80.462013
"2011-06-06",98.330002,99.269997,96.959999,97.120003,610000,79.125893
"2011-06-07",97.809998,98.779999,97,97.839996,486800,79.712486
"2011-06-08",97.849998,98.199997,96.989998,97.129997,479300,79.134041
"2011-06-09",97.43,98.540001,97.080002,97.849998,350900,79.720642
"2011-06-10",97.809998,98.129997,95.610001,96.580002,437000,78.685951
"2011-06-13",96.690002,97.540001,96.160004,96.239998,416600,78.408936
"2011-06-14",97.32,98.830002,96.769997,98.580002,440500,80.315392
"2011-06-15",97.580002,98.5,95.93,96.089996,614500,78.28672
"2011-06-16",95.989998,97.309998,95.129997,95.449997,517600,77.765305
"2011-06-17",96.480003,97.830002,95.43,95.830002,903400,78.074905
"2011-06-20",95.690002,97.120003,95.349998,96.489998,417800,78.612602
"2011-06-21",96.809998,99.919998,96.589996,99.639999,797500,81.178993
"2011-06-22",99.599998,101.040001,98.860001,99.720001,549200,81.244164
"2011-06-23",98.709999,100,97.959999,99.739998,540200,81.260445
"2011-06-24",99.559998,100.650002,98.589996,98.919998,471300,80.592384
"2011-06-27",98.709999,99.900002,97.629997,98.849998,450700,80.535355
"2011-06-28",99.040001,100.389999,98.800003,99.739998,524500,81.260445
"2011-06-29",100.239998,101.089996,100,100.660004,400400,82.010017
"2011-06-30",100.68,101.589996,100.010002,101.019997,492900,82.303299
"2011-07-01",100.82,102.169998,96.580002,101.900002,720200,83.020279
"2011-07-05",101.57,102.5,101.480003,102.300003,606300,83.346138
"2011-07-06",102.010002,103.309998,101.540001,103.290001,829200,84.152718
"2011-07-07",103.889999,104.199997,102.959999,103.160004,357000,84.046829
"2011-07-08",101.980003,105.25,101.709999,104.610001,619600,85.228157
"2011-07-11",103.110001,103.980003,101.160004,101.669998,556600,82.832878
"2011-07-12",101.260002,101.980003,101.010002,101.32,446000,82.547722
"2011-07-13",101.650002,103.07,100.970001,101.25,319800,82.4907
"2011-07-14",101.360001,101.949997,97.309998,98.260002,649200,80.054672
"2011-07-15",98.779999,99.25,97.900002,99.07,380000,80.714592
"2011-07-18",98.739998,99.110001,96.260002,98.269997,542200,80.062805
"2011-07-19",98.989998,101.400002,98.989998,100.699997,307900,82.042595
"2011-07-20",101.019997,103.940002,100.199997,100.989998,651300,82.27887
"2011-07-21",101.279999,102.269997,100.379997,100.849998,349800,82.164795
