"dates","TRV.Open","TRV.High","TRV.Low","TRV.Close","TRV.Volume","TRV.Adjusted"
"2010-06-29",50.700001,50.919998,49.470001,49.73,5661600,38.385994
"2010-06-30",49.459999,49.93,49.200001,49.25,4426300,38.015503
"2010-07-01",49.43,49.490002,48.380001,48.93,4621100,37.768482
"2010-07-02",48.799999,49.150002,48.23,48.540001,2722200,37.467442
"2010-07-06",48.950001,49.099998,48.169998,48.580002,3858700,37.498329
"2010-07-07",48.900002,49.990002,48.419998,49.950001,4668200,38.555813
"2010-07-08",50.040001,50.150002,49.509998,50.09,3231500,38.663883
"2010-07-09",50.150002,51.16,50.110001,51.150002,3095900,39.482075
"2010-07-12",50.919998,51.43,50.790001,51.119999,3025800,39.458923
"2010-07-13",51.48,51.639999,51.139999,51.200001,5224200,39.520679
"2010-07-14",51.130001,51.48,50.830002,51.389999,3866000,39.667336
"2010-07-15",51.349998,51.349998,49.990002,50.299999,7023600,38.825977
"2010-07-16",50.110001,50.5,49.509998,49.619999,5952700,38.30109
"2010-07-19",49.790001,50,49.27,49.709999,2667200,38.370564
"2010-07-20",49.200001,50.389999,49.200001,50.349998,3801300,38.864582
"2010-07-21",50.310001,50.720001,49.799999,49.869999,3961700,38.494068
"2010-07-22",48.77,50.189999,48.77,49.290001,6956500,38.046364
"2010-07-23",48.880001,50.139999,48.599998,50.139999,7008600,38.702465
"2010-07-26",50.279999,50.470001,49.959999,50.450001,4814400,38.941761
"2010-07-27",50.75,50.75,50.139999,50.580002,6312000,39.04211
"2010-07-28",50.560001,50.810001,50.150002,50.290001,4455100,38.81826
"2010-07-29",50.610001,50.950001,50.099998,50.52,6845100,38.995789
"2010-07-30",50.029999,50.610001,50.02,50.450001,5752000,38.941761
"2010-08-02",51.040001,51.220001,50.509998,50.849998,4957900,39.250507
"2010-08-03",50.560001,50.830002,50.029999,50.119999,4927100,38.687035
"2010-08-04",50.32,50.759998,50.299999,50.68,6729900,39.119297
"2010-08-05",50.5,50.709999,50.32,50.669998,1966300,39.111576
"2010-08-06",50.380001,50.450001,49.48,50.27,3140800,38.802814
"2010-08-09",50.610001,50.700001,50.200001,50.610001,2244800,39.065266
"2010-08-10",50.150002,50.290001,49.310001,49.400002,5991600,38.131271
"2010-08-11",49.02,49.560001,48.860001,48.959999,6571500,37.791637
"2010-08-12",48.700001,49.869999,48.639999,49.630001,5021300,38.308796
"2010-08-13",49.68,50.580002,49.41,50.139999,5029200,38.702465
"2010-08-16",49.810001,49.919998,49.5,49.91,3513400,38.524944
"2010-08-17",50.32,50.32,49.830002,49.91,4761200,38.524944
"2010-08-18",49.919998,50.299999,49.610001,50.080002,3837800,38.656166
"2010-08-19",49.869999,50.07,49.490002,49.84,4068800,38.470913
"2010-08-20",49.970001,50.41,49.66,50.09,4564000,38.663883
"2010-08-23",49.77,50.189999,49.509998,49.740002,3939100,38.393726
"2010-08-24",49.509998,49.709999,49.139999,49.259998,3826400,38.023209
"2010-08-25",49.200001,49.73,48.959999,49.52,3636600,38.223904
"2010-08-26",49.700001,49.91,48.889999,49.029999,3792200,37.845669
"2010-08-27",49.189999,49.869999,49.189999,49.869999,4437700,38.494068
"2010-08-30",49.639999,49.709999,48.919998,48.950001,2966400,37.783924
"2010-08-31",48.799999,49.290001,48.459999,48.990002,4577100,37.814804
"2010-09-01",49.310001,50.360001,49.060001,50.310001,4922300,38.833691
"2010-09-02",50.310001,50.48,49.66,50.220001,3595900,38.764233
"2010-09-03",50.709999,51.049999,50.25,51.029999,3405700,39.389446
"2010-09-07",50.790001,50.880001,50.080002,50.130001,2519100,38.694756
"2010-09-08",50.150002,50.419998,49.759998,49.860001,3597600,38.764729
"2010-09-09",50.360001,50.560001,49.98,50.27,2830300,39.083488
"2010-09-10",49.889999,50.110001,49.529999,50.060001,2624900,38.920219
"2010-09-13",50.41,50.639999,50,50.439999,2998800,39.215649
"2010-09-14",50.400002,51.279999,50.259998,51.02,4636200,39.666592
"2010-09-15",50.93,52.630001,50.919998,52.490002,8112300,40.809483
"2010-09-16",52.5,52.880001,52.299999,52.700001,5763700,40.972748
"2010-09-17",52.59,52.950001,52.43,52.669998,7193300,40.949417
"2010-09-20",52.950001,53.669998,52.580002,53.560001,4551300,41.641373
"2010-09-21",53.299999,53.389999,52.720001,52.93,3248800,41.151562
"2010-09-22",52.779999,53.029999,52.32,52.330002,4314000,40.685089
"2010-09-23",52.09,53.060001,52.060001,52.400002,4685400,40.739502
"2010-09-24",53.23,53.5,52.880001,53.119999,3291400,41.29929
"2010-09-27",53.049999,53.049999,52.119999,52.16,4022000,40.552914
"2010-09-28",52.25,52.959999,52.080002,52.689999,3080500,40.964973
"2010-09-29",52.419998,52.52,51.849998,51.990002,3179100,40.42075
"2010-09-30",52.23,52.830002,52,52.099998,3280300,40.506264
"2010-10-01",52.669998,52.669998,51.68,52.119999,3211400,40.521812
"2010-10-04",52,52.32,51.59,52.119999,2487600,40.521812
"2010-10-05",52.299999,53.02,51.790001,52.869999,3646100,41.104916
"2010-10-06",53.139999,53.150002,52.450001,52.82,2484100,41.066051
"2010-10-07",52.639999,53.09,52.139999,52.610001,2221900,40.902763
"2010-10-08",52.810001,52.91,52.23,52.810001,2212700,41.058273
"2010-10-11",53.029999,53.029999,52.619999,52.950001,1552600,41.167107
"2010-10-12",53.099998,53.18,52.599998,52.82,3973900,41.066051
"2010-10-13",53.189999,53.91,52.790001,53.41,4008700,41.524746
"2010-10-14",53.23,53.900002,53.139999,53.459999,3142200,41.563625
"2010-10-15",53.77,53.990002,53.549999,53.630001,3615000,41.695793
"2010-10-18",53.75,54.400002,53.52,54.400002,3248600,42.294449
"2010-10-19",54,54.490002,53.509998,53.759998,3424400,41.796871
"2010-10-20",53.790001,54.75,53.75,54.639999,3701700,42.481049
"2010-10-21",55.220001,55.700001,54.52,54.98,3864800,42.745396
"2010-10-22",55.09,55.490002,54.82,55.099998,3258600,42.83868
"2010-10-25",55.259998,55.900002,55.119999,55.59,4602500,43.219631
"2010-10-26",54.540001,55.25,54.52,55.029999,5847400,42.78426
"2010-10-27",54.650002,54.990002,54.18,54.73,4771100,42.551022
"2010-10-28",55.16,55.369999,54.57,54.740002,3610300,42.558781
"2010-10-29",54.73,55.290001,54.630001,55.200001,3680700,42.916424
"2010-11-01",55.48,56.400002,55.41,55.77,4992400,43.359585
"2010-11-02",56.189999,56.25,55.5,55.52,3583400,43.165226
"2010-11-03",55.610001,56.029999,55.48,55.91,3730500,43.468426
"2010-11-04",56.310001,57.369999,56.009998,57.240002,4565300,44.502464
"2010-11-05",57.029999,57.549999,56.580002,57.439999,4445600,44.657959
"2010-11-08",57.34,57.459999,56.459999,56.580002,3219000,43.989346
"2010-11-09",56.630001,56.759998,56.25,56.580002,4760200,43.989346
"2010-11-10",56.630001,57.290001,56.290001,56.759998,4685500,44.12928
"2010-11-11",56.73,57.119999,55.849998,56.41,4581800,43.85717
"2010-11-12",56.150002,56.810001,56.09,56.310001,4449600,43.779411
"2010-11-15",56.490002,57.23,56.400002,56.779999,4614800,44.144833
"2010-11-16",56.27,56.450001,54.529999,54.73,7390100,42.551022
"2010-11-17",54.860001,55.549999,54.77,55.369999,5251400,43.048592
"2010-11-18",55.91,56.189999,55.560001,55.790001,3660900,43.375126
"2010-11-19",55.580002,55.709999,55.209999,55.490002,4534200,43.141888
"2010-11-22",55.150002,55.189999,54.650002,55.029999,4666000,42.78426
"2010-11-23",54.41,54.560001,53.93,54.299999,4647300,42.216694
"2010-11-24",54.73,55.150002,54.529999,55.110001,3613100,42.846462
"2010-11-26",54.639999,54.919998,54.369999,54.369999,1574800,42.271133
"2010-11-29",53.950001,54.330002,53.689999,54.18,5352700,42.123421
"2010-11-30",53.869999,54.43,53.75,53.990002,7290800,41.975685
"2010-12-01",54.700001,55.049999,54.490002,54.889999,6001600,42.675411
"2010-12-02",54.889999,55.290001,54.709999,55.110001,6132900,42.846462
"2010-12-03",55.139999,55.139999,54.639999,54.860001,3215100,42.652088
"2010-12-06",54.970001,55.25,54.700001,55.02,2751800,42.776478
"2010-12-07",55.459999,55.669998,54.82,54.84,3529900,42.636528
"2010-12-08",54.77,55.330002,54.59,55.060001,3654800,43.090458
"2010-12-09",55.18,55.34,54.139999,54.630001,3867900,42.753933
"2010-12-10",54.630001,54.810001,54.349998,54.779999,3843900,42.871319
"2010-12-13",54.869999,55.57,54.799999,55.290001,4003500,43.270443
"2010-12-14",55.259998,55.959999,55.209999,55.34,3653300,43.309586
"2010-12-15",55.290001,55.529999,55.099998,55.150002,3424200,43.160885
"2010-12-16",55.27,55.540001,54.98,55.360001,2777500,43.325233
"2010-12-17",55.439999,55.5,54.919998,55.18,4930200,43.184368
"2010-12-20",55.18,55.68,55.139999,55.450001,2917200,43.395668
"2010-12-21",55.599998,55.98,55.389999,55.869999,2886300,43.724361
"2010-12-22",55.790001,55.98,55.560001,55.849998,2240600,43.708714
"2010-12-23",55.669998,55.860001,55.369999,55.48,1609200,43.419147
"2010-12-27",55.290001,55.950001,54.66,55.790001,1662300,43.661758
"2010-12-28",55.919998,56.099998,55.599998,55.66,1853100,43.560013
"2010-12-29",55.66,55.82,55.580002,55.59,1392800,43.505219
"2010-12-30",55.639999,55.849998,55.52,55.540001,1319000,43.466103
"2010-12-31",55.509998,55.93,55.490002,55.709999,1905900,43.59914
"2011-01-03",56.09,56.34,55.720001,55.82,2672200,43.685234
"2011-01-04",55.73,56.060001,55.299999,55.57,2644000,43.489574
"2011-01-05",55.380001,55.52,55.09,55.240002,2847900,43.231323
"2011-01-06",55.200001,55.34,54.34,54.389999,3359300,42.566105
"2011-01-07",54.43,54.439999,52.880001,53.330002,8486800,41.73653
"2011-01-10",53.119999,54.060001,52.959999,53.849998,4213000,42.14349
"2011-01-11",53.919998,54.349998,53.75,53.900002,3224700,42.182629
"2011-01-12",54.080002,54.709999,53.860001,54.59,4050100,42.722626
"2011-01-13",54.450001,54.84,54.279999,54.669998,3333100,42.785233
"2011-01-14",54.490002,54.650002,53.98,54.630001,3798000,42.753933
"2011-01-18",54.619999,54.799999,54.200001,54.669998,2613300,42.785233
"2011-01-19",54.5,54.669998,54.07,54.450001,2631100,42.613056
"2011-01-20",54.279999,54.880001,54.209999,54.880001,2946000,42.949574
"2011-01-21",55.16,55.240002,54.630001,55,5440700,43.043499
"2011-01-24",55.139999,55.82,54.970001,55.619999,5519800,43.528706
"2011-01-25",57.200001,57.779999,56.139999,56.23,7037500,44.006092
"2011-01-26",56.389999,56.619999,55.889999,56.200001,4409800,43.982624
"2011-01-27",56.310001,56.709999,56.200001,56.630001,4170500,44.319149
"2011-01-28",56.68,56.810001,55.66,55.810001,5457800,43.677406
"2011-01-31",55.810001,56.639999,55.810001,56.259998,6753600,44.029579
"2011-02-01",56.419998,57.009998,56.27,56.810001,4065300,44.460011
"2011-02-02",56.66,56.98,56.57,56.709999,8861300,44.381756
"2011-02-03",56.650002,57.52,56.630001,57.25,4597400,44.804359
"2011-02-04",57.16,57.5,57.080002,57.41,3216900,44.929585
"2011-02-07",57.32,57.490002,56.970001,57.18,3784500,44.749584
"2011-02-08",57.150002,57.990002,57.07,57.880001,2886000,45.297405
"2011-02-09",57.799999,59.029999,57.66,58.810001,5340800,46.025234
"2011-02-10",58.759998,59.119999,58.080002,58.459999,4193500,45.75132
"2011-02-11",58.41,58.990002,58.279999,58.990002,3335000,46.166103
"2011-02-14",58.84,59,58.529999,58.84,4049700,46.048717
"2011-02-15",58.779999,59.5,58.709999,59.349998,3447300,46.447842
"2011-02-16",59.41,59.860001,59.25,59.459999,3594600,46.533932
"2011-02-17",59.43,59.990002,59.360001,59.779999,3016300,46.784367
"2011-02-18",59.700001,61.02,59.59,60.919998,5585300,47.676521
"2011-02-22",60.599998,61.150002,60.48,60.529999,5504300,47.371323
"2011-02-23",60.540001,60.91,60.32,60.419998,5713700,47.285233
"2011-02-24",60.57,60.990002,59.130001,59.330002,5932600,46.432198
"2011-02-25",59.200001,59.810001,59.049999,59.599998,3697100,46.643497
"2011-02-28",59.599998,60.02,59.34,59.93,3678900,46.901749
"2011-03-01",59.91,59.990002,59.220001,59.220001,4021400,46.346096
"2011-03-02",59.080002,59.27,58.759998,58.810001,3626700,46.025234
"2011-03-03",59.360001,59.84,59.009998,59.049999,4627200,46.213066
"2011-03-04",58.939999,59.52,58.529999,59.18,4327100,46.314796
"2011-03-07",59.259998,59.700001,58.869999,58.959999,3944100,46.142635
"2011-03-08",58.759998,59.459999,58.709999,59.060001,3442600,46.504829
"2011-03-09",59.099998,59.720001,58.990002,59.400002,2152700,46.772549
"2011-03-10",59.009998,59.18,58.450001,58.52,3641300,46.079632
"2011-03-11",58.360001,58.959999,57.880001,58.880001,2796400,46.363106
"2011-03-14",58.470001,58.98,58.439999,58.860001,3453100,46.347363
"2011-03-15",57.630001,58.82,57.509998,58.52,5337900,46.079632
"2011-03-16",58.259998,58.84,58.02,58.049999,5985600,45.709541
"2011-03-17",58.540001,58.830002,58.209999,58.68,4167000,46.205624
"2011-03-18",59.259998,59.509998,58.060001,58.060001,5869500,45.717411
"2011-03-21",58.439999,58.970001,58.32,58.950001,2548800,46.418224
"2011-03-22",58.970001,59.279999,58.27,58.279999,3842000,45.890648
"2011-03-23",58.189999,58.509998,57.990002,58.43,3071900,46.008751
"2011-03-24",58.549999,58.919998,58.23,58.830002,2416800,46.323734
"2011-03-25",58.73,59.279999,58.43,58.98,2242900,46.441845
"2011-03-28",59.09,59.16,58.860001,58.91,3090400,46.386723
"2011-03-29",58.59,59.43,58.369999,59.259998,2864200,46.662319
"2011-03-30",59.540001,59.970001,59.060001,59.389999,3959500,46.76469
"2011-03-31",59.459999,60.009998,59.259998,59.48,3534300,46.835564
"2011-04-01",59.759998,59.990002,59.439999,59.709999,3147600,47.016655
"2011-04-04",59.830002,60,59.52,59.630001,2593600,46.953659
"2011-04-05",59.639999,59.68,59.119999,59.130001,2580400,46.559956
"2011-04-06",59.459999,60,59.310001,59.939999,2818400,47.197758
"2011-04-07",59.889999,60,59.52,59.790001,2359300,47.079643
"2011-04-08",59.84,59.950001,59.349998,59.580002,1947700,46.914284
"2011-04-11",59.849998,60.849998,59.790001,60.419998,3668800,47.575726
"2011-04-12",60.150002,60.490002,59.330002,59.689999,2959600,47.0009
"2011-04-13",60.119999,60.459999,59.669998,59.93,2376700,47.189896
"2011-04-14",59.700001,59.779999,59,59.630001,3067800,46.953659
"2011-04-15",59.75,59.98,59.369999,59.799999,3361400,47.087524
"2011-04-18",59.32,59.330002,58.490002,59.009998,3587000,46.465454
"2011-04-19",59.049999,59.099998,58.07,58.18,3249600,45.811901
"2011-04-20",58.93,59.549999,58.880001,59.130001,3293000,46.559956
"2011-04-21",60.740002,61.360001,60.52,61.32,4963900,48.284405
"2011-04-25",61.32,62.080002,61.189999,61.779999,3370400,48.646606
"2011-04-26",61.790001,61.849998,60.91,61.389999,4091900,48.339512
"2011-04-27",61.310001,62.27,61.310001,62.25,3123900,49.016682
"2011-04-28",61.919998,63.369999,61.91,63.060001,2941000,49.65451
"2011-04-29",62.959999,63.32,62.610001,63.279999,2517400,49.827732
"2011-05-02",63.560001,63.790001,63.290001,63.52,2923700,50.016708
"2011-05-03",63.630001,64.120003,63.419998,64.050003,2838200,50.434048
"2011-05-04",63.82,63.919998,63.060001,63.540001,3115300,50.032459
"2011-05-05",63.689999,63.990002,62.849998,63,3070500,49.60725
"2011-05-06",63.57,64.169998,63.07,63.43,2380900,49.945854
"2011-05-09",63.23,63.540001,62.849998,63.389999,2395100,49.914352
"2011-05-10",63.369999,63.900002,63.060001,63.860001,2998800,50.284431
"2011-05-11",63.77,64.089996,63.02,63.25,2116700,49.804104
"2011-05-12",63.23,63.919998,62.439999,63.849998,2800000,50.276562
"2011-05-13",63.740002,63.880001,62.18,62.330002,4071800,49.079674
"2011-05-16",62.52,63.110001,62.389999,62.939999,2381900,49.560013
"2011-05-17",62.77,63.029999,62.130001,62.57,2874600,49.268677
"2011-05-18",62.470001,63.040001,62.130001,63,2156600,49.60725
"2011-05-19",63,63,62.349998,62.810001,2032400,49.457642
"2011-05-20",62.639999,63.110001,62.18,62.25,2348700,49.016682
"2011-05-23",61.740002,62,61.380001,61.439999,2418000,48.378887
"2011-05-24",61.619999,61.669998,61,61.02,2906800,48.04818
"2011-05-25",60.740002,61.549999,60.369999,61.459999,3693500,48.394638
"2011-05-26",61.259998,61.759998,60.68,61.209999,3323500,48.197777
"2011-05-27",61.299999,61.799999,61.189999,61.52,2150900,48.441879
"2011-05-31",61.950001,62.18,61.740002,62.080002,4210800,48.882847
"2011-06-01",61.700001,62.25,61.169998,61.200001,3871400,48.189911
"2011-06-02",61.130001,61.360001,60.810001,61.18,2864700,48.174164
"2011-06-03",60.650002,61.759998,60.59,61.18,2588900,48.174164
"2011-06-06",61.349998,61.639999,60.889999,61.060001,2816100,48.079674
"2011-06-07",61.25,61.68,61.16,61.23,2486700,48.213531
"2011-06-08",60.790001,60.959999,60.43,60.689999,3064700,48.110474
"2011-06-09",60.860001,61.34,60.43,61.080002,2738200,48.419624
"2011-06-10",60.459999,60.459999,58.709999,59.209999,6980200,46.937241
"2011-06-13",59.119999,59.32,58.68,58.759998,3284500,46.580509
"2011-06-14",59.169998,59.18,58.380001,58.650002,3559000,46.49332
"2011-06-15",58.27,58.290001,57.490002,57.540001,4285000,45.613388
"2011-06-16",57.540001,58.080002,57.360001,57.759998,3136500,45.787788
"2011-06-17",58.09,58.200001,57.689999,57.919998,6382800,45.914642
"2011-06-20",57.57,57.849998,57.09,57.57,3732700,45.637184
"2011-06-21",57.610001,58.279999,57.369999,58.080002,3581700,46.041466
"2011-06-22",57.860001,58.25,57.290001,57.32,3890200,45.438988
"2011-06-23",56.900002,57.279999,56.119999,57.16,5296100,45.312153
"2011-06-24",57.02,57.119999,56.27,56.68,4458000,44.931644
"2011-06-27",56.830002,57.549999,56.669998,57.220001,3293400,45.359695
"2011-06-28",57.290001,57.650002,57.130001,57.549999,2763000,45.621315
"2011-06-29",57.52,58.689999,57.439999,58.57,3988700,46.429901
"2011-06-30",58.639999,58.669998,58.259998,58.380001,3600900,46.279282
"2011-07-01",58.509998,59.27,58.450001,59.110001,3635000,46.857975
"2011-07-05",59.080002,59.5,58.459999,58.529999,3012000,46.398182
"2011-07-06",58.560001,59.02,58.220001,58.610001,2750700,46.461601
"2011-07-07",59.009998,59.360001,58.57,58.900002,2883400,46.691494
"2011-07-08",58.630001,58.73,58.080002,58.66,2982600,46.501255
"2011-07-11",58.290001,58.75,58.110001,58.25,3544600,46.176231
"2011-07-12",58.349998,59.02,58.259998,58.330002,3012200,46.239635
"2011-07-13",58.490002,59.049999,58.299999,58.470001,2944600,46.350624
"2011-07-14",58.689999,58.830002,57.669998,57.73,3301400,45.764
"2011-07-15",58.139999,58.310001,57.599998,57.900002,2949400,45.898777
"2011-07-18",57.52,57.540001,56.369999,56.52,4288400,44.804817
"2011-07-19",56.830002,57.240002,56.700001,57.029999,3555600,45.209114
