"dates","DD.Open","DD.High","DD.Low","DD.Close","DD.Volume","DD.Adjusted"
"2010-08-12",34.898575,35.695606,34.642387,35.55328,7515371,26.078117
"2010-08-13",35.482117,35.909096,35.225925,35.809467,6175990,26.266033
"2010-08-16",35.652908,36.079887,35.126297,35.837933,3964533,26.286922
"2010-08-17",36.065655,36.905384,36.022957,36.293381,5940336,26.620975
"2010-08-18",36.008724,36.691895,35.923328,36.606499,4453197,26.850651
"2010-08-19",36.36454,36.421474,35.183228,35.453648,6539027,26.005041
"2010-08-20",35.211693,35.396721,34.457359,34.770481,7046521,25.503944
"2010-08-23",34.983971,35.168995,34.201172,34.215405,5741217,25.0968
"2010-08-24",33.731495,33.873821,32.80637,32.905998,11941166,24.13636
"2010-08-25",32.66404,33.07679,32.094734,32.905998,11306079,24.13636
"2010-08-26",33.261814,33.987682,33.233349,33.788425,10592370,24.783607
"2010-08-27",33.873821,35.254391,33.731495,35.183228,9642585,25.806686
"2010-08-30",34.983971,35.453648,34.613918,34.628155,6211121,25.399549
"2010-08-31",34.386196,34.855877,34.044613,34.685085,6350799,25.441303
"2010-09-01",35.354019,36.677662,35.026669,36.421474,7473776,26.714937
"2010-09-02",36.350307,37.019245,36.30761,36.834221,4526900,27.017679
"2010-09-03",37.190041,37.688183,36.962315,37.67395,5058633,27.633617
"2010-09-07",37.289665,37.417763,36.108353,36.279144,7642192,26.61054
"2010-09-08",36.279144,36.962315,36.279144,36.663429,4967084,26.892403
"2010-09-09",37.218506,37.360832,36.407242,36.563801,5131143,26.819321
"2010-09-10",36.592266,37.118874,36.50687,36.99078,3430481,27.132519
"2010-09-13",37.417763,37.88744,37.246967,37.844742,4612688,27.758894
"2010-09-14",37.67395,37.958603,37.104641,37.759346,5108800,27.69626
"2010-09-15",37.389297,37.631252,37.033478,37.246967,6149221,27.320427
"2010-09-16",37.474693,37.858974,37.118874,37.588554,5939984,27.570976
"2010-09-17",37.930138,38.100929,37.67395,38.02977,7806110,27.894608
"2010-09-20",38.072468,38.855263,37.901672,38.670238,5754636,28.364384
"2010-09-21",38.7841,39.139919,38.229027,38.7841,5576736,28.447905
"2010-09-22",38.627541,39.211082,38.584843,38.940659,5845203,28.562754
"2010-09-23",38.328655,38.883732,38.02977,38.385586,4904762,28.155603
"2010-09-24",38.92643,39.979649,38.869495,39.951183,5857006,29.303957
"2010-09-27",40.022346,40.349697,39.694992,39.73769,4804711,29.147366
"2010-09-28",39.623829,39.908485,39.111454,39.652294,6274144,29.241829
"2010-09-29",39.367641,39.638062,38.940659,38.983356,5371996,28.748516
"2010-09-30",39.367641,39.851555,38.57061,39.082989,6289532,28.821991
"2010-10-01",39.424572,39.680759,38.969128,39.680759,5194237,29.262821
"2010-10-04",39.495735,39.666527,38.969128,39.097221,5091024,28.832487
"2010-10-05",39.609596,40.577419,39.367641,40.520489,6898692,29.882076
"2010-10-06",40.335464,41.31752,40.335464,41.203659,7147626,30.385872
"2010-10-07",41.374451,41.559479,40.63435,41.488312,5738687,30.595812
"2010-10-08",41.53101,42.925816,41.502544,42.740791,8395316,31.519459
"2010-10-11",42.683861,42.811954,42.157249,42.484604,3535240,31.330528
"2010-10-12",42.242645,42.527302,41.915295,42.42767,4803236,31.288546
"2010-10-13",42.769257,42.769257,42.157249,42.441902,8770579,31.299038
"2010-10-14",42.413441,42.498837,41.232124,41.716038,6743486,30.763737
"2010-10-15",42.00069,42.42767,41.374451,41.886829,5410429,30.88969
"2010-10-18",41.687572,42.698093,41.659107,42.470367,4688500,31.320032
"2010-10-19",41.829899,42.555763,41.345985,41.758736,8936957,30.795229
"2010-10-20",41.986458,43.623219,41.73027,42.968513,7422205,31.687401
"2010-10-21",42.89735,43.922104,42.740791,43.438194,6484294,32.033752
"2010-10-22",43.480892,43.552055,42.712326,42.982746,3935515,31.697882
"2010-10-25",43.566288,45.117653,43.46666,44.918392,14827688,33.125332
"2010-10-26",44.462948,45.018021,43.936337,44.832996,6969796,33.062363
"2010-10-27",44.377552,44.491413,43.594753,44.42025,5357452,32.757973
"2010-10-28",44.90416,45.402306,43.480892,43.922104,7053969,32.390614
"2010-10-29",43.964802,44.249454,43.552055,43.893639,5512307,32.369629
"2010-11-01",44.249454,44.932625,43.680149,43.964802,4110675,32.422115
"2010-11-02",44.47718,45.018021,44.263687,44.676437,4231032,32.946907
"2010-11-03",44.704903,45.117653,44.135593,44.918392,5906470,33.125332
"2010-11-04",45.473469,46.925205,45.37384,46.640549,9359083,34.395355
"2010-11-05",46.526688,46.868275,45.971615,46.256268,4964273,34.111977
"2010-11-08",45.516167,46.256268,45.516167,46.042774,4364598,33.954525
"2010-11-09",45.871983,46.199337,44.889927,45.274212,4998350,33.387741
"2010-11-10",44.719135,45.430771,44.206757,45.103416,4543833,33.261787
"2010-11-11",44.704903,45.416538,44.576809,45.274212,4701006,33.387741
"2010-11-12",44.619507,44.918392,44.135593,44.548344,6958133,32.85244
"2010-11-15",44.676437,44.818764,44.206757,44.349087,3846214,32.705505
"2010-11-16",43.865173,43.964802,43.096607,43.495125,6461530,32.075737
"2010-11-17",43.594753,44.035965,43.125072,43.495125,4002755,32.075737
"2010-11-18",44.135593,45.245747,44.06443,44.633739,6090061,32.915421
"2010-11-19",44.462948,45.131886,44.306389,45.131886,4111519,33.282772
"2010-11-22",44.192528,45.04649,43.879406,44.832996,4513059,33.062363
"2010-11-23",43.993267,44.206757,43.509357,43.865173,4976780,32.348644
"2010-11-24",44.121361,45.089188,44.107128,45.074951,3670703,33.240807
"2010-11-26",44.42025,44.847229,44.406017,44.534111,1635038,32.841961
"2010-11-29",44.021732,44.676437,43.623219,44.519878,4059947,32.831455
"2010-11-30",43.836708,44.719135,43.751312,44.377552,4223655,32.726498
"2010-12-01",45.274212,46.185104,45.259979,46.142406,6580833,34.028
"2010-12-02",46.256268,47.366417,46.113941,47.309486,8405434,34.888668
"2010-12-03",46.939438,47.594139,46.797108,47.480278,5244403,35.014622
"2010-12-06",47.110229,47.7934,47.110229,47.722237,4096483,35.193058
"2010-12-07",48.248844,48.533497,47.949959,48.049587,7266367,35.434456
"2010-12-08",48.12075,48.320007,47.636837,47.764935,4759042,35.224545
"2010-12-09",48.035355,48.519264,47.708,48.320007,5126786,35.633881
"2010-12-10",48.376938,48.633125,48.134983,48.490799,4122901,35.759823
"2010-12-13",48.576199,49.060108,48.391171,48.505032,5913707,35.770329
"2010-12-14",48.604664,48.903549,48.320007,48.476566,4317664,35.749332
"2010-12-15",48.362705,48.775455,48.12075,48.163448,3625455,35.518429
"2010-12-16",48.362705,48.96048,47.7934,48.889317,4491208,36.053719
"2010-12-17",48.875084,48.875084,48.305775,48.320007,6452607,35.633881
"2010-12-20",48.590427,48.618896,48.078053,48.163448,3737240,35.518429
"2010-12-21",48.533497,48.818153,48.320007,48.505032,3484231,35.770329
"2010-12-22",48.462334,48.96048,48.405403,48.917782,3818531,36.074726
"2010-12-23",48.74699,49.102806,48.618896,48.974712,3233962,36.116703
"2010-12-27",48.704292,48.889317,48.419636,48.860851,2726890,36.03273
"2010-12-28",48.917782,49.102806,48.74699,48.932014,3020580,36.085201
"2010-12-29",48.932014,49.088573,48.661594,48.718521,2981023,36.085201
"2010-12-30",48.618896,48.903549,48.618896,48.74699,2105715,36.106293
"2010-12-31",48.675823,48.74699,48.391171,48.590427,2165226,35.990326
"2011-01-03",49.088573,50.312588,49.003178,49.785976,5508935,36.875854
"2011-01-04",49.814442,49.942535,49.031643,49.444389,6827659,36.622856
"2011-01-05",49.159737,49.771744,48.974712,49.358994,5794896,36.559605
"2011-01-06",49.415928,50.469147,49.302063,50.298351,5490105,37.255356
"2011-01-07",50.284119,50.526077,49.159737,49.714813,4447997,36.823151
"2011-01-10",49.686348,50.696869,49.259365,50.526077,5130299,37.424042
"2011-01-11",50.654171,51.095383,50.412216,50.511845,5652126,37.413502
"2011-01-12",50.725334,51.138081,50.654171,51.02422,5024487,37.793007
"2011-01-13",50.711102,51.152313,50.583008,50.739567,3222861,37.582184
"2011-01-14",50.568775,51.166546,50.26989,51.138081,2686490,37.877346
"2011-01-18",51.166546,51.479668,51.066917,51.223476,4652175,37.94059
"2011-01-19",51.066917,51.095383,49.999466,50.056396,8180670,37.076168
"2011-01-20",50.084862,50.255653,48.74699,48.803921,7406607,36.148457
"2011-01-21",49.031643,49.686348,48.561962,49.088573,6048326,36.359303
"2011-01-24",49.2309,50.12756,49.131271,49.800209,3869751,36.886398
"2011-01-25",50.326817,50.355286,49.64365,50.212955,5376282,37.192127
"2011-01-26",50.497612,50.511845,49.672115,50.255653,6688332,37.223747
"2011-01-27",50.227188,51.123848,50.013699,50.625706,6081911,37.497837
"2011-01-28",50.796497,51.351574,49.672115,49.899837,5938579,36.960194
"2011-01-31",49.743279,50.81073,49.743279,50.497612,4608192,37.402969
"2011-02-01",50.867661,52.219769,50.796497,51.750088,7380189,38.330654
"2011-02-02",51.351574,52.347862,51.351574,52.148605,5741217,38.625824
"2011-02-03",52.703678,53.372616,51.678925,52.290932,6880143,38.731239
"2011-02-04",52.461723,52.817539,52.33363,52.675213,5755199,39.015888
"2011-02-07",52.589817,53.97039,52.589817,53.543407,4942492,39.658939
"2011-02-08",53.699966,54.354671,53.443779,53.998856,5783935,39.996284
"2011-02-09",53.856525,54.126949,52.846004,53.315685,5075847,39.490273
"2011-02-10",52.945637,54.653557,52.945637,54.269276,4948956,40.196587
"2011-02-11",54.027321,55.023609,53.600338,54.625092,4250986,40.460129
"2011-02-14",54.027321,54.909748,54.013088,54.781654,3237475,40.576099
"2011-02-15",54.596626,54.753185,53.756897,54.027321,4348438,40.017368
"2011-02-16",54.198112,54.653557,53.813828,54.51123,3256797,40.375801
"2011-02-17",54.340439,55.251331,54.18388,55.165936,3535872,40.860725
"2011-02-18",55.165936,55.507519,54.482765,54.852818,4518539,40.628807
"2011-02-22",53.799599,54.297741,52.789074,52.888702,5737142,39.174004
"2011-02-23",52.376328,52.945637,50.013699,51.266174,9709474,37.972218
"2011-02-24",50.639938,51.479668,49.600952,50.511845,8472884,37.413502
"2011-02-25",50.938824,51.821251,50.81073,51.693157,5324219,38.288486
"2011-02-28",52.091675,52.917168,52.077438,52.888702,6113247,39.174004
"2011-03-01",53.116428,53.429546,51.408504,51.43697,6029567,38.09874
"2011-03-02",51.209248,52.33363,51.209248,52.120136,4696299,38.60474
"2011-03-03",53.102196,54.084251,53.045265,53.927692,8019351,39.943581
"2011-03-04",53.927692,54.084251,52.66098,53.401081,6087391,39.553528
"2011-03-07",53.699966,54.255043,52.66098,53.031033,4563576,39.279434
"2011-03-08",53.173359,54.767422,52.60405,54.51123,6019238,40.375801
"2011-03-09",53.870762,53.97039,53.016796,53.956158,6555679,39.964657
"2011-03-10",53.329918,53.415314,52.305164,52.404793,5328646,38.815578
"2011-03-11",52.006275,52.760609,51.522366,52.362095,4699461,38.783947
"2011-03-14",51.792786,52.803307,51.308872,52.105907,5007343,38.594208
"2011-03-15",49.985233,51.4939,49.415928,51.180779,6496379,37.908974
"2011-03-16",51.02422,51.323109,49.316296,50.042164,7743789,37.065609
"2011-03-17",50.824963,51.807018,50.355286,50.824963,5740233,37.645412
"2011-03-18",51.750088,51.892414,50.896126,51.02422,5710021,37.793007
"2011-03-21",52.376328,53.016796,52.048977,52.618282,6632053,38.973713
"2011-03-22",52.732143,52.888702,51.963577,52.276699,3339142,38.720715
"2011-03-23",51.721622,52.60405,51.237713,52.234001,4103860,38.689083
"2011-03-24",52.561352,52.774841,51.778553,52.319397,4407668,38.752338
"2011-03-25",52.518654,53.372616,52.447491,52.87447,4568213,39.16346
"2011-03-28",52.789074,53.699966,52.717911,52.717911,5024627,39.047512
"2011-03-29",52.703678,53.230289,52.376328,53.002563,4011046,39.417976
"2011-03-30",53.586105,54.041553,53.016796,53.045265,5263725,39.449726
"2011-03-31",53.130661,53.870762,52.902939,53.728432,4144471,39.957802
"2011-04-01",53.728432,54.440067,53.728432,53.956158,4105757,40.127171
"2011-04-04",54.070019,54.610859,54.041553,54.297741,3020720,40.381195
"2011-04-05",54.297741,55.308262,53.870762,55.023609,4293283,40.921013
"2011-04-06",55.237099,55.507519,54.311974,54.781654,3906217,40.741077
"2011-04-07",54.81012,55.151703,54.041553,54.553928,3994886,40.571732
"2011-04-08",54.81012,55.436356,54.582394,54.824352,4003387,40.772842
"2011-04-11",54.553928,54.852818,53.472244,53.742664,3962847,39.968388
"2011-04-12",52.803307,53.514942,52.490189,52.60405,4039712,39.121593
"2011-04-13",53.045265,53.087963,51.750088,52.234001,3945492,38.846397
"2011-04-14",51.849716,52.888702,51.351574,52.561352,4378720,39.08984
"2011-04-15",52.860237,54.027321,52.817539,53.77113,5268713,39.989552
"2011-04-18",53.102196,53.144894,51.849716,52.675213,4431205,39.174522
"2011-04-19",52.831772,53.671501,52.746376,53.657269,3466384,39.904884
"2011-04-20",54.482765,54.895515,54.18388,54.411602,6861384,40.465881
"2011-04-21",54.795883,56.219154,54.568161,56.190689,7710696,41.788986
"2011-04-25",55.962967,56.361481,55.365192,56.005665,4514886,41.651375
"2011-04-26",56.162224,57.357773,56.062595,56.888092,7939465,42.307636
"2011-04-27",57.073116,57.144279,55.934502,56.816929,5955793,42.254719
"2011-04-28",58.026707,58.923367,56.361481,57.941311,9498551,43.090927
"2011-04-29",58.439457,58.51062,57.685123,58.339828,6843959,43.387302
"2011-05-02",58.482155,60.104679,58.45369,58.837971,9957635,43.757763
"2011-05-03",57.628193,58.809505,57.286606,57.656658,7481505,42.879227
"2011-05-04",57.55703,57.998241,56.333015,56.418411,6201565,41.958336
"2011-05-05",56.375713,57.300838,55.664082,55.834873,5529521,41.524364
"2011-05-06",56.873859,57.286606,56.076828,56.532272,6052612,42.043011
"2011-05-09",56.361481,57.058884,56.076828,56.7173,3461115,42.180622
"2011-05-10",56.93079,58.425224,56.7173,57.984009,5364970,43.122673
"2011-05-11",57.585495,57.670891,55.237099,55.507519,7600948,41.280903
"2011-05-12",55.550217,55.777943,54.610859,55.40789,5356680,41.206818
"2011-05-13",55.649845,56.005665,54.440067,54.610859,4763679,40.614063
"2011-05-16",54.212345,55.308262,53.458012,53.671501,5479847,39.915462
"2011-05-17",53.329918,53.429546,51.878181,51.992043,9856951,38.666454
"2011-05-18",52.134373,52.803307,51.835484,52.618282,8691466,39.132187
"2011-05-19",53.159126,53.728432,52.33363,52.447491,6175920,39.005169
"2011-05-20",52.191303,52.404793,51.166546,51.251945,6895460,38.116043
"2011-05-23",50.084862,50.881893,49.629417,50.682636,6262130,37.69265
"2011-05-24",50.654171,51.4939,50.255653,50.483379,5266184,37.544449
"2011-05-25",50.298351,51.992043,50.170258,51.508133,6742643,38.306553
"2011-05-26",50.839195,51.351574,50.341049,50.81073,6383611,37.787907
"2011-05-27",51.152313,51.465435,50.469147,50.668404,5207305,37.682068
"2011-05-31",51.536598,51.949345,50.59724,51.422737,6661773,38.243061
"2011-06-01",51.223476,51.408504,49.885605,49.956768,5713745,37.152817
"2011-06-02",50.113327,50.924591,49.515556,50.896126,7561743,37.851421
"2011-06-03",49.971001,50.469147,49.629417,50.099094,8956489,37.258663
"2011-06-06",49.58672,50.298351,49.487087,49.899837,8384286,37.110481
"2011-06-07",50.156025,50.554543,49.999466,50.070629,6904664,37.237495
"2011-06-08",50.212955,50.212955,49.501324,49.629417,8403537,36.90937
"2011-06-09",49.85714,50.440681,49.672115,50.056396,5343611,37.226929
"2011-06-10",49.899837,50.369514,49.64365,49.91407,7475533,37.121063
"2011-06-13",50.099094,50.241421,49.430157,49.757511,5994085,37.004642
"2011-06-14",50.412216,50.924591,49.971001,50.639938,6240279,37.660889
"2011-06-15",49.91407,50.013699,48.69006,49.273598,10345544,36.644745
"2011-06-16",49.615185,50.198723,48.348473,49.003178,9482812,36.443626
"2011-06-17",49.800209,50.042164,48.903549,49.2309,7644932,36.612999
"2011-06-20",49.060108,49.942535,48.946247,49.757511,4347805,37.004642
"2011-06-21",50.170258,51.508133,50.141792,51.351574,4999052,38.190136
"2011-06-22",51.052685,51.807018,51.009987,51.209248,6305481,38.084286
"2011-06-23",50.284119,50.782265,49.415928,50.696869,7846369,37.703239
"2011-06-24",50.967289,51.095383,49.91407,50.141792,5754215,37.290424
"2011-06-27",49.91407,50.298351,49.330528,49.971001,5386892,37.163399
"2011-06-28",49.672115,50.469147,49.259365,50.469147,5265622,37.803047
"2011-06-29",50.739567,51.223476,50.369514,50.938824,4315204,38.154858
