"dates","CTSH.Open","CTSH.High","CTSH.Low","CTSH.Close","CTSH.Volume","CTSH.Adjusted"
"2010-05-13",26.225,26.445,25.844999,25.879999,5391600,24.711987
"2010-05-14",25.725,25.74,24.469999,24.945,11085400,23.819185
"2010-05-17",25.025,25.155001,24.08,24.715,9112400,23.599566
"2010-05-18",25.01,25.18,24.375,24.469999,5659200,23.365622
"2010-05-19",24.280001,24.674999,23.875,24.264999,7546600,23.169874
"2010-05-20",23.615,24.004999,23.24,23.49,12100200,22.429852
"2010-05-21",23.08,24.754999,22.924999,24.745001,15526000,23.628214
"2010-05-24",24.4,24.690001,24.235001,24.309999,10661600,23.212843
"2010-05-25",23.559999,24.530001,23.405001,24.525,9167600,23.418142
"2010-05-26",24.705,25.25,24.344999,24.445,6989600,23.341753
"2010-05-27",24.965,25.379999,24.834999,25.379999,5446200,24.234552
"2010-05-28",25.23,25.395,24.809999,25.02,5799200,23.890802
"2010-06-01",24.4,25.215,24.395,24.57,5287800,23.461111
"2010-06-02",24.59,25.495001,24.32,25.495001,6346000,24.344364
"2010-06-03",25.495001,26.184999,25.450001,26.120001,10501200,24.941154
"2010-06-04",25.605,26.014999,25.049999,25.120001,9355400,23.986288
"2010-06-07",25.15,25.375,24.754999,24.809999,6615200,23.690279
"2010-06-08",24.74,24.905001,24.264999,24.889999,8140600,23.766668
"2010-06-09",24.965,25.465,24.805,24.91,6108200,23.785769
"2010-06-10",25.42,25.754999,25.174999,25.719999,6108400,24.559208
"2010-06-11",25.334999,25.940001,25.290001,25.895,2964200,24.726315
"2010-06-14",26.08,26.695,26.035,26.065001,6113800,24.888639
"2010-06-15",26.1,26.915001,26.09,26.885,6900200,25.671631
"2010-06-16",26.674999,27.1,26.58,26.995001,6839200,25.776665
"2010-06-17",27.125,27.125,26.610001,26.84,5875200,25.628664
"2010-06-18",26.834999,27.280001,26.68,26.785,7400800,25.576147
"2010-06-21",27.155001,27.405001,26.5,26.67,6338200,25.466333
"2010-06-22",26.77,26.865,26.09,26.190001,6742200,25.007994
"2010-06-23",26.264999,26.389999,25.885,26.1,5507400,24.922062
"2010-06-24",25.940001,26.15,25.715,25.85,5571600,24.683344
"2010-06-25",26.07,26.825001,25.875,26.290001,15751200,25.103485
"2010-06-28",26.344999,26.67,26.174999,26.434999,8232400,25.24194
"2010-06-29",25.780001,26.035,25.014999,25.275,7080200,24.134291
"2010-06-30",25.184999,25.655001,24.915001,25.030001,8827200,23.900352
"2010-07-01",24.98,25.285,24.629999,25.165001,11059200,24.029259
"2010-07-02",25.450001,25.450001,24.549999,24.690001,7159000,23.575695
"2010-07-06",24.99,25.174999,24.49,24.785,7322800,23.666407
"2010-07-07",24.924999,25.895,24.775,25.85,8107200,24.683344
"2010-07-08",26.105,26.68,26.049999,26.370001,8835000,25.179878
"2010-07-09",26.325001,26.754999,26.285,26.73,4818600,25.523624
"2010-07-12",26.639999,26.969999,26.469999,26.620001,5244000,25.418591
"2010-07-13",26.225,27.344999,26.219999,26.915001,12217400,25.700277
"2010-07-14",27.084999,27.110001,26.75,26.895,6073200,25.681183
"2010-07-15",26.865,27.125,26.625,27.08,6791600,25.85783
"2010-07-16",26.889999,27.200001,26.24,26.315001,7680400,25.127356
"2010-07-19",26.385,27,26.385,26.924999,4848800,25.709824
"2010-07-20",26.370001,27.245001,26.25,27.23,6303000,26.001064
"2010-07-21",27.385,27.385,26.424999,26.535,6759400,25.337429
"2010-07-22",26.780001,27.145,26.635,27.049999,6804200,25.829185
"2010-07-23",26.92,27.690001,26.785,27.67,8706000,26.421204
"2010-07-26",27.719999,27.834999,27.424999,27.655001,5142600,26.406881
"2010-07-27",27.844999,28.040001,27.205,27.365,5871800,26.129963
"2010-07-28",27.26,27.48,27.049999,27.165001,3328200,25.938995
"2010-07-29",27.365,27.620001,26.58,26.969999,6236400,25.75279
"2010-07-30",26.58,27.469999,26.58,27.280001,5518000,26.048807
"2010-08-02",27.754999,27.955,27.344999,27.709999,8139600,26.459398
"2010-08-03",30.93,31.969999,29.924999,30.309999,22193400,28.942053
"2010-08-04",30.295,30.875,30.235001,30.785,6842600,29.395615
"2010-08-05",30.25,30.635,30.16,30.5,6819200,29.123484
"2010-08-06",30.030001,30.5,29.77,30.465,6656800,29.090055
"2010-08-09",30.530001,30.745001,30.299999,30.635,5618800,29.252382
"2010-08-10",30.195,30.75,30.065001,30.59,4996800,29.209419
"2010-08-11",29.905001,30,29.405001,29.645,5516400,28.307066
"2010-08-12",29.1,29.610001,28.799999,29.469999,6211600,28.139967
"2010-08-13",29.254999,29.440001,29.059999,29.139999,4125800,27.824862
"2010-08-16",28.99,29.379999,28.775,29.245001,3293400,27.925119
"2010-08-17",29.4,30.165001,29.315001,29.93,5732400,28.579203
"2010-08-18",29.785,30.375,29.735001,29.99,5811800,28.636496
"2010-08-19",29.790001,30.025,29.389999,29.535,5002800,28.202034
"2010-08-20",29.459999,29.855,29.27,29.805,5994800,28.459846
"2010-08-23",29.965,30.115,29.459999,29.530001,4427800,28.197256
"2010-08-24",29.23,29.285,28.844999,29.105,5883600,27.791433
"2010-08-25",28.764999,29.215,28.635,29.09,5547600,27.777117
"2010-08-26",29.23,29.24,28.725,28.76,4978000,27.462009
"2010-08-27",29.01,29.334999,28.275,29.295,5390400,27.972864
"2010-08-30",29.155001,29.4,28.75,28.75,3615200,27.452461
"2010-08-31",28.575001,29,28.290001,28.805,5323400,27.504978
"2010-09-01",29.32,30.049999,29.285,29.879999,5320600,28.53146
"2010-09-02",29.780001,30.475,29.705,30.459999,5236000,29.085285
"2010-09-03",30.59,31.200001,30.59,31.184999,6714800,29.777561
"2010-09-07",31.075001,31.33,31.014999,31.115,5502200,29.710722
"2010-09-08",31.23,31.940001,31.105,31.629999,5513000,30.202482
"2010-09-09",31.950001,31.985001,30.635,30.870001,8483200,29.47678
"2010-09-10",30.99,31.299999,30.860001,31.280001,4330600,29.868279
"2010-09-13",31.6,32.215,31.6,31.945,5058600,30.503263
"2010-09-14",31.92,32.25,31.84,32.110001,4361600,30.660818
"2010-09-15",31.9,31.995001,30.985001,31.709999,9022400,30.278866
"2010-09-16",31.725,31.780001,31.475,31.764999,4020000,30.331387
"2010-09-17",31.889999,32.075001,31.764999,32.055,6283600,30.608301
"2010-09-20",32.240002,32.314999,31.549999,32.095001,8772200,30.646494
"2010-09-21",32.075001,32.125,31.469999,31.745001,6802000,30.312292
"2010-09-22",31.610001,31.870001,31.02,31.215,6659800,29.80621
"2010-09-23",31.030001,31.785,31,31.565001,7073200,30.140413
"2010-09-24",32.049999,32.275002,31.92,32.110001,4722400,30.660818
"2010-09-27",32.095001,32.139999,31.809999,31.92,3499200,30.479391
"2010-09-28",32.125,32.674999,31.73,32.584999,5978000,31.114378
"2010-09-29",32.419998,32.68,32.165001,32.380001,4566600,30.918633
"2010-09-30",32.625,32.875,31.965,32.235001,4326200,30.78017
"2010-10-01",32.634998,33.535,32.549999,32.900002,6752200,31.415165
"2010-10-04",32.950001,32.970001,32.02,32.325001,3762200,30.866116
"2010-10-05",32.584999,33.084999,32.549999,32.970001,6121400,31.482002
"2010-10-06",32.860001,32.959999,32.125,32.345001,4920800,30.885214
"2010-10-07",32.445,32.485001,31.93,32.150002,4027400,30.699015
"2010-10-08",32.244999,32.305,31.735001,32.099998,4890400,30.651268
"2010-10-11",32.310001,32.875,31.73,31.809999,6598600,30.374355
"2010-10-12",31.805,32.470001,31.334999,32.415001,5711400,30.952053
"2010-10-13",32.619999,33.049999,32.57,32.700001,5436000,31.22419
"2010-10-14",32.645,32.799999,32.415001,32.494999,4377200,31.028439
"2010-10-15",32.744999,33.389999,32.665001,33.275002,9965200,31.773245
"2010-10-18",33.330002,33.375,33.035,33.244999,5064200,31.744587
"2010-10-19",32.860001,32.98,32.25,32.514999,4162800,31.047535
"2010-10-20",32.639999,33.209999,32.599998,33.064999,3669800,31.572718
"2010-10-21",33.400002,34.145,33.205002,33.540001,6183600,32.026279
"2010-10-22",33.549999,34.125,33.380001,33.98,3424400,32.446415
"2010-10-25",34.299999,34.435001,33.57,33.630001,4186400,32.112217
"2010-10-26",33.450001,33.904999,33.154999,33.450001,3887600,31.94034
"2010-10-27",33.209999,33.395,32.764999,33.005001,7035200,31.515421
"2010-10-28",33.544998,33.689999,32.775002,33.59,5708600,32.074024
"2010-10-29",33.514999,33.514999,32.59,32.595001,7914600,31.123934
"2010-11-01",33.445,33.450001,30.934999,32.52,14457200,31.052311
"2010-11-02",32.935001,33.044998,32.310001,32.775002,4906800,31.295805
"2010-11-03",32.900002,32.904999,31.85,32.130001,6605400,30.679916
"2010-11-04",32.34,32.48,31.975,32.139999,6854600,30.689455
"2010-11-05",32.174999,32.25,31.555,31.68,5696400,30.250227
"2010-11-08",31.49,31.610001,31.299999,31.495001,5341400,30.073574
"2010-11-09",31.625,32.299999,31.5,31.725,6102600,30.293194
"2010-11-10",31.639999,32.025002,31.370001,31.790001,6373400,30.355259
"2010-11-11",31.395,31.985001,31.219999,31.895,4896800,30.455523
"2010-11-12",31.594999,31.834999,31.049999,31.615,4289200,30.188156
"2010-11-15",31.705,32.025002,31.59,31.709999,4507800,30.278866
"2010-11-16",31.275,31.530001,30.629999,30.875,6084000,29.481556
"2010-11-17",30.815001,31.450001,30.754999,31.389999,5980800,29.973312
"2010-11-18",31.844999,32.685001,31.74,32.334999,7773400,30.875664
"2010-11-19",32.369999,32.755001,32.18,32.619999,6187200,31.147795
"2010-11-22",32.360001,33.025002,32.25,32.990002,4420200,31.501106
"2010-11-23",32.560001,32.764999,32.264999,32.674999,5183200,31.200314
"2010-11-24",32.855,33.075001,32.724998,33.060001,3734200,31.567945
"2010-11-26",32.84,33.299999,32.695,33.125,1661600,31.630001
"2010-11-29",32.895,32.939999,32.345001,32.814999,3970600,31.333994
"2010-11-30",32.369999,32.654999,32.334999,32.490002,3731800,31.02367
"2010-12-01",32.825001,33.474998,32.825001,33.445,4308000,31.935568
"2010-12-02",33.5,34.825001,33.400002,34.66,7400400,33.09573
"2010-12-03",34.549999,34.849998,34.375,34.654999,4833000,33.090958
"2010-12-06",35.110001,35.645,34.785,34.900002,6031600,33.324905
"2010-12-07",35.355,35.5,34.5,34.59,4010800,33.028893
"2010-12-08",34.724998,34.994999,34.625,34.955002,2618400,33.377415
"2010-12-09",35.055,35.369999,35.025002,35.294998,3306400,33.702072
"2010-12-10",35.314999,35.375,35,35.154999,3273600,33.56839
"2010-12-13",35.404999,35.5,35.005001,35.139999,3813000,33.554073
"2010-12-14",35.154999,35.285,34.724998,34.84,4175000,33.267605
"2010-12-15",34.830002,35,34.48,34.619999,4924600,33.057545
"2010-12-16",34.625,35.279999,34.52,35.205002,4612200,33.616138
"2010-12-17",35.52,36.325001,35.375,36.200001,11690200,34.566231
"2010-12-20",36.575001,36.650002,35.915001,36.150002,5238800,34.518486
"2010-12-21",36.365002,36.494999,36.115002,36.424999,3452000,34.781071
"2010-12-22",36.544998,36.59,36.34,36.41,2506400,34.766747
"2010-12-23",36.305,36.450001,36.220001,36.415001,1831000,34.771523
"2010-12-27",36.365002,36.73,36.055,36.544998,1384400,34.895653
"2010-12-28",36.525002,36.73,36.43,36.575001,1931800,34.924309
"2010-12-29",36.549999,37.255001,36.509998,37.080002,2831000,35.406513
"2010-12-30",37.064999,37.395,36.880001,36.919998,2432200,35.253731
"2010-12-31",36.880001,36.990002,36.599998,36.645,2594200,34.991138
"2011-01-03",37.07,37.93,37.060001,37.68,5809800,35.979431
"2011-01-04",37.810001,37.810001,36.790001,37.080002,6062200,35.406513
"2011-01-05",36.935001,38.099998,36.935001,38.095001,4636400,36.375698
"2011-01-06",38.119999,38.18,37.549999,37.755001,4410200,36.051052
"2011-01-07",37.494999,37.759998,37.18,37.544998,4295000,35.850521
"2011-01-10",37.549999,37.830002,37.310001,37.669998,3674800,35.969887
"2011-01-11",37.744999,37.849998,37.540001,37.755001,3853800,36.051052
"2011-01-12",38.099998,38.150002,37.5,37.619999,3950400,35.92215
"2011-01-13",37.380001,37.674999,36.77,37.294998,6447200,35.611801
"2011-01-14",37.25,37.564999,37.174999,37.505001,4769600,35.812336
"2011-01-18",37.66,38.224998,37.639999,37.755001,4725400,36.051052
"2011-01-19",37.75,37.75,36.889999,37.275002,4296200,35.592712
"2011-01-20",37.055,37.34,36.625,36.805,4190200,35.143925
"2011-01-21",36.959999,37.27,36.439999,36.525002,4613000,34.876556
"2011-01-24",36.564999,37.290001,36.564999,37.134998,4015400,35.459034
"2011-01-25",36.880001,36.895,36.285,36.674999,2941200,35.019787
"2011-01-26",36.625,36.834999,36.43,36.610001,6075800,34.957726
"2011-01-27",36.615002,36.735001,36.5,36.584999,3460600,34.933849
"2011-01-28",36.665001,36.724998,35.325001,35.814999,4453600,34.198605
"2011-01-31",35.974998,36.82,35.865002,36.474998,3943400,34.828808
"2011-02-01",36.68,37.75,36.654999,37.674999,5812600,35.974667
"2011-02-02",37.525002,38.080002,37.494999,38.080002,5101400,36.361382
"2011-02-03",38,38.244999,37.375,37.439999,6007400,35.750259
"2011-02-04",37.549999,37.799999,37.005001,37.709999,6815000,36.008072
"2011-02-07",37.009998,38.220001,36.814999,37.360001,8263000,35.673874
"2011-02-08",37.535,38.540001,36.974998,38.365002,6074400,36.633518
"2011-02-09",38.105,38.209999,37.009998,37.110001,5469400,35.435158
"2011-02-10",36.875,37.689999,36.799999,37.674999,3931200,35.974667
"2011-02-11",37.544998,37.77,37.169998,37.75,3186600,36.046276
"2011-02-14",37.669998,38.200001,37.66,38.189999,3188000,36.466412
"2011-02-15",38.02,38.439999,37.945,38.25,4024000,36.523708
"2011-02-16",38.32,38.439999,38.014999,38.32,3352000,36.590546
"2011-02-17",37.994999,38.630001,37.985001,38.439999,2730600,36.705139
"2011-02-18",38.455002,38.869999,38.195,38.865002,5272400,37.110943
"2011-02-22",38.330002,38.52,37.73,37.775002,5366600,36.070152
"2011-02-23",37.52,37.615002,36.625,36.955002,6523200,35.287163
"2011-02-24",36.959999,37.544998,36.860001,37.465,5798600,35.774139
"2011-02-25",37.599998,38.299999,37.5,38.255001,3736600,36.528484
"2011-02-28",38.459999,38.555,37.825001,38.435001,4183400,36.700356
"2011-03-01",38.525002,38.625,37.195,37.244999,5517600,35.564068
"2011-03-02",37.18,37.785,36.990002,37.285,4552600,35.602253
"2011-03-03",37.525002,38.599998,37.450001,38.419998,4101200,36.686035
"2011-03-04",38.465,38.490002,37.685001,38.16,3165000,36.437771
"2011-03-07",38.365002,38.404999,37.685001,37.955002,4728200,36.242023
"2011-03-08",37.889999,38.98,37.830002,38.895,4677800,37.139595
"2011-03-09",38.669998,39.345001,38.625,39.205002,7330200,37.435604
"2011-03-10",38.689999,38.880001,38.005001,38.055,6965600,36.337509
"2011-03-11",38.025002,38.345001,37.450001,38.185001,4482000,36.461639
"2011-03-14",37.82,38.150002,37.395,37.685001,2490200,35.984203
"2011-03-15",36.334999,37.240002,35.264999,37,5153000,35.330128
"2011-03-16",36.810001,37.110001,36.189999,36.465,4661400,34.819275
"2011-03-17",37.084999,37.435001,36.599998,37.349998,4179800,35.664333
"2011-03-18",37.775002,37.82,36.865002,37.095001,6421800,35.420826
"2011-03-21",37.544998,37.904999,37.389999,37.805,3638800,36.098797
"2011-03-22",37.799999,38.720001,37.724998,38.435001,5288000,36.700356
"2011-03-23",38.435001,38.584999,37.75,38.435001,3457800,36.700356
"2011-03-24",38.75,39.904999,38.59,39.895,5271200,38.094467
"2011-03-25",40.224998,40.584999,40.014999,40.014999,6473200,38.209049
"2011-03-28",40.154999,40.224998,39.755001,39.785,3877600,37.989426
"2011-03-29",39.779999,40.465,39.575001,40.465,3012600,38.638741
"2011-03-30",40.764999,40.889999,40.564999,40.825001,3016200,38.982491
"2011-03-31",40.755001,40.924999,40.610001,40.700001,3205200,38.86314
"2011-04-01",40.915001,41.43,40.650002,41.205002,3482800,39.345345
"2011-04-04",41.279999,41.380001,40.93,41.174999,2722600,39.3167
"2011-04-05",41.064999,41.294998,40.880001,41.005001,3696800,39.154362
"2011-04-06",41.360001,41.360001,40.305,40.695,3178400,38.858353
"2011-04-07",40.59,40.904999,40.209999,40.404999,2872000,38.581451
"2011-04-08",40.555,40.580002,39.790001,40.130001,3000400,38.318863
"2011-04-11",40.349998,40.564999,40.02,40.25,2843000,38.433445
"2011-04-12",40.044998,40.290001,39.724998,39.959999,3334400,38.156528
"2011-04-13",40.294998,40.380001,39.845001,40.125,2984800,38.314083
"2011-04-14",39.755001,40.514999,39.66,40.389999,3740200,38.567127
"2011-04-15",39.485001,39.755001,39.009998,39.360001,12208000,37.583614
"2011-04-18",38.875,39.009998,38.384998,38.985001,5146800,37.225533
"2011-04-19",38.935001,39.654999,38.93,39.639999,3364200,37.850971
"2011-04-20",40.485001,41.029999,40.23,41.02,3936400,39.168697
"2011-04-21",41.009998,41.465,40.955002,41.235001,3484600,39.373989
"2011-04-25",41.450001,41.450001,40.564999,40.915001,3235400,39.068432
"2011-04-26",41.055,41.150002,40.674999,40.974998,5e+06,39.125725
"2011-04-27",41.07,41.07,40.470001,40.895,4525000,39.049335
"2011-04-28",40.785,41.275002,40.52,40.720001,2800000,38.882229
"2011-04-29",40.544998,41.615002,40.450001,41.450001,6076000,39.579288
"2011-05-02",41.724998,41.740002,41.025002,41.105,4608400,39.249859
"2011-05-03",39.084999,39.130001,36.785,38.759998,28605200,37.010693
"2011-05-04",38.735001,39.244999,38.150002,38.634998,7479200,36.891331
"2011-05-05",38.505001,39.02,38.099998,38.259998,6200000,36.533253
"2011-05-06",38.830002,39.145,38.154999,38.384998,6824000,36.652611
"2011-05-09",38.380001,39,38.325001,38.709999,2832200,36.96294
"2011-05-10",38.904999,39.264999,38.650002,39.23,3389800,37.45948
"2011-05-11",39.369999,39.375,37.970001,38.375,4200000,36.643059
"2011-05-12",38.244999,39.02,38.060001,39.005001,4e+06,37.244629
"2011-05-13",38.915001,38.939999,38.235001,38.235001,3243400,36.509384
"2011-05-16",37.849998,38.110001,36.799999,36.875,6311200,35.21077
"2011-05-17",36.564999,36.950001,36.195,36.860001,6647400,35.196449
"2011-05-18",36.759998,36.900002,36.200001,36.685001,6788800,35.029343
"2011-05-19",36.869999,36.974998,36.514999,36.845001,5809600,35.182121
"2011-05-20",36.759998,37.330002,36.700001,37.025002,4291000,35.354004
"2011-05-23",36.314999,36.435001,35.845001,36.095001,6612000,34.465973
"2011-05-24",36.18,36.445,36.084999,36.34,3868200,34.699909
"2011-05-25",36.279999,37.049999,36.035,36.875,4510600,35.21077
"2011-05-26",37.195,37.814999,37.014999,37.625,6665400,35.926914
"2011-05-27",37.540001,37.805,37.25,37.384998,3314600,35.697742
"2011-05-31",37.700001,38.18,37.625,38.02,4464200,36.304092
"2011-06-01",37.889999,38.18,37.185001,37.205002,4169800,35.525867
"2011-06-02",37.485001,37.810001,37.189999,37.68,5365800,35.979431
"2011-06-03",37.16,37.490002,36.900002,36.904999,4211600,35.23941
"2011-06-06",36.860001,37.419998,36.779999,37.105,5188800,35.430386
"2011-06-07",37.200001,37.514999,37.09,37.119999,3276600,35.444702
"2011-06-08",36.955002,37.029999,36.334999,36.415001,3903200,34.771523
"2011-06-09",36.485001,37.044998,36.400002,36.794998,3281600,35.134373
"2011-06-10",36.705002,36.75,36.325001,36.5,3836400,34.852684
"2011-06-13",36.490002,36.73,35.345001,35.355,7871200,33.759365
"2011-06-14",35.645,35.720001,34.369999,35.27,12476600,33.6782
"2011-06-15",34.915001,35.02,33.779999,33.799999,11679800,32.274544
"2011-06-16",33.799999,34.055,32.200001,32.77,14779000,31.291023
"2011-06-17",33.275002,34.474998,33.174999,33.825001,15219800,32.298412
"2011-06-20",33.345001,34.005001,33.325001,33.955002,5786400,32.42255
"2011-06-21",34.035,36.060001,34.029999,36.029999,11381000,34.403889
"2011-06-22",35.91,36.419998,35.584999,35.830002,6509000,34.212925
"2011-06-23",35.375,36.119999,35.064999,36.049999,5389800,34.423
"2011-06-24",36.095001,37.395,35.465,35.57,7237800,33.964661
"2011-06-27",35.509998,36.130001,35.294998,35.939999,4786600,34.317955
"2011-06-28",36.105,36.700001,35.98,36.424999,6217400,34.781071
"2011-06-29",36.814999,36.924999,36.27,36.540001,4052400,34.890881
"2011-06-30",36.720001,37.064999,36.564999,36.669998,4638400,35.015011
"2011-07-01",36.740002,37.43,36.560001,37.400002,4333400,35.71207
"2011-07-05",37.27,37.855,37.169998,37.834999,4032000,36.127441
"2011-07-06",37.799999,38.055,37.77,38,3719600,36.284992
"2011-07-07",38.334999,38.855,38.330002,38.810001,4591800,37.058437
"2011-07-08",38.435001,38.805,37.764999,38.189999,4346400,36.466412
"2011-07-11",37.799999,38.105,37.18,37.380001,3550000,35.692978
"2011-07-12",36.689999,37.040001,36.345001,36.77,6206000,35.1105
"2011-07-13",37.060001,37.599998,36.830002,37.009998,4311000,35.339668
"2011-07-14",37.310001,37.785,36.404999,36.490002,4444000,34.84314
"2011-07-15",36.779999,37.080002,36.555,37.029999,4534800,35.358761
"2011-07-18",36.849998,36.855,35.990002,36.18,3179200,34.547131
"2011-07-19",36.610001,37.310001,36.599998,37.23,3161800,35.549736
"2011-07-20",37.130001,37.185001,36.48,36.52,3343800,34.871784
"2011-07-21",36.665001,37.174999,36.415001,36.724998,3841200,35.06752
"2011-07-22",36.785,37.080002,36.610001,36.884998,2646400,35.220318
"2011-07-25",36.544998,37.264999,36.505001,37.16,3542400,35.482903
