"dates","LH.Open","LH.High","LH.Low","LH.Close","LH.Volume","LH.Adjusted"
"2010-07-15",76.279999,76.889999,75.910004,76.580002,545400,76.580002
"2010-07-16",76.059998,76.580002,74.989998,75.029999,755800,75.029999
"2010-07-19",75.410004,75.589996,74.830002,75.269997,587700,75.269997
"2010-07-20",74.690002,77.029999,74.5,76.800003,1178800,76.800003
"2010-07-21",75.459999,76.739998,74.309998,75.949997,3417900,75.949997
"2010-07-22",78.209999,78.650002,71.580002,72.239998,4158400,72.239998
"2010-07-23",72.580002,74.410004,72.199997,72.959999,1502600,72.959999
"2010-07-26",73.370003,74.480003,73.080002,74.400002,1052800,74.400002
"2010-07-27",74.690002,75.089996,72.769997,74.510002,2319900,74.510002
"2010-07-28",74.559998,74.879997,73.459999,73.629997,672300,73.629997
"2010-07-29",74.339996,74.660004,72.580002,73.239998,1134700,73.239998
"2010-07-30",72.809998,73.18,72.449997,72.980003,1504600,72.980003
"2010-08-02",73.940002,74.879997,73.540001,74.870003,824200,74.870003
"2010-08-03",74.900002,75.470001,74.010002,75.040001,878800,75.040001
"2010-08-04",75.300003,75.800003,75.050003,75.650002,694300,75.650002
"2010-08-05",75.199997,75.809998,74.940002,75.739998,694500,75.739998
"2010-08-06",75.290001,75.68,74.68,75.5,935300,75.5
"2010-08-09",75.699997,75.980003,75.160004,75.410004,788800,75.410004
"2010-08-10",74.949997,77.389999,74.739998,76.540001,1018900,76.540001
"2010-08-11",75.690002,75.839996,74.800003,74.940002,866500,74.940002
"2010-08-12",74.080002,75.730003,73.800003,75.419998,636400,75.419998
"2010-08-13",75.129997,75.529999,74.839996,75.010002,510100,75.010002
"2010-08-16",74.559998,75.120003,73.760002,74.860001,408100,74.860001
"2010-08-17",75.489998,76.519997,75.07,76.07,732000,76.07
"2010-08-18",76.290001,76.32,75.550003,76,368600,76
"2010-08-19",75.580002,75.769997,74.260002,74.949997,651400,74.949997
"2010-08-20",74.540001,76,74.540001,75.760002,1365200,75.760002
"2010-08-23",76.129997,76.760002,75.57,75.610001,619000,75.610001
"2010-08-24",74.800003,75.760002,74.790001,75.529999,1370600,75.529999
"2010-08-25",75.43,76.739998,75.330002,76.120003,1378100,76.120003
"2010-08-26",76.18,76.290001,75.080002,75.080002,1449200,75.080002
"2010-08-27",75.419998,75.449997,74.330002,75.220001,1669900,75.220001
"2010-08-30",75.260002,75.300003,73.919998,73.970001,1109000,73.970001
"2010-08-31",73.669998,74.080002,72.330002,72.620003,1921700,72.620003
"2010-09-01",73.769997,74.150002,73.160004,74,1236200,74
"2010-09-02",74.139999,74.730003,73.980003,74.559998,1002600,74.559998
"2010-09-03",75,75.239998,74.690002,75.050003,1142800,75.050003
"2010-09-07",74.940002,75.410004,74.379997,74.599998,1249900,74.599998
"2010-09-08",74.779999,74.779999,73.860001,74.309998,1677900,74.309998
"2010-09-09",74.900002,75.919998,74.839996,75.790001,953900,75.790001
"2010-09-10",75.800003,76.93,75.449997,76.650002,966100,76.650002
"2010-09-13",75.550003,75.989998,72.940002,73.050003,2951200,73.050003
"2010-09-14",73.190002,75.019997,73.059998,74.82,1965000,74.82
"2010-09-15",74.519997,75.529999,74.519997,75.449997,1473700,75.449997
"2010-09-16",75.260002,75.43,74.470001,74.519997,1008800,74.519997
"2010-09-17",74.849998,75.290001,74.239998,74.959999,1293300,74.959999
"2010-09-20",75.010002,76.620003,74.830002,76.510002,902200,76.510002
"2010-09-21",76.480003,76.93,76,76.379997,774700,76.379997
"2010-09-22",76.290001,76.68,75.989998,76.25,1726900,76.25
"2010-09-23",75.760002,76.790001,75.75,75.900002,726200,75.900002
"2010-09-24",76.589996,76.959999,75.980003,76.830002,628700,76.830002
"2010-09-27",76.980003,76.980003,75.860001,76.300003,520600,76.300003
"2010-09-28",76.290001,78.25,76.089996,78.129997,1204500,78.129997
"2010-09-29",77.970001,78.940002,77.809998,78.150002,971000,78.150002
"2010-09-30",78.529999,78.900002,77.919998,78.43,709800,78.43
"2010-10-01",78.529999,79.470001,77.650002,78.029999,699700,78.029999
"2010-10-04",78.080002,78.489998,77.580002,77.919998,694600,77.919998
"2010-10-05",78.300003,79.389999,78.300003,79.349998,668100,79.349998
"2010-10-06",79.400002,79.559998,78.989998,79.139999,773000,79.139999
"2010-10-07",79.239998,79.480003,78.470001,78.599998,547800,78.599998
"2010-10-08",78.800003,79.480003,78.470001,79.389999,685500,79.389999
"2010-10-11",79.300003,79.989998,79.120003,79.889999,366100,79.889999
"2010-10-12",79.599998,79.790001,79.169998,79.529999,878400,79.529999
"2010-10-13",79.669998,80.739998,79.599998,80.400002,925200,80.400002
"2010-10-14",80.419998,80.559998,78.32,78.980003,1392300,78.980003
"2010-10-15",79.389999,79.889999,78.82,79.120003,734000,79.120003
"2010-10-18",79.389999,80.07,79.209999,79.959999,837600,79.959999
"2010-10-19",79.239998,79.459999,78.610001,78.989998,1477000,78.989998
"2010-10-20",79.290001,79.559998,77.879997,78.32,2331100,78.32
"2010-10-21",77.910004,78.279999,75.75,78.080002,3261300,78.080002
"2010-10-22",78.050003,79.400002,78.050003,79.160004,1189100,79.160004
"2010-10-25",79.360001,79.550003,78.660004,78.809998,887500,78.809998
"2010-10-26",78.599998,79.349998,78.480003,79.230003,1208700,79.230003
"2010-10-27",78.849998,79.699997,78.459999,79.559998,985500,79.559998
"2010-10-28",80,80.400002,79.419998,80.269997,982600,80.269997
"2010-10-29",80.279999,81.5,80.110001,81.32,1526400,81.32
"2010-11-01",81.760002,81.989998,81.510002,81.919998,1248300,81.919998
"2010-11-02",82.120003,83,82.010002,82.660004,754400,82.660004
"2010-11-03",82.459999,82.839996,81.160004,81.889999,1605100,81.889999
"2010-11-04",82.410004,82.980003,81.769997,82.809998,917900,82.809998
"2010-11-05",82.669998,83.379997,82.559998,82.989998,951900,82.989998
"2010-11-08",82.669998,83.5,82.639999,83,1193300,83
"2010-11-09",82.849998,84,82.25,82.889999,900100,82.889999
"2010-11-10",82.82,82.949997,81.959999,82.93,613000,82.93
"2010-11-11",82.459999,83.879997,82.440002,83.489998,571000,83.489998
"2010-11-12",83.150002,83.150002,81.900002,82.169998,483400,82.169998
"2010-11-15",82.230003,83.099998,82.209999,82.75,556500,82.75
"2010-11-16",82.050003,82.370003,80.760002,80.849998,734700,80.849998
"2010-11-17",80.900002,81.889999,80.889999,81.360001,640700,81.360001
"2010-11-18",81.93,82.900002,81.660004,82.050003,576900,82.050003
"2010-11-19",82.139999,83.309998,82.099998,83.010002,817400,83.010002
"2010-11-22",82.699997,82.779999,81.5,82.110001,817800,82.110001
"2010-11-23",81.25,81.660004,80.949997,81.139999,704200,81.139999
"2010-11-24",81.220001,81.949997,81.120003,81.339996,714500,81.339996
"2010-11-26",81,81.349998,80.800003,80.870003,492400,80.870003
"2010-11-29",80.449997,81.529999,80.169998,81.169998,652800,81.169998
"2010-11-30",80.610001,82.989998,80.080002,82.029999,1484700,82.029999
"2010-12-01",83.730003,85.910004,83.559998,85.480003,3021400,85.480003
"2010-12-02",84.910004,85.440002,83.559998,83.910004,1680000,83.910004
"2010-12-03",83.440002,83.959999,83.010002,83.730003,843800,83.730003
"2010-12-06",83.349998,83.730003,82.970001,83.080002,596100,83.080002
"2010-12-07",83.190002,83.68,82.459999,82.720001,694000,82.720001
"2010-12-08",82.660004,83.57,82.529999,83.389999,678900,83.389999
"2010-12-09",83.370003,83.889999,82.93,83.709999,621200,83.709999
"2010-12-10",83.709999,84.760002,83.709999,84.620003,626200,84.620003
"2010-12-13",84.720001,84.889999,83.669998,83.889999,560600,83.889999
"2010-12-14",84.089996,85.870003,84.089996,85.529999,640800,85.529999
"2010-12-15",85.519997,86.900002,85.230003,86.639999,936500,86.639999
"2010-12-16",86.699997,88.699997,86.18,88.519997,1664900,88.519997
"2010-12-17",88.620003,88.989998,87.910004,88.919998,1393100,88.919998
"2010-12-20",89.449997,89.480003,88,88.209999,570900,88.209999
"2010-12-21",88.599998,88.839996,88.040001,88.529999,642900,88.529999
"2010-12-22",88.580002,89.099998,88.43,88.82,399100,88.82
"2010-12-23",88.57,88.82,87.949997,88.220001,566400,88.220001
"2010-12-27",88.199997,88.309998,87.540001,88.169998,412200,88.169998
"2010-12-28",88.459999,88.489998,87.809998,88.139999,304500,88.139999
"2010-12-29",88.25,88.459999,87.660004,88.07,354400,88.07
"2010-12-30",88.080002,88.93,87.720001,88.620003,535600,88.620003
"2010-12-31",88.050003,88.809998,87.830002,87.919998,399400,87.919998
"2011-01-03",88.349998,90.519997,88.349998,89.589996,1406700,89.589996
"2011-01-04",88.589996,90.199997,88.589996,90.120003,1014200,90.120003
"2011-01-05",89.730003,90.739998,89.339996,90.400002,797700,90.400002
"2011-01-06",90.559998,91.290001,89.120003,89.760002,1662200,89.760002
"2011-01-07",89.940002,89.940002,89.150002,89.669998,964800,89.669998
"2011-01-10",88.629997,89.709999,88.629997,89.120003,934800,89.120003
"2011-01-11",89.519997,91,89.230003,90.779999,698100,90.779999
"2011-01-12",91.029999,91.25,90.639999,91.160004,510600,91.160004
"2011-01-13",91.480003,91.940002,90.949997,91.809998,726400,91.809998
"2011-01-14",91.419998,91.709999,90.989998,91.150002,970500,91.150002
"2011-01-18",90.379997,90.75,89,90.650002,1468900,90.650002
"2011-01-19",90.769997,90.769997,89.550003,89.910004,1284300,89.910004
"2011-01-20",89.18,90.589996,89.160004,90.080002,1091700,90.080002
"2011-01-21",90.760002,90.760002,89.010002,89.760002,1133300,89.760002
"2011-01-24",89.82,90.300003,89.43,89.68,824000,89.68
"2011-01-25",89.809998,91.230003,89.489998,90.959999,1556200,90.959999
"2011-01-26",91.269997,92.82,91.050003,92.550003,1324800,92.550003
"2011-01-27",92.400002,92.980003,92.220001,92.279999,840400,92.279999
"2011-01-28",92.440002,92.650002,90.019997,90.57,1056200,90.57
"2011-01-31",90.650002,90.93,89.599998,89.910004,1609500,89.910004
"2011-02-01",90.230003,90.230003,88.389999,88.830002,2085600,88.830002
"2011-02-02",88.709999,89.400002,88.25,89.309998,1063500,89.309998
"2011-02-03",89.110001,90.169998,88.550003,89.940002,715300,89.940002
"2011-02-04",89.989998,90.75,89.629997,90.400002,862200,90.400002
"2011-02-07",90.709999,90.800003,90.199997,90.309998,614500,90.309998
"2011-02-08",90.269997,91.279999,90.059998,90.690002,645200,90.690002
"2011-02-09",90.209999,90.989998,89.660004,90.739998,1328100,90.739998
"2011-02-10",86.660004,89.690002,86.660004,87.730003,2510600,87.730003
"2011-02-11",87.32,88.239998,86.68,87.790001,1350500,87.790001
"2011-02-14",87.830002,87.919998,87,87.730003,1373400,87.730003
"2011-02-15",87.360001,88.07,86.839996,87.669998,914000,87.669998
"2011-02-16",87.900002,88.379997,87.849998,88.32,775100,88.32
"2011-02-17",87.980003,88.089996,87.199997,87.889999,688200,87.889999
"2011-02-18",88.080002,89.419998,88,89.010002,852500,89.010002
"2011-02-22",88.360001,88.720001,87.459999,87.639999,768000,87.639999
"2011-02-23",87.599998,88.989998,87.440002,88.660004,1095000,88.660004
"2011-02-24",88.419998,89.459999,87.959999,88.349998,1041100,88.349998
"2011-02-25",88.82,89.690002,88.510002,89.68,937900,89.68
"2011-02-28",89.699997,90.690002,89.529999,90.129997,889100,90.129997
"2011-03-01",90.110001,90.199997,88.989998,88.989998,571800,88.989998
"2011-03-02",89.169998,89.68,88.260002,89.379997,541100,89.379997
"2011-03-03",89.800003,91.290001,89.379997,91.269997,824000,91.269997
"2011-03-04",91.050003,92.5,90.959999,92.379997,1082100,92.379997
"2011-03-07",92.379997,92.5,90.5,91.129997,589000,91.129997
"2011-03-08",91.279999,92.480003,91.07,92.169998,468900,92.169998
"2011-03-09",91.870003,92.400002,91.690002,91.870003,418500,91.870003
"2011-03-10",91.449997,91.639999,89.269997,89.959999,892200,89.959999
"2011-03-11",89.910004,90.529999,89.470001,90.059998,479900,90.059998
"2011-03-14",89.779999,90.230003,88.900002,89.650002,425900,89.650002
"2011-03-15",88.239998,89.07,88,88.410004,886100,88.410004
"2011-03-16",88.160004,88.339996,86.209999,87.139999,943100,87.139999
"2011-03-17",87.980003,88.089996,87.160004,87.309998,908500,87.309998
"2011-03-18",88.300003,88.300003,86.510002,87,1216700,87
"2011-03-21",87.400002,87.720001,86.190002,86.739998,994700,86.739998
"2011-03-22",86.75,87.790001,86.699997,87.379997,635700,87.379997
"2011-03-23",87.18,87.57,86.510002,87.099998,697700,87.099998
"2011-03-24",87.400002,88.489998,87.220001,88.379997,443200,88.379997
"2011-03-25",88.580002,89.050003,88.379997,88.849998,643800,88.849998
"2011-03-28",89.07,90.089996,89.059998,89.589996,754200,89.589996
"2011-03-29",89.599998,91.080002,89.57,90.75,907400,90.75
"2011-03-30",91.110001,91.599998,90.860001,91.57,606600,91.57
"2011-03-31",91.419998,92.150002,90.919998,92.129997,481000,92.129997
"2011-04-01",92.629997,93.169998,92.089996,92.860001,662200,92.860001
"2011-04-04",92.849998,93.760002,92.75,93.559998,696900,93.559998
"2011-04-05",93.370003,94.199997,93.139999,93.650002,411200,93.650002
"2011-04-06",94.099998,94.610001,93.779999,93.970001,471100,93.970001
"2011-04-07",93.989998,94.550003,93.43,93.910004,405200,93.910004
"2011-04-08",93.970001,94.190002,92.360001,92.82,570100,92.82
"2011-04-11",92.690002,93.839996,92.690002,93.400002,6e+05,93.400002
"2011-04-12",93.139999,94.239998,93.139999,93.68,544900,93.68
"2011-04-13",93.830002,94.610001,93.150002,94.300003,879800,94.300003
"2011-04-14",93.870003,95.059998,93.5,95.059998,933300,95.059998
"2011-04-15",95.510002,96.57,95.25,95.790001,1145600,95.790001
"2011-04-18",95.019997,95.080002,93.910004,94.660004,689100,94.660004
"2011-04-19",94.849998,96.330002,94.769997,96.269997,972000,96.269997
"2011-04-20",96.959999,97.260002,96.129997,96.790001,1514700,96.790001
"2011-04-21",96.970001,98.519997,95.919998,96.580002,1224900,96.580002
"2011-04-25",96.25,96.25,94.910004,95.379997,868800,95.379997
"2011-04-26",95.089996,95.68,94.879997,95.139999,944700,95.139999
"2011-04-27",95.120003,96.029999,95.120003,95.760002,1319200,95.760002
"2011-04-28",95.580002,95.989998,94.93,95.779999,639300,95.779999
"2011-04-29",95.919998,96.540001,95.650002,96.470001,782000,96.470001
"2011-05-02",96.75,98.510002,96.559998,98.25,744600,98.25
"2011-05-03",98.089996,98.150002,96.120003,96.25,852800,96.25
"2011-05-04",96.220001,96.779999,95.610001,95.870003,592700,95.870003
"2011-05-05",95.419998,96.980003,95.120003,96.370003,719400,96.370003
"2011-05-06",97,98.080002,96.959999,97.589996,669300,97.589996
"2011-05-09",97.370003,98.610001,96.269997,98.480003,554900,98.480003
"2011-05-10",98.620003,99.07,98.339996,98.900002,428300,98.900002
"2011-05-11",98.889999,99.080002,98.330002,98.489998,611400,98.489998
"2011-05-12",98.480003,100,97.970001,100,720000,100
"2011-05-13",99.889999,100,98.830002,99.730003,797800,99.730003
"2011-05-16",99.199997,99.739998,98.949997,99.400002,435400,99.400002
"2011-05-17",99.190002,100.940002,99.129997,100,1378000,100
"2011-05-18",100,100.309998,99.43,100.029999,908600,100.029999
"2011-05-19",100.040001,100.82,99.790001,100.720001,920000,100.720001
"2011-05-20",100.57,100.889999,100.300003,100.599998,1120900,100.599998
"2011-05-23",99.970001,99.970001,98.059998,99.010002,1128000,99.010002
"2011-05-24",99.099998,99.169998,98.209999,98.580002,691500,98.580002
"2011-05-25",98.040001,99.019997,98.010002,98.910004,800100,98.910004
"2011-05-26",98.660004,98.93,97.639999,98.93,758900,98.93
"2011-05-27",99,100,98.459999,99.980003,895000,99.980003
"2011-05-31",100.360001,100.910004,99.43,100.830002,2445300,100.830002
"2011-06-01",100.32,100.370003,99.010002,99.010002,589300,99.010002
"2011-06-02",99.419998,99.589996,98.32,98.349998,747600,98.349998
"2011-06-03",97.519997,97.760002,96.989998,97.110001,579200,97.110001
"2011-06-06",96.809998,97.07,96.150002,96.199997,618000,96.199997
"2011-06-07",96.389999,96.82,96.07,96.110001,856000,96.110001
"2011-06-08",95.849998,96.190002,95.339996,96.029999,506600,96.029999
"2011-06-09",96.080002,96.639999,95.779999,96.360001,780900,96.360001
"2011-06-10",95.900002,96.209999,95.379997,95.540001,593500,95.540001
"2011-06-13",95.870003,96.339996,95.349998,95.379997,434100,95.379997
"2011-06-14",96.019997,96.5,95.550003,96.330002,576100,96.330002
"2011-06-15",95.669998,96.639999,95.480003,95.779999,586300,95.779999
"2011-06-16",95.82,96.489998,95.559998,96.419998,529200,96.419998
"2011-06-17",97,97.970001,96.379997,96.5,803400,96.5
"2011-06-20",96.199997,97.839996,96.099998,97.120003,857200,97.120003
"2011-06-21",97.620003,97.629997,97,97.139999,533300,97.139999
"2011-06-22",96.93,97.300003,96.459999,96.529999,467400,96.529999
"2011-06-23",95.93,95.93,93.809998,95.360001,832300,95.360001
"2011-06-24",95.459999,95.459999,93.970001,94.510002,874700,94.510002
"2011-06-27",94.239998,95.400002,94.220001,95.269997,511500,95.269997
"2011-06-28",95.480003,96.010002,95.040001,95.800003,630400,95.800003
"2011-06-29",95.800003,95.900002,94.779999,95.139999,1261900,95.139999
"2011-06-30",95.540001,96.870003,95.519997,96.790001,786100,96.790001
"2011-07-01",96.690002,98.5,96.389999,98.419998,734400,98.419998
"2011-07-05",98.529999,98.690002,97.93,98.139999,521900,98.139999
"2011-07-06",98.220001,99.43,97.839996,99.089996,500900,99.089996
"2011-07-07",99.709999,99.760002,98.489998,99.059998,446000,99.059998
"2011-07-08",98.279999,98.519997,97.620003,98.269997,521400,98.269997
"2011-07-11",97.440002,97.949997,96.889999,97.080002,357000,97.080002
"2011-07-12",96.989998,97.809998,96.589996,96.620003,786900,96.620003
"2011-07-13",96.830002,97.160004,94.650002,95,1179500,95
"2011-07-14",95,95.940002,94.75,95.190002,664600,95.190002
"2011-07-15",95.370003,95.870003,94.75,95.730003,808000,95.730003
"2011-07-18",95.089996,95.93,94.559998,94.980003,613800,94.980003
"2011-07-19",95.18,96.989998,94.459999,96.980003,742500,96.980003
"2011-07-20",96.830002,97.720001,96.040001,96.589996,1567100,96.589996
"2011-07-21",96.519997,96.519997,92.800003,94.470001,1802600,94.470001
"2011-07-22",94.300003,94.449997,92.400002,93.099998,1149400,93.099998
