"dates","KHC.Open","KHC.High","KHC.Low","KHC.Close","KHC.Volume","KHC.Adjusted"
"2015-12-02",74.209999,74.620003,72.919998,73.040001,2568600,58.32959
"2015-12-03",73.300003,73.68,71.089996,71.459999,3019000,57.067818
"2015-12-04",71.400002,72.730003,71.07,72.220001,4495900,57.674763
"2015-12-07",71.919998,72.205002,70.849998,71.43,3323600,57.043854
"2015-12-08",71,71.654999,70.587997,71.529999,4519800,57.123714
"2015-12-09",71.160004,72.169998,70.5,70.900002,3940800,56.620602
"2015-12-10",70.830002,71.334999,70.510002,70.839996,2733700,56.572678
"2015-12-11",70.089996,70.690002,69.389999,69.690002,3756000,55.654297
"2015-12-14",70.07,71.080002,69.769997,70.974998,3881600,56.680504
"2015-12-15",71.730003,72.75,71.650002,72.010002,4168700,57.507053
"2015-12-16",72.610001,73.199997,71.889999,73.010002,2176900,58.305641
"2015-12-17",72.949997,73.300003,71.900002,71.919998,2402700,57.435162
"2015-12-18",71.419998,71.940002,70.629997,70.669998,6568300,56.436924
"2015-12-21",70.519997,71.660004,70.370003,71.379997,5466900,57.471539
"2015-12-22",71.639999,73.190002,71.315002,72.93,5053300,58.719517
"2015-12-23",73.300003,74.779999,72.989998,74.510002,4193400,59.991657
"2015-12-24",74.809998,74.809998,73.879997,73.959999,1962500,59.548828
"2015-12-28",73.709999,73.783997,72.889999,73.419998,5421800,59.114044
"2015-12-29",73.650002,74.860001,73.400002,74.690002,4350900,60.136585
"2015-12-30",74.650002,74.959999,73.709999,73.75,1779900,59.379745
"2015-12-31",73.370003,73.5,72.629997,72.760002,1857100,58.582649
"2016-01-04",71.379997,72.849998,71.349998,72.699997,5209400,58.534325
"2016-01-05",72.739998,73.580002,72.279999,73.389999,3858200,59.089882
"2016-01-06",72.199997,73.68,72.029999,73.529999,3294700,59.202602
"2016-01-07",72.010002,72.989998,71.849998,71.900002,4050300,57.890217
"2016-01-08",72.190002,72.470001,71.099998,71.18,3092100,57.31052
"2016-01-11",71.349998,72.529999,70.769997,72.269997,3329000,58.188126
"2016-01-12",72.849998,73.349998,72.132004,73.230003,2924600,58.961075
"2016-01-13",73.190002,73.440002,70.639999,70.809998,3448500,57.012592
"2016-01-14",70.959999,71.528,70.304001,70.739998,4610600,56.956245
"2016-01-15",68.900002,70.150002,68.18,69.199997,6551200,55.716312
"2016-01-19",70.010002,70.519997,69.550003,70.169998,5107100,56.49733
"2016-01-20",69.279999,71.580002,68.739998,71.169998,4607000,57.302456
"2016-01-21",72,73.330002,71.325996,73.050003,6208200,58.816124
"2016-01-22",73.599998,74.5,72.510002,74.389999,3111700,59.895031
"2016-01-25",73.699997,74.669998,73.339996,74.029999,4123100,59.605183
"2016-01-26",73.370003,76,73.370003,75.980003,3851300,61.175224
"2016-01-27",75.870003,77.150002,75.150002,75.970001,5348200,61.167171
"2016-01-28",76.269997,76.989998,75.480003,76.160004,3542400,61.320156
"2016-01-29",76.900002,78.220001,76.400002,78.059998,4508200,62.849918
"2016-02-01",77.370003,77.480003,75.669998,77.010002,3564200,62.004528
"2016-02-02",75.970001,76.800003,75.720001,75.970001,5631600,61.167171
"2016-02-03",76.370003,76.370003,73.830002,74.889999,6239700,60.297611
"2016-02-04",75.040001,75.199997,72.919998,74.150002,7077100,59.70179
"2016-02-05",74.279999,74.559998,72.139999,72.779999,9351600,58.598747
"2016-02-08",72.089996,72.199997,70.18,71.220001,4704600,57.34272
"2016-02-09",70.599998,71.959999,70.010002,71.510002,4616900,57.576214
"2016-02-10",72.07,73.300003,71.712997,72.110001,2520100,58.059292
"2016-02-11",70.900002,71.959999,70.174004,71.440002,3041500,57.519844
"2016-02-12",72.199997,72.449997,71.019997,71.919998,2985800,57.906311
"2016-02-16",72.900002,73.059998,71.919998,72.309998,3852100,58.220322
"2016-02-17",73,74.389999,72.5,74.239998,3628100,59.774261
"2016-02-18",74.080002,74.290001,73.339996,73.449997,2755200,59.138187
"2016-02-19",72.900002,73.693001,72.830002,73.519997,4333500,59.194542
"2016-02-22",74.389999,74.389999,72.209999,73.330002,2916700,59.041588
"2016-02-23",73.099998,73.489998,72.559998,72.82,2805600,58.630962
"2016-02-24",72.330002,73.330002,71.824997,72.989998,3526500,58.767834
"2016-02-25",73.410004,74.980003,73.330002,74.959999,4962300,60.353989
"2016-02-26",78.800003,78.900002,76.650002,77.839996,10319700,62.672813
"2016-02-29",77.279999,78,76.93,77.019997,4885500,62.012573
"2016-03-01",77.660004,77.919998,76.919998,77.660004,5445500,62.52787
"2016-03-02",77.610001,77.800003,76.120003,77.489998,5075800,62.39101
"2016-03-03",77.300003,77.550003,76.459999,77.370003,3239900,62.294373
"2016-03-04",77.910004,77.919998,76.260002,77.199997,3677800,62.157501
"2016-03-07",77.010002,77.389999,76.139999,76.5,2574800,61.593899
"2016-03-08",76.010002,77.150002,75.940002,76.290001,2783700,61.424828
"2016-03-09",76.669998,77,75.800003,76.629997,2631300,61.698578
"2016-03-10",76.980003,77.146004,75.550003,76.220001,2107200,61.368462
"2016-03-11",77.260002,77.349998,76.410004,76.949997,2342700,61.956219
"2016-03-14",76.879997,77.769997,76.099998,77.57,2278300,62.455414
"2016-03-15",77.459999,77.82,76.82,77.779999,2924700,62.624504
"2016-03-16",77.980003,78.110001,76.949997,78.029999,3400000,63.293694
"2016-03-17",77.580002,78.099998,76.739998,78.010002,4506000,63.277462
"2016-03-18",78.379997,78.389999,76.769997,77.309998,9081000,62.70966
"2016-03-21",76.970001,77.5,76.169998,76.589996,3203400,62.125622
"2016-03-22",76.989998,77.025002,76.029999,76.440002,2615600,62.003967
"2016-03-23",76.57,77.059998,76.209999,76.809998,2295800,62.304092
"2016-03-24",76.769997,77.269997,75.859001,76.459999,3356700,62.020199
"2016-03-28",76.620003,77.93,76.059998,77.760002,3581800,63.074696
"2016-03-29",77.580002,78.809998,77.029999,78.800003,3907400,63.918274
"2016-03-30",78.919998,79.050003,78.269997,78.900002,3339900,63.999382
"2016-03-31",78.949997,78.949997,78.279999,78.559998,3400300,63.723583
"2016-04-01",78.529999,79.160004,78.114998,79.080002,3418200,64.145393
"2016-04-04",78.970001,79.089996,78.379997,78.849998,3495200,63.958817
"2016-04-05",78.470001,78.849998,77.889999,78.010002,2679600,63.277462
"2016-04-06",78.419998,78.419998,77.5,78.360001,2421900,63.561378
"2016-04-07",78.019997,78.290001,77.025002,77.5,3216400,62.863785
"2016-04-08",77.970001,78.599998,77.540001,78.470001,2139000,63.650597
"2016-04-11",78.730003,79,77.849998,77.910004,2894800,63.196369
"2016-04-12",78,78.629997,77.540001,78.330002,2348300,63.537022
"2016-04-13",78.68,78.730003,77.089996,77.400002,3246400,62.782658
"2016-04-14",77.400002,77.815002,76.889999,77.169998,3150500,62.596104
"2016-04-15",77.559998,78.290001,77.129997,78.050003,3042200,63.309917
"2016-04-18",77.919998,78.360001,77.269997,78.339996,2207300,63.545155
"2016-04-19",78.339996,78.879997,77.860001,78.300003,2591200,63.512718
"2016-04-20",78.339996,78.68,77.5,77.919998,1867400,63.20446
"2016-04-21",77.790001,77.919998,76.640999,76.739998,2110700,62.247299
"2016-04-22",76.699997,78.150002,76.699997,78.099998,2409800,63.35046
"2016-04-25",77.879997,78.839996,77.540001,78.730003,2323800,63.861496
"2016-04-26",78.709999,79.550003,78.510002,78.699997,2315700,63.837154
"2016-04-27",79.220001,79.5,77.989998,79.099998,2249600,64.161598
"2016-04-28",78.550003,79.230003,78.089996,78.360001,1962600,63.561378
"2016-04-29",77.610001,78.285004,77.129997,78.07,3208700,63.326141
"2016-05-02",78.07,80.25,78,79.519997,3700700,64.502289
"2016-05-03",79.019997,79.290001,78.221001,78.68,2508200,63.820938
"2016-05-04",78.480003,80.300003,78.290001,79.980003,4687000,64.875404
"2016-05-05",82.959999,84.169998,82.5,82.970001,8629300,67.300743
"2016-05-06",82.830002,84.040001,81.940002,84,3993600,68.136215
"2016-05-09",84,84.790001,83.639999,84.260002,3272300,68.347137
"2016-05-10",84.440002,86.199997,84.230003,86.139999,3593700,69.87207
"2016-05-11",85.970001,86.540001,85.190002,85.199997,2824500,69.109589
"2016-05-12",85.480003,86.660004,85.150002,86.339996,2427500,70.034294
"2016-05-13",86.029999,86.449997,84.720001,85.129997,2857300,69.052803
"2016-05-16",85.330002,86.239998,85.040001,85.870003,2061900,69.653084
"2016-05-17",85.690002,86.059998,81.769997,82.160004,7395100,66.64373
"2016-05-18",81.949997,82.278999,80.459999,81.18,8695600,65.848801
"2016-05-19",80.849998,83.019997,80.610001,83,3932800,67.325081
"2016-05-20",82.400002,82.860001,81.82,82.419998,2720100,66.854607
"2016-05-23",82.510002,83.25,82.419998,82.809998,1996900,67.170975
"2016-05-24",83.129997,84.375,82.699997,84.220001,2385600,68.31469
"2016-05-25",83.559998,84.779999,83.129997,84.269997,2563100,68.825134
"2016-05-26",84.019997,84.82,83.760002,83.809998,2424000,68.44944
"2016-05-27",83.660004,84.260002,83.5,84.099998,1272800,68.686279
"2016-05-31",84.160004,84.440002,82.674004,83.190002,3943700,67.943069
"2016-06-01",83.089996,83.989998,83,83.949997,1955400,68.563797
"2016-06-02",83.879997,84.790001,83.550003,84.779999,2207200,69.241653
"2016-06-03",85,85.419998,84.699997,85.300003,3031400,69.666359
"2016-06-06",85.5,85.599998,84.690002,84.989998,2551900,69.41317
"2016-06-07",85.169998,85.68,84.620003,84.75,2454400,69.217148
"2016-06-08",85.059998,85.419998,84.330002,85.18,1757200,69.568344
"2016-06-09",84.919998,85.730003,84.779999,85.620003,2098600,69.927711
"2016-06-10",85.599998,85.599998,84.709999,85.339996,2118000,69.69902
"2016-06-13",85.269997,85.75,84.644997,84.949997,2790400,69.380508
"2016-06-14",84.940002,85.290001,84.330002,84.879997,2637500,69.323326
"2016-06-15",85,85.389999,84.360001,84.839996,2967400,69.290672
"2016-06-16",84.68,85.32,83.980003,85.279999,2333400,69.650009
"2016-06-17",85.339996,85.370003,84.019997,84.82,5526500,69.274323
"2016-06-20",85.489998,86.5,85.237999,85.5,2854100,69.829712
"2016-06-21",85.540001,86.440002,85.489998,85.690002,1953700,69.984863
"2016-06-22",85.940002,85.989998,85.080002,85.209999,1961400,69.592842
"2016-06-23",85.940002,86.388,85.425003,86.370003,2452200,70.54026
"2016-06-24",83.699997,85.099998,83.419998,83.730003,11942100,68.384094
"2016-06-27",83.230003,83.849998,82.5,83.629997,3458500,68.302429
"2016-06-28",83.876999,84.790001,83,84.769997,3569400,69.233498
"2016-06-29",85.029999,86.330002,84.699997,86.099998,3348300,70.319725
"2016-06-30",86.389999,88.629997,86.169998,88.480003,5571200,72.263527
"2016-07-01",88.580002,89.400002,88.150002,88.239998,2551300,72.067513
"2016-07-05",88.190002,89.489998,87.5,88.739998,3320400,72.475868
"2016-07-06",88.650002,89.764999,88.25,89.739998,3331700,73.292587
"2016-07-07",89.57,89.82,88.809998,89.309998,2525600,72.941414
"2016-07-08",89.93,90.260002,89.129997,89.849998,3703300,73.382431
"2016-07-11",89.93,90.150002,89.309998,89.839996,2860500,73.37426
"2016-07-12",89.489998,89.720001,87.629997,87.800003,4362900,71.70816
"2016-07-13",87.830002,89.080002,87.629997,89.019997,2702400,72.704552
"2016-07-14",89.139999,89.247002,87.860001,88.339996,3457800,72.149193
"2016-07-15",88.900002,89.220001,88.129997,88.860001,2311700,72.573883
"2016-07-18",89.080002,89.300003,88.540001,89.099998,1769400,72.769897
"2016-07-19",88.839996,89.110001,88.260002,88.970001,1751700,72.663734
"2016-07-20",88.870003,88.949997,87.940002,88.169998,2229500,72.01033
"2016-07-21",88.099998,88.190002,87.327003,87.639999,2081100,71.577477
"2016-07-22",88.019997,88.489998,87.815002,88.160004,2022900,72.002174
"2016-07-25",88.160004,88.43,87.830002,88.410004,1447400,72.20636
"2016-07-26",88.540001,88.790001,87.040001,87.059998,1553100,71.103783
"2016-07-27",87.379997,87.459999,85.199997,85.629997,3931700,69.935867
"2016-07-28",85.68,86.209999,85.239998,85.959999,2190300,70.205391
"2016-07-29",86.230003,86.629997,85.860001,86.389999,1778900,70.556572
"2016-08-01",86.300003,86.580002,85.519997,85.970001,2778500,70.213554
"2016-08-02",85.75,85.75,84.639999,85.150002,2832300,69.543854
"2016-08-03",85.309998,85.475998,84.25,84.900002,2491500,69.339653
"2016-08-04",85.129997,85.639999,84.68,85.540001,3221800,69.862373
"2016-08-05",89.849998,90.489998,88.5,88.790001,5106200,72.516708
"2016-08-08",88.709999,88.790001,87.589996,88.75,2428000,72.484047
"2016-08-09",88.93,89.989998,88.735001,89.779999,2275800,73.325264
"2016-08-10",89.769997,89.949997,88.970001,89.349998,1423100,72.974083
"2016-08-11",89.709999,90.43,89.290001,89.440002,2588800,73.0476
"2016-08-12",89.230003,90.470001,89.230003,89.559998,1539100,73.145576
"2016-08-15",89.709999,89.889999,88.849998,89.080002,1661000,72.753571
"2016-08-16",89.029999,89.169998,88.254997,88.959999,2259300,72.655563
"2016-08-17",89.050003,89.470001,88.239998,89.410004,1832700,73.023087
"2016-08-18",89.300003,89.860001,89.099998,89.760002,1823000,73.308929
"2016-08-19",89.599998,90.199997,89.349998,89.919998,1694900,73.439606
"2016-08-22",89.879997,90.389999,89.519997,89.970001,2092800,73.480438
"2016-08-23",90.25,90.480003,89.347,89.470001,2020000,73.072075
"2016-08-24",88.839996,88.989998,88.029999,88.949997,2581200,73.137871
"2016-08-25",88.989998,89.940002,88.693001,88.900002,1825900,73.096756
"2016-08-26",89.040001,89.449997,87.919998,88.169998,1863600,72.496513
"2016-08-29",88.349998,88.809998,88.129997,88.57,1685100,72.825417
"2016-08-30",88.629997,88.824997,87.769997,87.970001,1841500,72.332077
"2016-08-31",88.110001,89.82,88.110001,89.489998,2696400,73.581871
"2016-09-01",89.57,89.709999,88.540001,89.480003,2215500,73.573654
"2016-09-02",89.900002,90.540001,89.110001,89.610001,2062100,73.680542
"2016-09-06",89.690002,90.18,89.135002,89.739998,1786400,73.787415
"2016-09-07",89.230003,89.809998,88.959999,89.790001,3344800,73.828545
"2016-09-08",89.699997,89.790001,88.709999,89.190002,2191600,73.335197
"2016-09-09",88.239998,88.370003,85.949997,85.970001,3837900,70.687614
"2016-09-12",85.580002,88.699997,85.349998,88.559998,3015000,72.8172
"2016-09-13",89.269997,89.269997,87.449997,88.269997,2579800,72.578735
"2016-09-14",88.129997,88.82,87.379997,87.68,1898400,72.09362
"2016-09-15",87.360001,89.260002,87.32,89.169998,1912600,73.318756
"2016-09-16",88.830002,89.129997,87.650002,88.940002,4476800,73.129654
"2016-09-19",88.879997,89,86.900002,86.970001,4032400,71.509842
"2016-09-20",87.480003,87.720001,87.099998,87.120003,3018400,71.633179
"2016-09-21",87.260002,88.160004,86.760002,87.910004,2592400,72.282738
"2016-09-22",88.629997,89.160004,88.339996,89.050003,1516800,73.220085
"2016-09-23",89.190002,89.5,88.669998,88.830002,1467000,73.039192
"2016-09-26",88.779999,88.980003,88.059998,88.529999,1487400,72.792503
"2016-09-27",88.760002,89.489998,88.519997,89.230003,1530300,73.368088
"2016-09-28",89.580002,89.620003,88.809998,89.550003,1628700,73.631218
"2016-09-29",89.230003,89.43,88.410004,88.57,1411800,72.825417
"2016-09-30",89,89.910004,88.849998,89.510002,2499200,73.59832
"2016-10-03",89.25,89.459999,88.75,89.080002,1857900,73.244759
"2016-10-04",89.290001,89.290001,87.690002,88.019997,1940500,72.373184
"2016-10-05",88.32,88.32,87.339996,87.379997,1910900,71.846939
"2016-10-06",87.029999,87.660004,86.779999,87.489998,1172000,71.937393
"2016-10-07",87.760002,87.760002,86.699997,87.400002,1723500,71.863403
"2016-10-10",87.440002,88.669998,87.440002,88.5,2012500,72.767845
"2016-10-11",88.239998,88.5,87.059998,87.239998,2508700,71.731842
"2016-10-12",88.459999,88.459999,87,87.139999,3072600,71.649605
"2016-10-13",86.790001,87.32,86.5,87.050003,2861900,71.575615
"2016-10-14",87.339996,88.699997,87.059998,88.529999,2388900,72.792503
"2016-10-17",88.720001,89,88.029999,88.830002,2208400,73.039192
"2016-10-18",90.089996,90.150002,88.900002,88.93,2740000,73.121407
"2016-10-19",88.93,88.949997,87.550003,88.080002,2721000,72.422516
"2016-10-20",87.220001,88.760002,87.220001,87.959999,2662100,72.32386
"2016-10-21",87.650002,88.18,86.980003,87.919998,2086600,72.290962
"2016-10-24",88.610001,89.220001,88.511002,88.910004,1744500,73.10498
"2016-10-25",89.230003,89.68,88.169998,88.360001,3220100,72.652748
"2016-10-26",88.510002,88.699997,87.910004,88.080002,1513400,72.422516
"2016-10-27",88.169998,88.370003,87.181,87.690002,2127800,72.101852
"2016-10-28",87.480003,88.669998,87.480003,88.080002,1771100,72.422516
"2016-10-31",88.440002,89.160004,88.309998,88.949997,3577400,73.137871
"2016-11-01",89,89.18,88.110001,88.370003,2542700,72.660973
"2016-11-02",88.629997,88.690002,87.980003,88.150002,1916700,72.480064
"2016-11-03",88.120003,88.370003,86.129997,86.25,5041900,70.917831
"2016-11-04",82.029999,85.239998,81,84.050003,7825200,69.108902
"2016-11-07",85.32,86.089996,84.300003,86.029999,4101100,70.736931
"2016-11-08",86.230003,88.839996,86.07,88.339996,2791200,72.636299
"2016-11-09",86.18,86.970001,84.18,84.940002,5097200,69.840691
"2016-11-10",85.029999,85.529999,80.559998,81.419998,7643600,66.946419
"2016-11-11",81,81.739998,80.160004,81.209999,4151100,66.77375
"2016-11-14",81.010002,81.629997,79.919998,80.080002,4463400,65.844643
"2016-11-15",80.57,81.720001,80.220001,81.139999,5723900,66.716209
"2016-11-16",81.379997,82.75,81.290001,82.400002,3327200,67.75222
"2016-11-17",82.309998,82.839996,81.5,82.839996,3161600,68.113998
"2016-11-18",82.699997,82.93,82.019997,82.529999,2715700,67.859108
"2016-11-21",82.529999,83.82,82.205002,83.639999,2508600,68.771797
"2016-11-22",83.860001,84.470001,83.699997,84.089996,2648000,69.141808
"2016-11-23",83.800003,84.309998,81.730003,82.440002,3459900,67.785103
"2016-11-25",82.629997,83.290001,82.629997,82.949997,1230300,68.204437
"2016-11-28",82.949997,83.669998,82.360001,83.220001,2642300,68.426445
"2016-11-29",83.400002,84.5,83.129997,84,3744600,69.067795
"2016-11-30",83.099998,83.510002,81.650002,81.650002,3309900,67.618538
"2016-12-01",81.510002,81.779999,79.93,80.489998,4043300,66.657883
"2016-12-02",80.739998,81.519997,80.349998,80.910004,2779300,67.005692
"2016-12-05",80.910004,81.150002,80.114998,80.279999,4415500,66.483971
"2016-12-06",80.610001,80.877998,79.690002,79.959999,3566800,66.218956
"2016-12-07",80.440002,83.209999,80.269997,82.949997,4870200,68.695114
"2016-12-08",82.589996,82.790001,81.860001,82.309998,2497500,68.165115
"2016-12-09",82.550003,83.792999,82.07,83.779999,2380900,69.382507
"2016-12-12",83.599998,84.830002,83.290001,84.199997,2536300,69.730316
"2016-12-13",84.599998,85.599998,84.029999,84.940002,3644100,70.343147
"2016-12-14",84.980003,85.400002,83.720001,84.360001,3348600,69.862823
"2016-12-15",85.129997,86.059998,84.129997,85.370003,4410100,70.699249
"2016-12-16",85.879997,86.559998,84.860001,86.459999,6037700,71.601936
"2016-12-19",86.349998,86.889999,85.720001,86.599998,3365400,71.717865
"2016-12-20",86.279999,86.599998,85.330002,85.980003,2665500,71.204422
"2016-12-21",85.93,86.989998,85.800003,86.610001,2202000,71.726166
"2016-12-22",86.449997,87.290001,86.300003,87.279999,1966300,72.281021
"2016-12-23",87.099998,87.620003,86.959999,87.57,2484700,72.521179
"2016-12-27",87.660004,88.080002,87.300003,87.580002,1993200,72.529465
"2016-12-28",87.5,87.769997,87.029999,87.309998,1384800,72.305862
"2016-12-29",87.300003,88.150002,87.300003,87.93,1837800,72.819313
"2016-12-30",88.019997,88.160004,87.07,87.32,2051400,72.314125
"2017-01-03",87.849998,87.970001,86.400002,87.529999,3104600,72.488052
"2017-01-04",87.519997,87.970001,86.900002,87.029999,2274900,72.073975
"2017-01-05",86.900002,87.300003,86.080002,86.529999,3037400,71.659904
"2017-01-06",86.529999,86.629997,85.830002,86.309998,2450200,71.477707
"2017-01-09",86.25,86.474998,85.589996,86.07,2482400,71.278946
"2017-01-10",85.849998,86.300003,85.410004,85.910004,2539900,71.146454
