"dates","MA.Open","MA.High","MA.Low","MA.Close","MA.Volume","MA.Adjusted"
"2010-06-07",19.729,20.549999,19.726999,20.007,26819000,18.924099
"2010-06-08",20.112,20.233,19.535,19.754,33612000,18.68479
"2010-06-09",19.799999,20.062,19.375999,19.546,26857000,18.488052
"2010-06-10",19.823999,20.629999,19.799999,20.511999,45764000,19.401764
"2010-06-11",20.4,20.544001,20.156,20.488001,19569000,19.379068
"2010-06-14",20.684,20.731001,20.311001,20.417,12166000,19.311905
"2010-06-15",20.545,20.974001,20.288,20.957001,18280000,19.82268
"2010-06-16",20.715,21.146999,20.627001,21.062,15745000,19.921995
"2010-06-17",21.215,21.716999,21.111,21.4,22337000,20.241699
"2010-06-18",21.548,21.643999,21.239,21.426001,13863000,20.266293
"2010-06-21",21.573,23.048,21.271999,22.334,53737000,21.125143
"2010-06-22",22.334,22.698,22.058001,22.094,22197000,20.898138
"2010-06-23",22.176001,22.226,21.546,21.985001,13795000,20.795033
"2010-06-24",21.775,22.1,21.336,21.489,12283000,20.32589
"2010-06-25",21.466999,21.839001,21.118,21.839001,18498000,20.656946
"2010-06-28",21.799999,21.908001,21.113001,21.152,12425000,20.007135
"2010-06-29",21,21,20.115,20.299,17984000,19.200298
"2010-06-30",20.332001,20.566,19.943001,19.952999,27037000,18.873026
"2010-07-01",19.955,20.447001,19.471001,20.27,17029000,19.18729
"2010-07-02",20.486,20.489,20.07,20.277,8444000,19.193913
"2010-07-06",20.399,20.6,19.806,20.003,16346000,18.934553
"2010-07-07",20.056999,20.757,20.056999,20.757,12675000,19.648275
"2010-07-08",20.818001,21,20.667,20.966999,9491000,19.847061
"2010-07-09",21.077999,21.552,20.855,21.552,11867000,20.400816
"2010-07-12",21.302999,21.584999,21.129999,21.367001,7162000,20.225695
"2010-07-13",21.639999,21.688,21.08,21.462999,16830000,20.31657
"2010-07-14",21.5,21.599001,21.214001,21.316999,8180000,20.178364
"2010-07-15",21.406,21.406,20.863001,21.181,8167000,20.049631
"2010-07-16",20.643999,20.681999,19.722,19.722,28878000,18.668552
"2010-07-19",19.766001,19.948,19.407,19.583,23196000,18.536991
"2010-07-20",19.299999,20.538,19.299999,20.530001,17403000,19.433401
"2010-07-21",20.698,20.787001,20.129,20.15,11656000,19.073694
"2010-07-22",20.493999,20.93,20.35,20.84,9643000,19.726841
"2010-07-23",20.82,21.327,20.768999,21.294001,9821000,20.156597
"2010-07-26",21.365,21.705,21.139999,21.283001,9821000,20.146183
"2010-07-27",21.455,21.556,21.239,21.423,7514000,20.278702
"2010-07-28",21.273001,21.49,21.009001,21.009001,8818000,19.886816
"2010-07-29",21.011999,21.174,20.450001,20.837,14649000,19.724003
"2010-07-30",20.551001,21.041,20.551001,21.004,7863000,19.882086
"2010-08-02",20.747999,20.812,20.118,20.252001,29181000,19.170252
"2010-08-03",19.857,20.459999,19.799999,20.091,31650000,19.017851
"2010-08-04",20.259001,20.539,20.000999,20.530001,17868000,19.433401
"2010-08-05",20.393999,20.539,20.107,20.163,18692000,19.086008
"2010-08-06",20,20.799999,20,20.742001,18455000,19.634083
"2010-08-09",20.959999,21.507,20.816,21.489,19632000,20.341183
"2010-08-10",21.375,21.740999,21.17,21.635,16622000,20.479382
"2010-08-11",21.252001,21.466,20.966,20.966,16610000,19.846107
"2010-08-12",20.82,21.333,20.700001,21.183001,11462000,20.051531
"2010-08-13",21.284,21.299999,21.039,21.063999,8246000,19.938875
"2010-08-16",20.919001,21.233999,20.802,21.044001,6006000,19.919949
"2010-08-17",21.125,21.499001,21.062,21.403,7613000,20.259773
"2010-08-18",21.5,21.514,21.219,21.285999,5574000,20.149023
"2010-08-19",21.274,21.396,20.860001,20.889,8567000,19.773222
"2010-08-20",20.827,21.039,20.481001,20.636999,7899000,19.534681
"2010-08-23",20.833,20.854,20.468,20.518999,6293000,19.422991
"2010-08-24",20.365999,20.527,20.219,20.250999,15151000,19.169304
"2010-08-25",20.142,20.766001,20.106001,20.611,8058000,19.510084
"2010-08-26",20.700001,20.818001,20.287001,20.316999,6801000,19.231779
"2010-08-27",20.421,20.662001,20.15,20.662001,5447000,19.558344
"2010-08-30",20.764999,20.764999,20.232,20.27,4973000,19.18729
"2010-08-31",20.200001,20.242001,19.705999,19.836,18184000,18.776474
"2010-09-01",20.099001,20.296,19.950001,20.108,13209000,19.033945
"2010-09-02",20.264,20.473,20.112,20.473,8231000,19.379444
"2010-09-03",20.65,20.749001,20.547001,20.698,6988000,19.592428
"2010-09-07",20.465,20.593,20.000999,20.052,10815000,18.98093
"2010-09-08",19.952,20.17,19.431999,19.440001,21383000,18.401627
"2010-09-09",19.701,19.708,19.120001,19.198,21207000,18.172552
"2010-09-10",19.273001,19.827999,19.246,19.813999,14930000,18.75565
"2010-09-13",19.667,19.67,19.1,19.302999,39157000,18.271942
"2010-09-14",19.336,20.125,19.323999,19.975,22223000,18.908047
"2010-09-15",20.416,21.302999,20.414,21.018,45712000,19.895344
"2010-09-16",21.07,21.337999,20.825001,21.028999,21782000,19.905745
"2010-09-17",21.15,21.434999,20.996,21.367001,18033000,20.225695
"2010-09-20",21.4,21.871,21.152,21.871,17232000,20.702772
"2010-09-21",21.837,21.944,21.469,21.698999,17864000,20.539961
"2010-09-22",21.625,21.989,21.412001,21.903,13085000,20.733065
"2010-09-23",21.712,22.318001,21.712,21.943001,18314000,20.770931
"2010-09-24",22.129999,22.299999,21.959999,22.157,11947000,20.973497
"2010-09-27",22.1,22.450001,22.080999,22.237,9131000,21.049223
"2010-09-28",22.261999,22.34,22.035,22.299999,9990000,21.108856
"2010-09-29",22.236,22.412001,22.155001,22.263,11578000,21.073832
"2010-09-30",22.381001,22.629999,22.275999,22.4,12062000,21.203516
"2010-10-01",22.5,22.6,22.27,22.478001,9572000,21.277348
"2010-10-04",22.558001,22.716,21.9,22.264,14600000,21.074778
"2010-10-05",22.601999,22.799,22.427,22.59,12251000,21.383366
"2010-10-06",22.594999,22.594999,22.174,22.33,8055000,21.137259
"2010-10-07",22.466999,22.5,22.076,22.086,5982000,20.92034
"2010-10-08",22.111,22.305,21.93,22.259001,8618000,21.084213
"2010-10-11",22.231001,22.423,22.110001,22.285999,4560000,21.109779
"2010-10-12",22.164,22.266001,22,22.212999,6982000,21.040638
"2010-10-13",22.299999,23.141001,22.282,23.089001,18800000,21.870398
"2010-10-14",23.082001,23.434999,22.926001,23.266001,19475000,22.038067
"2010-10-15",23.368,23.563999,23.103001,23.370001,10996000,22.136576
"2010-10-18",23.49,23.684,23.422001,23.545,8128000,22.302332
"2010-10-19",23.361,24.056,23.25,23.705,15936000,22.453892
"2010-10-20",23.714001,24.16,23.483999,24.052,9217000,22.782583
"2010-10-21",24.044001,24.625,24.044001,24.319,11449000,23.035494
"2010-10-22",24.4,24.523001,24.110001,24.264,6182000,22.983395
"2010-10-25",24.41,24.85,24.327999,24.514999,9933000,23.221142
"2010-10-26",24.5,24.594999,24.268,24.351999,9054000,23.066746
"2010-10-27",24.259001,24.622,24.259001,24.576,9034000,23.278925
"2010-10-28",24.490999,24.490999,23.742001,23.952,13105000,22.687855
"2010-10-29",23.995001,24.349001,23.93,24.006001,8065000,22.739002
"2010-11-01",24.261,24.295,23.823,23.899,8713000,22.637651
"2010-11-02",24.75,24.829,24.318001,24.598,18490000,23.299765
"2010-11-03",24.67,25.200001,24.65,25.183001,15721000,23.853886
"2010-11-04",25.25,25.497999,25.129999,25.489,11751000,24.143742
"2010-11-05",25.649,25.688999,25.365999,25.629,10195000,24.276348
"2010-11-08",25.5,25.587999,25.125,25.275999,8045000,23.94198
"2010-11-09",25.312,25.379999,25.066,25.152,6244000,23.824528
"2010-11-10",25.201,25.4,25.09,25.357,5776000,24.018703
"2010-11-11",25.207001,25.487,25.141001,25.207001,4812000,23.876623
"2010-11-12",25.002001,25.1,24.261,24.316999,11052000,23.033594
"2010-11-15",24.282,24.749001,23.973,24.292999,8058000,23.010868
"2010-11-16",24.07,24.07,23.271999,23.306,14991000,22.075953
"2010-11-17",23.374001,23.905001,23.291,23.457001,10875000,22.218987
"2010-11-18",23.806999,24.360001,23.67,24.249001,10571000,22.969185
"2010-11-19",24.423,24.499001,24.174999,24.388,9330000,23.100842
"2010-11-22",24.252001,24.416,24.1,24.341,6292000,23.05633
"2010-11-23",24.152,24.236,23.548,23.565001,11405000,22.321287
"2010-11-24",23.65,24.086,23.65,23.778999,9015000,22.523987
"2010-11-26",23.694,23.694,23.299999,23.514999,7351000,22.27392
"2010-11-29",23.49,23.606001,23.000999,23.556,8736000,22.312757
"2010-11-30",23.379999,23.857,23.301001,23.702999,15648000,22.452
"2010-12-01",24.191999,25,24.066,24.819,14105000,23.5091
"2010-12-02",24.809999,24.919001,24.528,24.919001,10802000,23.603819
"2010-12-03",24.799,24.938999,24.518,24.908001,7642000,23.593403
"2010-12-06",24.725,25.360001,24.725,25.316,7605000,23.979872
"2010-12-07",25.451,25.566,24.650999,24.677999,8389000,23.375544
"2010-12-08",24.669001,25.075001,24.618,25.063999,8361000,23.741167
"2010-12-09",25.049,25.414,24.68,25.122,7740000,23.796101
"2010-12-10",25.153,25.476,25.033001,25.476,8104000,24.131424
"2010-12-13",25.458,26.072001,25.254999,25.934999,13835000,24.566198
"2010-12-14",25.955,26,25.370001,25.412001,7172000,24.070807
"2010-12-15",25.497,25.6,24.790001,24.922001,12579000,23.606667
"2010-12-16",25,25.400999,21.83,22.349001,90628000,21.16946
"2010-12-17",22.417999,22.521999,21.5,22.125999,63476000,20.958235
"2010-12-20",22.129999,22.489,22.101,22.354,27406000,21.174202
"2010-12-21",22.48,22.6,21.851,21.978001,32115000,20.818045
"2010-12-22",21.959999,22.146999,21.542,21.74,24424000,20.592602
"2010-12-23",21.729,21.847,21.674,21.83,12985000,20.677856
"2010-12-27",21.83,22.518,21.754,22.465,14670000,21.279343
"2010-12-28",22.500999,22.674999,22.309,22.452,9294000,21.267023
"2010-12-29",22.440001,22.613001,22.370001,22.546,6478000,21.356066
"2010-12-30",22.5,22.6,22.354,22.372,7649000,21.191244
"2010-12-31",22.353001,22.568001,22.305,22.410999,3826000,21.228189
"2011-01-03",22.643999,22.648001,21.933001,22.084999,19272000,20.919395
"2011-01-04",22.122999,22.370001,22.087999,22.370001,13638000,21.18935
"2011-01-05",22.370001,23.183001,22.368999,23.028999,27856000,21.81357
"2011-01-06",23.159,23.264999,22.809999,23.112,15872000,21.90646
"2011-01-07",23.114,23.348,22.903999,23.108999,13989000,21.903614
"2011-01-10",23.135,23.215,22.910999,23.02,10565000,21.819256
"2011-01-11",23.120001,23.200001,22.839001,22.940001,8972000,21.743437
"2011-01-12",23.059999,23.283001,22.973,23.283001,10265000,22.068537
"2011-01-13",23.284,23.351,23.129,23.351,7222000,22.132992
"2011-01-14",23.368999,23.691,23.33,23.691,10951000,22.455261
"2011-01-18",23.622,23.898001,23.622,23.763,6672000,22.523504
"2011-01-19",23.672001,23.749001,23.525999,23.535999,12053000,22.30834
"2011-01-20",23.374001,23.884001,22.802999,23.51,29098000,22.283697
"2011-01-21",23.700001,23.700001,23.332001,23.353001,7896000,22.134899
"2011-01-24",23.354,23.98,23.346001,23.9,10130000,22.65336
"2011-01-25",23.899,24.193001,23.518,24.153999,13369000,22.894108
"2011-01-26",24.360001,24.360001,23.801001,24.018,6900000,22.765213
"2011-01-27",24.058001,24.124001,23.797001,23.910999,5775000,22.663788
"2011-01-28",23.916,24.052,23.457001,23.487,6191000,22.2619
"2011-01-31",23.4,23.657,23.274,23.650999,6239000,22.417349
"2011-02-01",23.031,24.188,23.031,23.815001,9623000,22.572794
"2011-02-02",23.846001,24.236,23.816999,23.938999,10310000,22.690325
"2011-02-03",23.9,24.797001,23.705,24.539,18662000,23.259027
"2011-02-04",24.58,24.943001,24.4,24.724001,7830000,23.434383
"2011-02-07",24.726999,25.136999,24.726999,24.997999,6289000,23.694086
"2011-02-08",25.198999,25.198999,24.836,24.961,5801000,23.65901
"2011-02-09",24.854,25.160999,24.75,24.85,6012000,23.553806
"2011-02-10",24.747,25.299999,24.747,25.212999,7186000,23.897871
"2011-02-11",25.075001,25.483999,25.042999,25.349001,5565000,24.026779
"2011-02-14",25.254,25.872999,25.254,25.496,11144000,24.166111
"2011-02-15",25.521,25.656,25.400999,25.610001,6887000,24.27416
"2011-02-16",25.684999,25.882999,25.378,25.438,8418000,24.111135
"2011-02-17",25.035999,25.4,24.861,25.181999,14951000,23.86849
"2011-02-18",25.200001,25.318001,24.966,25.073999,8877000,23.766125
"2011-02-22",24.531,25.052999,24.414,24.738001,6916000,23.447647
"2011-02-23",24.738001,24.93,24.409,24.412001,8440000,23.138653
"2011-02-24",24.5,24.655001,24.296,24.417999,9580000,23.144339
"2011-02-25",24.67,24.934,24.500999,24.671,9826000,23.384148
"2011-02-28",24.757999,24.785,24.042,24.056,13373000,22.801214
"2011-03-01",24.250999,24.698999,24.035999,24.035999,12126000,22.782263
"2011-03-02",24.110001,24.695,24.040001,24.618,7798000,23.333906
"2011-03-03",24.694,25.17,24.672001,25.165001,10239000,23.852379
"2011-03-04",24.99,25.177999,24.857,24.975,6887000,23.672283
"2011-03-07",24.990999,25.289,24.645,24.726999,7923000,23.437223
"2011-03-08",24.722,25.156,24.5,24.9,8048000,23.601196
"2011-03-09",24.870001,25.184999,24.742001,24.798,8961000,23.504517
"2011-03-10",24.747999,24.747999,24.211,24.356001,10315000,23.085575
"2011-03-11",24.202,24.9,24.202,24.841999,5006000,23.546217
"2011-03-14",24.719999,24.959,24.622999,24.884001,7354000,23.586035
"2011-03-15",24.301001,24.658001,24.187,24.465,9512000,23.188889
"2011-03-16",24.405001,24.843,24.388,24.43,9587000,23.155712
"2011-03-17",24.655001,24.9,24.229,24.375999,6941000,23.104528
"2011-03-18",24.452999,24.625999,24.139999,24.167999,9169000,22.907381
"2011-03-21",24.333,24.799999,24.333,24.796,7056000,23.502623
"2011-03-22",24.757999,24.93,24.639,24.676001,8083000,23.38888
"2011-03-23",24.663,24.836,24.573999,24.686001,6606000,23.398361
"2011-03-24",24.773001,25.309999,24.551001,25.231001,8619000,23.914932
"2011-03-25",25.202,25.33,24.736,24.77,11570000,23.477972
"2011-03-28",25.076,25.427999,24.783001,25.237,13286000,23.92062
"2011-03-29",25.138,25.291,24.941999,25.171,7479000,23.858061
"2011-03-30",25.655001,26.238001,25.219999,25.365999,19207000,24.042887
"2011-03-31",25.308001,25.573999,25.113001,25.172001,8263000,23.859013
"2011-04-01",25.201,25.513,25.194,25.355,7964000,24.032467
"2011-04-04",25.490999,26.132999,25.486,26.125,9017000,24.762299
"2011-04-05",26.003,26.458,25.940001,26.292999,14002000,24.921535
"2011-04-06",26.389,26.559,26.191,26.548,9952000,25.177597
"2011-04-07",26.549999,26.599001,26.284,26.517,7454000,25.148199
"2011-04-08",26.698999,26.700001,26.299999,26.306,8661000,24.948086
"2011-04-11",26.288,26.745001,26.216,26.660999,7560000,25.284765
"2011-04-12",26.055,26.728001,26.055,26.296,9672000,24.938606
"2011-04-13",26.504,26.996,26.447001,26.976,12726000,25.583502
"2011-04-14",26.802999,26.992001,26.702,26.886999,6235000,25.499096
"2011-04-15",26.900999,26.947001,26.419001,26.757999,12410000,25.376764
"2011-04-18",26.649,26.652,26.348,26.504999,6748000,25.136818
"2011-04-19",26.586,26.886999,26.549,26.705999,5973000,25.327444
"2011-04-20",26.93,27.375,26.854,27.002001,7363000,25.608168
"2011-04-21",27,27.334999,26.895,27.327999,7145000,25.917336
"2011-04-25",27.327999,27.4,27.069,27.143,5667000,25.741882
"2011-04-26",27.112,27.809999,27.112,27.636,6497000,26.209438
"2011-04-27",27.606001,27.625,27.16,27.535999,5516000,26.114601
"2011-04-28",27.533001,27.584,27.402,27.469999,4601000,26.052002
"2011-04-29",27.469999,27.589001,27.344999,27.589001,7510000,26.164864
"2011-05-02",27.697001,28,27.497999,27.528999,8273000,26.107954
"2011-05-03",28.200001,28.68,28.025999,28.238001,14846000,26.780365
"2011-05-04",27.965,28.313,27.823,28.239,10899000,26.781311
"2011-05-05",28.054001,28.198,27.306999,27.450001,10772000,26.033039
"2011-05-06",27.502001,27.77,27.386999,27.424999,6294000,26.009329
"2011-05-09",27.452,27.929001,27.311001,27.877001,5102000,26.437998
"2011-05-10",27.999001,28.164,27.889,28.110001,5248000,26.658968
"2011-05-11",28.1,28.200001,27.705999,27.813,6754000,26.377296
"2011-05-12",27.707001,28.275,27.67,28.209999,7240000,26.753809
"2011-05-13",28.226999,28.274,27.945999,28,5834000,26.554646
"2011-05-16",27.820999,28.219999,27.68,27.915001,6069000,26.474033
"2011-05-17",28.024,28.219999,27.650999,28.205,11190000,26.749063
"2011-05-18",28.002001,28.292999,27.792,28.135,7085000,26.682674
"2011-05-19",28.246,28.475,28.1,28.406,6320000,26.93969
"2011-05-20",28.476999,28.476999,27.732,27.757,9856000,26.324188
"2011-05-23",27.450001,27.556,26.988001,27.195999,9176000,25.79215
"2011-05-24",27.316,27.32,26.841,27.009001,7887000,25.614805
"2011-05-25",26.805,27.552999,26.799999,27.448,9383000,26.031141
"2011-05-26",27.4,28.363001,27.25,28.209999,14866000,26.753809
"2011-05-27",28.219,28.632,28.153,28.524,11587000,27.0516
"2011-05-31",28.677999,28.857,28.545,28.705,9573000,27.223261
"2011-06-01",28.66,28.775999,28.066,28.066,8658000,26.617245
"2011-06-02",28.069,28.580999,27.950001,28.275,8623000,26.815449
"2011-06-03",27.900999,28.268,27.551001,27.705999,7016000,26.275829
"2011-06-06",27.676001,27.773001,27.105,27.191999,9254000,25.788355
"2011-06-07",27.301001,27.715,27.301001,27.42,10541000,26.004581
"2011-06-08",27.257,27.264,25.834,27,30792000,25.606268
"2011-06-09",26.851999,27.308001,26.815001,27.17,8317000,25.767492
"2011-06-10",27.039,27.160999,26.514,26.702999,10220000,25.3246
"2011-06-13",26.702,26.917,26.629,26.742001,9258000,25.361586
"2011-06-14",26.9,27.496,26.854,27.412001,8926000,25.997002
"2011-06-15",27.108,27.568001,27.047001,27.047001,10766000,25.650837
"2011-06-16",27.047001,27.047001,26.514999,26.667999,8746000,25.29141
"2011-06-17",26.826,27.24,26.487,26.608999,12558000,25.235455
"2011-06-20",26.599001,27.066,26.537001,26.995001,6104000,25.601522
"2011-06-21",27.108,27.544001,27.011999,27.403,6106000,25.988466
"2011-06-22",27.306999,27.629999,27.114,27.114,5425000,25.714384
"2011-06-23",26.889999,27.313,26.709999,27.313,6659000,25.903112
"2011-06-24",27.299999,27.42,27.035,27.42,12495000,26.004581
"2011-06-27",27.308001,27.413,27.040001,27.26,8099000,25.852844
"2011-06-28",27.476,27.9,27.393999,27.823,10349000,26.386782
"2011-06-29",27.885,30.981001,27.523001,30.969999,44579000,29.371336
"2011-06-30",30.677999,30.975,29.958,30.134001,37687000,28.578493
"2011-07-01",30.048,31.563999,29.959999,31.447001,24158000,29.823713
"2011-07-05",31.242001,31.773001,31.200001,31.596001,10387000,29.965027
"2011-07-06",31.490999,31.728001,31.202999,31.290001,10999000,29.688917
"2011-07-07",31.246,32.228001,31.246,31.902,21592000,30.2696
"2011-07-08",31.406,31.743999,31.313999,31.528999,10455000,29.915678
"2011-07-11",31.319,31.334999,30.700001,30.746,10621000,29.172749
"2011-07-12",30.816999,30.950001,30.372999,30.391001,13843000,28.835915
"2011-07-13",30.594999,30.995001,30.57,30.589001,12417000,29.023785
"2011-07-14",30.451,31.1,30.451,30.568001,9649000,29.003857
"2011-07-15",30.657,30.93,30.542999,30.754999,10013000,29.18129
"2011-07-18",30.664,30.947001,30.395,30.754999,11773000,29.18129
"2011-07-19",30.934999,31.277,30.837,31.139,10771000,29.545645
"2011-07-20",31.249001,31.278,30.650999,30.827,5922000,29.249607
"2011-07-21",30.993999,31.493,30.858999,31.052,8257000,29.463089
"2011-07-22",31.070999,31.570999,30.902,31.414,6793000,29.806568
"2011-07-25",31.027,31.871,30.968,31.635,7013000,30.01626
"2011-07-26",31.636,31.865,31.237,31.275999,5409000,29.675631
"2011-07-27",31.138,31.35,30.298,30.309,10670000,28.75811
"2011-07-28",30.393,31.212,30.271,30.690001,11385000,29.119617
"2011-07-29",30.205,30.686001,29.959999,30.325001,8973000,28.773287
"2011-08-01",30.823999,31.165001,30.101999,30.412001,7046000,28.855843
"2011-08-02",30.292,30.941,29.849001,29.849001,11625000,28.321653
