"dates","FDX.Open","FDX.High","FDX.Low","FDX.Close","FDX.Volume","FDX.Adjusted"
"2010-04-15",95.300003,97.75,95.300003,95.620003,4342800,87.016823
"2010-04-16",95.239998,95.389999,93.410004,93.870003,3812200,85.424286
"2010-04-19",93.32,94.269997,91.93,92.550003,2866100,84.223015
"2010-04-20",93.339996,93.559998,91.550003,92.040001,3546600,83.758926
"2010-04-21",91.980003,92.5,91.120003,91.5,2628500,83.267517
"2010-04-22",91.010002,91.940002,89.900002,91.709999,3302100,83.458603
"2010-04-23",91.93,92.830002,91.300003,92.809998,2879700,84.459648
"2010-04-26",93.029999,93.989998,92.269997,92.5,2075900,84.177559
"2010-04-27",91.730003,92.709999,89.43,89.720001,2996400,81.647629
"2010-04-28",90.370003,91.419998,89.660004,90.839996,2439400,82.666885
"2010-04-29",91.470001,92.800003,91.279999,92.580002,2325600,84.25032
"2010-04-30",92.419998,93.800003,89.900002,90.010002,2653600,81.911568
"2010-05-03",90.68,92.739998,90.32,92.470001,2985000,84.150223
"2010-05-04",91.029999,91.239998,88.339996,89.370003,3572300,81.32914
"2010-05-05",88.449997,89.639999,87.849998,88.559998,2224600,80.592049
"2010-05-06",87.949997,89.279999,81.5,85.989998,4072400,78.253265
"2010-05-07",86.160004,86.160004,81.800003,83.139999,4864000,75.659691
"2010-05-10",87.029999,88.459999,86.099998,87.720001,3517000,79.827621
"2010-05-11",86.93,89.620003,86.32,88.110001,2894900,80.182518
"2010-05-12",88.620003,89.919998,88,89.760002,1779400,81.684059
"2010-05-13",89.349998,89.620003,87.669998,87.980003,1891100,80.064232
"2010-05-14",87.300003,87.419998,85.010002,85.910004,2682100,78.180435
"2010-05-17",86.129997,86.959999,84,85.889999,2356000,78.16227
"2010-05-18",85.959999,86.82,83.769997,84.059998,3215000,76.49688
"2010-05-19",83.269997,84.709999,82.120003,84.089996,2960600,76.524178
"2010-05-20",82.550003,83.169998,81.019997,81.099998,3747500,73.803238
"2010-05-21",80.139999,83.349998,79.410004,83.059998,4250000,75.586853
"2010-05-24",82.660004,83.470001,81.410004,81.470001,2364300,74.139946
"2010-05-25",79.110001,80.889999,78.290001,80.709999,4349900,73.448296
"2010-05-26",81.440002,82.709999,81.010002,81.639999,3179400,74.294624
"2010-05-27",83.160004,84.290001,82.129997,84.160004,2609600,76.587906
"2010-05-28",84.040001,84.629997,82.669998,83.489998,2313900,75.978203
"2010-06-01",82.489998,83.410004,81.199997,81.290001,2904400,73.976112
"2010-06-02",81.93,83.410004,81.489998,83.32,2242000,75.823471
"2010-06-03",83.839996,84.849998,82.660004,83.980003,2195100,76.424103
"2010-06-04",82.209999,82.620003,78.839996,79.370003,3875300,72.228905
"2010-06-07",79.93,79.93,76.449997,76.519997,4042700,69.6353
"2010-06-08",77.07,79.010002,76.029999,78.68,3405300,71.600967
"2010-06-09",79.379997,80.25,77.120003,77.550003,3436000,70.572617
"2010-06-10",79.139999,80.339996,78.650002,80.260002,2725300,73.038803
"2010-06-11",79.529999,80.739998,78.82,80.629997,2406100,73.375504
"2010-06-14",81.18,82.5,80.75,81.470001,3507100,74.139946
"2010-06-15",82.099998,83.150002,81.629997,83.010002,3561500,75.652817
"2010-06-16",81.400002,82.050003,77.919998,78.07,15058000,71.150627
"2010-06-17",78.5,78.519997,77.129997,78.110001,7910200,71.187103
"2010-06-18",78.470001,78.82,77.910004,78.699997,3733300,71.7248
"2010-06-21",79.690002,80.089996,78.019997,78.580002,3346100,71.615463
"2010-06-22",78.519997,78.959999,75.879997,76.199997,4665900,69.446396
"2010-06-23",76.43,77.220001,75.440002,76.589996,4015900,69.801811
"2010-06-24",76.220001,77.330002,75.690002,75.959999,4112700,69.227646
"2010-06-25",76.120003,76.239998,74.419998,75.959999,8014300,69.227646
"2010-06-28",75.800003,76.550003,74.93,75.129997,3176200,68.471199
"2010-06-29",74.010002,74.269997,70.940002,71.510002,5349400,65.172058
"2010-06-30",71.470001,71.900002,69.980003,70.110001,4570400,63.896111
"2010-07-01",70.709999,72.190002,69.779999,72,6562400,65.618629
"2010-07-02",72.389999,72.599998,71.019997,71.410004,4719000,65.080933
"2010-07-06",72.230003,72.709999,70.059998,70.699997,5745100,64.433838
"2010-07-07",71,72.910004,70.57,72.889999,4839800,66.429741
"2010-07-08",73.489998,74.440002,72.629997,73.68,3219300,67.149704
"2010-07-09",73.870003,74.360001,72.519997,74.220001,3500500,67.641884
"2010-07-12",75.209999,75.400002,73.580002,74.160004,2902600,67.587173
"2010-07-13",75.160004,77.68,75.110001,77.290001,5278600,70.439774
"2010-07-14",77.010002,79.120003,76.910004,78.730003,5260100,71.752144
"2010-07-15",78.75,78.800003,76.239998,77.220001,3884300,70.375992
"2010-07-16",76.800003,76.989998,74.370003,74.610001,3024200,67.997292
"2010-07-19",74.910004,75.220001,73.699997,74.989998,2248000,68.343613
"2010-07-20",74.099998,76.040001,73.260002,75.910004,2303800,69.182076
"2010-07-21",76.529999,76.57,73.349998,74.029999,3010300,67.468719
"2010-07-22",75.709999,78.739998,75.709999,78.529999,4490400,71.569885
"2010-07-23",78.489998,79,77.57,78.959999,2800400,71.961769
"2010-07-26",82.260002,83.639999,82,83.389999,7247800,75.999115
"2010-07-27",84,84.239998,81.809998,82.370003,3282600,75.069572
"2010-07-28",81.75,83.050003,81.410004,82.839996,2931000,75.497871
"2010-07-29",83.470001,83.68,81.150002,82.07,2335400,74.796127
"2010-07-30",81.230003,82.989998,80.669998,82.550003,2453600,75.233574
"2010-08-02",83.900002,84.669998,83.059998,84.599998,2471300,77.101875
"2010-08-03",84.459999,84.459999,82.75,83.629997,2350200,76.217842
"2010-08-04",84.019997,86.089996,83.75,85.959999,3289500,78.341354
"2010-08-05",85.18,86.050003,84.849998,85.75,2478000,78.149948
"2010-08-06",84.559998,85.790001,84.080002,85.32,1845600,77.758087
"2010-08-09",85.559998,87.739998,85.519997,87.290001,2915400,79.553459
"2010-08-10",86.440002,87.470001,85.769997,87.099998,2778100,79.380318
"2010-08-11",85.419998,85.480003,82.470001,83.129997,3736600,75.762177
"2010-08-12",81.75,82.190002,80.889999,81.940002,3022500,74.67765
"2010-08-13",81.779999,82.199997,80.779999,80.800003,1967600,73.63868
"2010-08-16",80.18,81.5,79.879997,80.980003,1942900,73.802727
"2010-08-17",81.949997,84.470001,81.739998,83.760002,2780600,76.336334
"2010-08-18",83.540001,84.550003,82.739998,84.040001,2518900,76.59153
"2010-08-19",83.5,83.919998,80.940002,81.580002,2700000,74.349548
"2010-08-20",81.059998,81.660004,79.980003,81.230003,2572500,74.030594
"2010-08-23",82.269997,83.269997,81.330002,81.440002,2622000,74.221954
"2010-08-24",80.260002,80.690002,78.129997,79.089996,3030200,72.080254
"2010-08-25",78.110001,79.139999,77.25,78.75,2707300,71.77037
"2010-08-26",78.470001,80.110001,78.470001,78.760002,2316800,71.779488
"2010-08-27",79.510002,80.57,77.889999,80.459999,1940900,73.328796
"2010-08-30",79.669998,80.870003,78.75,78.779999,1511700,71.797729
"2010-08-31",78.510002,79.400002,77.339996,78.050003,2733500,71.132446
"2010-09-01",79.309998,81.690002,79.040001,81.370003,3479400,74.15818
"2010-09-02",81.510002,82.150002,81.010002,81.720001,2455400,74.477142
"2010-09-03",82.790001,84.120003,82.480003,82.75,2585000,75.415817
"2010-09-07",82.239998,82.760002,81.330002,81.980003,1666700,74.714088
"2010-09-08",82.029999,84.610001,82.029999,83.809998,2311000,76.493843
"2010-09-09",85.120003,85.860001,84.129997,84.279999,1961400,76.922844
"2010-09-10",84.699997,85,83.959999,84.160004,1166600,76.813301
"2010-09-13",85.25,86.349998,84.279999,84.620003,2095000,77.233192
"2010-09-14",84.839996,85.589996,84.059998,85.089996,2184500,77.662125
"2010-09-15",84.860001,86.309998,84.599998,85.940002,2022100,78.437927
"2010-09-16",83.410004,84,81.800003,82.720001,8247600,75.499046
"2010-09-17",82.849998,82.849998,81.809998,82.279999,3893600,75.09742
"2010-09-20",82.57,83.669998,82.089996,82.910004,2491700,75.672432
"2010-09-21",83.220001,83.75,82.410004,83.629997,3959000,76.329575
"2010-09-22",83.610001,85.080002,83.309998,84.300003,3618600,76.941109
"2010-09-23",83.559998,84.419998,82.370003,82.660004,2464200,75.444244
"2010-09-24",83.879997,84.800003,83.669998,84.230003,2383500,76.877235
"2010-09-27",84.610001,84.870003,83.949997,84.07,2253600,76.731186
"2010-09-28",84.059998,84.860001,82.760002,84.709999,2880500,77.315292
"2010-09-29",84.510002,86.57,84.010002,86.370003,5037300,78.830391
"2010-09-30",87,88.459999,85.43,85.5,5114000,78.036362
"2010-10-01",86.410004,87.419998,85.230003,85.639999,3260800,78.164116
"2010-10-04",85.529999,86.639999,84.739998,85.43,3371200,77.972443
"2010-10-05",86.230003,88.449997,86.120003,87.830002,3840200,80.162949
"2010-10-06",87.589996,88,86.730003,87.379997,2108400,79.752243
"2010-10-07",87.650002,87.68,85.93,86.739998,1930500,79.168068
"2010-10-08",86.93,88.93,86.339996,88.690002,3697800,80.947853
"2010-10-11",88.959999,88.959999,88.099998,88.400002,1684500,80.683212
"2010-10-12",87.959999,88.379997,86.550003,87.980003,2255200,80.299866
"2010-10-13",88.559998,90.629997,88.260002,89.75,2829700,81.915337
"2010-10-14",89.730003,89.75,88.839996,89.389999,1577300,81.586784
"2010-10-15",90.050003,90.5,88.650002,89.620003,2172800,81.796684
"2010-10-18",89.449997,89.900002,88.889999,89.470001,1953100,81.65979
"2010-10-19",88.190002,88.709999,86.43,87.139999,2844400,79.533203
"2010-10-20",87.57,89.25,87.5,88.919998,2506100,81.157799
"2010-10-21",88.919998,89.870003,87.800003,88.57,1826200,80.838341
"2010-10-22",88.660004,88.860001,87.900002,88.860001,954600,81.103058
"2010-10-25",89.389999,90.199997,88.919998,89.559998,2716300,81.741928
"2010-10-26",88.970001,90.300003,88.25,89.639999,1763300,81.814964
"2010-10-27",88.629997,88.75,86.699997,88.129997,2352800,80.436775
"2010-10-28",88.699997,89.18,87.57,88.830002,2335900,81.075645
"2010-10-29",88.720001,89.129997,87.669998,87.720001,2062700,80.062561
"2010-11-01",87.690002,88.769997,86.040001,86.419998,2610300,78.876015
"2010-11-02",87.099998,87.690002,86.230003,87.029999,2040700,79.432785
"2010-11-03",87,88.379997,85.839996,87.440002,2932400,79.806999
"2010-11-04",88.379997,89.139999,87.93,88.800003,3501400,81.048271
"2010-11-05",88.730003,90.550003,88.730003,90,2527100,82.143539
"2010-11-08",89.18,90.459999,89.050003,90.309998,1995900,82.426453
"2010-11-09",90.419998,90.650002,87.790001,88.120003,2330600,80.427643
"2010-11-10",88.330002,88.75,87.25,88.480003,1468600,80.756203
"2010-11-11",87.480003,88.449997,87.349998,87.980003,1831400,80.299866
"2010-11-12",87.389999,87.75,86.769997,87.32,1533900,79.697487
"2010-11-15",87.68,88.25,86.230003,86.389999,2144000,78.848663
"2010-11-16",85.879997,86.230003,84.489998,85.870003,2382900,78.374046
"2010-11-17",86.120003,86.730003,85.349998,85.629997,1745000,78.154999
"2010-11-18",86.760002,87.589996,86.139999,87.089996,2153600,79.599091
"2010-11-19",87.349998,87.970001,86.550003,86.790001,1929600,79.324905
"2010-11-22",86.5,87.5,85.879997,87.339996,2326000,79.827576
"2010-11-23",86.32,86.900002,85.809998,86.139999,1614300,78.73082
"2010-11-24",86.860001,88.599998,86.589996,88.470001,1936900,80.860382
"2010-11-26",87.57,87.989998,87.440002,87.5,642600,79.973824
"2010-11-29",89,91.980003,88.470001,91.589996,5127600,83.712036
"2010-11-30",91.209999,93.029999,91,91.120003,4810800,83.282463
"2010-12-01",93.239998,95,93.099998,93.989998,3220300,85.905571
"2010-12-02",94.349998,96.230003,94.099998,95.209999,2399300,87.020653
"2010-12-03",94.510002,95.480003,94.360001,95,1833900,86.828743
"2010-12-06",94.529999,94.669998,93.040001,93.290001,2323700,85.265816
"2010-12-07",94.18,94.599998,92.639999,92.660004,3025500,84.689987
"2010-12-08",92.43,93.279999,92.099998,92.809998,1401700,84.827103
"2010-12-09",93.669998,94.279999,93.300003,94.089996,2650400,85.997009
"2010-12-10",94.099998,94.099998,92.629997,93.980003,1752800,85.896477
"2010-12-13",94.900002,95.190002,94.260002,94.309998,2186900,86.198051
"2010-12-14",94.419998,94.769997,92.93,93.330002,2353800,85.302376
"2010-12-15",93.330002,93.5,92.389999,92.389999,2193200,84.443237
"2010-12-16",91.860001,94.790001,91.279999,94.220001,6865000,86.115822
"2010-12-17",94.230003,94.309998,92.239998,93.07,2990100,85.064735
"2010-12-20",93.809998,93.889999,92.809998,93.559998,1604500,85.512596
"2010-12-21",93.800003,94.489998,93.470001,93.690002,1547300,85.631401
"2010-12-22",93.830002,93.900002,92.82,93.370003,1246700,85.338951
"2010-12-23",93.029999,93.519997,92.57,93.010002,880200,85.009895
"2010-12-27",92.489998,93.199997,92.489998,93.029999,678100,85.028175
"2010-12-28",93.239998,93.360001,92.589996,93.019997,839400,85.019035
"2010-12-29",93.07,93.25,92.639999,92.800003,790100,84.817955
"2010-12-30",92.82,93.239998,92.699997,92.959999,764900,84.964203
"2010-12-31",92.529999,93.410004,92.410004,93.010002,1015100,85.009895
"2011-01-03",93.540001,94.290001,93.120003,93.190002,2037700,85.1744
"2011-01-04",93.379997,93.870003,92.059998,93.120003,2412600,85.110458
"2011-01-05",92.519997,94.269997,92.370003,93.870003,2351100,85.795952
"2011-01-06",93.699997,93.93,92.910004,93.099998,1890000,85.09214
"2011-01-07",93,94.32,91.800003,93.150002,5209400,85.13784
"2011-01-10",93.010002,94.980003,92.25,94.059998,2959000,85.969574
"2011-01-11",94.790001,94.790001,92.449997,93.309998,2635500,85.284073
"2011-01-12",93.919998,95.139999,93.279999,95,3155100,86.828743
"2011-01-13",94.910004,96.169998,94.620003,95.629997,2725900,87.404541
"2011-01-14",95.650002,97,95.309998,95.830002,2600400,87.587318
"2011-01-18",96.309998,96.790001,95.080002,95.800003,1565300,87.559914
"2011-01-19",95.629997,95.720001,93.57,94.339996,2039200,86.225487
"2011-01-20",93.540001,94.019997,92.790001,93.510002,2253300,85.466888
"2011-01-21",94.419998,94.639999,92.870003,93.339996,1872300,85.311493
"2011-01-24",93.120003,94.440002,92.970001,94.370003,2037800,86.252914
"2011-01-25",94.029999,94.349998,93.300003,93.989998,1418600,85.905571
"2011-01-26",94.129997,94.769997,93.269997,94.309998,2180700,86.198051
"2011-01-27",94.410004,94.839996,93.800003,94.360001,1862300,86.243767
"2011-01-28",94.519997,94.639999,90.18,90.480003,4654200,82.697517
"2011-01-31",91,91.5,90.010002,90.32,3088700,82.551254
"2011-02-01",92.75,93.959999,92.279999,92.690002,4049700,84.717422
"2011-02-02",92.07,92.129997,90.519997,90.800003,4172700,82.989998
"2011-02-03",91.940002,92.300003,91.099998,91.459999,3933100,83.593224
"2011-02-04",91.599998,91.82,90.540001,91.739998,1986800,83.849144
"2011-02-07",91.839996,92.75,91.300003,91.459999,2144200,83.593224
"2011-02-08",91.379997,92.400002,91.169998,92.050003,1652500,84.132477
"2011-02-09",91.709999,92.169998,91,91.599998,1762300,83.721169
"2011-02-10",91.309998,94.690002,91.309998,94.440002,3024600,86.316902
"2011-02-11",93.870003,95.889999,93.800003,95.419998,2038800,87.212608
"2011-02-14",95.029999,95.699997,93.809998,93.989998,2822100,85.905571
"2011-02-15",95.010002,96.699997,94.889999,95.980003,5403500,87.724426
"2011-02-16",96.370003,97.099998,95.900002,96.839996,2249500,88.510475
"2011-02-17",96.389999,97.699997,96.370003,97.470001,1513800,89.086266
"2011-02-18",97.860001,98.519997,97.309998,98.32,2434800,89.863174
"2011-02-22",96.050003,96.199997,92.910004,93.290001,3847200,85.265816
"2011-02-23",93.099998,93.110001,87.540001,89.25,7028500,81.573311
"2011-02-24",89.349998,90.760002,89.080002,89.809998,3940600,82.085136
"2011-02-25",90.57,90.919998,89.75,89.879997,2600500,82.149101
"2011-02-28",91.010002,91.019997,89.769997,90.019997,2299600,82.277039
"2011-03-01",90.57,90.580002,87.599998,87.879997,4843700,80.321114
"2011-03-02",88.010002,88.650002,86.32,87.32,3989400,79.809341
"2011-03-03",88.330002,90.580002,88.18,89.790001,4555900,82.066864
"2011-03-04",89.870003,90,87.800003,88.690002,2747800,81.061493
"2011-03-07",88.879997,89.379997,87.110001,88.260002,3360200,80.668472
"2011-03-08",88.269997,90.300003,88.269997,89.949997,3590900,82.213097
"2011-03-09",89.529999,91,89,90.779999,2630800,82.971725
"2011-03-10",89.720001,91.330002,88.800003,89.949997,3273600,82.213097
"2011-03-11",90.080002,91.25,89.860001,90.709999,2942900,82.907715
"2011-03-14",89.720001,89.860001,87.199997,88.629997,5338000,81.006599
"2011-03-15",86.019997,89.059998,85.970001,87.790001,3925800,80.238861
"2011-03-16",87.360001,87.660004,85.029999,85.279999,4906800,78.051453
"2011-03-17",89.790001,90.400002,87.489998,87.889999,6607500,80.440239
"2011-03-18",90.099998,90.209999,88.269997,89.279999,3956300,81.712425
"2011-03-21",90.370003,90.480003,89.610001,89.860001,2140600,82.243248
"2011-03-22",89.669998,89.68,88.190002,88.290001,1950500,80.806335
"2011-03-23",87.830002,89.379997,87.050003,88.959999,1950600,81.419563
"2011-03-24",89.279999,90.900002,89.120003,90.790001,2527400,83.094421
"2011-03-25",90.870003,91.059998,89.849998,90.279999,2311000,82.627647
"2011-03-28",91.089996,93.68,90.599998,93.019997,4364500,85.135422
"2011-03-29",92.93,93.300003,92.129997,93.040001,1753900,85.153709
"2011-03-30",93.309998,94.400002,93.139999,93.75,1639600,85.803535
"2011-03-31",93.209999,94.410004,93.019997,93.550003,1613500,85.620483
"2011-04-01",95,96.5,94.580002,95,3424800,86.947571
"2011-04-04",95.010002,95.419998,94.459999,95.120003,1309700,87.057404
"2011-04-05",94.690002,95.279999,94.110001,94.190002,1436900,86.206261
"2011-04-06",95.160004,95.349998,93.800003,94.589996,1620200,86.572327
"2011-04-07",94.260002,94.720001,93.410004,93.910004,1475000,85.949974
"2011-04-08",93.849998,94.18,90.82,91.160004,2919300,83.433052
"2011-04-11",91.300003,92.860001,90.660004,92.529999,3345600,84.686943
"2011-04-12",92.169998,94.400002,91.959999,94.080002,3368000,86.105583
"2011-04-13",94.589996,94.669998,93.07,93.43,2108900,85.510666
"2011-04-14",92.940002,93.989998,92.660004,92.940002,2148800,85.062195
"2011-04-15",93.010002,93.349998,92.190002,92.580002,1976000,84.732697
"2011-04-18",91.339996,92.239998,91.099998,91.959999,2293200,84.165253
"2011-04-19",92.510002,92.980003,91.519997,91.849998,1678500,84.06459
"2011-04-20",93,94.190002,92.360001,93.230003,1901200,85.327614
"2011-04-21",93.720001,94.230003,93.389999,93.940002,1816300,85.977425
"2011-04-25",93.75,94.129997,92.900002,93.849998,1347000,85.895058
"2011-04-26",94.260002,95.029999,94.059998,94.489998,1900000,86.480789
"2011-04-27",94.650002,94.989998,93.370003,94.800003,1513500,86.764526
"2011-04-28",94.529999,95.760002,94.449997,95.279999,1614500,87.203835
"2011-04-29",95.550003,96.25,95.300003,95.669998,1431400,87.560776
"2011-05-02",96.25,96.889999,94.029999,94.370003,2280800,86.370972
"2011-05-03",94,94.779999,93.629997,94.220001,1528300,86.233696
"2011-05-04",93.699997,94.580002,92.419998,92.639999,2292800,84.787605
"2011-05-05",92.160004,95.989998,91.800003,95.290001,3636400,87.213005
"2011-05-06",96.139999,96.389999,95.139999,95.650002,2520900,87.542496
"2011-05-09",95.599998,95.639999,94.559998,94.910004,1542000,86.865204
"2011-05-10",95.360001,96.239998,95.160004,95.739998,1658800,87.624847
"2011-05-11",95.43,96.5,94.790001,95.160004,2580200,87.094002
"2011-05-12",95.110001,95.129997,94.040001,94.959999,2235900,86.910965
"2011-05-13",95.169998,95.5,93.5,93.580002,2780400,85.647934
"2011-05-16",93.379997,94.43,92.980003,93.18,1939600,85.281845
"2011-05-17",92.849998,92.919998,92.050003,92.589996,2144000,84.741844
"2011-05-18",92.870003,94.209999,92.300003,93.650002,1923100,85.712013
"2011-05-19",94.010002,94.650002,93.5,94.580002,1919700,86.563171
"2011-05-20",94.459999,94.589996,93.559998,93.82,1377800,85.867607
"2011-05-23",92.559998,92.690002,91.050003,92.040001,2539500,84.238472
"2011-05-24",92.209999,92.419998,90.93,91.480003,1604200,83.725945
"2011-05-25",90.959999,92.300003,90.82,91.839996,1727900,84.055466
"2011-05-26",91.309998,91.900002,90.800003,91.360001,2346200,83.616127
"2011-05-27",91.849998,92.349998,91.599998,91.900002,1222100,84.110321
"2011-05-31",92.629997,93.730003,92.580002,93.639999,2378700,85.702858
"2011-06-01",93.949997,94.389999,91.410004,91.43,3444300,83.680191
"2011-06-02",91.790001,92.5,91,91.519997,1958100,83.762566
"2011-06-03",90.32,91,89.900002,90.150002,2139300,82.50869
"2011-06-06",89.989998,90.559998,87.650002,87.75,3268200,80.312103
"2011-06-07",87.949997,88.230003,86.68,86.760002,3211800,79.406013
"2011-06-08",86.540001,86.900002,85.459999,85.589996,3320700,78.33519
"2011-06-09",86.080002,86.790001,85.800003,86.209999,2938200,78.902657
"2011-06-10",86.230003,86.389999,84.790001,85.379997,2707900,78.142998
"2011-06-13",85.370003,86.150002,84.949997,85.919998,2444200,78.63723
"2011-06-14",86.589996,88,86.220001,87.43,2732100,80.019241
"2011-06-15",86.43,87.290001,86.099998,86.489998,2357200,79.276794
"2011-06-16",86.709999,87.519997,86,86.480003,2095300,79.267609
"2011-06-17",87.260002,87.690002,86.669998,86.989998,2131400,79.735085
"2011-06-20",86.830002,87.860001,86.610001,87.5,1809200,80.202545
"2011-06-21",88.43,89.480003,81.220001,89.129997,3292100,81.696594
"2011-06-22",91.5,92.410004,90.660004,91.440002,6023500,83.813942
"2011-06-23",91.120003,93.449997,90.599998,92.959999,4850000,85.207191
"2011-06-24",92.910004,93.449997,91.57,91.870003,4282900,84.208076
"2011-06-27",91.970001,93,91.610001,92.849998,1930900,85.106354
"2011-06-28",93.129997,94.190002,92.769997,94.019997,1762100,86.17878
"2011-06-29",94.5,94.910004,93.099998,93.629997,2283700,85.821297
"2011-06-30",93.839996,94.949997,93.800003,94.849998,2079300,86.939545
"2011-07-01",94.68,96.830002,94.559998,96.519997,2464600,88.470299
"2011-07-05",96.169998,96.25,95.199997,95.5,1870700,87.535362
"2011-07-06",95.580002,97.07,95.559998,96.779999,2365900,88.708595
"2011-07-07",97.690002,98.660004,96.919998,98.5,2958600,90.285156
"2011-07-08",97.239998,97.699997,96.959999,97.559998,2229100,89.423546
"2011-07-11",96.75,96.75,94.470001,95.080002,2534700,87.150368
"2011-07-12",94.699997,95.089996,93.809998,94.080002,2958900,86.233795
